Type,Construction Type,Floor Area,Address,Price,Currency,Description,Datetime,Furniture,Elevator,Location from the Street,Entrance,Parking,Links,Lease Type,Minimum Rental Period,Prepayment,Utility Payments
Retail Space,,1000 sq.m.,"H. Abrahamyan street 19, Parakar","$4,000",USD,"Commercial spaces are for rent. The spaces can be used for a supermarket, pharmacy, fast food restaurant and other similar activities.Translated from Armenian",Dec-12-2022_20-21,Not available,Available,First Line,Common from the Street,Outdoor parking,https://list.am/en/item/18444898,Direct Lease,1 year,1 month,Not included
Retail Space,,1200 sq.m.,Armavir › Parakar,"$4,000",USD,Multifunctional common area first line. It is convenient to carry out various activities.Translated from Armenian,Dec-12-2022_20-21,,,,,,https://list.am/en/item/18068314,,,,
Retail Space,,50 sq.m.,Armavir › Shahumyan,"80,000 ֏",AMD,It used to be a grocery store and also has a warehouse.Translated from Armenian,Dec-12-2022_20-21,Available,Not available,First Line,Separate from the Street,,https://list.am/en/item/17229195,Direct Lease,1 year,2 months,Not included
Functioning Business,,48 sq.m.,"Կամոյի փողոց, Վաղարշապատ","300,000 ֏",AMD,Code A015+ 30% intermediate feePublic space for rent (bistro)Along with the propertyIn the center of Etchmiadzin cityThe area is 48 square metersAshotFor more information callTranslated from Armenian,Dec-12-2022_20-21,Available,Not available,First Line,Common from the Street,Outdoor parking,https://list.am/en/item/18653530,Direct Lease,1 year,Without prepayment,Not included
Warehouse,,350 sq.m.,Armavir › Tairov,"$3,500",USD,"Commercial space for rent with an area of 350 square meters, windows: Euro, hot and cold water, electricity, heating system. It has a very large parking space. A storage room, also a 50 square meter container with all the necessary facilities, a commercial space, can be used as a warehouse, suitable as a printing office. For more information, please call the address 99 Mayrakatyayin street, Yerevan. The price is negotiable.Code 9930Translated from Armenian",Dec-12-2022_20-21,Not available,Not available,First Line,Common from the Street,,https://list.am/en/item/18328851,Direct Lease,3 years,1 month,By Agreement
Office Space,,30 sq.m.,"Mesrop Mashtots street 73, Vagharshapat","100,000 ֏",AMD,"Office space for rent c. At 73/1 Mashtots Street, Etchmiadzin. Constant hot and cold water, air conditioning available. The area is 30 square meters.Translated from Armenian",Dec-12-2022_20-21,Not available,Not available,Other,Separate from the Street,,https://list.am/en/item/18341535,Direct Lease,6 months,1 month,Not included
Agricultural Space,,2000 sq.m.,Armavir › Echmiadzin,"1,500,000 ֏",AMD,It is in ready condition. The price is negotiable.Translated from Armenian,Dec-12-2022_20-21,,,,,,https://list.am/en/item/18458218,,,,
Retail Space,,35 sq.m.,Armavir › Dasht,"200,000 ֏",AMD,"The area is located on the Ashtarak-Echmiadzin highway, it is suitable for any type of activity, it is fully renovated, it has a bathroom, constant water and three-phase electricity. There are also storage areas on the mezzanine floor.Translated from Armenian",Dec-12-2022_20-21,,,,,,https://list.am/en/item/18244752,,,,
Retail Space,,160 sq.m.,"Շահումյան փողոց, Վաղարշապատ","450,000 ֏",AMD,"AS027:K. Not far from the center of Etchmiadzin, on the main street, an existing business space is for rent or sale. The total area is 160 square meters. And has 80 square meters. Basement with an area of 3m. In height. In the case of sale, the price is $250,000, and in the case of rent, it is AMD 450,000.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Dec-12-2022_20-21,Available,Not available,First Line,Common from the Street,Outdoor parking,https://list.am/en/item/14284253,Direct Lease,1 year,By Agreement,Not included
Everything Else,,2000 sq.m.,Armavir › Echmiadzin,"80,000 ֏",AMD,"RentA plot of land (cattle barn) is for rent, which works as a piggery. Ability to keep up to 500 pigs of different weights, sows, heifers, gilts, 100 plus horned cattle.The territory is provided with water, electricity and sewage. Possibility to draw natural clay, internet, possibility to dig well, space to build a greenhouse. The total area is 5500 square meters. Rent can be taken in installments on request from 80,000 to 200,000For detailed information, call the indicated numberTranslated from Armenian",Dec-12-2022_20-21,,,,,,https://list.am/en/item/17010518,,,,
Office Space,,100 sq.m.,"Աբովյան փողոց 57/1, Արմավիր","300,000 ֏",AMD,"It is for rent, it has 6 separate rooms, it has been completely renovated with a modern design. All rooms have cable internet, cameras, with fire protection systems, hot and cold water with their own sewers, there is also a common Wi-Fi, and it has one separate toilet. For more information call...Translated from Armenian",Dec-12-2022_20-21,,,,,,https://list.am/en/item/18004273,,,,
Industrial and Manufacturing,,110 sq.m.,Armavir › Echmiadzin,"150,000 ֏",AMD,Industrial area for rentIn Musaler 1O8 sq / mTranslated from Armenian,Dec-12-2022_20-21,Not available,Not available,Second Line,Separate from the Courtyard,,https://list.am/en/item/14240451,Direct Lease,9 months,By Agreement,Included
Warehouse,,200 sq.m.,"Mesrop Mashtots street, Vagharshapat","200,000 ֏",AMD,Warehouse and production premises for rent. The first lane on the highway to Etchmiadzin is equipped with cameras and security guards.Translated from Armenian,Dec-12-2022_20-21,By agreement,Not available,First Line,Separate from the Street,,https://list.am/en/item/18667475,Direct Lease,3 months,Without prepayment,By Agreement
Multifunctional Space,,90 sq.m.,"Արագած փողոց 16, Վաղարշապատ","5,000,000 ֏",AMD,"The building is capital, made of stone, has two basements + zalivka, there is water, electricity. One part is capital, the other is partial, for questions, call. Front part 13 x 6 x 8.5 metersTranslated from Armenian",Dec-12-2022_20-21,Not available,Not available,Other,Common from the Courtyard,,https://list.am/en/item/18585266,Direct Lease,5 years,By Agreement,By Agreement
Retail Space,,24 sq.m.,"Եղիշե Չարենցի փողոց, Վաղարշապատ","50,000 ֏",AMD,"A shop is for rent at 1 Charents Street. First line, has a bathroom.If you have any questions, call or write an email.Translated from Armenian",Dec-12-2022_20-21,Not available,Not available,First Line,Separate from the Street,,https://list.am/en/item/18478430,Direct Lease,6 months,Without prepayment,Not included
Hotel,,2000 sq.m.,"Isakov St, Yerevan","$25,000",USD,"Renting 3 story building with 10 Room Hotel with VIP rooms, some rooms with full kitchen, bathrooms all new construction. Furthermore, included on 2nd floor the hotel, 1st floor Restaurant and Banquet Hall, basement another 600 square meters that can be used as night club or for additional rooms. Bonus, including next door shawarma grill house and second restaurant. This is ideal for investors who want to have already built Hotel and Restaurant business. Each floor is approximately 600 square meters and total of 3 floors. Also by the hotel a single restaurant and shawarma grill another 300 square meters with full kitchen and all equipment.Аренда 3-этажного здания с 10-комнатным отелем с VIP-комнатами, некоторые номера с полностью оборудованной кухней, ванные комнаты нового строительства. Кроме того, на 2-м этаже находится отель, ресторан и банкетный зал на 1-м этаже, подвал еще 600 квадратных метров, которые можно использовать в качестве ночного клуба или для дополнительных номеров. Бонус, включая соседнюю гриль-хаус в шаурме и второй ресторан. Это идеально подходит для инвесторов, которые хотят уже построить гостиничный и ресторанный бизнес. Каждый этаж составляет около 600 квадратных метров и в общей сложности 3 этажа. Также рядом с отелем есть один ресторан и гриль-шаурма еще на 300 квадратных метров с полностью оборудованной кухней и всем оборудованием.",Dec-12-2022_20-21,Available,Not available,First Line,Common from the Street,Outdoor parking,https://list.am/en/item/18697550,Direct Lease,1 year,6 months,Included
Agricultural Space,,5000 sq.m.,"St. Harutyun street, Parakar","60,000 ֏",AMD,Տրվում. Է. Վարձով. Կամ. Մաս. Մաս. Վաճառվում. Է. Հողատարածք. Կա. Գազ. Եվ. Ջուր. Հարմար. Է. Ջերմոցային. Տնտեսության. Համար կամ անասնագոմ հիմնելու նպատակով՚՚,Dec-12-2022_20-21,,,,,,https://list.am/en/item/17447815,,,,
Retail Space,,50 sq.m.,"Erevanyan street, Parakar","70,000 ֏",AMD,RENT. E. For rent. Owner. From. Commercial. Area. Renovated. Arajin. Line Old. Parakar. Gay. Post. In the neighborhood. Convenient. E. Commercial. Area. For. Huffzer. In the case. Call:Translated from Armenian,Dec-12-2022_20-21,,,,,,https://list.am/en/item/17491909,,,,
Industrial and Manufacturing,,78 sq.m.,Armavir › Armavir,"150,000 ֏",AMD,Call in case of questionsTranslated from Armenian,Dec-12-2022_20-21,Not available,Not available,Second Line,Separate from the Courtyard,Outdoor parking,https://list.am/en/item/18618960,Direct Lease,6 months,By Agreement,Not included
Everything Else,,120 sq.m.,"Նար-Դոսի փողոց 9, Վաղարշապատ","350,000 ֏",AMD,"Located in the central part of Etchmiadzin, newly renovated, suitable for various activitiesTranslated from Armenian",Dec-12-2022_20-21,Not available,Not available,Second Line,Common from the Courtyard,Outdoor parking,https://list.am/en/item/18083346,Direct Lease,1 year,By Agreement,Not included
Retail Space,,250 sq.m.,Armavir › Parakar,"330,000 ֏",AMD,"Վարձով է տրվում նորակառույց կոմերցիոն տարածք։1ին գիծ, 2 մուտք, նոր վերանորոգված, մեծ կայանատեղի, արևկողմ, օդորակիչ, անվտանգության տեսախցիկներ, զուգարան, առանձին սենյակ (18ք/մ), ճակատային մաս 12մ, երկարություն11մ, շինությունը 125ք/մ, հողատարացք 250ք/մ,Հարմար է ցանկացած գործունեության համար, մարկետ, գրասենյակ, կոմերցիոն տարածք, խանութ։Տրվում է Երկարաժամկետ, և պայմանագրով։Փարաքար, ԳԱԻ պոստի հարևանությամբ ։Մանրամասն հեռախոսով.Сдается в аренду новое торговое помещение.1-я линия, 2 входа, новый ремонт, большая парковка, солнечная сторона, кондиционер, камеры видеонаблюдения, туалет, комната отдельная (18 кв/м), парадная 12м, длина 11м, здание 125 кв/м, площадь участка 250 кв. /м,Подходит под любой вид деятельности, рынок, офис, торговое помещение, магазин.Сдается на долгосрочной основе и по договору.Паракар, рядом с постом ГАИ.Подробности по телефону",Dec-12-2022_20-21,,,,,,https://list.am/en/item/18088415,,,,
Industrial and Manufacturing,,2200 sq.m.,Armavir › Armavir,"220,000 ֏",AMD,"Industrial space for rent, the building is 800 square meters renovated (the pictures are old, a lot of work has been done inside) it is a very good place for a businessSuitable for both production and storage use,For more information callThree-phase currentTranslated from Armenian",Dec-12-2022_20-21,Not available,Not available,First Line,Separate from the Street,,https://list.am/en/item/16850816,Sublease,6 months,1 month,Not included
Warehouse,,220 sq.m.,Armavir › Armavir,"150,000 ֏",AMD,"Warehouses for rent, 130m2 and 90m2 with a height of 7.8 meters, suitable for various activities, in Bangladesh district of Armavir city, residential areaTranslated from Armenian",Dec-12-2022_20-21,,,,,,https://list.am/en/item/18157259,,,,
Multifunctional Space,,60 sq.m.,"Erevanyan street 9, Parakar","150,000 ֏",AMD,"60 sq. M. Apartment is for rent in Parakar, on the very edge of the highway from Zvartnots airport to Yerevan, on the sidewalk in front of the Gai post. To start a bakery, warehouse and other different businesses. If desired, we can expand the area up to 120 sq / m։ more.Translated from Armenian",Dec-12-2022_20-21,,,,,,https://list.am/en/item/17691040,,,,
Warehouse,,25 sq.m.,"8-րդ փողոց 4, Նորակերտ","100,000 ֏",AMD,"Refrigeration area. Thanks to the use of high-quality units, it ensures the temperature of the chamber from -5 to + 20 degrees Celsius. It is suitable for long-term and high-quality storage of any type of fruit or vegetable.Translated from Armenian",Dec-12-2022_20-21,,,,,,https://list.am/en/item/17394021,,,,
Everything Else,,10 sq.m.,"Ստեփան Շահումյանի փողոց 79, Վաղարշապատ","40,000 ֏",AMD,"I offer cabinets designed for (manicurist, cosmetologist, elos hair removal) specialists. The area is fully renovated, all comfortable conditions are created for customers and staff.Translated from Armenian",Dec-12-2022_20-21,Available,Not available,First Line,Common from the Street,,https://list.am/en/item/16790506,Direct Lease,1 year,Without prepayment,Included
Warehouse,,206 sq.m.,Armavir › Parakar,"175,000 ֏",AMD,"For rent, you can use it as a workshop, with a camera.Translated from Armenian",Dec-12-2022_20-21,Not available,Not available,Second Line,Common from the Street,Garage,https://list.am/en/item/18159568,Direct Lease,1 year,By Agreement,By Agreement
Multifunctional Space,,300 sq.m.,"H. Abrahamyan street, Parakar","$3,500",USD,"Վարձակալության են տրվում առևտրային և Գրասենյակային տարածքներ: Տարածքները կարող են ծառայել ` Սուպերմարկետի, դեղատան, արագ սննդի կետի և նմանատիպ այլ գործունեություն ծավալելու համար:",Dec-12-2022_20-21,,,,,,https://list.am/en/item/17564783,,,,
Office Space,,290 sq.m.,Armavir › Parakar,"$2,300",USD,Все вопросы по телефону,Dec-12-2022_20-21,,,,,,https://list.am/en/item/17795970,,,,
Automotive Service,,100 sq.m.,Armavir › Tairov,"300,000 ֏",AMD,Provided by Vartsot Car serviceTranslated from Armenian,Dec-12-2022_20-21,Not available,Not available,First Line,Common from the Street,,https://list.am/en/item/17300103,Direct Lease,5 years,6 months,Included
Automotive Service,,100 sq.m.,"Улица Карена Демирчяна, Паракар","300,000 ֏",AMD,Gortsokh Auto Service is for rentTranslated from Armenian,Dec-12-2022_20-21,Available,Not available,First Line,Common from the Street,,https://list.am/en/item/18370224,Direct Lease,1 year,6 months,By Agreement
Office Space,,120 sq.m.,Armavir › Metsamor,"200,000 ֏",AMD,"Վարձով տարածք Մեծամոր քաղաքում 120քմ բոլոր կոմունալ հարմարություններով: Լույս, ջուր, ջեռուցում, գազ։Сдается в аренду помещение площадью 120кв. М. В городе Мецамор. Обустроена туалетом, светом, горячей и холодной питьевой водой, отоплением, газом. На верхнем этаже работает офис wildberries. Торг уместен в зависимости от срока аренды. Мецамор находится в 35км от Еревана)Translated from Armenian",Dec-12-2022_20-21,Not available,Not available,First Line,Separate from the Street,,https://list.am/en/item/18391796,Direct Lease,1 year,By Agreement,By Agreement
Retail Space,,95 sq.m.,"Hanrapetutyun street, Armavir","350,000 ֏",AMD,It has heating with all facilities.Translated from Armenian,Dec-12-2022_20-21,Available,Not available,First Line,Separate from the Street,,https://list.am/en/item/18569493,Direct Lease,5 years,By Agreement,By Agreement
Multifunctional Space,,1000 sq.m.,Armavir › Echmiadzin,"800,000 ֏",AMD,"Code 7453Commercial or office space is for rent in Etchmiadzin. There is a bathroom, air conditioning, a cabinet, a huge utility area with an additional door, etc.Price: Negotiable.In the same building, we have 2 other office, shop or residential areas with separate entrances, which we will also sell for 80,000 and 100,000, respectively.Translated from Armenian",Dec-12-2022_20-21,Not available,Not available,First Line,Common from the Street,Outdoor parking,https://list.am/en/item/14843387,Direct Lease,6 months,1 month,Not included
Retail Space,,80 sq.m.,"Պետրոզավոդսկ փողոց 54, Վաղարշապատ","300,000 ֏",AMD,"Vegetable shop for rent, adjacent tonratun, with 2 tonir, for lavash and barbecue / kitchen (partially renovated), gas, water, light, pastry for lavash /Translated from Armenian",Dec-12-2022_20-21,Available,Not available,First Line,Common from the Street,,https://list.am/en/item/17978471,Direct Lease,6 months,2 months,Not included
Office Space,,80 sq.m.,Armavir › Armavir,"200,000 ֏",AMD,"Office space with all amenities, computers, printers, desks, furniture, local heating, three-phase electricity, hot water, cameras, security system. Located in a high mobility area, suitable for all kinds of activities.Translated from Armenian",Dec-12-2022_20-21,Available,Not available,First Line,Common from the Street,,https://list.am/en/item/17382643,Direct Lease,3 years,1 month,Not included
Automotive Service,,120 sq.m.,Armavir › Arshaluys,"15,000 ֏",AMD,All amenities are thereTranslated from Armenian,Dec-12-2022_20-21,Available,Not available,First Line,Common from the Street,Outdoor parking,https://list.am/en/item/18691122,Direct Lease,6 months,By Agreement,By Agreement
Retail Space,,78 sq.m.,Armavir › Echmiadzin,"150,000 ֏",AMD,"The surface of the area: 60 square meters. It is located in the center, on the intersection, it has facades on both sides. Newly renovated. Suitable for office, trade and other activities. Air conditioner, three-phase current is installed.Translated from Armenian",Dec-12-2022_20-21,Not available,Not available,First Line,Separate from the Street,,https://list.am/en/item/11699084,Direct Lease,6 months,1 month,Not included
Retail Space,,10 sq.m.,Armavir › Echmiadzin,"130,000 ֏",AMD,"An air-conditioned apartment is for rent in the center of Etchmiadzin, on Kirov street, it has air conditioning, it has been renovated, it has cold water.Translated from Armenian",Dec-12-2022_20-21,Not available,Not available,First Line,Common from the Street,Outdoor parking,https://list.am/en/item/18618334,Direct Lease,1 year,1 month,Included
Retail Space,,10 sq.m.,Armavir › Echmiadzin,"70,000 ֏",AMD,"The pavilion can be used as a shawarma bistro or for other activities. There are ghars. Accessories that can be provided. Call Vatsap for details. The pavilion is located in a very busy place. I have other similar pavilions on different surfaces in the city of Etchmiadzin, the first line on different streets.Translated from Armenian",Dec-12-2022_20-21,,,,,,https://list.am/en/item/17320770,,,,
Warehouse,,56 sq.m.,"Մերձավանի խճուղի, Փարաքար","60,000 ֏",AMD,"Պահեստ, տարածք, վարձով պահեստ, помещение для склада, склад в аренду56 քառակուսի մետր, 14 մետր երկարությամբ, 4 մետր լայնությամբ, 2,5 մ բարձրությամբ;Գտնվում է բնակելի առանձնատան հարևանությամբ, ունի առանձին մուտք երկաթե դարպասով; Կա մշտական ջուր, եռաֆազ հոսանք, սանհանգույց։Площадь помещения 56квадратных метров, длина 14м, ширина 4м, высота 2,5м. Нажодится по соседству частного дома, имеет автономный вход, дверь металлический, есть постоянная вода, электричество, санузел.",Dec-12-2022_20-21,Not available,Not available,Second Line,Separate from the Street,,https://list.am/en/item/18267433,Direct Lease,1 year,Without prepayment,Not included
Retail Space,,25 sq.m.,"1district, Metsamor","50,000 ֏",AMD,"The shop is for rent, for details call the mentioned phone number.Translated from Armenian",Dec-12-2022_20-21,,,,,,https://list.am/en/item/18000212,,,,
Functioning Business,,60 sq.m.,"Kamo street, Vagharshapat","250,000 ֏",AMD,"A business for rent: Fast food restaurant with all its equipment - 60 square meters, has a grill, shawarma machine, toaster, pager.It is located in the central part of Etchmiadzin, near the police station.Has all utilitiesTranslated from Armenian",Dec-12-2022_20-21,,,,,,https://list.am/en/item/18361807,,,,
Retail Space,,60 sq.m.,Armavir › Echmiadzin,"60,000 ֏",AMD,"Կոմերցյոն տարածքը կիսանկուղային է, ունի մոտակայքում սանհանգույց և ջուր, նոր վերանորոգված է։Տրվում է նաև առանձին տարբերակով 25մ և 35մ մակերեսներով։Տարածքը գտնվում է Yerevan City-ի հարևանությամբКоммерческая площадь имеет полуподвал, рядом есть санузел и вода, свежий ремонт.Он также дан в отдельной версии с поверхностями 25 м и 35 м.Translated from Armenian",Dec-12-2022_20-21,,,,,,https://list.am/en/item/17632325,,,,
Retail Space,,28 sq.m.,"Կամոյի փողոց 26, Վաղարշապատ","200,000 ֏",AMD,"Renovated and unused commercial space for rent on Kamo street. It has three-phase electricity, constant water and a bathroom, air conditioner is installed.Translated from Armenian",Dec-12-2022_20-21,Not available,Not available,First Line,Common from the Street,,https://list.am/en/item/18582312,Direct Lease,1 year,2 months,Not included
Industrial and Manufacturing,,200 sq.m.,"Պետրոզավոդսկ փողոց, Վաղարշապատ","450,000 ֏",AMD,"Կարի արտադրամաս/Швейный цехСдается в аренду готовый швейный цех (работал больше 30 лет) на 15-20 рабочих мест с оборудованием и товарным остатком (ткани и готовые женские одежды) Площадь цеха 200 м2,Подробности по телефону.",Dec-12-2022_20-21,,,,,,https://list.am/en/item/18551296,,,,
Office Space,,100 sq.m.,Armavir › Echmiadzin,"100,000 ֏",AMD,"Operating business for rent100,000 dramsAMD 50,000 commissionTranslated from Armenian",Dec-12-2022_20-21,Available,Not available,First Line,Common from the Street,Outdoor parking,https://list.am/en/item/16267285,Direct Lease,1 year,Without prepayment,Not included
Multifunctional Space,,300 sq.m.,"Улица Месропа Маштоца 61/56, Вагаршапат","$1,000",USD,"For rent 300 square meters inside Tigran Mets buildingFor details, call real people.Translated from Armenian",Dec-12-2022_20-21,By agreement,Not available,First Line,Separate from the Street,,https://list.am/en/item/17976165,Direct Lease,1 month,By Agreement,By Agreement
Restaurant,,520 sq.m.,Armavir › Echmiadzin,"$150,000",USD,A restaurant area is for sale or for rent in the center of Etchmiadzin. Araratyan and At the junction of Kamo streets. Call or write for details.Translated from Armenian,Dec-12-2022_20-21,,,,,,https://list.am/en/item/16415194,,,,
Everything Else,,380 sq.m.,Armavir › Echmiadzin,"2,500,000 ֏",AMD,"Space for rent c. At a distance of 200 m from the Square in Echmiadzin. It has a parking lot, there is a bus stop in front of it serving 20 villages, it is suitable for all kinds of activities, it has gas, electricity, water, three-phase electricityTranslated from Armenian",Dec-12-2022_20-21,Not available,Not available,First Line,Common from the Street,,https://list.am/en/item/18559792,Direct Lease,2 years,Without prepayment,Not included
Restaurant,,400 sq.m.,Armavir › Echmiadzin,"200,000 ֏",AMD,"300m from Etchmiadzin, a banquet hall is for rent, located in a huge fenced area. We have other events. Birthday, wedding, day out with the pool, etc. Moreover, the food can be either brought in or prepared on the spot.There may be a fee for the hall or a chair, which may range from 7-13,000 AMD, depending on the number of dishes.There are also guest houses and rooms, as well as houses for rent in the area.Translated from Armenian",Dec-12-2022_20-21,Available,Not available,Second Line,Separate from the Courtyard,,https://list.am/en/item/18063518,Direct Lease,1 year,2 weeks,Included
Retail Space,,20 sq.m.,"Վահան Տերյանի փողոց, Վաղարշապատ","100,000 ֏",AMD,For rent commercial container very suitable for grocery store drug store auto parts etc. Call for inquiriesTranslated from Armenian,Dec-12-2022_20-21,Not available,Not available,First Line,Separate from the Street,,https://list.am/en/item/18433648,Direct Lease,5 years,By Agreement,By Agreement
Retail Space,,100 sq.m.,"Hanrapetutyun street, Armavir","150,000 ֏",AMD,The existing bread and pastry factory is for rent.Translated from Armenian,Dec-12-2022_20-21,,,,,,https://list.am/en/item/16038989,,,,
Everything Else,,3000 sq.m.,Armavir › Echmiadzin,"2,000,000 ֏",AMD,"A 15-year-old 3.3-hectare healthy garden is for rent. In the garden there are apricots (shalakh - suitable for export, ajanabad, Khosrov shahi, Yeryanyan 14 - suitable for dried fruit), peach (early, middle-aged, suitable for export, dried fruit), plum (s, victoria, etc.) for export or for making dried fruits), poplar, almond, quince or hazelnut trees. If cultivated well, you can have more than 30 tons of fruit. The rental price is for the whole season, ie from the beginning of spring to autumn (in spring you start cultivating and watering until the end of autumn)Translated from Armenian",Dec-12-2022_20-21,,,,,,https://list.am/en/item/16935742,,,,
Industrial and Manufacturing,,250 sq.m.,Armavir › Tairov,"200,000 ֏",AMD,"A house for rent, not renovated, 60 square meters. Completely fenced. Iron gate.Water, sewer, electricity, internet available. It can also be used as a residential house or storage space.Translated from Armenian",Dec-12-2022_20-21,Not available,Not available,Second Line,Separate from the Street,Outdoor parking,https://list.am/en/item/18639450,Direct Lease,1 month,By Agreement,Not included
Industrial and Manufacturing,,553 sq.m.,Armavir › Echmiadzin,"300,000 ֏",AMD,"K. A commercial space is for rent in Etchmiadzin, on the first line. The area is 553 square meters. There is a completely renovated office, 2 rest rooms and a bathroom. The cost is AMD 300,000.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Dec-12-2022_20-21,By agreement,Not available,First Line,Common from the Street,Outdoor parking,https://list.am/en/item/18664269,Direct Lease,1 year,By Agreement,Not included
Multifunctional Space,,300 sq.m.,Armavir › Metsamor,$500,USD,"150 m + 150 m upper and basement. Three-phase electricity, gasified, equipped with heating systemTranslated from Armenian",Dec-12-2022_20-21,,,,,,https://list.am/en/item/16241300,,,,
Office Space,,90 sq.m.,"Nalbandyan street, Armavir","150,000 ֏",AMD,"The area is located on the second floor of the ""ISAHAKYAN CENTRE"" building. Office containerTranslated from Armenian",Dec-12-2022_20-21,,,,,,https://list.am/en/item/18545337,,,,
Office Space,,90 sq.m.,"Nalbandyan street, Armavir","150,000 ֏",AMD,"The area is located on the second floor of the ""ISAHAKYAN CENTRE"" building. Office containerTranslated from Armenian",Dec-12-2022_20-21,,,,,,https://list.am/en/item/18545342,,,,
Multifunctional Space,,45 sq.m.,Armavir › Parakar,"200,000 ֏",AMD,"The area is in ParakarA commercial space with its own apartment is for rent.The area is divided into 2 parts, from the front is the commercial area and then the apartment.We have done a CAPITAL renovation. Any items in the apartment are new and unused• new furniture• new laminate• new chandeliers• new electronics• new pipes• new power cords• new BAXI• new windowsHe has no problem with the papers.The apartment is UNOCCUPIED. It is sold together with furniture. Very high style design work was done, as a result of which we got a high level of comfort. It has all the utilities. There is a camera installed in the yard.Translated from Armenian",Dec-12-2022_20-21,,,,,,https://list.am/en/item/18115562,,,,
Warehouse,,40 sq.m.,Armavir › Musaler,"60,000 ֏",AMD,An area of 40 square meters is for rent in Musaler village (46 Baghramyan street) You can use the area as a warehouse. It is provided with water and light.Length 10 m.Width 4 m.Height 2.20 m.Price is negotiableTranslated from Armenian,Dec-12-2022_20-21,,,,,,https://list.am/en/item/17627753,,,,
Automotive Service,,220 sq.m.,"Զվարթնոց թաղամաս, Վաղարշապատ","150,000 ֏",AMD,"A two-story commercial space is for rent or sale on the Yerevan-Echmiadzin main highway in Zvartnots. The total area is 220 square meters, of which 150 is the building. The commercial area is suitable for vulcanizing, (boxer) car washes, and other businesses. The price is AMD 150,000 for rent, and $150,000 for sale. It is also exchanged for a 2-3 room apartment, with an additional payment from you.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Dec-12-2022_20-21,Not available,Not available,First Line,Common from the Street,"Outdoor parking, covered parking, garage",https://list.am/en/item/18659897,Direct Lease,1 year,By Agreement,Not included
Warehouse,,250 sq.m.,"Echmiatsin Highway, Khoronk","300,000 ֏",AMD,"Slaughterhouse. It has electricity, three-phase, permanent water. For other questions, call the mentioned number.Translated from Armenian",Dec-12-2022_20-21,,,,,,https://list.am/en/item/17887437,,,,
Office Space,,200 sq.m.,"Hanrapetutyun street 6, Armavir","550,000 ֏",AMD,"В центре города Армавир (50км от Еревана) сдается в аренду офисное помещение в 200 кв/м. Новый высококачественный ремонт, евро-окна, пол из качественного ламината и прессгранитной плитки, 2 полностью отремонтированных и оборудованных санузла, 10 офисных комнат, свет, вода, интернет. 30кв/м на первом этаже и 170 кв/м на втором. После ремонта не сдавался.Рядом - городской парк, областная больница, банки и финансовые организации, нотариальная контора и другие инфраструктурные организации.Помещение удобно для IT офисов, фин-организаций (банки, кредитные организации, страховые компании), клиник, Back Offices и других офисов.Արմավիրի կենտրոնում և շատ բանուկ տեղում վարձով է տրվում գրասենյակային տարածք։ Նոր բարձրակարգ վերանորոգում, եվրոլուսամուտներ, հատակները պրեսգրանիտ և բարձրակարգ լամինատ, բարձրակարգ սալիկներով սալիկապատված 2 ամբողջովին կահավորված սանհանգույց, 10 աշխատասենյակ, մեծ նախասրահ/ընդունարան։ Հարևանությամբ՝ քաղաքային զբոսայգին, մարզային հիվանդանոցը, բանկեր, վարկային կազմակերպություններ, ապահովագրական կազմակերպություններ, կադաստր, նոտար և այլն։ 30ք․մ 1-ին հարկում է (նախասրահ), իսկ 170ք․մ 2-րդ հարկում (աշխատասենյակներ) ։ Շատ հարմար է IT կազմակերպության, կլինիկայի, ֆինանսական կազմակերպության և ցանկացած գրասենյակի համար։",Dec-12-2022_20-21,Not available,Not available,First Line,Separate from the Street,,https://list.am/en/item/16637202,Direct Lease,6 months,By Agreement,By Agreement
Office Space,,100 sq.m.,Armavir › Armavir,"100,000 ֏",AMD,"We give half the price to the store, call for the priceTranslated from Armenian",Dec-12-2022_20-21,,,,,,https://list.am/en/item/18530382,,,,
Agricultural Space,,4500 sq.m.,Armavir › Taronik,"90,000 ֏",AMD,"Livestock building for rent in Zeva village of Echmiadzin.Two livestock buildings built on a 4.5ha plot of land.No electricity, gas, water (hot and cold) very suitable for ready-made business.Call for other questions.Translated from Armenian",Dec-12-2022_20-21,,,,,,https://list.am/en/item/18412826,,,,
