Type,Floor Area,Furniture,Elevator,Location from the Street,Entrance,Lease Type,Minimum Rental Period,Prepayment,Utility Payments,Address,Price,Currency,Description,Datetime,Parking,Links,Construction Type
Restaurant,300 sq.m.,,,,,,,,,"Baghramyan avenue, Vanadzor","$50,000",USD,"Վաճառվում է Վանաձոր- Երևան միջպետական Մ3 ճանապարհի 1-ին գծի վրա, գործող ռեստորան: Տարածքի ընդհանուր մակերեսը կազմում է 300 քմ,: Շինությունների տարածքը կազմում է 130 քմ, որի մեջ մտնում են փակ առանձնասենյակներ՝ նախատեսված 6 -50 անձի համար: Տարածքն ունի ավտոկայանատեղ: Ավտոկայանատեղի սկզբնամասում, մայրուղուն մոտ կա արագ սննդի սպասարկման կետ: Ռեստորանը վաճառվում է գույքի և տեխնիկայի հետ միասին:!",Dec-12-2022_20-38,,https://list.am/en/item/14864056,Stone
Functioning Business,100 sq.m.,By agreement,Not available,First Line,Separate from the Street,,,,,Lorri › Stepanavan,"$150,000",USD,"Կոդ՝ K-18530Վաճառվում է կոմերցիոն տարածք Բազում համայնքում (Ստեփանավանի թունելի հարևանությամբ) ։ Տարածքը կապիտալ վերանորոգված է, առաջին գիծ։ Մուտքի դուռը՝ ապակեպատ, պատուհանները՝ եվրո, հատակը՝ սալիկապատ։ Ունի վիտրաժներ, խոհանոց, սանհանգույց, մշտական ջուր և գազ։ Վաճառվում է կահույքի հետ միասին։Գործակալության միջնորդավճարը կազմում է 2 %: Ցուցադրությունների համար կնքվում է ցուցադրման պայմանագիր։ Խնդրում ենք Ձեզ մոտ ունենալ անձը հաստատող փաստաթուղթ։Commercial area for sale in Bazum Village (near the Stepanavan's tunnel) The area is newly renovated and is stationed on the first line. The entrance door is glassed, the windows are euro-based, the floor is tiled. The area has stained glasses, kitchen, bathroom and is supplied with constant water and gas. The area is being sold with furniture.The commission of the Real Estate Agency is 2%. For showing the real estate, a contract is signed. Please have a passport, ID or driving-license with You.",Dec-12-2022_20-38,,https://list.am/en/item/15026426,Stone
Industrial and Manufacturing,1030 sq.m.,Not available,Available,First Line,Separate from the Street,,,,,"Շիրակացի փողոց 17Ա, Վանաձոր","$220,000",USD,"Production area for sale. The building is two-story. The production area is: First floor: 620 sq. M., second floor: 500 sq. M., roof: 200 sq. M., basement: 500 sq. M. There is also a separate building in the common area. The area is provided with water supply, sewerage and electricity. There is also a freight elevator inside the building.Woodworking machines are available in the workshop.Translated from Armenian",Dec-12-2022_20-38,,https://list.am/en/item/18589131,Panels
Functioning Business,420 sq.m.,Available,Not available,First Line,Common from the Street,,,,,"Բաղրամյան փողոց 10, Ստեփանավան","$150,000",USD,"Car service point for sale: Wash yourself, dry cleaning, cafe. In the city of Stepanavan, at Baghramyan 155/1. The total area is 420 square meters.Translated from Armenian",Dec-12-2022_20-38,Outdoor parking,https://list.am/en/item/18605794,Panels
Retail Space,153 sq.m.,Not available,Not available,Second Line,Common from the Courtyard,,,,,"Moskovyan street, Vanadzor","17,000,000 ֏",AMD,"The building is located at 58/2 Moskovyan Street, Vanadzor.For details, call the mentioned phone number.Translated from Armenian",Dec-12-2022_20-38,,https://list.am/en/item/17926846,Stone
Everything Else,60 sq.m.,,,,,,,,,Lorri › Alaverdi,"$6,500",USD,Sanahin / Plateau 3/1Translated from Armenian,Dec-12-2022_20-38,,https://list.am/en/item/16142330,Stone
Industrial and Manufacturing,296 sq.m.,,,,,,,,,"Տպագրիչների փողոց 9, Վանաձոր","$42,000",USD,"Three-phase current, bathroom, constant water in the building in the closed area. There is an entrance gate and a door inside, high ceiling, partially two-story. It is possible to re-plan and turn it into a residential building.Translated from Armenian",Dec-12-2022_20-38,,https://list.am/en/item/16653521,Stone
Retail Space,90 sq.m.,Not available,Not available,First Line,Common from the Courtyard,,,,,Lorri › Alaverdi,"$8,000",USD,"Commercial area for sale in Alaverdi. Located in Baghramyan, suitable for various purposes.Translated from Armenian",Dec-12-2022_20-38,,https://list.am/en/item/16647199,Panels
Industrial and Manufacturing,4230 sq.m.,Not available,Not available,First Line,Common from the Street,,,,,"Հյուսիսային փողոց 16, Վանաձոր","$250,000",USD,Production and storage area.Total area 4230 square meters*RAILWAY STATION*3 buildingsbuilding 1-350 square meters adapted to the truckbuilding 2-190 square metersbuilding 3-50 square meters*Fenced throughout*Three-phase + water + sewageTranslated from Armenian,Dec-12-2022_20-38,,https://list.am/en/item/18534395,Stone
Retail Space,78 sq.m.,,,,,,,,,"Աբովյան փողոց, Վանաձոր","$18,800",USD,"Աբովյան փողոցում, պոչտայի հարևանությամբ վաճառվում է սեփական խանութ: Խանութում առկա է նաև եռաֆազ էլեկտրականություն: Զանգահարեն ռեալ գնորդները",Dec-12-2022_20-38,,https://list.am/en/item/13490296,Stone
Industrial and Manufacturing,660 sq.m.,Not available,Not available,First Line,Common from the Street,,,,,Lorri › Hobardzi,"$44,999",USD,"It is located in the center of OPARDZI village, 5 km away from Dendropar. It is also provided with three-phase electricity. Ceramic tiles were installed on the first and second floors - the walls of the first and second floors. 1 Meter Tiles - Plumbing - Electric - Toilet rooms - 2 inside - 1 street - it was built for fruit juice production - it has a large dryer for fruitsContract Lease:Messenger-vilik Mirzoyan:vilikm455@gmail.com- OPARDZI -HAMO:Translated from Armenian",Dec-12-2022_20-38,,https://list.am/en/item/16777872,Stone
Multifunctional Space,618 sq.m.,,,,,,,,,"Շիրակացի փողոց 17, Վանաձոր","$100,000",USD,"One of the warehouses of the former yarn factory, 618 square meters. Flat monolith with surface, roof. The cadastral value of the land has been paid.Translated from Armenian",Dec-12-2022_20-38,,https://list.am/en/item/18493961,Stone
Retail Space,150 sq.m.,Not available,Not available,Second Line,Common from the Street,,,,,Lorri › Stepanavan,"45,000,000 ֏",AMD,"It has been completely renovated, there is constant water, a bathroom, a storage room and a work room, ""three-phase"" electricity. Adjacent 350 sq m landTranslated from Armenian",Dec-12-2022_20-38,,https://list.am/en/item/18558278,Stone
Retail Space,300 sq.m.,Not available,Not available,First Line,Common from the Street,,,,,Lorri › Stepanavan,"$75,000",USD,"Without an intermediary, the surface of the building is 300 sq/m, the land is 600 sq/m, the building is built with double-sided beams and covered with duralumin sheet. If we turn the building into construction materials, there are about 45,000 dollars worth of construction materials on it. URGENT!Translated from Armenian",Dec-12-2022_20-38,,https://list.am/en/item/18290285,Cassette
Functioning Business,70 sq.m.,By agreement,Not available,First Line,Separate from the Street,,,,,Lorri › Tashir,"$50,000",USD,"Վաճառվում է կոմերցիոն անշարժ գույք։ Խանութ և Գեղեցկության սրահ (գործող) Գտնվում է քաղաքի Տաշիր քաղաքի կենտրոնում. Գլխավոր փողոցում։ (1 գիծ) : Եվրո պատուհան. Գազ, ջուր, կենտրոնական կոյուղի. Իրական գնորդի դեպքում գինը սակարկելի է.Продается коммерческая недвижимость. Магазин и Салон красоты (действующие) Находится в самом центре города Ташир на главной улице города. (1 линия) Евроремонт пластиковые окна. Газ, вода, центральная канализация. Реальным покупателям торг.",Dec-12-2022_20-38,,https://list.am/en/item/16016658,Stone
Everything Else,866 sq.m.,,,,,,,,,Lorri › Spitak,"$180,000",USD,"A cattle barn with an area of 866 square meters and 14600 square meters of land is for sale in Geghasar community of Spitak region of Lori region.31 dairy cows, 6 heifers, 25 calves and 1 bull are for sale together.Translated from Armenian",Dec-12-2022_20-38,,https://list.am/en/item/17174351,Cassette
Everything Else,40 sq.m.,Not available,Not available,Other,Separate from the Street,,,,,Lorri › Vanadzor,"1,000,000 ֏",AMD,Iron cabin 4x6 meters. Thickness 4mm +. Can also be converted into a garage.Translated from Armenian,Dec-12-2022_20-38,,https://list.am/en/item/8598029,Cassette
Office Space,60 sq.m.,,,,,,,,,Lorri › Stepanavan,"$50,000",USD,Office space is for sale in Stepanavan square. Suitable for both office and commercial use.Translated from Armenian,Dec-12-2022_20-38,,https://list.am/en/item/18477236,Stone
Office Space,100 sq.m.,,,,,,,,,"S.Avetisyan St 1, Spitak","$27,000",USD,"The area is renovated. In the business sphere it can serve as a shop, bakery, cafe, warehouse, etc. Development center, office space and other service center. It can also serve as an apartment.Translated from Armenian",Dec-12-2022_20-38,,https://list.am/en/item/16473610,Stone
Hotel,1400 sq.m.,Not available,Not available,First Line,Separate from the Street,,,,,"Desini street, Stepanavan","$850,000",USD,"Code T204:Hotel complex for sale on Desin street. It occupies an area of 1400 square meters. ‼ The area is capitally renovated. Եվ Euro windows are installed, the floor is covered with tiles.Code T-204Translated from Armenian",Dec-12-2022_20-38,,https://list.am/en/item/13082037,Stone
Automotive Service,50 sq.m.,,,,,,,,,"Narekaci street, Vanadzor","$25,000",USD,"Ավտոլվացման կետը գտնվում է հին եկեղեցու ետնաբակում, երրորդ մասի ճանապարհին։",Dec-12-2022_20-38,,https://list.am/en/item/12792165,Stone
Restaurant,160 sq.m.,Available,Not available,First Line,Separate from the Street,,,,,"Улица Баграмян, Степанаван","$100,000",USD,"Продается коммерческая площадь/Ресторан/ в регионе Лори, у туннеля в Степанаван. Общая площадь ресторана 160 кв. М, рядом зеленая территория с маленькими беседками. Все коммуникации проведены, ресторан находится на дороге ведущей к туннелю /Ванадзор-Степанаван/.",Dec-12-2022_20-38,,https://list.am/en/item/18290658,Bricks
Everything Else,708 sq.m.,Available,Not available,Other,Separate from the Street,,,,,"Մխիթար Գոշի փողոց 1, Վանաձոր","$80,000",USD,"Շինությունը կարող է ծառայել, որպես ճաշարան կամ արագ սննդի կետ, կա բոլոր հարամարությունները: Օբյեկտը գտնվում է ք. Վանաձորում, անմիջապես ՄՌՈՒՅԻ դիմաց:Գինը սակարկելի: Մանրամասների համար կարող եք զանգահարել:",Dec-12-2022_20-38,Outdoor parking,https://list.am/en/item/15352322,Stone
Restaurant,150 sq.m.,Available,Not available,First Line,Separate from the Street,,,,,Lorri › Vanadzor,"40,000,000 ֏",AMD,"Продаётся недвижемость с прилегающей территорией. Обшй кв. М 3000 в том числе здание 150 кв. М. Электофицирован, постоянная вода, канализация и газ.",Dec-12-2022_20-38,,https://list.am/en/item/17762654,Monolith
Office Space,96 sq.m.,Not available,Not available,Other,Separate from the Street,,,,,"Myasnikyan street, Vanadzor","$50,000",USD,"Area for sale in the center of Vanadzor, at 3 Myasnikyan Street. The inside area of the building is 53 square meters, the outside area is 43 square meters. The basement is also privatized.There is a general area project and construction permit. It is also possible that the basement semi-basement structure, which joins the basement of the main area, will double the total area.Call those who really want to.Translated from Armenian",Dec-12-2022_20-38,,https://list.am/en/item/11541815,Stone
Functioning Business,3000 sq.m.,Available,Not available,First Line,Common from the Street,,,,,Lorri › Spitak,"$300,000",USD,"Gas stationThe gas station is operational, has all the necessary conditions for operation, the location is very convenient, the area is 3000 sq/m, there are 3 buildings, the compressor borec 3 devices GG, call for other detailsTranslated from Armenian",Dec-12-2022_20-38,Outdoor parking,https://list.am/en/item/18655021,Stone
Industrial and Manufacturing,86 sq.m.,Not available,Not available,Second Line,Common from the Street,,,,,"8-րդ փողոց 134/1, Գետափնյա","22,734,000 ֏",AMD,"The property is a Bank Collateral that is in BANKRUPTCY auction.Lori marz, c. Tashir, 8th district, Getapnya str. Buildings located at No. 134/1: Livestock building with an area of 44.7 square meters, summer kitchen with an area of 42 square meters, a pantry with an area of 39.6 square meters, a storage room with an area of 36 square meters, a garage with an area of 25 square meters, a utility room with an area of 86 square meters, a pantry with an area of 40.5 square meters, a pantry with an area of 22.42 square meters, 16.02 square meter pantry and 80 square meter roof. The buildings are one-story, stone, the foundations are strip, the inter-floor roof is wooden, perforated slabs or wood, the floors are concrete, the walls, there are communal facilities.You can also purchase the presented property through lending by the Bank, with the current lending terms and rates.! Attention!The property is encumbered by actual users, whose eviction and all necessary costs and actions arising from the contract will be carried out by the successful bidder.Translated from Armenian",Dec-12-2022_20-38,Garage,https://list.am/en/item/18654800,Stone
Retail Space,160 sq.m.,Available,Not available,First Line,Separate from the Street,,,,,Lorri › Vanadzor,"14,000,000 ֏",AMD,"Operating business. Banquet hall with all the furniture, with all its utilities. Three-phase electricity, constant water, 2 air conditioners, 2 inputs, spare part, cabinet. Rent is possible. It is located on the Yerevan-Tbilisi M-6 highway. It will be convenient to use as a store for car spare parts, construction materials, furniture, wholesale goods.Translated from Armenian",Dec-12-2022_20-38,,https://list.am/en/item/17507628,Cassette
Everything Else,600 sq.m.,,,,,,,,,"Sankt Peterburg street, Vanadzor","$185,000",USD,"The building is 600 square meters more, 25x10 front part, the building has a balcony on three sides 25x2.5, 15x1.5 and 10x1.5. Gas supply, constant hot-cold water, three-phase, two-phase, the first floor is finished, operating shop-car service point, the second floor is half-built, well-furnished. For more information callTranslated from Armenian",Dec-12-2022_20-38,,https://list.am/en/item/17130830,Stone
Industrial and Manufacturing,2000 sq.m.,,,,,,,,,"Narekaci street, Vanadzor","$800,000",USD,"Հարգելի գնորդ, վաճառվում է արտադրական տարածք Վանաձոր քաղաքում:Ընդհանուր մակերես՝ 2000 ք. Մ.Շինություն՝ 964 ք. Մ.+ Եռաֆազ հոսանք, միջին ճնշման գազ, տաք և սառը ջուր+ Ջեռուցման համակարգ, օդափոխում+ Պարիսպ՝ 3մ բարձր. 100մ երկ.+ + + Արտադրամասը ունի գնացքի կցորդի կայանատեղի և հարմար է ինչպես արտադրամաս, այնպես էլ որպե պահեստային տարածք օգտագործելու համար:Մանրամասների համար խնդրում ենք զանգահարել:",Dec-12-2022_20-38,,https://list.am/en/item/15860724,Stone
Automotive Service,7000 sq.m.,,,,,,,,,"Թորոսյան փողոց 11, Սպիտակ","$580,000",USD,"Հարգելի գնորդ, Վանաձոր-Գյումրի ճանապարահատվածի 31-րդ կմ-ի վրա (Սպիտակ) վաճառվում է ավտոսպասարկման համալիր տարածք՝ ԲԵՆԶԱԼՑԱԿԱՅԱՆ (բենզին, դիզել) ԵՒ ԳԱԶԱԼՑԱԿԱՅԱՆ (մեթան, պռոպան) :Տարածքը նորակառույց է, հագեցած է բոլոր անհրաժեշտ հարմարություններով:Մատակարարումը ստանում է անմիջապես «Տրանս Գազ»-ից:Լցակայանը սպասարկում է հարակից 16 գյուղ, գտնվում է Մ-6 միջպետական մայրուղու վրա (Սպիտակ-Գյումրի-Թուրքիա)Տարածքի մակերես՝ 3000 ք. Մ.Սերվիտուտ՝ 7000 ք. Մ.Շինությունը՝ 360 ք. Մ. Հագեցած կոմունալ բոլոր հարմարություններով:Հարցերի համար խնդրում ենք զանգահարել կամ գրել:",Dec-12-2022_20-38,,https://list.am/en/item/15890425,Stone
Industrial and Manufacturing,384 sq.m.,,,,,,,,,"Լազյան փողոց 33Ա, Վանաձոր","$480,000",USD,"Հարգելի գնորդ, Վանաձորի սրտում վաճառվում է գործող արտադրական տարածք:Ընդհանուր մակերեսը՝ 384 ք. Մ.+ Եռաֆազ հոսանք, ջաք-սառը ջուր, ջեռուցման համակարգ, օդափոխումՇինությունը ամբողջությամբ վերանորոգվել է 2021թ. -ին, գտնվում է գերազանց վիճակում, ունի կոմունալ բոլոր հարմարությունները ինչպես արտադրություն, այնպես էլ բիզնես այլ գործունեություն ծավալելու համար:",Dec-12-2022_20-38,,https://list.am/en/item/15860732,Stone
Hotel,1600 sq.m.,By agreement,Not available,First Line,Separate from the Courtyard,,,,,Lorri › Alaverdi,"110,000,000 ֏",AMD,"A three-story hotel is for sale in Lori, Alaverdi. The building is completely made of stone /tuff/, the ceiling height is 3 and more meters. The hotel is located in the unworldly nature of Lori, on the banks of the Debed River. The total area of the building is 700 square meters. M. , adjacent land area: 1600 sq. M.: Gasified, electrified, including three-phase current, permanent water. It is currently operated as a hotel, if desired, for an additional fee, the entire property can be sold.Translated from Armenian",Dec-12-2022_20-38,,https://list.am/en/item/18285063,Stone
Industrial and Manufacturing,,Available,Available,Other,Common from the Street,,,,,Lorri › Alaverdi,"1,000 ֏",AMD,Վաճառվում է 1 հեկտար բազալտի մեծ պաշարներով հողամաս;Հողամասը գտնվում է Լոռու մարզ գյուղ Ճոճկանում; Բուռավոյով ծակել են ստուգել ըստ աշխատողների քարի որակն շատ լավն է; կան օրինակներ հանած քարից: Շատ շտապ է գինն կպայմանավորվենք: Սեփականատեր եմ,Dec-12-2022_20-38,,https://list.am/en/item/13139364,Stone
Retail Space,52 sq.m.,Not available,Not available,First Line,Separate from the Street,,,,,"Գրիգոր Լուսավորչի փողոց 39Բ, Վանաձոր","$42,900",USD,"Shop for sale in the center of the city, in front of the market, 32 square meters building + 20 square meters of privatized area with building roof, currently leased, also exchange for a car with your additional fee.Translated from Armenian",Dec-12-2022_20-38,,https://list.am/en/item/17866030,Monolith
Hotel,2230 sq.m.,Available,Available,First Line,Common from the Street,,,,,Lorri › Alaverdi,"$250,000",USD,"Urgently for sale, located in the center of Sanahin Sarahart district, partially renovated 2nd, 3rd, 5th floors are not included, bargaining is possibleTranslated from Armenian",Dec-12-2022_20-38,,https://list.am/en/item/17276989,Stone
Retail Space,40 sq.m.,,,,,,,,,"Shinararneri street, Vanadzor","$35,000",USD,"Գործող բիզնես երկհարկանի, ունի ջեռուցում, սանհանգույց, լույս, ջուր, VTC հարևանությամբ",Dec-12-2022_20-38,,https://list.am/en/item/15581932,Stone
Industrial and Manufacturing,525 sq.m.,,,,,,,,,Lorri › Vanadzor,"$68,000",USD,"URGENT The production area is for sale in the area of 525 square meters, there is a building of 200 square meters, a 70 square meter house is built next to it for living. The area is located at Boshian address... Privatized next to the restaurant ""Krasavanist"".It is possible to exchange with a car or another vehicle at your additional cost...Translated from Armenian",Dec-12-2022_20-38,,https://list.am/en/item/17681705,Panels
Functioning Business,360 sq.m.,,,,,,,,,"Nersisyan district 13, Vanadzor","$160,000",USD,"An operating business (dental clinic) is for sale.The dental clinic is furnishedwith dental equipment բոլոր with all the necessary equipment. It is provided with constant hot and cold water. There is also a technical laboratory inside.The total number of rooms is 11 and 2 bathrooms, 1 therapeutic room with 2 sets, 1 orthopedic room, 1 children's room, X-ray room, doctors' room, sterilization room, laboratory part-kitchen. There are 3 rooms in the area that are not used and need renovation.The clinic also serves beneficiaries, pensioners, people with social packages, and a state order has been placed.Price is negotiable.Translated from Armenian",Dec-12-2022_20-38,,https://list.am/en/item/17948807,Stone
Everything Else,30 sq.m.,Available,Not available,Other,Separate from the Courtyard,,,,,Lorri › Stepanavan,"1,000 ֏",AMD,"A house is for sale, the price is negotiable, call for details, do not write a letter.Translated from Armenian",Dec-12-2022_20-39,,https://list.am/en/item/17854491,Cassette
Retail Space,72 sq.m.,,,,,,,,,Lorri › Spitak,"$17,500",USD,Land category for public construction. The size is 500 m2. New Crossroads. Negotiable:Translated from Armenian,Dec-12-2022_20-39,,https://list.am/en/item/10903808,Stone
Restaurant,1000 sq.m.,Available,Not available,First Line,Separate from the Street,,,,,Lorri › Tashir,"$100,000",USD,"For sale restaurant complex in Tashir, renovated, price is negotiable. For more information call the number listed.Translated from Armenian",Dec-12-2022_20-39,,https://list.am/en/item/17340243,Stone
Industrial and Manufacturing,1500 sq.m.,,,,,,,,,"3rd lane 3rd street, Darpas","$40,000",USD,"Արտադրության տարածքում կան երեք արտադրամասեր։ (Բլոկների։ Մայթերի սալիկների եվ օժանդակ արտադրամաս որտեղ աճեցվել է սունկ) յուրաքանչյուրը 100 քառ. Մ ավելի։ Արտադրությունը ապահովված է էլեկտրոէներգիայով /սեփական բարձրավոլտ տրանսֆորմատորով/ եվ սեփականաշնորհված արտեզյան ջրով։ Շատ հարմար է նաեւ թռչյուններ եւ այլ կենդանիներ պահելու համար! Տարածքը ամբողջությամբ պարսպապատված է եվ ունի ընդլայնվելու մեծ հնարավորություն։ Այլ մանրամասների համար զանգահարել ։В територии производство имеется три цеха где производилис перегародчные блоки, брусчатки а еще шир потреб! В територии имеется постоянная родниковая вода, трансформатор на 100квт! Для организации работ может принимается новые предложение! Об остальных вопросов звонить по российскому номеру на Вацап или Вайбер!",Dec-12-2022_20-39,,https://list.am/en/item/17245573,Monolith
Retail Space,58 sq.m.,Not available,Not available,Other,Separate from the Courtyard,,,,,"Квартал Тарон-4 51В/6, Ванадзор","$15,000",USD,"Продается помещение свободного назначения. Помещение переведено из жилого под коммерческое назначение. Есть вход со двора. Пол-плитка. Ремонт сделан, однако есть места требующие ремонта. Можно рассмотреть вариант обмена на автомобиль.Первый этаж. Квартал Тарон 4, 51Б",Dec-12-2022_20-39,,https://list.am/en/item/18462063,Bricks
Retail Space,100 sq.m.,Not available,Not available,First Line,Common from the Street,,,,,"Գարեգին Նժդեհի փողոց 7/31, Վանաձոր","$140,000",USD,"A commercial space of 100 sq/m is for sale, which can also be used as an office space. It has a security system, high-quality cameras, the latest generation Ariston heating boiler, the floor is heated. Interior and exterior finishing works are complete.Translated from Armenian",Dec-12-2022_20-39,,https://list.am/en/item/18307667,Stone
Retail Space,1910 sq.m.,Not available,Not available,First Line,Separate from the Street,,,,,Lorri › Vanadzor,"$250,000",USD,"Վաճառվում է կոմերցիոն տարածք ք․ Վանաձոր Հալաբյան 1ա հասցեում։ Շինության մակերեսը՝ 1910 ք․մ։ Տարածքը լավ վիճակում է, առաջին գիծ ։ Մուտքի դուռը՝ եվրո, երկաթյա, պատուհանները՝ եվրո, հատակը՝ սալիկապատ, էլ․ լարերը և խողովակները՝ փոխված։ Ունի խոհանոց, սանհանգույց, ներկառուցված պահարան, մշտական ջուր և գազ։ Մուտքը՝ փողոցից։Վանաձոր Վանաձորում ՎանաձորիVanadzor Vanadzorum Vanadzori",Dec-12-2022_20-39,,https://list.am/en/item/14851470,Stone
Restaurant,2300 sq.m.,Available,Not available,First Line,Common from the Street,,,,,Lorri › Stepanavan,"$50,000",USD,"""Dzoraget"" restaurant located on the first km of Stepanavan-Tashir highway is for sale. The restaurant includes a hall for 100 people, 3 separate cabins, a spacious kitchen with the necessary furniture, a tiled bathroom. There is a separate pavilion in the yard with its open-air balcony. There is a caravan that serves as a warehouse. The area of the restaurant includes a privatized area of 2000 square meters with fruit trees. The restaurant has three-phase electricity, natural gas, permanent water. There is also a half-built summer kitchen in the yard (building materials are available to achieve the final result)Sale price: 50․000 USDCode: AH-K18Translated from Armenian",Dec-12-2022_20-39,,https://list.am/en/item/17833893,Stone
Retail Space,51 sq.m.,,,,,,,,,"Cherkasy street, Vanadzor","5,000,000 ֏",AMD,"Shop for sale, c. Vanadzor, Cherkas 7 building, 4 address. The area of the shop is 51.46 square meters.Translated from Armenian",Dec-12-2022_20-39,,https://list.am/en/item/17673600,Stone
Retail Space,95 sq.m.,,,,,,,,,"Տավրոսի 21-րդ փողոց, Վանաձոր","15,000,000 ֏",AMD,Public real estate for sale. The area of the economic building is 95.3 square meters.Translated from Armenian,Dec-12-2022_20-39,,https://list.am/en/item/17673596,Stone
Multifunctional Space,2500 sq.m.,Not available,Not available,Other,Separate from the Street,,,,,"Viktor Hambartsumyan street, Vanadzor",$100,USD,"The land is located in the central part of Bazum district, it is the territory of the former Puchik, it is visible from all sides. The total land area is about 2500 square meters, very suitable for any type of activity. The land has 3 ownership certificates: 2 for residential construction, 1 for public construction. It has access from both sides, it is completely fenced with a block fence. There are 2 buildings on the land, one is half-built, the dimensions are about 20 by 60, the height is 5.5 m. There are 18-meter trusses on the roof without the need for columns, with large windows. The other is a ready-made building, about 5 by 16, 3.5 meters high. There is light, water, sewerage. The whole area is under video surveillance. There is also a reference from the municipality in 2020 that there are no residential houses with a radius of 300 meters nearby. It is possible for rentTranslated from Armenian",Dec-12-2022_20-39,,https://list.am/en/item/16097876,Stone
Office Space,150 sq.m.,Not available,Not available,First Line,Common from the Street,,,,,"Կարեն Դեմիրճյան փողոց 16, Վանաձոր","$70,000",USD,Urgently for sale or rent only for a long time. Call for more information.Translated from Armenian,Dec-12-2022_20-39,,https://list.am/en/item/17649403,Stone
Retail Space,808 sq.m.,Not available,Not available,First Line,Separate from the Street,,,,,"Տիգրան Մեծ պողոտա 28, Վանաձոր","$650,000",USD,"Commercial area for sale on Tigran Mets Avenue. The area of the land is 840 square meters, the building is 773 square meters. The building has 3 floors.Only the area of the 1st floor is 242 square meters.There is also an auxiliary building with an area of 35 square meters. The area is in a very good position, suitable for any commercial activity.Translated from Armenian",Dec-12-2022_20-39,,https://list.am/en/item/15943828,Stone
Retail Space,37 sq.m.,,,,,,,,,"Ռուսթավի փողոց 4, Վանաձոր","5,500,000 ֏",AMD,"Shop with a total area of 37.78 square meters. Has a land plot with a total area of 34 square meters.YOU CAN GET ACQUAINTED WITH OUR OTHER ANNOUNCEMENTS BY PASSING OUR PAGE.Vanadzor, Rustavi.Cheap area in Vanadzor,without a mediator.Public space in Vanadzor.Translated from Armenian",Dec-12-2022_20-39,,https://list.am/en/item/11646059,Stone
Retail Space,133 sq.m.,Not available,Not available,Second Line,Separate from the Street,,,,,"Vardanants Street, Vanadzor","$75,000",USD,"Condition to be exploited, position east...Translated from Armenian",Dec-12-2022_20-39,,https://list.am/en/item/16281060,Stone
Retail Space,18 sq.m.,,,,,,,,,Lorri › Vanadzor,"850,000 ֏",AMD,Торговый павильон. Металлический каркас.,Dec-12-2022_20-39,,https://list.am/en/item/18319946,Cassette
Hotel,600 sq.m.,Available,Not available,First Line,Common from the Courtyard,,,,,Lorri › Vanadzor,"$850,000",USD,"A newly built guest house is for sale in the village of Arjut, on the slope of Sochutapat forest. The guest house has modern and comfortable rooms with their own bathrooms, furnished with beautiful furniture, refrigerator, TV. There is 5000m of land in the vicinity with an orchard, a swimming pool, a children's playground, open and closed pavilions, wooden swings, and a bonfire area.Translated from Armenian",Dec-12-2022_20-39,,https://list.am/en/item/18264592,Stone
Multifunctional Space,100 sq.m.,Not available,Not available,First Line,Separate from the Street,,,,,"Tigran Mets Avenue 16, Vanadzor","$100,000",USD,"Սակարկելի:Տիգրան Մեծի 16/33Կենտրոնական փոստային բաժանմունքի հարևանությամբ։ Երկու հարկ, ամեն մեկը 50մ։ Տարածքն ունի երկու մուտք։ Աստիճանավանդակը Տ. Մեծի պողոտայից։On sale. At a very good location and suitable for business or office space.Отличное расположение, на проспекте Тиграна Меца, многолюдный перекрёсток, два входа, вода, эл. -во.Многофункциональное помещение, очень удобно для любого офиса, ІТ, представительства, магазина и тд.",Dec-12-2022_20-39,Outdoor parking,https://list.am/en/item/18397430,Stone
Multifunctional Space,42 sq.m.,By agreement,Not available,First Line,Separate from the Street,,,,,"Tigran Mets Avenue 16, Vanadzor","$45,000",USD,"Սակարկելի:Տիգրան Մեծի 16/31Կենտրոնական փոստային բաժանմունքի հարևանությամբ։Երկու սենյակ։ Տարածքն ունի երկու մուտք։On sale. At a very good location and suitable for business or office space.Отличное расположение, на проспекте Тиграна Меца, многолюдный перекрёсток, два входа, газ, вода, эл. -во.Многофункциональное помещение, очень удобно для любого офиса, ІТ, представительства, магазина и тд.",Dec-12-2022_20-39,Outdoor parking,https://list.am/en/item/18397334,Stone
Industrial and Manufacturing,1435 sq.m.,Not available,Not available,First Line,Separate from the Courtyard,,,,,"Գրիգոր Նարեկացու փողոցի 5-րդ փակուղի, Վանաձոր","$75,000",USD,"The building is located next to the old Church, the total land area is 1435 square meters. The area of the building is 10.8x30.26 325 square meters, the ceiling height is 4m, the roof is galvanized sheet. Fully fencedTranslated from Armenian",Dec-12-2022_20-39,,https://list.am/en/item/18188499,Monolith
Everything Else,381 sq.m.,By agreement,Not available,First Line,Separate from the Street,,,,,Lorri › Stepanavan,"$117,000",USD,"Կոդ 1319վաճառվում է հյուրատուն Ստեփանավանի շրջակա գյուղերից մեկում,2700 քմ հողատարածքի վրա 3 կառույց է3 հյուրասենյակ, 2 խոհանոց8 ննջարան՝ երկտեղանոց, 4 սանհանգույցլողավազան, մեծ տաղավարավտոկայանատեղիտարածքն ամբողջությամբ պարսպապատված է,հնարավոր է վաճառք գույքով՝ հավելավճարով",Dec-12-2022_20-39,,https://list.am/en/item/12591698,Stone
