Type,Construction Type,Floor Area,Floors in the Building,Number of Rooms,Number of Bathrooms,Renovation,Land Area,Address,Price,Currency,Description,Datetime,New Construction,Elevator,Ceiling Height,Floor,Balcony,Number of Guests,Children Are Welcome,Pets Allowed,Utility Payments,Prepayment,Furniture,Garage,Amenities,Appliances,Links,Condition,Service Lines,Facilities
House,Stone,100 sq.m.,1,4,1,Old Renovation,180 sq.m.,Shirak › Gyumri,"$37,000",USD,Normal house in good conditionTranslated from Armenian,Dec-12-2022_21-20,,,,,,,,,,,,,,,https://list.am/en/item/18484828,,,
House,Stone,200 sq.m.,1,5,1,Cosmetic Renovation,400 sq.m.,"Վ. Սարգսյան փողոց 1-ին թաղամաս 87/2, Գյումրի","$30,000",USD,"Privately owned, large basement, arable land, large barn + garage, quality siding, possibility to expand, quiet cozy environment, fresh air, possible to negotiate for real buyer, call for questionsTranslated from Armenian",Dec-12-2022_21-20,,,,,,,,,,,,,,,https://list.am/en/item/18079583,,,
Country House,Monolith,240 sq.m.,2,5,1,Partial Renovation,1200 sq.m.,Shirak › Artik,"$30,000",USD,"For sale, the plot is fenced, has a garage, an orchardTranslated from Armenian",Dec-12-2022_21-20,,,,,,,,,,,,,,,https://list.am/en/item/18416887,,,
House,Stone,455 sq.m.,1,4,1,Partial Renovation,334 sq.m.,"Եսայան փողոց, Գյումրի","18,000,000 ֏",AMD,"A 4-room private house with a garage and a large yard is for sale on Gertsen Street.The house is located in the back of the ""Vale"" restaurant, in the 1st row of the intersection of Gertsen Yesayan streets.The total area of the house is 455 m/sq. , of which 98 m/sq. Are residential.The house is partially renovated, the roof is newly renovated, covered with tin, the windows are made in Europe.Garage area: 23 m/sq. , yard: 334 m/sq. , with fruit trees.The house is provided with constant water supply and gas supply, it is also suitable for use as a guest house.Translated from Armenian",Dec-12-2022_21-20,,,,,,,,,,,,,,,https://list.am/en/item/17897199,,,
House,Stone,407 sq.m.,1,5,1,Old Renovation,261 sq.m.,"Սպարտակի փողոց, Գյումրի","$30,000",USD,"Own house for salec. Gyumri, International407 square meters. Common surface117 square meters. Living space261 square meters. Land surface5 roomsStoneOn the sunny sideUtility with all amenitiesSummer kitchenAuxiliary buildingyardBasementSelling price: $30,000Code 1846Translated from Armenian",Dec-12-2022_21-20,,,,,,,,,,,,,,,https://list.am/en/item/18306807,,,
House,Stone,190 sq.m.,2,3,1,Cosmetic Renovation,98 sq.m.,"Պուշկինի փողոց 4-րդ նրբանցք 14, Գյումրի","$100,000",USD,"This two-storey house is for sale in the center of the city, near the prosecutor's office. The total area of the land is 98 sq/m, of which the residential area is 190 sq/m, each floor is 90 sq/m, the second floor is a mezzanine, which consists of 3 rooms and a bathroom, and an open balcony, there is a basement area of 10 sq/m. There is an iron door, wooden windows, the kitchen and the bathroom are tiled, an individual heating system is installed. The house consists of 5 rooms in total. There is a kindergarten, a school and many shops in the neighborhood. There is a stone garage in the yard.Translated from Armenian",Dec-12-2022_21-20,,,,,,,,,,,,,,,https://list.am/en/item/10647097,,,
House,Stone,141 sq.m.,1,5,2,Major Renovation,5310 sq.m.,Shirak › Bayandur,"$34,000",USD,"Վաճառվում է Կապիտալ վերանորոգված Առանձնատուն Երազգավորս գյուղի սկազբնամասում ։Շինության ընդհանուր մակերեսը կազմում է 1310ք/մ, հիմնական բնակելի տունը 141ք/մ, առանձին վարելահող սահմանակից 5000ք/մ։Ապահովված է բոլոր անհրաժեշտ կոմունիկացիաներով։Առանձնատան մուտքին տեղադրված են երկաթե դուռ, կան երկաթյա դարպասներ, եվրո պատուհաններ։Առանձնատունը բաղկացած է 5 սենյակներից, խոհանոցն ու սանհանգույցը սալիկապատված է, տեղադրված է ջեռուցմամ կենտրոնացված համակարգ փայտով աշխատող և արևային ջրատաքացուցիչ։Հատակը լամինատ է։Ունի նկուղային հատված 23ք/մ։Առանձնատունը ունի բակ ՝բակի կողմից բացօթյա կայանատեղիներ և քարե ավտոտնակ 50ք/մ։Հնարավոր է նաև վաճառքը գույքի հետ միասին և փոխանակում Գյումրի քաղաքում բնակարանի հետ հավելավճարով․․․",Dec-12-2022_21-20,,,,,,,,,,,,,,,https://list.am/en/item/15905332,,,
House,Stone,107 sq.m.,1,4,1,Euro Renovation,481 sq.m.,"Կարեն Դեմիրճյան փողոցի 8-րդ նրբանցք 5, Գյումրի","$52,000",USD,"KITCHEN FURNITURE IS INCLUDED IN THE SALE PRICE...A house is for sale on Kutaisyan street. The total area of the building is 481 sq/m, the living area is 107 sq/m. The house consists of 4 rooms. It is equipped with all necessary communications, the bathroom and the kitchen are tiled. The entrance has an iron door, euro windows. It has a backyard fruit garden, a barbecue, an umbrella area and an attached building. There are a kindergarten, a school and many shops in the neighborhood. The place is calm and quiet.Translated from Armenian",Dec-12-2022_21-20,,,,,,,,,,,,,,,https://list.am/en/item/18041348,,,
House,Stone,87 sq.m.,1,4,1,Old Renovation,105 sq.m.,"Կարեն Դեմիրճյան փողոց 8Ա, Գյումրի","$14,500",USD,"Sale with property...A detached house is for sale, which is located on Karen Demirchyan Street, in the back of the Italian Polyclinic. The total area of the land is 105 sq/m, the living area is 87 sq/m, there is an attic with an area of 100 sq/m. Iron doors and wooden windows are installed at the entrance. Outdoor parking spaces are allocated in the yard. The house consists of 2 bedrooms, kitchen and bathroom on the first floor, 3 rooms on the top floor. There is a basement area where there is a bakery. A kindergarten, a school and many shops are nearby. The place is calm and quiet.Translated from Armenian",Dec-12-2022_21-20,,,,,,,,,,,,,,,https://list.am/en/item/13883250,,,
House,Stone,122 sq.m.,1,5,1,Cosmetic Renovation,324 sq.m.,"Սահմանապահ փողոց 15, Գյումրի","$40,000",USD,"Two-storey private house is for sale near the City Stadium. The total area of the building is 324 sq / m, the living area is 118 sq / m, the basement is 48 sq / m, the attic is 72 sq / m. It is provided with all the necessary communications. Euro doors and wooden windows are installed at the entrance. The house has 5 separate rooms, it is cosmetically renovated, the kitchen հ the bathroom is tiled. There is an auxiliary building in the yard. The house has an attic, a basement, a garage with an iron gate. Kindergarten, school, numerous shops are nearby. The place is quiet and quiet.Translated from Armenian",Dec-12-2022_21-20,,,,,,,,,,,,,,,https://list.am/en/item/10784949,,,
House,Stone,87 sq.m.,1,3,1,Old Renovation,108 sq.m.,"Գերցենի փողոց 5-րդ նրբանցք 5, Գյումրի","$19,000",USD,"House for sale on Gertsen street, next to VALE Restaurant. The house consists of 3 rooms, a kitchen։ a bathroom. An iron gate, wooden doors and windows are installed. The land is 108 sq. M., the living area is 87 sq. M. There is a basement, the house needs interior decoration. It is privatized ․․․Translated from Armenian",Dec-12-2022_21-20,,,,,,,,,,,Not available,Not available,,,https://list.am/en/item/11056934,,,
House,Stone,124 sq.m.,1,2,1,No Renovation,119 sq.m.,"2-րդ փողոց, Ախուրյան","$27,000",USD,"This NEWLY BUILT House is for sale in Akhuryan, near the School, which is addressed as a 14/1 Lazaryan street residential house. The living area of this private house is 94 sq. M., land is 124 sq. M., basement is 30 sq. M. The private house consists of 2 rooms, entrance-basement sections. The private house has 2 entrances, a yard of fruit trees. The house has euro doors, euro windows. All the necessary shops, a school and a kindergarten are nearby.The house is located in the common yard ․․․Translated from Armenian",Dec-12-2022_21-20,,,,,,,,,,,,,,,https://list.am/en/item/11847955,,,
House,Stone,67 sq.m.,2,3,1,Euro Renovation,,Shirak › Gyumri,"$23,000",USD,The house is in a good condition.Translated from Armenian,Dec-12-2022_21-20,,,,,,,,,,,,,,,https://list.am/en/item/17805687,,,
House,Stone,230 sq.m.,2,8+,1,Partial Renovation,"40,000 sq.m.","Խաչատուր Աբովյանի փողոց, Արթիկ","28,000,000 ֏",AMD,"Two-storey residential house: 80% construction work is completed. For details and price, call the indicated phone number.The house is not in Artik, the GPS makes a wrong note, the house is located in Arevshat village.Translated from Armenian",Dec-12-2022_21-20,,,,,,,,,,,,,,,https://list.am/en/item/18541453,,,
House,Stone,250 sq.m.,1,5,1,Cosmetic Renovation,100 sq.m.,"Լևոն Մադոյան փողոց 233, Գյումրի","$60,000",USD,"House for sale in Gyumri. There is a yard, a garage, a basement. Or exchanged with a 1-room apartment for an additional fee.Translated from Armenian",Dec-12-2022_21-20,,,,,,,,,,,,,,,https://list.am/en/item/17410844,,,
House,Stone,310 sq.m.,1,5,2,Cosmetic Renovation,160 sq.m.,"Սունդուկյան փողոց 219, Գյումրի","$80,000",USD,"The house has a general heating system, it is cosmetically renovated, the interior doors are made of wood, the windows are of European manufacture. It has a large attic, a large basement, which is suitable for use as a warehouse. It has a two-story garage.Please call negotiable if you have any questions.Translated from Armenian",Dec-12-2022_21-20,,,,,,,,,,,By agreement,1 spot,,,https://list.am/en/item/15927250,,,
House,Stone,192 sq.m.,1,4,1,Partial Renovation,7000 sq.m.,Shirak › Bashgyugh,"$25,000",USD,"Summer house for sale in Saralanj village of Artiki. Partially renovated. It has permanent water. The gas pipe is close to the house. The area near the house is 7000 m and the total area is 1 ha. The price is negotiable. For other information, call the indicated phone number.Translated from Armenian",Dec-12-2022_21-20,,,,,,,,,,,,,,,https://list.am/en/item/18229329,,,
House,Monolith,162 sq.m.,2,7,2,Partial Renovation,,"15th Street 11, Gyumri","22,000,000 ֏",AMD,"An apartment is for sale in Ani district, at the end of Yeghrishe Charents street, near the Austrian district.Heating system: AristonThe number of bedrooms: 3, it has a basement, a veranda, a kitchen, a large entrance hall, a living room, there are bathrooms on both floors, it has two balconies.The windows are made in Europe.It has a large yard, separate. There is a garage in the yard, it is fenced, it has fruit trees, a rose garden, raspberries grow in a small area ️It is privatizedTranslated from Armenian",Dec-12-2022_21-20,,,,,,,,,,,,,,,https://list.am/en/item/18254017,,,
House,Stone,56 sq.m.,2,4,1,Cosmetic Renovation,,"Պուշկինի փողոց 3, Գյումրի","$45,000",USD,The house has all the utilitiesIt is located near the central squarePrice: NegotiableTranslated from Armenian,Dec-12-2022_21-20,,,,,,,,,,,,,,,https://list.am/en/item/18243316,,,
House,Stone,75 sq.m.,1,2,1,No Renovation,300 sq.m.,"Hakobyan street, Gyumri","$8,000",USD,"Own house for salec. Gyumri, Slabotka75 square meters. Living space300 square meters. Land surfaceStoneyardFruit treesSelling price: $8,000Code 8178Translated from Armenian",Dec-12-2022_21-20,,,,,,,,,,,,,,,https://list.am/en/item/18199139,,,
House,Stone,100 sq.m.,2,4,1,Old Renovation,1000 sq.m.,Shirak › Gyumri,"$27,000",USD,For rent: For rent. Next to the house there is a barn for 12 heads of anise. There are fruit trees in the back. The house is located near the Akhuryan intersection in Norava. Cash sale is possible.Translated from Armenian,Dec-12-2022_21-20,,,,,,,,,,,,,,,https://list.am/en/item/17717891,,,
House,Stone,140 sq.m.,1,2,1,Old Renovation,,"Улица Ованнеса Шираза, Гюмри","$80,000",USD,"A privatized apartment is for sale on Shiraz street in the territory of Kumayri reserve in the center of Gyumri. Has a garage, yard, basement. It also has a second entrance from Ghorganyan alley.Translated from Armenian",Dec-12-2022_21-20,,,,,,,,,,,,,,,https://list.am/en/item/17942637,,,
House,Stone,500 sq.m.,1,6,3+,Partial Renovation,90 sq.m.,"Ghukasyan street, Gyumri","$100,000",USD,"CODE—8827For sale: Three private houses in one yardc. Gyumri, Ghukasyan Street500 square meters. Total area90 square meters. Land surface6 roomsStoneThoroughly reconstructedUtility with all amenitiesHeating SystemWith hot and cold wateryardGarageEuro windowsSelling price: $100,000Translated from Armenian",Dec-12-2022_21-20,,,,,,,,,,,,,,,https://list.am/en/item/18532859,,,
House,Stone,384 sq.m.,1,5,1,Major Renovation,203 sq.m.,"Ջամբուլի փողոց, Գյումրի","$70,000",USD,"CODE—8827For sale: Two-story private housec. Gyumri, Jambuli street384 square meters. Total area181 square meters. Living space5 roomsStoneThoroughly reconstructedUtility with all amenitiesHeating SystemWith hot and cold wateryardEuro windowsSelling price: $70,000Translated from Armenian",Dec-12-2022_21-20,,,,,,,,,,,,,,,https://list.am/en/item/18532012,,,
House,Stone,110 sq.m.,1,5,1,Partial Renovation,10 sq.m.,"Sundukyan Street, Gyumri","$35,000",USD,"For sale: 2 private houses in one yardc. Gyumri, Sundukyan street110 square meters. Common surface5 roomsStoneOn the sunny sideUtility with all amenitiesStorage roomSmall yardSelling price: $35,000Code 6846Translated from Armenian",Dec-12-2022_21-20,,,,,,,,,,,,,,,https://list.am/en/item/18276690,,,
House,Stone,120 sq.m.,1,4,2,No Renovation,600 sq.m.,"Улица Карена Демирчяна 78, Гюмри","$35,000",USD,"Part of the house is residential, the other part is half-built.Translated from Armenian",Dec-12-2022_21-20,,,,,,,,,,,,,,,https://list.am/en/item/16928374,,,
House,Stone,120 sq.m.,1,4,1,Old Renovation,1200 sq.m.,Shirak › Isahakyan,"$9,000",USD,Իսահակյան գյուղում վաճառվում է սԵփականաշնորհվաց բնակարան. Ունի թոնրատուն. Անասնագոմ. Չոր լուսավոր.,Dec-12-2022_21-20,,,,,,,,,,,,,,,https://list.am/en/item/17142656,,,
House,Stone,200 sq.m.,2,5,2,Old Renovation,1200 sq.m.,Shirak › Arapi,"10,000,000 ֏",AMD,"A two-story private house is for sale in Arapi village. It has a plot of land near the house, fruit trees. For details, call the indicated phone number.Translated from Armenian",Dec-12-2022_21-20,,,,,,,,,,,,,,,https://list.am/en/item/18190854,,,
House,Stone,100 sq.m.,1,4,1,Partial Renovation,200 sq.m.,"Այգաբացի 2-րդ շարք, Գյումրի","$30,000",USD,It is partially renovated. The yard has several semi-detached buildings. 200 m away from 28 schools.Translated from Armenian,Dec-12-2022_21-20,,,,,,,,,,,,,,,https://list.am/en/item/18514401,,,
House,Stone,72 sq.m.,1,4,1,Partial Renovation,95 sq.m.,"Ստեփան Շահումյանի փողոց 62, Գյումրի","$35,000",USD,"A house for sale in the center of the city, in the back of Phaeton. The total area of the building is 95 sq/m, the living area is 72 sq/m. The house consists of 3 rooms. It is equipped with all necessary communications. There is a wooden door, euro windows at the entrance. A water heater is installed. There is a storage space and a basement space. There are a kindergarten, a school and many shops in the neighborhood. The place is calm and quiet.Translated from Armenian",Dec-12-2022_21-20,,,,,,,,,,,,,,,https://list.am/en/item/17431750,,,
House,Stone,460 sq.m.,1,4,2,No Renovation,600 sq.m.,"Օդանավակայան 2-րդ թաղամաս 1, Գյումրի","$10,000",USD,"Shaat Urgent A private house is for sale in the territory of the airport. The living area of the private house is 460 sq. M., there is a basement area of 230 sq. M. In the whole part of the building. The foundation is intended for the construction of the second floor. It is possible to exchange it with a car.Translated from Armenian",Dec-12-2022_21-20,,,,,,,,,,,,,,,https://list.am/en/item/14520850,,,
House,Stone,308 sq.m.,2,4,2,Cosmetic Renovation,157 sq.m.,"Ցուլուկիձե փողոց 82, Գյումրի","$60,000",USD,"PRIVATE PROPERTY IS INCLUDED IN THE SALE PRICE Առ A private house is for sale in the central part of the city, 80/1 Tsulukidze street, addressing the market. The total area of the building is 157 sq. M., the living area is 308 sq. M. With all the necessary communications. Iron doors, wooden barred windows are installed at the entrance. The private house has 4 separate rooms, it is cosmetically renovated, the bathroom is tiled, a 12 liter water boiler is installed. There is a semi-basement section, a stone garage with an iron gate of 109 sq. M. The private house has 2 entrances. Kindergarten, school, numerous shops are nearby. The place is quiet and quiet.Translated from Armenian",Dec-12-2022_21-20,,,,,,,,,,,,,,,https://list.am/en/item/16704566,,,
House,Stone,147 sq.m.,1,4,1,Cosmetic Renovation,642 sq.m.,"Հարավ-Արևելյան շրջանցող ճանապարհ 1-ին նրբանցք 14/1, Գյումրի","$75,000",USD,"Built in 2013... Newly built house for sale at the rear of Mets Aniv of Yerevanian Highway. The total area of the building is 642 square meters, the living area is 147 square meters. The house consists of 4 rooms. It is equipped with all necessary communications, the bathroom and the kitchen are tiled. The house is fenced. In the yard there is a space for summer recreation. The entrance has iron doors, euro windows, and an iron gate. An individual heating system is installed. There is outdoor parking spaces and a stone garage 32 sq/m by the yard. It has a yard with a fruit garden and there is an additional plot of land with 50 fruit trees with a building of 600 sq/m, which is sold separately. There are a kindergarten, a school and many in the neighborhood. Shops. The place is calm and quiet.Translated from Armenian",Dec-12-2022_21-20,,,,,,,,,,,Not available,2 spots,,,https://list.am/en/item/16036985,House is Finished,"Electricity, water supply, natural gas, sewerage",
House,Stone,240 sq.m.,2,7,1,Old Renovation,240 sq.m.,"Ghukasyan street, Gyumri","$55,000",USD,"Վաճառվում է Երկհարկանի Առանձնատուն AMM-ի հարեվանությամբ։ Շինության ընդհանուր մակերեսը կազմում է 240քմ, որից բնակելին 221ք/մ է։Ապահովված է բոլոր անհրաժեշտ կոմունիկացիաներով։ Մուտքին տեղադրված են երկաթե դռներ, երկաթյա դարպաս։ Բակում հատկացված է բացօթյա ավտոկայանտեղի և քարե ավտոտնակ յամկով։ Առանձնատունը ընդհանուր ունի 7 ննջասենյակ, որից առաջին հարկում 3 սենյակ, երկրորդ հարկում 4 սենյակ, որը և համարվում է հիմնական բնակելի տունը, առանձնացված խոհանոց, սալիկապատված սանհագույցով, ջրատաքացուցիչով։ փայտյա ճաղապատված պատուհաններ, միջսենյակային դռները փայտից են: Հարևանությամբ են գտնվում մանկապարտեզ, դպրոց և բազմաթիվ խանութներ։",Dec-12-2022_21-20,,,,,,,,,,,Not available,1 spot,,,https://list.am/en/item/10720731,,"Electricity, water supply, natural gas, sewerage",
House,Stone,253 sq.m.,2,8+,1,No Renovation,1700 sq.m.,Shirak › Mayisyan,"$25,000",USD,"Two-storey private house is for sale in Mayisyan village, near the school and kindergarten. The total area of the land is 1700 square meters, the living area is 253 square meters, each floor is 126 square meters. The house has 8 rooms in total, the house needs major renovation. The first floor of the private house consists of 3 rooms, a kitchen and a stone garage. The second floor of the house has 5 rooms. There is an open balcony. Outdoor parking spaces, a stone garage are provided in the yard. There is a 1700 sq / m land fenced in front of the building. The place is quiet and quiet.Translated from Armenian",Dec-12-2022_21-20,,,,,,,,,,,,,,,https://list.am/en/item/14140604,,,
House,Stone,482 sq.m.,2,8+,2,No Renovation,663 sq.m.,"Կոմիտասի փողոց 55/4, Գյումրի","$245,000",USD,"Two-storey newly built private house is for sale in the part of TRANKYUNI restaurant. The total area of the building is 663 sq / m, the living area is 482 sq / m. It is provided with all the necessary communications. The house is fenced. An area for summer rest is provided in the yard, 663 sq / m land. Iron doors are installed at the entrance, there are iron gates, euro-barred windows, as well as a basement. The roof is completely repaired, the electric wires, water pipes are new. In the yard there is a 2-3 umbrella parking lot, a stone garage of 59 sq. M. Kindergarten, school, numerous shops are nearby. The place is quiet and quiet. The house has an open balcony on the 2nd floor.Translated from Armenian",Dec-12-2022_21-20,,,,,,,,,,,,,,,https://list.am/en/item/13935411,,,
House,Stone,618 sq.m.,2,5,1,Cosmetic Renovation,300 sq.m.,"Ռուսթավելի փողոց 62/4, Գյումրի","$130,000",USD,"Վաճառվում է Երկհարկանի Առանձնատուն Քաղաքի Կենտրոնում Տարտույի բակում։ Շինության ընդհանուր մակերեսը կազմում է 618քմ, բնակելին 337ք/մ է։Ապահովված է բոլոր անհրաժեշտ կոմունիկացիաներով։ Բակում նախատեսված է տարածք ամառային հանգստի համար, պտղատու այգի 300ք/մ։ Մուտքին տեղադրված են երկաթե դռներ, երկաթյա դարպասներ։ Առանձնատունը ունի սալիկապատված սանհագույց։Տանիքը ամբողջովին վերանորոգված է, էլեկտրական լարերը և ջրատար խողովակները ևս նոր են։ Բակում հատկացված է բացօթյա ավտոկայանտեղի և քարե ավտոտնակ 50ք/մ: Առանձնատունը ընդհանուր ունի 5 ննջասենյակ, փայտյա ճաղապատված պատուհաններ, միջսենյակային դռները փայտից են: Ջեռուցումը իրականացվում է կենտրոնացված համակարգով առկա է կաթսայատուն, լույսով, փայտով, գազով աշխատող, ունի նաև 100լ ջրի կաթսա, եռաֆազ հոսանք: Առանձնատունը ունի բաց պատշգամբ և փակ պատշգամբ՝որը նախկինում օգտագործվել է որպես պառնիկի համար։ Հարևանությամբ են գտնվում մանկապարտեզ, դպրոց և բազմաթիվ խանութներ։Տեղը հանգիստ է և անաղմուկ։",Dec-12-2022_21-20,,,,,,,,,,,,,,,https://list.am/en/item/13241466,,,
House,Stone,120 sq.m.,1,4,1,Partial Renovation,,"Ստեփան Շահումյանի փողոց, Գյումրի","$37,000",USD,"Ladies and gentlemen, please read carefully and call again.The apartment is gasified, has constant hot and cold water.Renovated in partial paintings.It has a comfortable balcony with an open balcony.2 A house for the price of one.THE APARTMENT IS IN THE GENERAL YARD.Translated from Armenian",Dec-12-2022_21-20,,,,,,,,,,,,,,,https://list.am/en/item/17031418,,,
House,Stone,400 sq.m.,2,6,3+,Old Renovation,123 sq.m.,"Աղյուսի փողոց 113, Գյումրի","$50,000",USD,"A stone house is for sale on Aghyus (Avznots) street in Gyumri. Living area 123 square meters, total 400 square meters.Translated from Armenian",Dec-12-2022_21-20,,,,,,,,,,,,,,,https://list.am/en/item/17661329,,,
House,Stone,96 sq.m.,1,3,2,Euro Renovation,1000 sq.m.,Shirak › Arapi,"$50,000",USD,"Очень светлый и теплый дом, после капитального ремонта. На участке есть помещение на 200кв. М под бизнес имеется гараж, сад с плодовыми деревьями. Свет, канализация, горячая ихолодная вода подулючено",Dec-12-2022_21-20,,,,,,,,,,,,,,,https://list.am/en/item/18205813,,,
House,Stone,120 sq.m.,2,4,3+,No Renovation,200 sq.m.,Shirak › Maralik,"$45,000",USD,"I am selling my own house. It has an orchard, a half-built barn, a gazebo, a garage. The interior is finished.#dacha:Translated from Armenian",Dec-12-2022_21-20,,,,,,,,,,,,,,,https://list.am/en/item/17929146,,,
House,Stone,184 sq.m.,2,4,2,Old Renovation,184 sq.m.,"Akhuryan Highway, Gyumri","$18,500",USD,"Urgently for sale, it has a large plot with fruit trees, 3 bedrooms + 1 living room + kitchen + 2 bathrooms + large basementTranslated from Armenian",Dec-12-2022_21-20,,,,,,,,,,,,,,,https://list.am/en/item/18419781,,,
House,Stone,326 sq.m.,1,5,1,No Renovation,1200 sq.m.,Shirak › Arapi,"6,500,000 ֏",AMD,"A half-built house of 1200 sq/m is for sale in the village of Arapi, 0.5 km from the city of Gyumri, next to Mother Armenia. The village has gas, water, electricity and internet. Very urgentlyTranslated from Armenian",Dec-12-2022_21-20,,,,,,,,,,,Not available,2 spots,,,https://list.am/en/item/16801500,,,
Country House,Stone,54 sq.m.,2,3,1,Old Renovation,600 sq.m.,Shirak › Vahramaberd,"$6,000",USD,"A two-story private house is for sale in LenGES - Avan. The total area of the mansion is 72 square meters, built on a 600 square meter plot. It has a balcony of 18 square meters. For more information callThere is no option for Pakov.Translated from Armenian",Dec-12-2022_21-20,,,,,,,,,,,,,,,https://list.am/en/item/18038979,,,
House,Stone,560 sq.m.,3,4,2,No Renovation,2000 sq.m.,Shirak › Gyumri,"17,000,000 ֏",AMD,"Продам недостроенный Дом. Общая площадь 2000 км. Или обмен, на квартиру. Цена. Окончательная. Рядом земле тоже наша...",Dec-12-2022_21-20,,,,,,,,,,,Not available,1 spot,,,https://list.am/en/item/18457977,House is Unfinished,,
House,Monolith,320 sq.m.,2,3,3+,No Renovation,,"Charents street 13, Gyumri","$45,000",USD,"A monolithic building is for sale in Ani district, at the end of Charents. The total area of the building is 320 square meters, it has a semi-basement with the whole area. It is possible in parts. Details by phone.Translated from Armenian",Dec-12-2022_21-20,,,,,,,,,,,,,,,https://list.am/en/item/15044890,,,
House,Stone,707 sq.m.,2,6,3+,Old Renovation,471 sq.m.,"Myasnikyan Street, Gyumri","20,000,000 ֏",AMD,"Two-story stone house in the center of Gyumri, 707.25 sq. M.Also as a guest houseA two-story stone house is for sale. Total area of the land: 471.93 sq. M., residential: 205.86 sq. M., basement: 8.58 sq. M. There is a stone garage of 20.88 square meters.The mansion has 6 rooms.On the first floor there is an open balcony, a spacious and bright hall with wooden windows, a large living room, two bedrooms and a kitchenOn the second floor, a beautiful outdoor terrace, a spacious living room and one bedroomThere is a tiled bathroom on each floor, the bathroom is separate, another bathroom in the yardConstant hot and cold water, three-phase power sourceSpacious yard with oven, fruit trees: Cherries, plums, apples, pears, walnutsA wonderful perennial fir that will decorate your New Year's EveThe yard has the possibility to install a swimming poolParking for several cars3 separate iron gatesIt is a 10-minute walk to the market and the city center, close to the city entranceThere is a kindergarten and a school nearbyVery close to the bus stopIt is privatizedTHE SELLER IS THE OWNER OF THE HOUSE DIRECTLYIt is possible to sell the second floor - with a beautiful and spacious open terrace, 2 rooms, a basement, a separate yard and an entrance / details by phoneTranslated from Armenian",Dec-12-2022_21-20,,,,,,,,,,,By agreement,3 or more spots,,,https://list.am/en/item/18373677,,"Electricity, water supply, natural gas, sewerage",
House,Cassette,120 sq.m.,1,4,2,Major Renovation,1200 sq.m.,Shirak › Haykavan,"$55,000",USD,"Գ. Haykavan, new district, money 3, house 16.The house was built by the Germans with their building materials. The area of the house is 120 square meters. M, 4 rooms, kitchen, bathroom, toilet with all amenities, hot and cold water 24 hours a day, heating and electric and alternative. The roof is completely repaired, the windows and the balcony door is barred. The area around the house is newly concrete. M, with euro windows separated from the rooms, the height of the basement is 2.3 m. The house is for sale with furniture.Translated from Armenian",Dec-12-2022_21-20,,,,,,,,,,,,,,,https://list.am/en/item/17382649,,,
House,Stone,756 sq.m.,2,3,2,Major Renovation,650 sq.m.,"Japaridze street, Gyumri","$60,000",USD,"CODE 4827For sale: Two-story private housec. Gyumri, Japaridze street756 square meters. Total area105 square meters. Living space3 roomsStoneThoroughly reconstructedUtility with all amenitiesHeating SystemWith hot and cold wateryardEuro windowsTwo bathroomsSelling price: 60.000 $Translated from Armenian",Dec-12-2022_21-20,,,,,,,,,,,,,,,https://list.am/en/item/18502829,,,
House,Stone,123 sq.m.,1,8+,1,Partial Renovation,7 sq.m.,Shirak › Maralik,"$7,500",USD,"Semi-detached house with plotThe size of the plot with water supply (ha) 0.07, the internal area of the residential house is 123.48 square meters, the plot next to the house is 0.1001 ha (there will be discounts for real buyers)Translated from Armenian",Dec-12-2022_21-20,,,,,,,,,,,,,,,https://list.am/en/item/18409262,,,
House,Stone,312 sq.m.,3,8+,2,Major Renovation,17 sq.m.,"Դեկաբրիստների փողոց, Գյումրի","$160,000",USD,"Urgent 3-storey private house for sale, capitally renovated, gasified, the floor is marble, with euro windows, garage, fruit trees in the yard.Call for details.Translated from Armenian",Dec-12-2022_21-20,,,,,,,,,,,,,,,https://list.am/en/item/16679282,,,
House,Stone,226 sq.m.,1,4,1,Old Renovation,91 sq.m.,Shirak › Artik,"$38,000",USD,"A 1-story private house of 226 sq. M. Is for sale. M total area, 135 sq. M living area. The house has 3 bedrooms and a living room, kitchen, bathroom, has a water heater, natural gas, constant water supply. At the back of the house there is a plot of land with productive trees, a cattle shed and a cellar. Sold with the property.Code 0238Translated from Armenian",Dec-12-2022_21-20,,,,,,,,,,,,,,,https://list.am/en/item/18259899,,,
House,Stone,450 sq.m.,1,4,1,No Renovation,300 sq.m.,"Karen Demirchyan street, Gyumri","$40,000",USD,"One side is newly built, the roof is concrete.There is also a 3-room residential building attached.The house has a large yard and a plot with fruit trees.Translated from Armenian",Dec-12-2022_21-20,,,,,,,,,,,,,,,https://list.am/en/item/18182084,,,
House,Stone,228 sq.m.,2,6,2,Partial Renovation,410 sq.m.,Shirak › Artik,"$25,000",USD,"All the windows of the house have just been changed, the second floor pole is made, the roof is made of zinc, it is a good house. Other details by call.Translated from Armenian",Dec-12-2022_21-20,,,,,,,,,,,,,,,https://list.am/en/item/17970157,,,
