Type,Floor Area,Address,Price,Currency,Description,Datetime,Furniture,Elevator,Location from the Street,Entrance,Lease Type,Minimum Rental Period,Prepayment,Utility Payments,Parking,Links,Construction Type
Industrial and Manufacturing,1455 sq.m.,Kotayk › Kotayk,"$88,000",USD,"Alraghats is for sale with an area of 1450 square meters, of which 450 square meters are buildings, 1000 square meters of land, there is three-phase electricity, drinking water, gas, for details, call the indicated number.Translated from Armenian",Dec-12-2022_20-24,Available,Not available,First Line,Common from the Street,,,,,Outdoor parking,https://list.am/en/item/18623246,Panels
Everything Else,"20,000 sq.m.",Kotayk › Jrvezh,"$140,000",USD,"Lake for sale (or for rent) 3 hectares 3 km away from Yerevan, of which 2 hectares lake, FISHERIES, orchard, recreation area, there is a building and fish ponds in the area, you can see the lake by pointing through Google karta (Lake Arai) the name. Price is negotiable. At the moment it operates as a Ara Lake fishing recreation area.Urgent, UrgentTranslated from Armenian",Dec-12-2022_20-24,Not available,Not available,Other,Common from the Street,,,,,,https://list.am/en/item/13466624,Monolith
Industrial and Manufacturing,"16,000 sq.m.",Kotayk › Zovuni,$120,USD,"A production area of 61,000 square meters is for sale, of which 14,800 square meters is a panel building with a high ceiling. Suitable for any business activity. A rental offer may be considered. The building is provided with natural gas, water and light.Translated from Armenian",Dec-12-2022_20-24,,,,,,,,,,https://list.am/en/item/17492871,Panels
Retail Space,45 sq.m.,"3rd microdistrict, Abovyan","$55,000",USD,"FOR SALE OR RENTThe building for sale is located next to the post office of the 3rd micro. It has been completely renovated. It has water, a bathroom, electricity. It has 46 square meters in the back of the building. M privatized territory.The building can be used for any purpose. It is even possible to build a residential house.Translated from Armenian",Dec-12-2022_20-24,Available,Not available,Second Line,Separate from the Street,,,,,,https://list.am/en/item/16230529,Stone
Retail Space,137 sq.m.,"1-ին փողոց, Արամուս","10,000,000 ֏",AMD,"1. Household with a total area of 93.5 square meters. Has a land plot with a total area of 168 square meters.2. Public building with a total area of 43.2 square meters. Has a land plot with a total area of 57 square meters.YOU CAN GET ACQUAINTED WITH OUR OTHER ANNOUNCEMENTS BY PASSING OUR PAGE.Keywords: Area in Kamaris, area in Kotayk region, cheap area, cheap area without intermediary, area with land.Translated from Armenian",Dec-12-2022_20-24,,,,,,,,,,https://list.am/en/item/11690378,Stone
Multifunctional Space,305 sq.m.,Kotayk › Abovian,"49,000,000 ֏",AMD,"Office (public) area with a total area of 304.9 square meters.Suitable for different types of activities.Address: Kotayk region, RA ք Abovyan Republic Avenue 4 building 1/1.Translated from Armenian",Dec-12-2022_20-24,,,,,,,,,,https://list.am/en/item/17176322,Panels
Office Space,298 sq.m.,"Kentron block 6, Hrazdan","27,200,000 ֏",AMD,Office (public) area with a total area of 297.8 square meters.Suitable for different types of activities.Address: Q. Hrazdan Central District No. 6/1.Translated from Armenian,Dec-12-2022_20-24,,,,,,,,,,https://list.am/en/item/17176285,Stone
Office Space,99 sq.m.,Kotayk › Abovian,"$70,000",USD,"A 1-storey semi-basement commercial area is for sale in Abovyan. The area is fully repaired, there is three-phase electricity, the front is 5 m. Convenient to use as a dental clinic, office, shop.Code K080Translated from Armenian",Dec-12-2022_20-24,Not available,Not available,Other,Common from the Street,,,,,,https://list.am/en/item/17022690,Stone
Multifunctional Space,4500 sq.m.,Kotayk › Abovian,"$1,500,000",USD,"Code-14262: Commercial area for sale: Three-storey building, c. In Abovyan. The land area is 4500 square meters, the building is 3000 square meters. The area is fenced, the interior of the building is unfinished. The area can serve as a workshop, restaurant, office.Translated from Armenian",Dec-12-2022_20-24,Not available,Not available,First Line,Separate from the Street,,,,,,https://list.am/en/item/16946233,Monolith
Multifunctional Space,155 sq.m.,"4-րդ միկրոշրջան 4/48, Աբովյան","$55,000",USD,"For sale is an existing business with a production area, the activities of which include:Production of Euro doors and windows with all its devices.Includes screams and shouts.Production areaThe area of the building is 155 sq/mimportance for production purposesOperational significance: Industrial objects2 spacious production halls1 office2 spare partsall of itThere are communications, water, three-phase currentTranslated from Armenian",Dec-12-2022_20-24,Available,Not available,Second Line,Common from the Street,,,,,,https://list.am/en/item/18345999,Stone
Everything Else,250 sq.m.,"Abovyan street, Charentsavan","$45,000",USD,Land with its constructionFor more information callTranslated from Armenian,Dec-12-2022_20-24,,,,,,,,,,https://list.am/en/item/12699749,Panels
Retail Space,300 sq.m.,Kotayk › Abovian,"$600,000",USD,"An area with all the communal amenities is for sale in Abovyan. It is gasified, has drinking water, three-phase electricity. It is possible to exchange with the apartment for an additional fee. The area is located in the center of Abovyan, on Hanrapetutyan street (first line)Translated from Armenian",Dec-12-2022_20-24,,,,,,,,,,https://list.am/en/item/16033829,Stone
Multifunctional Space,800 sq.m.,Kotayk › Abovian,"$350,000",USD,"With a total area of 645 square meters,Building area of 403 square meters403 square meters basement floor /storage/gas, light, water,Heating SystemofficeelevatorTranslated from Armenian",Dec-12-2022_20-24,,,,,,,,,,https://list.am/en/item/18152945,Monolith
Functioning Business,43 sq.m.,Kotayk › Hrazdan,"$37,000",USD,An existing beauty salon is for sale in the city of Hrazdan (Mikrosharjan) the total square meter is 43. Write for details.Translated from Armenian,Dec-12-2022_20-24,,,,,,,,,,https://list.am/en/item/18327531,Stone
Functioning Business,"20,000 sq.m.",Kotayk › Karashamb,"$350,000",USD,Land for sale or rent with 20000 sq. M. Orchards and ornamental gardensFish lakes 1500 sq. M.Warehouse 160 sq. M.Rest pavilionnatural spring watersThe total area is 5 hectaresThe area is located in Karashamb village on the bank of Hrazdan riverTranslated from Armenian,Dec-12-2022_20-24,Not available,Not available,Second Line,Separate from the Street,,,,,,https://list.am/en/item/16596135,Stone
Building,870 sq.m.,Kotayk › Jrvezh,"$800,000",USD,"Code-14501: Three-storey commercial area for sale in Jrvezh. Each floor of the building is 290 square meters (three floors are 870 square meters), the land is 540 square meters, there are 7 rooms, 4 bathrooms, a tonrat house of 40 square meters, parking. Can be used as a restaurant-hotel complex, townhouse, etc.Translated from Armenian",Dec-12-2022_20-24,Not available,Not available,First Line,Separate from the Street,,,,,,https://list.am/en/item/17516960,Stone
Multifunctional Space,110 sq.m.,Kotayk › Jrvezh,"$43,000",USD,"Code-15058. Commercial space for sale in Jrvezh, busy area. It is in zero state. Three-phase power is available. Can also be used as an apartment.Translated from Armenian",Dec-12-2022_20-24,Not available,Not available,First Line,Separate from the Courtyard,,,,,,https://list.am/en/item/18432394,Stone
Everything Else,1800 sq.m.,Kotayk › Tsakhkadzor,"$500,000",USD,"A ready-made commercial project with a building permit is for sale at 21 Yeghbairner St. , Orbeli, Tsaghkadzor.The premium class aparthotel will have 68 rooms according to the project, restaurant, children's room, ski room, terrace, outdoor swimming pool.Construction and sales can be started immediately, all documents are ready.Translated from Armenian",Dec-12-2022_20-24,Available,Available,First Line,Common from the Street,,,,,"Outdoor parking, covered parking",https://list.am/en/item/18606041,Monolith
Retail Space,18 sq.m.,"Barekamutian street, Abovyan","$20,000",USD,"If you have any questions, call the price negotiableTranslated from Armenian",Dec-12-2022_20-24,,,,,,,,,,https://list.am/en/item/17806108,Stone
Hotel,1000 sq.m.,Kotayk › Tsakhkadzor,"$870,000",USD,"Code T382:Commercial area for sale in Tsakhkadzor. The total area is 1000 square meters, and the building is 552 square meters. The area is in zero condition. Stained glass windows are installed.Code T-382Translated from Armenian",Dec-12-2022_20-24,Not available,Not available,First Line,Separate from the Street,,,,,,https://list.am/en/item/17912301,Stone
Retail Space,9964 sq.m.,"Samvel Safaryan street, Yeghvard","110,000,000 ֏",AMD,A stone building with its land is for sale in Yeghvard. Suitable for shops or offices... Located on the main road. Address Charents street 168.Translated from Armenian,Dec-12-2022_20-24,Not available,Not available,First Line,Separate from the Street,,,,,,https://list.am/en/item/17484093,Stone
Retail Space,39 sq.m.,"Mayak block 2, Yerevan","$30,000",USD,"Area for sale K. In Yerevan, in the Mayak district of the Nor Nork administrative district, in the immediate vicinity of the dispatch point. It is located on the 1st floor of a 5-storey building. There is water and sewage.Translated from Armenian",Dec-12-2022_20-24,Not available,Not available,Other,Separate from the Street,,,,,,https://list.am/en/item/18222188,Stone
Retail Space,120 sq.m.,Kotayk › Charentsavan,"$40,000",USD,"Fully renovated, three-phase electricity, drinking water, 2 basements.Translated from Armenian",Dec-12-2022_20-24,,,,,,,,,,https://list.am/en/item/18165986,Stone
Retail Space,24 sq.m.,"Hanrapetutian Avenue 20, Abovyan","$20,000",USD,"Public construction building 23.75 sq. M., next to the garages of the Republic building 20. There is also a plot of land in the back, 25.5 square meters to the first school, also for public construction of settlements.Translated from Armenian",Dec-12-2022_20-24,Not available,Not available,Second Line,Separate from the Courtyard,,,,,,https://list.am/en/item/17153672,Stone
Multifunctional Space,42 sq.m.,"Երևանյան փողոց 1/3, Հրազդան","$23,000",USD,"Commercial space for sale in Hrazdan on Yerevanyan street. The area is located in a very busy area, it covers an area of 42 square meters, it consists of 2 parts: A hall and a storage part, there is a bathroom.Call for detailed information.Translated from Armenian",Dec-12-2022_20-25,Not available,Not available,First Line,Separate from the Street,,,,,,https://list.am/en/item/18575432,Stone
Everything Else,3315 sq.m.,Kotayk › Meghradzor,"30,000,000 ֏",AMD,"The property is the property of the Bank as a result of the pledge.Kotayk region v. Meghradzor 1st street No. 2 fish farm: 44.76 sq. M., fish farm - 3270 sq. M., plot of land - 0.83 ha, there is an area adjacent to the territory of the fish farm - a plot of 520 sq. M., 3 fish ponds.You can also purchase the presented property through crediting by the Bank with the current credit terms and tariffs.Translated from Armenian",Dec-12-2022_20-25,Not available,Not available,Other,Separate from the Courtyard,,,,,,https://list.am/en/item/6140992,Stone
Agricultural Space,1258 sq.m.,Kotayk › Buzhakan,"4,876,569 ֏",AMD,"Գույքը հանդիսանում է Բանկի գրավ, որը գտնվում է ՀԿԱԾ աճուրդում:Կոտայքի մարզ, Բուժական համայնք, 4-րդ փողոց, 2-րդ նրբանցք, թիվ 16 անասնաշենք՝ 1258․3․ հողամաս՝ 1700քմ։ Շինբությունը՝ պանելներ և տուֆ քար, հիմքը՝ միաձույլ երկաթբետոն, ժապավենաձև, ծածկը՝ երկաթբետոն, տանիքը՝ ազբոշիֆեր, մուտքի դռները՝ մետաղական, պատուհաները՝ փայտյա, հատակը՝ բետոնյա, ունի էլ․ հոսանք, ջուր:Ներկայացվող գույքը կարող եք ձեռք բերել նաև Բանկի կողմից վարկավորման միջոցով՝ տվյալ պահին գործող վարկավորման պայմաններով և սակագներով:! Ուշադրություն!Գույքը ծանրաբեռնված է փաստացի օգտագործողներով, որոնց վտարուման և պայմանագրից բխող բոլոր անհրաժեշտ ծախսերը և գործողությունները կատարվելու է աճուրդում հաղթող ճանաչված մասնակցի կողմից:",Dec-12-2022_20-25,Not available,Not available,Other,Separate from the Courtyard,,,,,,https://list.am/en/item/17800654,Panels
Restaurant,198 sq.m.,Kotayk › Arzni,"30,000,000 ֏",AMD,"The property is the property of the Bank as a result of the pledge.Kotayk region, c ․ Kitchen in Arzni, 197.68 sq. M., land - 0.250 ha, canopy - 61.8, canopy - 18.9 square meters. It is the former ""BLACK ART"" restaurant complex.The property can be purchased on installment payment, with a minimum of 10% down payment and a maximum of 36 months. Other payment schedules may be considered or property may be purchased through the Bank on credit.The property is free.You can also purchase the presented property through crediting by the Bank with the current credit terms and tariffs.Translated from Armenian",Dec-12-2022_20-25,Not available,Not available,Other,Separate from the Courtyard,,,,,,https://list.am/en/item/8760496,Stone
Office Space,700 sq.m.,Kotayk › Hrazdan,"$350,000",USD,700 sq. M. By 500 sq. M. Land is for sale with property and equipmentTranslated from Armenian,Dec-12-2022_20-25,,,,,,,,,,https://list.am/en/item/18414568,Stone
Restaurant,550 sq.m.,Kotayk › Tsakhkadzor,"$790,000",USD,"Commercial real estate for sale in Tsaghkadzor, land area 1000 square meters, building area 550 square meters, suitable for various activities (hostel, restaurant)Translated from Armenian",Dec-12-2022_20-25,,,,,,,,,,https://list.am/en/item/18168964,Stone
Industrial and Manufacturing,6000 sq.m.,Kotayk › Jrvezh,"1,000 ֏",AMD,"The area of 600 square meters is renovated.There is a non-functioning refrigerator 2000 sq / mIt has gas, water, electricity, sewerage.It is for sale for 1 square meter - $ 500Code v-0047Translated from Armenian",Dec-12-2022_20-25,,,,,,,,,,https://list.am/en/item/17204274,Stone
Building,1500 sq.m.,Kotayk › Abovian,"$1,300,000",USD,"Address: PetrosyanNew building:3-storey commercial newly built building with an area of 2950 square meters, 1500 square meters is for sale. With the land located in Abovyan, St. Adjacent to St. John's Church. The building is built of polished Ani stone, the windows are installed, the roof is built, the interior decoration is not done. The building has 2 entrances: Suitable for shopping center, educational institution, offices or other commercial purposes.Code 15124131Translated from Armenian",Dec-12-2022_20-25,Not available,Not available,First Line,Separate from the Street,,,,,Outdoor parking,https://list.am/en/item/15124131,Stone
Industrial and Manufacturing,3600 sq.m.,Kotayk › Hrazdan,"$223,000",USD,"The area for sale is located in the center of Hrazdan city, near the Khanjyan-Spandaryan intersection. The area is completely fenced, has two entrances and exits for cars. The total area of capital buildings in the area is 770 sq/m, of which 380 sq/m is roofed and in normal condition, and the rest is without a roof. In the yard of the factory, underground, there is a yard with a capacity of 64 tons. The area is suitable for multi-functional business projects.Translated from Armenian",Dec-12-2022_20-25,Not available,Not available,First Line,Common from the Street,,,,,,https://list.am/en/item/18023860,Stone
Multifunctional Space,415 sq.m.,"9-րդ փողոց 1-ին փակուղի, Բալահովիտ","$80,000",USD,There are 2 offices 2 storage rooms 1 large production area has a basement 180 sq. M. Operating mushroom total 415 sq. M. Building 415 landTranslated from Armenian,Dec-12-2022_20-25,Not available,Not available,Second Line,Common from the Street,,,,,,https://list.am/en/item/17690672,Stone
Retail Space,70 sq.m.,"Kentron block, Hrazdan","$27,500",USD,"A commercial area for sale in In the center district of Hrazdan, near the governor's office. The area is located in a very busy area, suitable for various business activities (office, grocery store, beauty salon, etc.) The area is located on the 1st floor of a stone building, covers an area of 70 square meters, consists of 2 parts. , there is also a bathroom. The price is negotiable.Translated from Armenian",Dec-12-2022_20-25,,,,,,,,,,https://list.am/en/item/18314658,Stone
Functioning Business,3470 sq.m.,"Վանատուր թաղամաս 1, Հրազդան","$153,000",USD,"K. A stone workshop is for sale in the Vanatur district of Hrazdan. The workshop has all the working conditions and equipment. A building with dimensions of 36x12m has been built, in which there are 2 pieces of tile cutting equipment, 1 piece of tile edge straightening equipment and a crane (10 ton load capacity) There is another building, it is used as a warehouse and occupies an area of 60 square meters. A basin is dug on 7×3, where the used water is filled, filtered and reused. The factory is located near the main road, it occupies an area of 3470 square meters, completely It is fenced. Call for details.Translated from Armenian",Dec-12-2022_20-25,,,,,,,,,,https://list.am/en/item/18325359,Stone
Industrial and Manufacturing,157 sq.m.,Kotayk › Abovian,$100,USD,"In the central part of Abovyan, a production area is for sale on the first floor of a building. It is suitable for any activity of public importance, as well as suitable for living. There is also a business in the area (we can cooperate if you wish)Translated from Armenian",Dec-12-2022_20-25,,,,,,,,,,https://list.am/en/item/17051354,Panels
Retail Space,44 sq.m.,"Pioneerakan street, Abovyan","$50,000",USD,"A working clothes shop is for sale, it can be used for any purpose, even as a living area. The area is 44 square meters, water, electricity, gas passes by. The area is privatized, has the opportunity to expand and 2nd floor. The price is final, it is not for rent, do not call to reduce the price.Translated from Armenian",Dec-12-2022_20-25,,,,,,,,,,https://list.am/en/item/9089426,Panels
Restaurant,9000 sq.m.,"P. Sevak 1st St. 1, Առինջ գյուղ","$1,750,000",USD,"An operating restaurant is for sale in Kotayk region, in Arinj community. The total area of the restaurant complex is 9000 square meters.The restaurant-hotel complex consists of:From the reception hall for 40 people,10 private rooms,11 hotel rooms,10 open-air pavilions,1 separate chatA banquet hall for 80 people with its lobbybar for 300 people,Dishwasher,Storage room next to the banquet hall,2-storey kitchen with all its necessary utensils,Room next to the dishwasher, designed for guests' belongings.The whole area is fenced, the yard is very spacious, green and well-maintained, there are decorative trees, a large parking lot.Code 14147343Translated from Armenian",Dec-12-2022_20-25,,,,,,,,,,https://list.am/en/item/14147343,Stone
Retail Space,35 sq.m.,Kotayk › Abovian,"12,300,000 ֏",AMD,T388Urgent sale of commercial space in Abovyan city. The total area is 35.08 square meters. The area is provided with communal facilities.Code T-388Translated from Armenian,Dec-12-2022_20-25,,,,,,,,,,https://list.am/en/item/18029998,Stone
Multifunctional Space,25 sq.m.,Kotayk › Abovian,"16,400,000 ֏",AMD,T387Urgent sale of commercial space on Darani street. The total area is 25 square meters. The area is provided with communal facilities. There is a tiled bathroom.Code T-387Translated from Armenian,Dec-12-2022_20-25,,,,,,,,,,https://list.am/en/item/18029842,Stone
Multifunctional Space,74 sq.m.,"Oghakain street, Charentsavan","$22,000",USD,"Urgentarea for sale74 square meters renovationheating and bathroomWrite the number, I will callTranslated from Armenian",Dec-12-2022_20-25,,,,,,,,,,https://list.am/en/item/17591064,Monolith
Multifunctional Space,970 sq.m.,"Եղիշե Չարենցի փողոց 25, Եղվարդ","$350,000",USD,"A multifunctional 2-storey building is for sale, it can be an apartment, business center, hotel, etc. With all household amenities: Gas, electricity and water. With a public ownership certificate, it was assessed at $350,000. It is located at 25 central street of Yeghvard Charents, next to the department store. It is sold together with the property.Translated from Armenian",Dec-12-2022_20-25,,,,,,,,,,https://list.am/en/item/18444927,Stone
Multifunctional Space,75 sq.m.,"Garni street, Abovyan","$45,000",USD,"The area has all the utilities, three-phase electricity, hot and cold waterCall for detailsTranslated from Armenian",Dec-12-2022_20-25,,,,,,,,,,https://list.am/en/item/17611004,Stone
Everything Else,1000 sq.m.,Kotayk › Dzoraghbyur,"$24,000",USD,"Land near the house for sale in the beginning of Dzoraghbyur, there are newly built houses nearby, it is very expedient to build a houseWater, gas, electricity շատ is very close to the sewer.Take a look at our other announcements!Translated from Armenian",Dec-12-2022_20-25,,,,,,,,,,https://list.am/en/item/17880968,Stone
Retail Space,1600 sq.m.,"Այգեգործական փողոց 4, Ջրվեժ","$350,000",USD,"On the road leading to Dzoraghbyur, on the first line, there is a 1600 sq / m fenced corner land, the fronts of which are 36 m and 37 m ․.It has buildings of 600 sq. M.There is water, light, sewerage, it is very suitable for a construction base.Code 70044Translated from Armenian",Dec-12-2022_20-25,,,,,,,,,,https://list.am/en/item/17076397,Stone
Restaurant,600 sq.m.,Kotayk › Dzoraghbyur,"$200,000",USD,"Code-14430: Commercial area for sale in a bakery in Dzoraghbyur. There are 4 open-air pavilions, 3 private rooms, a well-maintained yard, a parking lot. Exchange with another commercial area in the city is possible. The area is 600 square meters + 800 square meters.Translated from Armenian",Dec-12-2022_20-25,,,,,,,,,,https://list.am/en/item/17343845,Stone
Hotel,1500 sq.m.,Kotayk › Tsakhkadzor,"$480,000",USD,"Code-14318: Restaurant-hotel complex for sale in the beautiful nature of Tsakhkadzor. There are 23 living rooms with all amenities, restaurant, cafe, banquet hall, open-air pavilions, sauna.Translated from Armenian",Dec-12-2022_20-25,,,,,,,,,,https://list.am/en/item/17057593,Stone
Agricultural Space,660 sq.m.,Kotayk › Alapars,"$400,000",USD,"Former farm, 660 square meters, barns have been built, the rest is an empty plot, suitable for livestock.Code 1100045Translated from Armenian",Dec-12-2022_20-25,,,,,,,,,,https://list.am/en/item/18474263,Stone
Retail Space,50 sq.m.,Kotayk › Proshyan,"150,000 ֏",AMD,"An operating business for rent: (grocery store and beer house) is for rent with the property and the assortment of products available in the store, located on the main road, 1st lane, next to the Sev Kar restaurant. Price negotiable, call for detailsTranslated from Armenian",Dec-12-2022_20-25,,,,,,,,,,https://list.am/en/item/18345039,Stone
Multifunctional Space,480 sq.m.,Kotayk › Jrvezh,"$550,000",USD,"Code-15143. A three-storey commercial space in Jrvezh is for sale. The area of each floor is 150 square meters. The 1st floor is rented for 800,000 AMD per month.Translated from Armenian",Dec-12-2022_20-25,,,,,,,,,,https://list.am/en/item/18560742,Stone
Industrial and Manufacturing,1200 sq.m.,Kotayk › Karashamb,"$10,000",USD,"Rural production area 1200 sq. M. Building 21 sq. M. Is suitable for production, cattle barn, garden and for other purposes There are all the facilities, Karashamb, Argel, LusakertTranslated from Armenian",Dec-12-2022_20-25,,,,,,,,,,https://list.am/en/item/17469877,Panels
Multifunctional Space,598 sq.m.,Kotayk › Jrvezh,"$550,000",USD,"Code-14374: Commercial area for sale in Jrvezh. The area can serve as a restaurant, bakery, bakery, shop, office space... There is a 1st line in a busy area.Translated from Armenian",Dec-12-2022_20-25,,,,,,,,,,https://list.am/en/item/17212449,Stone
Retail Space,50 sq.m.,"Suren Mnatsakanyan street, Abovyan","$75,000",USD,"Վաճառվում է երկհարկանի/կիսանկուղային/ վերանորոգված կոմերցիոն տարածք, ք․ Աբովյանում՝ №10-րդ դպրոցի դիմաց։1.-ին կիսանկուղային հարկը ունի առանձին մուտք, վերանորոգված է։ Կարող է ծառայել որպես խանութ, արտադրամս կամ որպես պահեստ։2-րդ հարկը վերանորոգված է։ Ունի երկու մուտք, սանհանգույց, փոքրիկ պահեստ և ընդհանուր սրահ։Տարածք վաճառվում է գույքի հետ միասին։Գինը պայմանագրային։",Dec-12-2022_20-25,,,,,,,,,,https://list.am/en/item/15835040,Stone
Industrial and Manufacturing,275 sq.m.,"2nd microdistrict, Abovyan","$27,500",USD,"I am selling a newly built panel building in Jraber village near Abovyan (25 km from Yerevan) With bars, windows, iron gate. High. 5.5-6.5 m.: Area 275 square meters.The facility has never been used for any purpose. Suitable for barn, workshop, warehouse, etc. For:The option of early sale is being discussed.Such conditions are VERY URGENT.Translated from Armenian",Dec-12-2022_20-25,,,,,,,,,,https://list.am/en/item/14621471,Panels
Industrial and Manufacturing,"11,000 sq.m.",Kotayk › Yeghvard,"$350,000",USD,"Продается действующий завод сборных железобетонных конструкции.Общей площадью 11000 кв. М в составе имеется:1 орошаемый плодоносный сад площ. Около 4000кв. М2 офисное каменное здание площ 120кв. М3.арматурный цех все необходимые оборудование4.бетонный узел производительность 1200л5.линия для производства панелей.6.башенный кран грузоподемн. 8тн7.выбростоль, ножницы гиб, разные станки8 металлическые формы для производства около 30 наименовании сб ж/б конструкции",Dec-12-2022_20-25,,,,,,,,,,https://list.am/en/item/18369062,Monolith
Agricultural Space,1600 sq.m.,Kotayk › Hrazdan,"$50,000",USD,Livestock farm for keeping different types of animals. There is an orchard next to the apartment. It has all the utilities. It is also possible to exchange with a car.Translated from Armenian,Dec-12-2022_20-25,,,,,,,,,,https://list.am/en/item/18433876,Stone
Automotive Service,162 sq.m.,Kotayk › Hrazdan,"$18,500",USD,"Code: ID3610A commercial space is for sale in Hrazdan. There is three-phase current, constant water, private sewer, basement.Translated from Armenian",Dec-12-2022_20-25,,,,,,,,,,https://list.am/en/item/17639787,Stone
Everything Else,99 sq.m.,"Mayak block, Yerevan","$78,000",USD,"A multi-functional newly constructed building is for sale in Jrvezh. Suitable for different types of business.The total area is indicated, together with the basement.It has an adjacent plot of land (about 6x3)All buildings are available. Materials to complete the repair.It has a basement.Can you whatsapp me for more picturesTranslated from Armenian",Dec-12-2022_20-25,,,,,,,,,,https://list.am/en/item/18386035,Stone
Functioning Business,1000 sq.m.,Kotayk › Tsakhkadzor,"$1,050,000",USD,"Kotayk, TsaghkadzorOperating hotel complex.The total area is 1000 square metersThe 3-storey hotel complex with its 18 rooms, restaurant complex and hall designed for entertainment.The courtyard area is designed to ensure the complete relaxation of the guests.The complex is sold fully furnished.Translated from Armenian",Dec-12-2022_20-25,,,,,,,,,,https://list.am/en/item/18064346,Monolith
Retail Space,162 sq.m.,Kotayk › Byureghavan,"63,500,000 ֏",AMD,"Վաճառում եմ պատրաստի, գործող բիզնես (եռահարկ շենք) ։ Մթերային խանութը գործում է մոտ 30 տարի, մշտական հաճախորդներ է ձեռք բերել, աշխատել է անխափան։ Խանութը գտնվում է բազմաթիվ բարձրահարկ շենքերի արանքում և շատ շարժական վայր է առևտրի համար։ Ճակատային հատվածը երեսպատված է թանկարժեք քարերով (բազալտ), պոդկոլնիկի և աստիճանները՝ մարմարե քարերով։ Տարածքի ներսում եվրո վերանորոգված է որակյալ և լավ նյութերից։ Երկրորդ հարկում կա 2 սենյակ (հյուրասենյակ խոհանոցի հետ միասին և 1 ննջասենյակ պատշգամբներով և 1 սանհանգույց) ։Երրորդ հարկում կա նաև մեկ հյուրասենյակ, 1 ննջասենյակ և սանհանգույց։ Առաջին հարկում՝ առևտրի սենյակ և սանհանգույց, գումարը ներառում է բիզնեսի համար նախատեսված տեխնիկա և խոհանոցային կոմպլեկտը երկրորդ հարկից։ 2-րդ և 3-րդ հարկերի առանձին մուտք խանութից։ Տունը տաք արևկող է։ Վաճառվում է այլ երկիր տեղափոխվելու պատճառով ։Տեղում սակարկելիПродаю готовый, действующий бизнес (трёхэтажное здание) Магазин продуктовый действует около 30-и лет, наработанны постоянные клиенты, работал без перерыва. Магазин расположен между множество многоэтажных домов и очень подвижное место для торговли. Фасад облицован с дорогими комнями (базальт), подакольники и лестницы сделаны с камнями мрамора. Внутри помещения сделан евро ремонт из высококачественных и хороших материалов исключительного для себя. На втором этаже 2 комнаты (гостиная совмещённая с кухней и 1спальная комната с лоджий и 1 ванная комната, на третьем этаже тоже одна гостиная, 1 спальня и ванная комната, на первом этажеторговыйзал и ванная комната, в сумму входит оборудование для бизнеса и из второго этажа кухонный гарнитур. Отдельный вход на 2 и 3 этаж, от магазина. Дом тёплый, солнечная сторона. Продаю в связи с переездом в другую страну. Торг на месте.",Dec-12-2022_20-25,,,,,,,,,,https://list.am/en/item/18533234,Stone
Multifunctional Space,80 sq.m.,"3-й квартал 30, Чаренцаван","$30,000",USD,"A shop of 80 m2 is for saleaddress Charentsavan 3 district 28 buildingthe price is $30,000Or apparently for rentTranslated from Armenian",Dec-12-2022_20-25,,,,,,,,,,https://list.am/en/item/16714434,Stone
Retail Space,100 sq.m.,"Աղբյուրակ փողոց, Նոր Գեղի","$25,000",USD,"A restaurant for sale (first line) 100 square meters, 50 square meters of which is a one-story building, can be combined as a shop, can be transformed into a one-story house, has all utilities, has a productive garden, is stone fencedTranslated from Armenian",Dec-12-2022_20-25,,,,,,,,,,https://list.am/en/item/18530069,Stone
Office Space,31 sq.m.,"Երևանյան փողոց 4, Հրազդան","$21,000",USD,"The area is located in c. Hrazdan, Yerևanyan 4, next to the pharmacy. It is fully renovated, has a bathroom, high-quality remote-controlled gates, door-window, camera-security system.Translated from Armenian",Dec-12-2022_20-25,,,,,,,,,,https://list.am/en/item/17897118,Stone
Agricultural Space,3500 sq.m.,Kotayk › Arzni,"$210,000",USD,"A working pig farm with whole animals for sale (25-mother, 25-pregnant pigs, 50-goji, 30-weaning pigs), has single-phase electricity, constant drinking and irrigation water, slaughterhouse, rest room 25 square meters, office 35 square meters, in the area are 90-100 productive trees, cattle yard 470 square meters, 2 houses 36 square meters, the area is monitored by cameras.Translated from Armenian",Dec-12-2022_20-25,,,,,,,,,,https://list.am/en/item/18261508,Stone
Office Space,80 sq.m.,"Kentron block 35, Hrazdan","$42,000",USD,Commercial space for sale in Hrazdan city. The area has a security system. It has a separate entrance. The windows have been changed. There is a heating system.Translated from Armenian,Dec-12-2022_20-25,,,,,,,,,,https://list.am/en/item/18394474,Panels
Functioning Business,462 sq.m.,Kotayk › Argel,"$110,000",USD,"Code T391Commercial space for sale, Prohibition. The total area is 462 square meters. The area is provided with communal facilities;Code T-391Translated from Armenian",Dec-12-2022_20-25,,,,,,,,,,https://list.am/en/item/18083384,Stone
Warehouse,235 sq.m.,Kotayk › Kasagh,"$65,000",USD,"Address: Ashtarak highwayBuilding type: StoneArea: 235 square metersLand 235 square metersBuilding 140 mCar repair boxes5 tons. Dangrat,Yama,three-phase currentWater,bathroom:The sale price is 65,000 USDIt is for rent.Code: GS-K140:Translated from Armenian",Dec-12-2022_20-25,,,,,,,,,,https://list.am/en/item/13980219,Stone
