Type,Construction Type,Floor Area,Floors in the Building,Number of Rooms,Number of Bathrooms,Renovation,Land Area,Address,Price,Currency,Description,Datetime,Furniture,Garage,Facilities,Appliances,Service Lines,Links,Amenities,Number of Guests,Children Are Welcome,Pets Allowed,Utility Payments,Prepayment
Country House,Stone,390 sq.m.,2,7,2,Designer Renovation,1000 sq.m.,Aragatsotn › Oshakan,"50,000 ֏ daily",AMD,"A beautiful private house in Oshakan is for rent per month and per day.Provided with all utilities. The house is heated.Necessary dishes and linen are available. Wi-Fi.4 bedrooms,2 bathrooms.2 living rooms.1 dining room.Kitchen.Swimming pool.Great views from balconies and rooms.Overnight stay for up to 7 people. In case of overnight stay, the price will be changed. The house has a fireplace. Outside there is a grill and a place for a bonfire. Also suitable for filming. You can also find us on Instagram with the following link: Serlin_house. You can view my other announcements as well.Translated from Armenian",Dec-12-2022_21-52,,1 spot,,,,https://list.am/en/item/17134350,,7,Yes,No,By Agreement,By Agreement
House,Stone,200 sq.m.,2,3,2,Euro Renovation,,Aragatsotn › Ashtarak,"500,000 ֏ monthly",AMD,"Сдаётся в аренду от центра Еревана 20 км. 2 этажный каменно-бетонный дом, капитальный новый евроремонт, со всеми удобствами. Сдается с депозитом.Для информации звонить:",Dec-12-2022_21-52,,,,,,https://list.am/en/item/18543480,,6,No,No,Not included,1 month
House,Stone,150 sq.m.,1,4,1,Cosmetic Renovation,600 sq.m.,Aragatsotn › Aragats,"150,000 ֏ monthly",AMD,"Дом находится в 35км. От Еревана. Из села каждые полчаса отьезжает маршрутное такси в Ереван. Дом имеет 2 большие гостиные комнаты 47 и 36 кв. М, 2 спальни, кухня, санузел. При необходимости могу предоставить семиместную машину в аренду.",Dec-12-2022_21-52,Available,2 spots,,"Fridge, stove, coffee maker, washing machine, water Heater, iron, hair dryer",,https://list.am/en/item/18479253,"Television, internet, barbecue oven, gazebo",8+,Yes,Yes,Not included,1 month
Country House,Stone,200 sq.m.,2,5,2,Major Renovation,,"Աշտարակի խճուղի 32, Երևան","70,000 ֏ daily",AMD,"A recreation area with a swimming pool is available for daily rent from 10:00 a. M. To 10:00 p. M.A private house is for daily rent, located on the road from Yerevan to Ashtarak.The house has all the facilities to enjoy a family vacation. The best way to protect yourself from the heat is the pool next to the house, surrounded by nature, in the fresh air.It has a large swimming pool, pavilion for 20 people, barbecue.Please call for family gatherings only.The house is furnished, has utensils and dishes for overnight stay.The house is given only to families.Saturday Sunday 80,00090,000 per nightTranslated from Armenian",Dec-12-2022_21-52,Available,3 or more spots,,,,https://list.am/en/item/17879343,,8+,Yes,No,Not included,By Agreement
Country House,Stone,220 sq.m.,2,5,2,Euro Renovation,1000 sq.m.,Aragatsotn › Byurakan,"20,000 ֏ daily",AMD,"Сдается весь дом, а также отдельные комнаты. Дом находится в дачном участке посёлка. Рассматриваем семьи на длительный срок проживания. Цена указана за комнату. Подробности по телефону.",Dec-12-2022_21-52,Available,2 spots,,,,https://list.am/en/item/18047165,,7,Yes,Yes,By Agreement,By Agreement
House,Stone,70 sq.m.,1,4,1,Euro Renovation,,Aragatsotn › Ashtarak,"180,000 ֏ monthly",AMD,"The house is furnished with necessary things: Sofa, table, chairs, refrigerator, washing machine, bed, etc. There is constant hot and cold water, WiFi. The entrance offers a wonderful view with a panoramic view of Mount Ara. If you have a car, it is possible to park in the yard.The specified rent does not include utility payments.Translated from Armenian",Dec-12-2022_21-52,Available,Not available,,,,https://list.am/en/item/18548209,,4,Yes,No,Included,By Agreement
Country House,Stone,6000 sq.m.,2,5,3+,Designer Renovation,5000 sq.m.,Aragatsotn › Oshakan,"60,000 ֏ daily",AMD,"Օրավարձով է տրվում Հյուրատուն Օշականում, անմիջապես եկեղեցու հարևանությամբ, ամեն հարմարություններով թե մեծ և թե փոքր առիթների, միջոցառումների համար, ընտանիքով հանգստանալու ամենագողտրիկ անկյունը բնության գրկում, գեղեցիկ տեսարանով, ունի մեծ բակ՝ պայտե սեղան աթոռներով՝ 100-150 անձի համար, սպասք, փոքր լողավազան, բուխարի, թոնիր, ամառային խոհանոց, ճոճ, նարդի, շախմատ, թենիս, մարզվելու սարքավորումներ, շատ մեծ տարածք ձեր հանգիստը լիարժեք կազմակերպելու համար, առանձնատունն ունի 4 ննջարան, 1 հյուրասենյակ, 2 սանհանգույց, 2րդ հարկում բաց տարածք՝ խաղեր կազմակերպելու համար, ՄԱՌԱՆ՝ ներսում նույնպես առկա է պայտե աթոռ սեղան 20-25 անձիԿոդ A-077",Dec-12-2022_21-52,Available,3 or more spots,,,,https://list.am/en/item/15680052,,8+,Yes,Yes,Not included,By Agreement
House,Stone,1200 sq.m.,3,5,3+,Euro Renovation,230 sq.m.,"Ashtarak highway, Yerevan","850,000 ֏ monthly",AMD,"A comfortable 3-storey private house is for rent in Ashtarak streetTotal 1200 sq. M. 230 sq. M. 3 floors4 bedroomsBilliards room-Heating SystemAir conditioner-3 Bathrooms-Garage for 3 carsSwimming poolSaunaSummer kitchenMangalIT IS STRICTLY PROHIBITED TO COPY/SCREENSHOT/ POST THE PHOTOS ON OTHER PAGES AND ANNOUNCEMENTS, RESERVE THE COPYRIGHT OF THE AGENCY.Code AST850Translated from Armenian",Dec-12-2022_21-52,Available,1 spot,,,,https://list.am/en/item/16378731,,6,Yes,No,Not included,1 month
House,Panels,85 sq.m.,2,2,1,Euro Renovation,,Aragatsotn › Ashtarak,"25,000 ֏ daily",AMD,"Newly renovated, house with very beautiful views is for rent. It is for daily and monthly rent, with property, call for details.Translated from Armenian",Dec-12-2022_21-52,Available,Not available,,,,https://list.am/en/item/17795896,,4,Yes,Yes,Not included,By Agreement
Country House,Stone,600 sq.m.,3,8+,3+,Euro Renovation,1000 sq.m.,Aragatsotn › Ashtarak,"60,000 ֏ daily",AMD,A private house is for daily rent on the 7th kilometer of the Yerevan-Ashtarak highway. Overnight if desired.Translated from Armenian,Dec-12-2022_21-52,,,,,,https://list.am/en/item/17762890,,,,,,
House,Stone,250 sq.m.,2,2,1,Major Renovation,800 sq.m.,"Улица Смбата Зоравара, Аштарак","200,000 ֏ monthly",AMD,"The first floor of a residential house (2 rooms) with all amenities is for rent. It is completely renovated, furnished, with a heating system. The house is located in the city of Ashtarak, in the center. The laundry room is separate. If desired, one more bedroom will be given (50,000 AMD)(Check the address in advance)Translated from Armenian",Dec-12-2022_21-52,Available,Not available,,,,https://list.am/en/item/18467702,,2,No,No,By Agreement,1 month
Country House,Wooden,22 sq.m.,2,1,2,Designer Renovation,500 sq.m.,"Araratyan street, Shenavan","30,000 ֏ daily",AMD,"Address Aparan ReservoirA summer house is for daily rent.For lovers of family and collective recreation.The summer house has all the conditions to organize a full and comfortable vacation for each guest. We offer a bright summer pavilion, kitchen with all amenities, tonir The area has a 24-hour water supply, there is a bathroom.Barbecue (barbecue accessories),The pavilion can accommodate 20-25 people.We can provide a cook, a waiter.ATTENTION THE AREA IS IN THE APARAN RESERVOIR HAS A VERY BEAUTIFUL VIEW TO THE LAKE, LOOKING AT THE FOREST LOCATIONTranslated from Armenian",Dec-12-2022_21-52,,,,,,https://list.am/en/item/17918887,,,,,,
House,Stone,150 sq.m.,2,5,3+,Designer Renovation,,Aragatsotn › Byurakan,"70,000 ֏ daily",AMD,"A private house in Byurakan is for daily rent.There is a living room, kitchen, 4 bedrooms, 4 bathroomsThe house is equipped with all utilities and appliances (refrigerator, dishwasher, gas stove, microwave oven, kettle, washing machine, hair dryer, SMART TV)It has a closed pavilion with all facilities (barbecue, toaster, summer kitchen), which is designed for about 25 people.The entire plot is illuminated.Overnight stay for up to 9-12 people.It is also possible to provide long-term.70,000 AMD if provided for 1 dayMore than 1 day: AMD 60,000 per dayTranslated from Armenian",Dec-12-2022_21-52,Available,3 or more spots,,,,https://list.am/en/item/17269872,,8+,Yes,No,Included,By Agreement
House,Stone,80 sq.m.,2,3,2,Designer Renovation,65 sq.m.,Aragatsotn › Byurakan,"35,000 ֏ daily",AMD,"A private house in Byurakan is for daily rent.There is a living room, kitchen, 2 bedrooms, 2 bathroomsThe house is equipped with all utilities and appliances (refrigerator, dishwasher, gas stove, microwave oven, kettle, washing machine, hair dryer, SMART TV)The entire plot is illuminated.Overnight stay for up to 4-6 people.It is also possible to provide long-term.35,000 AMD if provided for 1 dayTranslated from Armenian",Dec-12-2022_21-52,Available,3 or more spots,,"Fridge, stove, microwave, coffee maker, washing machine, water Heater, iron, hair dryer",,https://list.am/en/item/18132794,"Television, internet, barbecue oven, gazebo",6,Yes,Yes,By Agreement,By Agreement
House,Stone,70 sq.m.,1,3,1,Cosmetic Renovation,50 sq.m.,"Տիգրան Մեծի փողոց, Աշտարակ","150,000 ֏ monthly",AMD,"Newly renovated private house for rent in Ashtarak city.Area: 70 square metersNumber of rooms: 3The bedroom and living room furniture will be installed in a few days.A refrigerator and a washing machine will also be installed.The house is equipped with all utilities, it will be heated with a gas stove.There is a yard with an area of about 50 square meters.Rent: 200,000 AMD + deposit.Translated from Armenian",Dec-12-2022_21-52,Available,Not available,,"Fridge, stove, washing machine",,https://list.am/en/item/18650120,,4,Yes,No,Not included,1 month
Country House,Stone,260 sq.m.,2,4,3+,Major Renovation,1300 sq.m.,Aragatsotn › Byurakan,"90,000 ֏ daily",AMD,"Luxurious villa is for daily rent not far from Byurakan. The house is 2-storey, has 3 bathrooms, Jacuzzi, 4 bedrooms, where 15 people can spend the night. It is equipped with an outdoor pool, fireplace, barbecue, toner, and a beautiful pavilion for 30 people. It has a beautiful view. The house is fully renovated. The house is surrounded by a beautiful orchard and has a playground.Translated from Armenian",Dec-12-2022_21-52,,,,,,https://list.am/en/item/16345321,,,,,,
Country House,Stone,200 sq.m.,1,5,3+,Major Renovation,2000 sq.m.,Aragatsotn › Karbi,"80,000 ֏ daily",AMD,"The mansion with an outdoor pool is available for daily rent, for recreation and events.The distance from Yerevan is 15 km, Karbi, designed for up to 40 people. Fully fenced, with a beautiful view.Summer kitchen, hot and cold waterOutdoor swimming poolDressing room, bathroom, showerGreen area, chat roomsSwings, tapchansGrill, toaster with all its accessoriesDishes for 40 people, gas stove, refrigerator, freezer,High quality musicFree wifi, parkingNo overnight stayEntry from 11:00 to 23:00Saturday Sunday 100,000the price depends on the contractual days and the number of personsTranslated from Armenian",Dec-12-2022_21-52,Available,2 spots,,,,https://list.am/en/item/17946995,,8+,Yes,Yes,Not included,By Agreement
House,Stone,258 sq.m.,2,4,2,Major Renovation,1200 sq.m.,Aragatsotn › Ashtarak,"$1,500 monthly",USD,"In the tower there is a heating system, a beautiful yard, a wine house, a game room, and it is possible to host up to two familiesTranslated from Armenian",Dec-12-2022_21-52,,,,,,https://list.am/en/item/18452697,,6,Yes,Yes,Not included,2 months
House,Monolith,555 sq.m.,3,8+,3+,Designer Renovation,2002 sq.m.,Aragatsotn › Artashavan,"$5,000 monthly",USD,"Only 29 km away from Yerevan, a luxurious, three-storey private house is for sale or rent at the foot of Mount Ara.The total area of the land is 1666 + square meters (2,000 sq. M.)The total area of the buildings is 550 + sq / mThe house consists of:from the lobbyLarge living roomFrom 9 bedroomsFrom 2 kitchens and 7 bathroomsIt has several open balconies overlooking the yard of the private house, where the garden is located. The house has a wonderful view of Mount Ara.It has a beautiful green garden with fruit trees, where there are all the amenities for a wonderful leisure - barbecue, indoor - open pavilions, as well as a 7x3 outdoor swimming pool. There is also a 2x3 indoor swimming pool. There is a round-the-clock water supply, as well as an irrigation system. There are 2 pieces of 4 t ․ capacity tanks. Heating is carried out by gas boilers. Air conditioners are installed.The house is fenced, a video surveillance system is installed.There is an open-air parking for cars. The road to the private house is completely asphalted.Kind regards, #AsatryanConsulting team.The best for you!Best for you!Luchshee for you!Lo Mejor para ti!The Best for you!最 适合 您Code 17903975Translated from Armenian",Dec-12-2022_21-52,Available,1 spot,,,,https://list.am/en/item/17903975,,8+,Yes,Yes,Not included,1 month
Country House,Stone,54 sq.m.,1,1,1,Designer Renovation,600 sq.m.,"Erevanyan street, Shenavan","20,000 ֏ daily",AMD,"Address Aparan ReservoirA summer house is for daily rent.For lovers of family and collective recreation.The summer house has all the conditions to organize a full and comfortable vacation for each guest. We offer a bright summer pavilion, kitchen with all amenities. The area has round-the-clock water supply, there is a bathroom.Barbecue (barbecue accessories),The pavilion can accommodate 30-40 people.We can provide appropriate dishes, live music, equipment, cook, waiter.ATTENTION THE TERRITORY IS IN THE APARAN RESERVOIR.Translated from Armenian",Dec-12-2022_21-52,Available,3 or more spots,,,,https://list.am/en/item/16399570,,8+,Yes,Yes,Included,By Agreement
House,Stone,120 sq.m.,1,3,1,Major Renovation,1200 sq.m.,Aragatsotn › Ashtarak,"80,000 ֏ daily",AMD,"A 1-storey house for rent in Ashatarak.^ The house has 3 rooms, it is nicely furnished^ It's a sunny, bright house at any time of the day^ Beautifully and comfortably furnished for living^ Has all utilities^ There is a large plot of land with fruit trees in front of the house^ There is also a nice swimming poolTranslated from Armenian",Dec-12-2022_21-52,,,,,,https://list.am/en/item/17803627,,3,Yes,No,Not included,1 month
Country House,Monolith,1000 sq.m.,1,4,2,Major Renovation,2000 sq.m.,Aragatsotn › Mughni,"60,000 ֏ daily",AMD,A private house is for rent in Mughni.Private house for daily rent in Mughni4 rooms3 bedrooms2 bathroomsSwimming poolPavilion for 70 peopleyardcar parkingdishesbeddinggrillfireplaceovernight stay: 10-12 peoplePRICE VARIABLE DEPENDING ON THE NUMBER OF DAYS OF PEOPLE.HOLIDAYS FRIDAY SATURDAY SUNDAY DIFFERENT PRICE.Check-in: From 14:00:Check-out: Until 12:00Can accommodate up to 15 people: 70 without overnight accommodation.Call in advance to reserve.Code Mughni2Translated from Armenian,Dec-12-2022_21-52,Available,3 or more spots,,,,https://list.am/en/item/18079034,,8+,Yes,No,Included,By Agreement
Country House,Monolith,1000 sq.m.,2,6,3+,Designer Renovation,6000 sq.m.,Aragatsotn › Mughni,"85,000 ֏ daily",AMD,"A luxurious private house in Mughni is for daily rent.! ATTENTION The house is detached, fenced 6000 m2.* 5 bedrooms* 2 bathrooms* Booth: 40-50 people* 30 car parking spaces* open balcony* pool depth: 1.8, children's section: 90 cmThe house can accommodate 12-15 people overnight.40-50 people without overnight accommodation.Check in (entrance) – 14:00Check out - 12:00* The price is different on Friday, Saturday, Sunday and non-working days.Code Mughni1Translated from Armenian",Dec-12-2022_21-52,Available,3 or more spots,,,,https://list.am/en/item/18079010,,8+,Yes,No,Included,By Agreement
Country House,Monolith,1000 sq.m.,2,6,2,Designer Renovation,6000 sq.m.,Aragatsotn › Mughni,"80,000 ֏ daily",AMD,"A luxurious private house is for daily rent in Mughni.! ATTENTION The house is separate, fenced 6000 m2.* 5 bedrooms* 2 bathrooms* Pavilion for 40-50 people* Parking for 30 cars* open balcony* pool depth - 1.8, children - 90 cmThe house can accommodate 12-15 people per night.40-50 people without accommodation.Check in - 14:00:Check out - 12:00:* Friday, Saturday, Sunday and on non-working days the price is different.Code MughniTranslated from Armenian",Dec-12-2022_21-52,Available,3 or more spots,,,,https://list.am/en/item/17710693,,8+,Yes,No,Included,By Agreement
Country House,Stone,1000 sq.m.,1,1,1,Designer Renovation,,Aragatsotn › Parpi,"45,000 ֏ daily",AMD,"8 / 4 bed summer house with swimming pool for daily rent without overnight stay in ParpiIt has a beautiful yard, a pavilion for up to 80 people, a swimming pool, a barbecue, a recreation roomthe price depends on the contractual days and the number of persons45,000 is valid for 10 personsTranslated from Armenian",Dec-12-2022_21-52,Available,2 spots,,,,https://list.am/en/item/17902512,,8+,Yes,Yes,Not included,By Agreement
House,Stone,200 sq.m.,2,6,1,Euro Renovation,1600 sq.m.,Aragatsotn › Ashtarak,"$1,200 monthly",USD,"Сдается на длительный срок двухэтажный частный дом в с. Уши (5км от г. Аштарак)В доме есть все коммунальные услуги и удобства, система отопления, Wi-Fi, телевизор, холодильник, стиральная машина, мебель и кухонные принадлежности.Депозит за 1 месяц, коммунальные услуги не включены.Звоните для более подробной информации.Տրվում է վարձով երկհարկանի քարե առանձնատուն Աշտարակի Ուշի գյուղում: Առկա են բոլոր կոմունալ հարմարությունները՝ ներառյալ ջեռուցում և ինտերնետ:",Dec-12-2022_21-52,Available,Not available,,,,https://list.am/en/item/18480716,,6,Yes,Yes,Not included,1 month
House,Stone,150 sq.m.,1,5,1,Euro Renovation,1500 sq.m.,Aragatsotn › Artashavan,"200,000 ֏ monthly",AMD,"Այգիյով, (պտղատու ծառներով), թոնրատունով, դուրս նստելու հարմարություններով, կոմունալ հարմարություններով (մշտական սառը և տաք ջուր, լույս, գազ-Baxi), կահույքով, կամինով...Ավտոտնակով...Կանգառին մոտիկ...Զանգեն միայն ռեալ ցանկացողները...Հնարավոր է նաև վաճառք...С садом, (фруктовые деревья), пекарня, места для отдыха на улице, коммуникации (постоянная горячая и холодная вода, электричество, газ-Baxi), мебель, камин...С гаражом...Рядом с остановкой...Так же возможна продажа...Позовите тех, кто хочет, чтобы миссия была реальной...Translated from Armenian",Dec-12-2022_21-52,,,,,,https://list.am/en/item/18424325,,8+,Yes,No,Not included,2 months
House,Stone,300 sq.m.,3,8+,3+,Major Renovation,1200 sq.m.,Aragatsotn › Oshakan,"$1,200 monthly",USD,"Bitcoin ExchangeA two-story private house is for rent in Oshakan, 25 km from Yerevan. The total area of the building is 300 square meters, and the adjacent land is 1200 square meters. The kitchen and bathrooms are tiled, all rooms are furnished with furniture and appliances. There is a swimming pool in the yard, as well as an area for summer recreation, where there is a summer kitchen and grill, a garage. The house is fully renovated. It has 5 bedrooms, spacious living room. Euro windows, high-quality interior wooden doors, an iron entrance door are installed, the floor is covered with high-quality parquet and tiles, the bathrooms are tiled and equipped with the necessary plumbing equipment. The house is heated by a gas boiler.For additional information, you can call the indicated phone numbers.Payment is also possible with BITCOIN. BTC Crypto ExchangeService provision commission in the amount of 50% of the 1st month's fee.Translated from Armenian",Dec-12-2022_21-52,Available,2 spots,,,,https://list.am/en/item/15215501,,8+,Yes,Yes,Not included,By Agreement
Country House,Stone,1000 sq.m.,1,4,2,Designer Renovation,700 sq.m.,Aragatsotn › Ashtarak,"60,000 ֏ daily",AMD,"Private house for daily rent in Mughni4 rooms, 3 bedrooms2 bathrooms, indoor, outdoorkitchenkamen, barbecue bottlepool 5.5 X 3.25 depth 1.40gardenPavilion for 70 people + additional 30 peopleOvernight accommodation for 10-13 peopleATTENTION!ANOTHER COST FOR OVERNIGHT DELIVERYTHE PRICE IS DIFFERENT ON HOLIDAYS, FRIDAY, SATURDAY, SUNDAYCode A-101Translated from Armenian",Dec-12-2022_21-52,Available,3 or more spots,,,,https://list.am/en/item/14672791,,8+,Yes,Yes,Included,By Agreement
House,Stone,140 sq.m.,2,4,2,No Renovation,1300 sq.m.,Aragatsotn › Artashavan,"200,000 ֏ monthly",AMD,"A duplex house with all utilities is for rent. It has hot water, the apartment will be heated with electricity.Translated from Armenian",Dec-12-2022_21-52,Available,2 spots,,"Fridge, stove, washing machine, water Heater, iron, hair dryer",,https://list.am/en/item/18629838,"Television, internet, gazebo",8+,Yes,Negotiable,By Agreement,By Agreement
House,Stone,650 sq.m.,2,5,3+,Major Renovation,1500 sq.m.,Aragatsotn › Parpi,"$1,200 monthly",USD,"A private house with all amenities, necessary furniture and appliances is for rent. The house is located in Parpi village of Aragatsotn marz. It is provided with constant hot and cold water, electricity, gas. The mansion has a spacious yard, a filtered swimming pool, a comfortable pavilion (беседка) with all amenities, a summer kitchen. The house is also available for daily rent.Translated from Armenian",Dec-12-2022_21-52,Available,3 or more spots,,,,https://list.am/en/item/18206719,,8+,Yes,No,Not included,By Agreement
House,Wooden,36 sq.m.,1,3,1,Designer Renovation,1200 sq.m.,Aragatsotn › Tegher,"25,000 ֏ daily",AMD,"A cottage for daily rent, with all amenities, please call for details.Translated from Armenian",Dec-12-2022_21-52,Available,Not available,,,,https://list.am/en/item/18569449,,6,Yes,Yes,Included,By Agreement
House,Stone,70 sq.m.,1,3,1,Major Renovation,1200 sq.m.,"Улица Александр Арутюнян 65, Аштарак","$1,400 monthly",USD,"Прекрасный уютный дом в живописном Мугни, 2 спальни, гостиная, отличный участок с плодовитыми деревьями, мангал, тёплая вода, место для порковки!",Dec-12-2022_21-52,,2 spots,,,,https://list.am/en/item/17977570,,6,Yes,Yes,Not included,2 months
Townhouse,Stone,270 sq.m.,2,4,3+,Major Renovation,,Aragatsotn › Byurakan,"100,000 ֏ daily",AMD,"Օրավարձով տրամադրվում է լողավազանով շքեղ վիլլա քաղաքից ոչ հեռու Բյուրականում: Առանձնատունը 2 հարկանի է, ունի 3 սանգանգույց, ջակուզի, 4 ննջարան, որտեղ կարող են գիշերել 12 հոգի: Նաև հագեցած է դրսի լողավազանով, բուխարիով, մանղալով, թոնրով, 30 հոգանոց գեղեցիկ տաղավարով: Ունի գեղեցիկ տեսարան: Առանձնատունը կապիտալ վերանորոգված է: Առանձնատունը շրջապատված է գեղեցիկ պտղատու այգով և ունի խաղահրապարակգիշերակաց 110000Роскошная вилла сдается посуточно недалеко от Бюракана. Дом 2-х этажный, имеет 3 санузла, джакузи, 4 спальни, где могут переночевать 12 человек. Он оборудован открытым бассейном, камином, барбекю, тонером и красивым павильоном на 30 человек. Он имеет прекрасный вид. Дом полностью отремонтирован. Дом окружен красивым фруктовым садом и имеет детскую площадку.",Dec-12-2022_21-52,Available,1 spot,,,,https://list.am/en/item/17833547,,8+,Yes,No,Not included,By Agreement
House,Stone,300 sq.m.,1,4,2,Major Renovation,800 sq.m.,"Ashtarak highway, Yerevan","150,000 ֏ daily",AMD,Օրավարձով է տրվում Առանձնատուն.Աշտարակ տանող ճանապարհին.Կահավորված գույքով տեխնիկայով.Ապահոված է կոմունալ բոլոր հարմարություններով.Առկա է անհրաժեշտ սպասք.Wi. Fi.Ավտոկայանատեղի.Ընդարձակ բակ.Լողավազան.Մանղալ.3ննջարան. 1 հյուրասենյակ.Գիշերակաց 7-8 անձի համար.Առժեքը կախված է օրերի քանակից և անձերից.Ամրագրել նախապես.,Dec-12-2022_21-52,Available,2 spots,,,,https://list.am/en/item/17429009,,8+,Yes,No,Included,Without prepayment
Country House,Stone,1000 sq.m.,2,5,2,Major Renovation,,Aragatsotn › Ashtarak,"80,000 ֏ daily",AMD,"Private house with swimming pool for daily rentIt has a large swimming pool.Booth for 20 peopleBeautiful green yard,Check in (entrance) – 11:00Check out - 23:00Translated from Armenian",Dec-12-2022_21-52,Available,1 spot,,,,https://list.am/en/item/18055094,,8+,Yes,No,Not included,By Agreement
Country House,Stone,140 sq.m.,2,6,2,Euro Renovation,1000 sq.m.,Aragatsotn › Oshakan,"200,000 ֏ monthly",AMD,With all utilitiesTranslated from Armenian,Dec-12-2022_21-52,,,,,,https://list.am/en/item/18457071,,1,No,No,Not included,By Agreement
Country House,Stone,70 sq.m.,1,3,1,Euro Renovation,700 sq.m.,"Մուղնի գյուղ, Աշտարակ","$1,000 monthly",USD,Երևանից 15 կմ հեռավորության վրաБассейнБеседкаКамин МангалКладовка-гаражWifi,Dec-12-2022_21-52,,,,,,https://list.am/en/item/18527634,,6,Yes,No,Not included,By Agreement
Country House,Stone,60 sq.m.,1,2,1,No Renovation,100 sq.m.,"Արագածի փողոց, Ոսկեվազ","45,000 ֏ monthly",AMD,"The house is given only to 1-2 dutiful boys, we can agree to reduce the rent in exchange for repairing the apartment or improving the communal conditions. Delivered until spring.They are not pictures of the house. Details by phone.Translated from Armenian",Dec-12-2022_21-52,Available,1 spot,,,,https://list.am/en/item/18574162,,1,No,Yes,Not included,By Agreement
House,Stone,300 sq.m.,3,4,2,Designer Renovation,1000 sq.m.,Aragatsotn › Byurakan,"45,000 ֏ daily",AMD,"At home in the church. It has a large hall, kitchen, rooms, bathrooms. Call for detailsTranslated from Armenian",Dec-12-2022_21-52,,,,,,https://list.am/en/item/16925094,,8+,Yes,Yes,Included,By Agreement
House,Stone,350 sq.m.,3,5,2,Major Renovation,650 sq.m.,Aragatsotn › Ashtarak,"2,600 ֏ daily",AMD,"3-storey luxurious private house is for daily or monthly rent with a tower in the city, together with a yard.It is located on the bank of Kasakh river, in a gorge.For long-term or daily rent1st floorBread for 20-25 people and more,Sofa, refrigerator, furniture, board games.2nd floorKitchenBathroomLiving room1 balconyFireplace3rd floor3 bedroomsLarge corridor2 balconiesThere is a swimming pool in the yard,Fruitful and ornamental trees,Swing, canopy, barbecueTable and chair for 8-10 peopleNight lighting.It is given on a monthly basis, overnight.House, private house for daily rentDom Osobnyak Villa dom:Daily fee:Code SA 1168Translated from Armenian",Dec-12-2022_21-52,,Not available,,,,https://list.am/en/item/17027446,,5,Yes,No,Not included,1 month
House,Stone,150 sq.m.,1,5,2,Major Renovation,450 sq.m.,"Մուղնի գյուղ 111, Աշտարակ","400,000 ֏ monthly",AMD,It is located 12 km from Yerevan city. Provided long term.Translated from Armenian,Dec-12-2022_21-52,Available,2 spots,,"Fridge, stove, coffee maker, washing machine, water Heater, iron",,https://list.am/en/item/18464252,"Television, internet, air conditioner, barbecue oven, gazebo",6,Yes,No,Not included,By Agreement
House,Stone,240 sq.m.,2,7,2,Major Renovation,1000 sq.m.,"Marshal Baghramyan St 35, Aparan","500,000 ֏ monthly",AMD,It is in very good conditionTranslated from Armenian,Dec-12-2022_21-52,,,,,,https://list.am/en/item/18380618,,,,,,
House,Stone,200 sq.m.,2,4,3+,Major Renovation,1000 sq.m.,Aragatsotn › Ashtarak,"95,000 ֏ daily",AMD,A private house is for daily rent.On the way to Ashtarak.Equipped with equipment.Equipped with all utilities.There are necessary dishes.Wi. Fi.Parking.Spacious yard.Swimming pool.Mangal.3 bedrooms. 1 living room.Accommodation for 7-8 people.The price depends on the number of days and people.Book in advance.H. Գ. Please call 11: 00-20: 00Code 8102Translated from Armenian,Dec-12-2022_21-52,,Not available,,,,https://list.am/en/item/14187812,,8+,Yes,No,By Agreement,By Agreement
House,Stone,200 sq.m.,2,5,1,Cosmetic Renovation,1500 sq.m.,Aragatsotn › Artashavan,"20,000 ֏ daily",AMD,"Վարձով է տրվում առանձնատուն, դաչա կոմունալ հարմարություններով հարմար է ընտանիքով հանգստի համար, և միջոցառումների համար, հով է անաղմուկ, բնության մեջ, մի խոսքով դրախտ)) Ամառը դրվում է նաև լողավազան։Առկա է մանղալ, և խորովածի համար բոլոր հարմարություրնները, մոտ է Սաղմոսավանք եկեղեցուն, Տառերի պուրակին,ԳԻՇԵՐԱԿԱՑԻ և ՄԵԾ ՄԻՋՈՑԱՌՈՒՄՆԵՐԻ ՀԱՄԱՐ ԳՈՐԾՈՒՄ Է ՀԱՎԵԼԱՎՃԱՐ ՍԵՆՅԱԿԸ 5000ԴՐԱՄ։EnglishA private house is for rent, with communal facilities is suitable for family rest, և for events, the wind is quiet, in nature, in a word, paradise)) In summer there is a swimming pool. There is a barbecue, all the facilities for barbecue, it is close to Saghmosavank church, Letters Park, THE EXCELLENT ROOM IS 5000 AMD FOR NIGHT և LARGE EVENTS.РусСдается частный дом, дача с удобствами подходит для семейного отдыха, и для мероприятий, ветер тихий, на природе одним словом рай)) Летом есть бассейн.Есть мангал, все условия для шашлыка, рядом церковь Сагмосаванк, парк Письма,ОТЛИЧНЫЙ НОМЕР 5000 ДРАМ ЗА НОЧЬ և БОЛЬШИЕ МЕРОПРИЯТИЯ.#դաչա #հանգիստ #հանգստյանտուն #oravardzovtun #hangstyantun #saghmosavanqumtun #sepakantun #dacha #hangist #ejantun #draxtavayr #oravardz#turizm #տուրիզմ #домՄանրամասների համար զանգահարեք։Звоните, чтобы узнать подробности.Call for details.",Dec-12-2022_21-52,,,,,,https://list.am/en/item/17787777,,,,,,
