Type,Construction Type,Floor Area,Address,Price,Currency,Description,Datetime,Furniture,Elevator,Location from the Street,Entrance,Parking,Links,Lease Type,Minimum Rental Period,Prepayment,Utility Payments
Multifunctional Space,,580 sq.m.,"Улица Левона Мадояна 118, Гюмри","1,200,000 ֏",AMD,"1этаж Полностью огремонтированное помещение280м2,полуподвал 300 м2 имеет оборудованную кухню",Dec-12-2022_20-23,Not available,Not available,First Line,Separate from the Street,,https://list.am/en/item/18292151,Direct Lease,6 months,By Agreement,Not included
Everything Else,,8 sq.m.,"Երևանյան խճուղի 141Ա, Գյումրի","30,000 ֏",AMD,It is in very good conditionsuitable for business activitiesCall for detailsTranslated from Armenian,Dec-12-2022_20-23,Available,Not available,First Line,Common from the Courtyard,,https://list.am/en/item/18575233,Direct Lease,1 year,By Agreement,Not included
Office Space,,280 sq.m.,"Площадь Независимости 8, Гюмри","280,000 ֏",AMD,"Сдается помещение в центре Гюмри, площадь независимости. Офисное помещение 280 кв. М. Помещение сдается собственником.",Dec-12-2022_20-23,By agreement,Not available,First Line,Common from the Street,Outdoor parking,https://list.am/en/item/18658848,Direct Lease,6 months,By Agreement,By Agreement
Office Space,,60 sq.m.,"Paruyr Sevak St 1, Gyumri","100,000 ֏",AMD,Space is available for rent.Translated from Armenian,Dec-12-2022_20-23,Available,Not available,First Line,Common from the Street,Outdoor parking,https://list.am/en/item/18655044,Direct Lease,5 years,6 months,By Agreement
Multifunctional Space,,720 sq.m.,"Alek Manukyan street 1, Gyumri","2,000 ֏",AMD,"3-storey building 720 m2 is for rent, each floor is 240 m2.There is a heating system. Hot-cold water. The 2nd floor has a separate entrance, partial rent is possible. Price is negotiableTranslated from Armenian",Dec-12-2022_20-23,,,,,,https://list.am/en/item/17531618,,,,
Multifunctional Space,,145 sq.m.,"Gai Street, Gyumri","500,000 ֏",AMD,"Commercial space for rentc. Gyumri, next to Vardanants Square145 sq. M. Total areaUtility with all amenitiesOn the sunny sideMultipurpose propertyFirst lineVault:YardBathroomSeparate utilitiesHeating SystemCan serve as office spaceRental price: 500,000 AMDCode 8255Translated from Armenian",Dec-12-2022_20-23,,,,,,https://list.am/en/item/18121281,,,,
Retail Space,,122 sq.m.,"Vazgen Sargsyan street, Gyumri","150,000 ֏",AMD,"122 sq/m area on Vazgen Sargsyan street, with all utilities, 380v electricity. The space can be used as a commercial, workshop, warehouse.Translated from Armenian",Dec-12-2022_20-23,,,,,,https://list.am/en/item/18090712,,,,
Retail Space,,20 sq.m.,Shirak › Getk,"60,000 ֏",AMD,Bistro for rentTranslated from Armenian,Dec-12-2022_20-23,Available,Available,First Line,Separate from the Street,,https://list.am/en/item/17848412,Direct Lease,1 year,Without prepayment,Not included
Office Space,,60 sq.m.,"Տիգրան Մեծի պողոտա 21, Գյումրի","180,000 ֏",AMD,"An area is for rent, completely renovated. The price is 180,000 drams. In case of long-term lease, settlement is possible. Utility bills are not included in the rent.If you have any questions, call WhatsApp from 10:00 to 22:00.Translated from Armenian",Dec-12-2022_20-23,Not available,Not available,First Line,Separate from the Street,,https://list.am/en/item/16936145,Direct Lease,1 month,By Agreement,Not included
Office Space,,180 sq.m.,Shirak › Gyumri,"400,000 ֏",AMD,"Վարձով է տրվում Գյումրիում գրասենյակ գույքով և կոմունալ բոլոր հարմարություններով ։ Մանրամասների համար զանգահարել նշված համարով։ Сдается офис в Гюмри со всеми коммунальными удобствами. Звоните по номеру, чтобы узнать подробности.",Dec-12-2022_20-23,Available,Not available,Other,Separate from the Street,,https://list.am/en/item/17468979,Direct Lease,6 months,2 months,Not included
Multifunctional Space,,146 sq.m.,"Yerevan Highway, Gyumri","180,000 ֏",AMD,"Commercial space for rentc. Gyumri, Yerevan highway146 sq. M. Total area70 square meters. Shop floorUtility with all amenitiesOn the sunny sideMultipurpose propertyFirst lineVault:BathroomSeparate utilitiesHeating SystemThrift storeRental price: 180,000 AMDTranslated from Armenian",Dec-12-2022_20-23,,,,,,https://list.am/en/item/18185792,,,,
Office Space,,20 sq.m.,Shirak › Gyumri,"20,000 ֏",AMD,"Office spaces are available in the central part of the city (at the back of the decor furniture hall) 15-40 square meters. The price starts from AMD 20,000.Translated from Armenian",Dec-12-2022_20-23,Not available,Not available,Other,Common from the Courtyard,,https://list.am/en/item/18494115,Direct Lease,6 months,By Agreement,By Agreement
Automotive Service,,1000 sq.m.,"Պարույր Սևակի փողոց, Գյումրի","100,000 ֏",AMD,A car with all the amenities and equipment is for rentTranslated from Armenian,Dec-12-2022_20-23,Available,Not available,First Line,Common from the Street,,https://list.am/en/item/17662090,Direct Lease,3 months,1 month,Not included
Retail Space,,294 sq.m.,Shirak › Pemzashen,"200,000 ֏",AMD,"Сдаётся торговое помешение на первом и втором этаже.Размер большого зала на первом этаже 10.30 метр на 8 метр, склад 6.50 метр на 3 метр. Зал 82.4 квадрат + склад 20.5 квадрат с задным ходом. На данный момент находится в рабочем состаяние под магазином. Аренда за большого зала со складом состоит 250 000 драм за месяц.Второй зал на первом этаже 7.10 метр на 6.50 метр.Здание имеет в себе все комунальные преимушествия. Здания находится в центре посёлка, напротив парка.Второй этаж большой зал 14 метр на 8 метр. 110.5 кв.Второй зал 10.30 метр на 6.50 метр.Есть еще подвал примерно 65 кв.",Dec-12-2022_20-23,,,,,,https://list.am/en/item/18444855,,,,
Retail Space,,150 sq.m.,"Պարույր Սևակի փողոց 3, Գյումրի","220,000 ֏",AMD,A commercial space with all facilities is for rent in front of the pedagogical universityTranslated from Armenian,Dec-12-2022_20-23,Available,Not available,First Line,Separate from the Street,,https://list.am/en/item/18562909,Direct Lease,6 months,1 month,By Agreement
Retail Space,,26 sq.m.,"Վահան Չերազի փողոց 8/2, Գյումրի","150,000 ֏",AMD,Commercial commercial area is for rent in the center of Gyumri. Sale is possible.Translated from Armenian,Dec-12-2022_20-23,,,,,,https://list.am/en/item/17864692,,,,
Office Space,,400 sq.m.,"Ստեփան Շահումյանի փողոց 184, Գյումրի","250,000 ֏",AMD,"UTILITY PAYMENTS ARE INCLUDED IN THE RENT... In the HEART OF THE CITY BEHIND THE CHURCH OF THE MOST SAVIOR, a three-story commercial space is for rent. The total area of the space is 400 sq/m, a total of 6 rooms with 12-55 sq/m surfaces are provided (Rental prices depend on the sq/m_ 170.000_250 000 drams) The area is completely renovated, tiled, a centralized heating system is installed. Each room has a tiled bathroom. Glass doors, euro windows are installed. The area is provided for various activities, particularly office.Translated from Armenian",Dec-12-2022_20-23,Not available,Not available,First Line,Separate from the Street,Outdoor parking,https://list.am/en/item/18625004,Direct Lease,1 year,By Agreement,Included
Industrial and Manufacturing,,25 sq.m.,"Երևանյան խճուղի, Գյումրի","45,000 ֏",AMD,"Production space for rent. It used to be a bakery, it is also suitable for organizing other production. There is a bathroom with all utilities.Translated from Armenian",Dec-12-2022_20-23,Available,Not available,First Line,Separate from the Courtyard,Outdoor parking,https://list.am/en/item/18623147,Direct Lease,1 month,By Agreement,By Agreement
Agricultural Space,,4000 sq.m.,Shirak › Akhuryan,"150,000 ֏",AMD,"I rent 4 ha. Land, soil quality is high, irrigation water is right on the fieldTranslated from Armenian",Dec-12-2022_20-23,,,,,,https://list.am/en/item/18360040,,,,
Retail Space,,15 sq.m.,Shirak › Gyumri,"65,000 ֏",AMD,A commercial area for a pharmacy is for rent in 58 district. All the amenities are available.Translated from Armenian,Dec-12-2022_20-23,,,,,,https://list.am/en/item/17938805,,,,
Everything Else,,20 sq.m.,"Garegin Nzhdeh Avenue 18, Gyumri","70,000 ֏",AMD,"It is for rent. Pavilion with utility facilities, suitable for office, shop and any other activity.Translated from Armenian",Dec-12-2022_20-23,Not available,Not available,Second Line,Common from the Courtyard,,https://list.am/en/item/18532797,Direct Lease,1 month,1 month,Not included
Retail Space,,180 sq.m.,"Պավլովի փողոց 26, Գյումրի","80,000 ֏",AMD,"The area is also suitable for a workshop, it has a large storage room and a large refrigerator. It is provided with all utilities.Translated from Armenian",Dec-12-2022_20-23,Not available,Not available,Other,Common from the Street,Outdoor parking,https://list.am/en/item/18608936,Direct Lease,6 months,Without prepayment,Not included
Retail Space,,592 sq.m.,Shirak › Artik,$300,USD,"1600 sq / m for rent ․ Commercial area with a total area of 591.9 sq. M., which is occupied by the shop, and the storage area is 483.8 sq. M. The area is rented in whole or in part. The rent for the store is $ 300, and the storage space is $ 200, and in case of full rent, the price will be $ 450. The whole building is in very good condition. There is water, three-phase electricity in the area, if necessary, it can be gasified.It is possible to sell the area in whole or in part. The initial cost of the whole area is $ 200,000.Translated from Armenian",Dec-12-2022_20-23,Not available,Not available,First Line,Separate from the Street,,https://list.am/en/item/17564711,Direct Lease,1 year,By Agreement,By Agreement
Multifunctional Space,,150 sq.m.,"Շիրակացի փողոց, Գյումրի","420,000 ֏",AMD,"CODE—8445For rent, operating shopc. Gyumri, Shirakatsi first line150 sq. M. Total areaUtility with all amenitiesOn the sunny sideMultipurpose propertyFirst lineStorage basement: 40 square meters.Separate warehouse, 20 square meters.Two separate entrancesSeparate utilitiesIt has a yardHeating SystemHeated floorRental price: 420,000 AMDTranslated from Armenian",Dec-12-2022_20-23,Available,Not available,First Line,Separate from the Street,,https://list.am/en/item/18606066,Direct Lease,3 months,By Agreement,Not included
Retail Space,,25 sq.m.,"Ռեպինի փողոց 8Ա, Գյումրի","80,000 ֏",AMD,"ՇԱԱԱՏ ՇՏԱՊ է վաճառվում կամ տրվում է վարձով продаётся или сдаётся в аренду մանրամասների համար զանգահարել коммерческая недвижимость, офисное помещение склад точка общепита пекарня магазин, АПТЕКА, овощи фрукты, магазин одежды. С теплоизоляцией, стены и потолок абсолютно новая, с рекламной стойкой с электромонтажом. Срочно звоните для подробностей. СРОЧНО сделаю хороший торг до конца месяца КОММЕРЧЕСКАЯ НЕДВИЖИМОСТЬ, гостевой дом, жилая площадь, 25 кв. М. , утеплен, проведено электричество, трехфазный кабель, отдельный рекламный стенд, витражные двери по договорённости поставим.",Dec-12-2022_20-23,,,,,,https://list.am/en/item/18324290,,,,
Multifunctional Space,,400 sq.m.,"Ռուսթավելի փողոց 62/4, Գյումրի","350,000 ֏",AMD,"In the center of the city (Sayat-Nova Rustaveli Intersection), Rustaveli Street, a four-story commercial space is for rent. The area of each floor is 100 sq/m, total 411 sq/m. Iron and glass doors, euro windows are installed. The space is capital renovated, available on each floor is an individual heating system with a heated floor and tiled bathrooms. The space can also be provided for rent with separate floors...(Half-room) 200,000 dramsFirst floor is occupied.Second floor 450,000 dramsThird floor 350,000 dramsThe space is provided for carrying out various activities, in particular for the banking system, office.Translated from Armenian",Dec-12-2022_20-23,,,,,,https://list.am/en/item/17883770,,,,
Automotive Service,,110 sq.m.,"Մովսես Խորենացի փողոց, Գյումրի","400,000 ֏",AMD,"Car repair shop for rentc. Gyumri, Movses Khorenatsi110 sq. M. Total areaUtility with all amenitiesCar service pointPartially renovatedRental price: 400,000 AMDCode 6424Translated from Armenian",Dec-12-2022_20-23,,,,,,https://list.am/en/item/18089025,,,,
Office Space,,60 sq.m.,"Տիգրան Մեծ պողոտա 21, Գյումրի","180,000 ֏",AMD,"An area is for rent, completely renovated. The price is 180,000 drams. In case of long-term lease, settlement is possible. Utility bills are not included in the rent.If you have any questions, call WhatsApp from 10:00 to 22:00.Translated from Armenian",Dec-12-2022_20-23,,,,,,https://list.am/en/item/16936150,,,,
Multifunctional Space,,50 sq.m.,"Shahumyan street, Gyumri","150,000 ֏",AMD,"Commercial space for rentc. Gyumri, Shahumyan50 square meters: Total areaCapital renovatedUtility with all amenitiesOn the sunny sideSuitable for use as an office spaceRental price: AMD 150,000Code 8855Translated from Armenian",Dec-12-2022_20-23,,,,,,https://list.am/en/item/18021670,,,,
Automotive Service,,153 sq.m.,"Vazgen Sargsyan street, Gyumri","130,000 ֏",AMD,"A car service point is for rentք ․ Gyumri, V ․ Sargsyan streetTotal area 153 square meters120 sq. M. Structure areaOfficeBathroomThe cost of the rent is 130,000 dramsCode 8534Translated from Armenian",Dec-12-2022_20-23,,,,,,https://list.am/en/item/17147792,,,,
Functioning Business,,6 sq.m.,"Gorki St, Gyumri","120,000 ֏",AMD,Սուրճ և ֆրեշի կետ,Dec-12-2022_20-23,,,,,,https://list.am/en/item/18368968,,,,
Multifunctional Space,,200 sq.m.,"Vazgen Sargsyan street, Gyumri","350,000 ֏",AMD,"CODE—8826Commercial space for rentc. Gyumri, V. Sargsyan200 square meters. Total areaStoneOn the sunny sideUtility with all amenitiesHeating SystemRental price: AMD 350,000Translated from Armenian",Dec-12-2022_20-23,,,,,,https://list.am/en/item/18564239,,,,
Office Space,,85 sq.m.,"Akhuryan Highway, Gyumri","100,000 ֏",AMD,"It is for rent with a mandatory long-term deposit. For details, call the mentioned number. It is convenient for the office, shopping center. There are residential buildings all around.Sold by long term, with deposit, convenient for offices, and for trade. For details the bells…Translated from Armenian",Dec-12-2022_20-23,,,,,,https://list.am/en/item/17504479,,,,
Office Space,,80 sq.m.,"Улица Руставели 66, Гюмри","160,000 ֏",AMD,It is given as an office. Centrally located on 14th streetTranslated from Armenian,Dec-12-2022_20-23,Available,Not available,First Line,Common from the Street,Outdoor parking,https://list.am/en/item/18546483,Direct Lease,1 month,By Agreement,By Agreement
Multifunctional Space,,340 sq.m.,"Khrimyan Hayrik Highway, Gyumri","300,000 ֏",AMD,"Commercial space for rent or salec. Gyumri, Khrimyan Hayrik340 sq. M. Total areaUtility with all amenitiesOn the sunny sideMultipurpose propertyFirst lineBathroomHeating SystemRental price: 300,000 AMDSale price: $268,000Code 8655Translated from Armenian",Dec-12-2022_20-23,,,,,,https://list.am/en/item/18273819,,,,
Office Space,,1530 sq.m.,"Khrimyan Hayrik Highway, Gyumri","400,000 ֏",AMD,A huge two-story building is for rent on Khrimyan Hayrik Street in Gyumri. The area can serve as a factory.The total area of the third floor is 1000 square meters. Ceiling height-5.5The total area of the second floor is 470 square meters. The area is not renovated.The first floor is renovated and two rooms of 35 square meters and 25 square meters are for rent.Code G 96Translated from Armenian,Dec-12-2022_20-23,,,,,,https://list.am/en/item/18311813,,,,
Everything Else,,72 sq.m.,"Ստեփան Շահումյանի փողոց, Գյումրի","250,000 ֏",AMD,A space for rent in the center of Shahumyan-Teryan crossroad in the vicinity of the photo is suitable for any businessTranslated from Armenian,Dec-12-2022_20-23,,,,,,https://list.am/en/item/18529909,,,,
Multifunctional Space,,180 sq.m.,"Մանուշյան փողոց 2, Գյումրի","250,000 ֏",AMD,"A public space is for rent adjacent to Charles Aznavour Square. Euro and glass doors, Euro windows are installed, the floor is laminate, the bathroom is tiled, all communications are installed. Security, heating and ventilation, air conditioning, heating and air conditioning are installed. The area can be used especially for bank, clinic, laboratory and office activities.Translated from Armenian",Dec-12-2022_20-23,,,,,,https://list.am/en/item/18248698,,,,
Multifunctional Space,,294 sq.m.,"Garegin Nzhdeh Avenue 22/1, Gyumri","$260,000",USD,"The sale price of the property is $ 260,000, the rent price is 500,000 AMD. This universal four-storey building is for rent near the Marzpetaran. Մ. Area: Each floor of the building is 70 sq / m, tiled, provided with constant water, light, individual heating systems. The outside has glass doors, the windows are of European production. To serve all kinds of office, banking and for all kinds of services ․․․Translated from Armenian",Dec-12-2022_20-23,,,,,,https://list.am/en/item/17758844,,,,
Multifunctional Space,,200 sq.m.,Shirak › Arapi,"90,000 ֏",AMD,"Сдаю помещение со всеми коммуникациями. В 2ух километрах от города Гюмри. На данный момент в нем функционирует автосервис, имеются некоторое оборудование (компресор сварочное оборудование) можно разместить 8 машин",Dec-12-2022_20-23,,,,,,https://list.am/en/item/18380976,,,,
Agricultural Space,,3000 sq.m.,Shirak › Byurakn,"300,000 ֏",AMD,"A 3 ha agricultural plot is for long-term rent. The borders of the plots are defined. A plot of regular rectangular shape, without modifications.A green, environmentally friendly place.Location near road and canal. Easy to water. The land is productive, cultivated and fertilized every year.It is possible to conduct a personal auxiliary economy in the field, crop cultivation, cultivation of cereals and other agricultural crops, vegetable cultivation, cultivation, medicinal, flower crops, preservation and processing of agricultural products. Hurry - beautiful place, close to the city.Write on Viber or WhatsAppTranslated from Armenian",Dec-12-2022_20-23,,,,,,https://list.am/en/item/18519739,,,,
Everything Else,,70 sq.m.,Shirak › Artik,"100,000 ֏",AMD,"A newly built building with its legal documents is for rent, the area is 70 square metersTranslated from Armenian",Dec-12-2022_20-23,,,,,,https://list.am/en/item/17637960,,,,
Multifunctional Space,,314 sq.m.,"Akhuryan Highway, Gyumri","80,000 ֏",AMD,"CODE 4826Commercial premises for rentc. Akhuryan Highway, Gyumri314 square meters. Total areaStoneOn the sunny sideWith propertyUtility with all amenitiesHeating SystemThe cost of renting a bakery:The cost of renting a small shop: AMD 80,000The cost of renting a large area:Rent price basement:Rent price for two rooms:Translated from Armenian",Dec-12-2022_20-23,,,,,,https://list.am/en/item/18507868,,,,
Multifunctional Space,,300 sq.m.,Shirak › Gyumri,"$4,000",USD,"A newly built two-storey multifunctional area is for rent in the central part of Gyumri.The 1st floor of the area is a current business, the 2nd floor is a 5-room apartment.Total area: 300 square metersCondition: Fully renovatedCeiling height: 3.30The 2nd floor consists of:from the lobbyFrom 1 living roomFrom 1 kitchenFrom 3 bedrooms2 bathrooms1 open balconyThere is an auxiliary building with its own garage and summer kitchen.The area is heated by an individual system. Air conditioners are installed.• Kind Regards #AsatryanConsulting team:The best for you!Best for you!Luchshee for you!Lo mejor para ti!The best for you!最 适合 您Code 17506745Translated from Armenian",Dec-12-2022_20-23,,,,,,https://list.am/en/item/17506745,,,,
Office Space,,120 sq.m.,"Trdat Architector street 2, Gyumri","120,000 ֏",AMD,"120 sq. M. Is for rent. Office space in the beginning of Ani district in Gyumri. It has heating, security system, euro repaired.Office space. Gyumri, in GyumriTranslated from Armenian",Dec-12-2022_20-23,,,,,,https://list.am/en/item/12413328,,,,
Office Space,,120 sq.m.,Shirak › Artik,"50,000 ֏",AMD,"For rent c. Near Artik Police, also for sale, call for details.Translated from Armenian",Dec-12-2022_20-23,,,,,,https://list.am/en/item/18211111,,,,
Hotel,,394 sq.m.,"Կայարանամերձ հրապարակ 1, Գյումրի","810,000 ֏",AMD,"Շիրակի մարզ, Գյումրի, կայարանամերձ հրապարակ 1, երկաթուղային կայարան:«Հարավկովկասյան երկաթուղի» ՓԲԸ-ն վարձակալության է հանձնում տարածքներ Գյումրու երկաթուղային կայարանի շենքի 2 հարկում (աջ կողմից) : Մանրածախ և գրասենյակային, հանգստի կազմակերպման կամ սննդի կետերի համար: Սենյակները ունեն բարձր առաստաղներ, կապիտալ վերանորոգված:Հարմար է գտնվելու վայրը և ուղևորափոխադրումների բարձր մակարդակը, ներառյալ զբոսաշրջությունը, Ձեր բիզնեսը կապահովի բազմաթիվ հաճախորդներով:Բոլոր հետաքրքրող հարցերով Դուք կարող եք զանգահարել հետևյալ հեռախոսահամարով՝(060) 46-32-91Ширакский марз, г. Гюмри, Привокзальная 1, ж/д станцияЗАО ""Южно-Кавказская железная дорога"" предоставляет в аренду помещения 2 этаже здания вокзала ст. Гюмри (с правой стороны) под торгово-офисные, развлекательные виды деятельности, либо пункты общественного питания. Помещения имеют высокие потолки, сделан капитальный ремонт.Удобное расположение и высокий пассажиропоток, в том числе туристический, обеспечит Ваш бизнес многочисленными клиентами.По всем интересующим вопросам Вы можете обратиться по тел.: (060) 46-32-91.",Dec-12-2022_20-23,,,,,,https://list.am/en/item/13636466,,,,
Retail Space,,100 sq.m.,"Ստեփան Շահումյանի փողոց 242, Գյումրի","200,000 ֏",AMD,"A functioning and completely reconstructed shop is for rent, there is a spare partTranslated from Armenian",Dec-12-2022_20-23,,,,,,https://list.am/en/item/18463315,,,,
Multifunctional Space,,325 sq.m.,"Rustaveli Street, Gyumri","$3,800",USD,"Commercial area is for rentQ ․ Gyumri, Rustaveli street325 sq. M. Total area:Hot առը cold waterWith partial propertySecurity number:Provision of designer lightsWith all utilitiesIt is also possible to install equipmentThe cost of the rent is $ 3-800Code 6646Translated from Armenian",Dec-12-2022_20-23,,,,,,https://list.am/en/item/17909125,,,,
Office Space,,23 sq.m.,"Garegin Nzhdeh Avenue, Gyumri","70,000 ֏",AMD,"Commercial area is for rentQ ․ Gyumri, Garegin Nzhdeh Avenue23 sq. M. Total area:Hot առը cold waterWith partial propertyWith all utilitiesCan be used as an office spaceThe cost of the rent is 70․000 AMDCode 7647Translated from Armenian",Dec-12-2022_20-23,,,,,,https://list.am/en/item/17904823,,,,
Functioning Business,,115 sq.m.,"Garegin Nzhdeh Avenue, Gyumri","200,000 ֏",AMD,"Existing business for rentQ ․ Gyumri, Garegin Nzhdeh115 sq. M. Total area:With property and equipmentIt is also given on separate floorsWith all utilitiesThe cost of the rent is 200,000 AMDCode 4493Translated from Armenian",Dec-12-2022_20-23,,,,,,https://list.am/en/item/17904598,,,,
Retail Space,,100 sq.m.,"Տերյան փողոց, Գյումրի","130,000 ֏",AMD,"A two-storey commercial area is for rentQ ․ Gyumri, Teryan street100 sq. M. Total area:With partial propertyIt is also given on separate floorsWith all utilitiesThe cost of the rent is 130,000 dramsThe cost of rent for one floor is 70,000 AMDCode 7493Translated from Armenian",Dec-12-2022_20-23,,,,,,https://list.am/en/item/17904483,,,,
Multifunctional Space,,90 sq.m.,"Լալայան փողոց, Գյումրի","100,000 ֏",AMD,"Commercial space for rentc. Gyumri Lalayan street90 square meters of living spaceCosmetically refurbishedUtility with all amenitiesOn the sunny sideRental price: AMD 100,000Code 8771Translated from Armenian",Dec-12-2022_20-23,,,,,,https://list.am/en/item/17616643,,,,
Multifunctional Space,,60 sq.m.,"Լևոն Մադոյան փողոց, Գյումրի","150,000 ֏",AMD,"Commercial space for rentc. Gyumri, L. Madoyan60 square meters. Total area40 square meters. Living spaceThoroughly reconstructedWith propertyHeating SystemLightUtility with all amenitiesWith hot and cold waterSecurity systemParking lotThe rental price is AMD 150,000Code 8159Translated from Armenian",Dec-12-2022_20-23,,,,,,https://list.am/en/item/18459022,,,,
