Type,Construction Type,Floor Area,Floors in the Building,Number of Rooms,Number of Bathrooms,Furniture,Garage,Renovation,Address,Price,Currency,Description,Datetime,Land Area,Service Lines,Facilities,Appliances,Links,Amenities,Number of Guests,Children Are Welcome,Pets Allowed,Utility Payments,Prepayment
House,Stone,100 sq.m.,1,4,1,Available,Not available,Major Renovation,"Hakob Hakobyan 15, Գյումրի","250,000 ֏ monthly",AMD,For rent and daily rent:Located in the city centerTranslated from Armenian,Dec-12-2022_21-51,,,,"Fridge, stove, microwave, washing machine, iron, hair dryer",https://list.am/en/item/18691353,Internet,5,Yes,Negotiable,Not included,2 months
House,Stone,300 sq.m.,2,4,1,Available,2 spots,Major Renovation,Shirak › Gyumri,"60,000 ֏ daily",AMD,The house is provided with all the communal and household amenities.Code LG001Translated from Armenian,Dec-12-2022_21-51,1000 sq.m.,,,,https://list.am/en/item/17707792,,8+,Yes,No,Included,By Agreement
House,Stone,160 sq.m.,1,5,3+,Available,1 spot,Euro Renovation,Shirak › Gyumri,"400,000 ֏ monthly",AMD,"Տունը կապիտալ վերանորոգված է, կահավորված, հագեցված է տեխնիկայո, սպասքով, անկողնային պարագաներով: Ունի անհատական ջեռուցման համակարգ, մշտական տաք ու սառը ջուր, ավտոտնակ, այգի: Բակում կա սանհանգույց:Дом полностью отремонтирован, меблирован, укомплектован техникой, посудой, постельными принадлежностями. Имеется индивидуальная система отопления, постоянная горячая и холодная вода, гараж, сад. Во дворе есть ванная.Translated from Armenian",Dec-12-2022_21-51,,,,"Fridge, stove, microwave, washing machine, water Heater",https://list.am/en/item/18691084,"Television, internet, swimming pool, barbecue oven, gazebo, alarm system",6,No,No,Not included,2 months
House,Stone,110 sq.m.,1,4,1,Available,1 spot,Designer Renovation,"Ջիվանի փողոց 35, Գյումրի","30,000 ֏ daily",AMD,"( ( (Դեկտեմբերի 31 ից հունվարի 5ը զբաղված է))) օրավարձով է տրվում առանձնատուն որը գտնվում է քաղաքի կենտրոնումԱպահովված է կոմունալ բոլոր հարմարություններով։ գազաֆիկացված է, առկա է գերարագ ինտերնետ, առկա է Ps4 խաղային համակարգիչԲակում կա ավտոմեքենայի կայանատեղի և մանղալՈտքով մինչև Վ. Հրապարակ 5 րոպեՏունը նախատեսված է մինչև 6 անձի համարԿախված օրերի քանակից գործում են զեղչերСдается частный дом посуточно и на длительный срок в центре городаобеспечен всеми коммунальными удобствами. Газифицирован, есть высокоскоростной интернет, есть игровой компьютер Ps4Во дворе есть парковка, мангалпешком до В. Площадь 5 минутДом рассчитан на проживание до 6 человекВозможны скидки в зависимости от количества днейA luxurious private house is for daily rent in the center of the cityIt is provided with all the communal amenities. It is gasified, there is high-speed internet, there is a Ps4 gaming computerThere is a parking lot in the yardOn foot to V. Square 5 minutesThe house is designed for up to 6 peopleDiscounts are available depending on the number of days",Dec-12-2022_21-51,20 sq.m.,,,,https://list.am/en/item/17614626,,6,Yes,No,By Agreement,By Agreement
House,Stone,60 sq.m.,1,2,1,Available,Not available,Major Renovation,"Улица Дживани 41, Гюмри","170,000 ֏ monthly",AMD,"В центральной части г Гюмри сдаётся частный дом с маленьким двориком, новый ремонт, светлый, чистый дом, со всеми удобствами, техникой, мебелью. В сутки 15000 драм, в месяц 170000драм, звоните.",Dec-12-2022_21-51,,,,,https://list.am/en/item/18573625,,3,Yes,No,Not included,1 month
House,Stone,35 sq.m.,1,1,1,Available,Not available,Euro Renovation,Shirak › Gyumri,"15,000 ֏ daily",AMD,"Քաղաքի կենտրոնում, Սերգեյ Մերկուրովի տուն-թանգարանի (Ձիթողցոնց) հարևանությանբ վարձով է տրվում 1 սենյականոց նորաոճ բնակարան։ Բնակարանը կահավորված է, ջեռուցվում է, խոհանոցում կա սպասք, անհրաժեշտ տեխնիկա։В центре города рядом дом-музей С. Д. Меркурова сдается в аренду новомодная квартираАпартамент имеет всю необходимую технику, мебель, системы отопления и освежения",Dec-12-2022_21-51,,,,"Fridge, stove, washing machine, water Heater",https://list.am/en/item/17575626,"Television, internet",4,Yes,Yes,Included,By Agreement
Country House,Stone,700 sq.m.,1,3,1,Available,Not available,Partial Renovation,"Sayat Nova avenue 1, Gyumri","20,000 ֏ daily",AMD,"The house is located in the Vard-Bagh recreation area. It is also available with a monthly payment. For questions, callTranslated from Armenian",Dec-12-2022_21-51,200 sq.m.,,,"Microwave, coffee maker, water Heater, iron, hair dryer",https://list.am/en/item/18062845,"Television, swimming pool, fireplace, barbecue oven",4,Yes,No,Not included,By Agreement
Country House,Monolith,1000 sq.m.,2,3,2,Available,3 or more spots,Euro Renovation,Shirak › Lusakert,"150,000 ֏ daily",AMD,"A beautiful mansion for daily rent in Lusakert, for up to 60 people. Planned, large swimming pool, also with overnight stay, from 2Saturday - Friday 120000Code Ma181752Translated from Armenian",Dec-12-2022_21-51,500 sq.m.,,,,https://list.am/en/item/18052230,,8+,Yes,Yes,Not included,Without prepayment
House,Stone,131 sq.m.,1,3,1,Available,2 spots,Major Renovation,Shirak › Gyumri,"300,000 ֏ monthly",AMD,"A 1-story private house is for rent, the living area of which is 95 square meters, the land area is 80 square meters. The mansion has been completely renovated, has a beautiful elegant interior, the rooms are spacious and bright. There is a parking space, a pantry, there is a living room, a kitchen, a bathroom, 2 bedrooms, 1 bathroom, the space can be used for recreation and entertainment - as desired. The house is provided with all conditions, an individual heating system is installed, the floor is covered with laminate and tiles. The rooms are stylishly furnished, equipped with necessary equipment. Bathrooms are tiled and fitted with plumbing fixtures. The house has a nice yard. The house is fenced, has entrances from two streets.Translated from Armenian",Dec-12-2022_21-51,200 sq.m.,,,"Fridge, coffee maker, washing machine, water Heater",https://list.am/en/item/18632506,"Television, internet",8+,Yes,Yes,Not included,By Agreement
House,Stone,60 sq.m.,2,2,1,Available,Not available,Euro Renovation,"Խաչատուր Աբովյանի փողոց, Գյումրի","15,000 ֏ daily",AMD,"Տրվում է օրավարձով 2 սենյականոց բնակարան քաղաքի կենտրոնում: Եվրովերանորոգված է: Բնակարանն ունի կոմունալ, կենցաղային բոլոր հարմարությունները`մշտական տաք և սառը ջուր, գազ, ինտերնետ (Wi-Fi), կաբելային հեռուստատեսություն, բաց պատշգամբ:Գինը ենթակա է փոփոխության` Կախված անձանց քանակից և տոն օրերից:Մանրամասների համար զանգահարել նշված հեռախոսահամարով:Посуточно сдается 2-комнатная квартира в центре города. Евро ремонт. В квартире есть все удобства: Постоянная горячая и холодная вода, газ, интернет (Wi-Fi), кабельное телевидение, открытый балкон.Цена может меняться в зависимости от количества человек и праздников.За подробностями звоните по указанному номеру телефона.Daily rent 2-room apartment in the city center. Euro renovation. The apartment has all the amenities: Constant hot and cold water, gas, internet (Wi-Fi), cable TV, open balcony.The price is subject to change depending on the number of people and holidays.For details, call the indicated phone number.",Dec-12-2022_21-51,,,,,https://list.am/en/item/16712061,,8+,Yes,Yes,By Agreement,By Agreement
House,Stone,45 sq.m.,1,1,1,Available,Not available,Euro Renovation,"Квартал Муш 2-2, Гюмри","100,000 ֏ monthly",AMD,"Сдается одноэтажный каменный дом (квартал Муш) Дом меблирован, есть все для вашего комфорта, если чего-то не хватает, то будет добавлено. Звоните, чтобы узнать подробности.Translated from Armenian",Dec-12-2022_21-51,50 sq.m.,,,"Fridge, washing machine, iron",https://list.am/en/item/18003951,"Television, internet, air conditioner, fireplace",2,Yes,Yes,Not included,By Agreement
House,Stone,500 sq.m.,3,8+,3+,Not available,1 spot,Old Renovation,"Պուշկինի փողոց 96, Գյումրի","$1,100 monthly",USD,"Գյումրու կենտրոնական հատվածում վարձով է տրվու սև սրբատաշ 2հարկանի սեփական տուն՝ձեռնահարկով, որը շատ հարմար է գրասենյակային կամ հյուրանոցային գործունեություն ծավալելու համար, թաղամասը բարեկարգված է, փողոցնները՝ ասֆալտապատ: ՈՒնի բակ, ավտոտնակ, պատշգամբ:В центральной части Гюмри сдается 2-х этажный частный дом, что очень удобно для офисной или гостиничной деятельности, район благоустроен, улицы заасфальтированы. Есть двор, гараж, балкон.Կոդ AA-009",Dec-12-2022_21-51,400 sq.m.,,,,https://list.am/en/item/17869580,,8+,Yes,Yes,Not included,2 months
House,Stone,250 sq.m.,2,4,2,Available,Not available,Designer Renovation,"Улица Исаакяна, Гюмри","50,000 ֏ daily",AMD,"Частный дом расположен в центе г. Гюмри со всеми удобствами. 2 этажа, 2 санузла, игровая комната, настольные теннис, очень удобный и красивый двор во дворе есть мангал. Дом очень удобно для полноценного отдыха. Сдаётся как посуточно так и на длительный срок. Гостевой дом, Апартамент. Հյուրատուն օրավարձով: Цена зависит от числа гостей",Dec-12-2022_21-51,80 sq.m.,,,"Fridge, stove, washing machine",https://list.am/en/item/16325262,"Barbecue oven, gazebo",6,Yes,No,Included,By Agreement
House,Stone,102 sq.m.,2,3,1,Available,2 spots,Partial Renovation,"Դաշտենցի փողոց 93/1, Գյումրի","200,000 ֏ monthly",AMD,"Own house with all utilities for rent. It is given together with property and equipment. There is a heating system, it has a garage. For more information call.Translated from Armenian",Dec-12-2022_21-51,50 sq.m.,,,"Fridge, stove, coffee maker, washing machine, water Heater",https://list.am/en/item/18462806,"Television, internet",4,No,No,Not included,1 month
House,Stone,40 sq.m.,2,2,1,Available,Not available,Cosmetic Renovation,"Улица Маяковского, Гюмри","20,000 ֏ daily",AMD,"Мы находимся в центре города, недалеко от площади Вардананц, гостиницы Александраполь, автовокзала и рынка. Есть всё для комфортного проживания.Стоимость проживания для одного гостя соответственно 5000 др/день.",Dec-12-2022_21-51,50 sq.m.,,,,https://list.am/en/item/17918291,,4,Yes,No,Included,Without prepayment
House,Stone,42 sq.m.,1,2,1,Available,Not available,Designer Renovation,"Տերյան փողոց 95/6, Գյումրի","15,000 ֏ daily",AMD,"Օրավարձով է տրվում երկու սենյականոց բնակարան քաղաքի կենտրոնական հատվածում՝ Մերկուրովի անվան տուն թանգարանի հարևանությամբ։ Կոմունալ բոլոր հարմարություններով (WI-FI) :Сдается 2х-комнатный дом посуточно в центре города со всеми удобствами, по соседству Музея Меркурова․ В доме есть WI-FI.",Dec-12-2022_21-51,,,,,https://list.am/en/item/17852351,,4,Yes,No,Included,By Agreement
House,Stone,45 sq.m.,1,2,1,Available,Not available,Designer Renovation,"Տերյան փողոց, Գյումրի","15,000 ֏ daily",AMD,"Օրավարձով է տրվում բնակարան քաղաքի կենտրոնական հատվածում՝ Մերկուրովի անվան տուն թանգարանի հարևանությամբ։ Կոմունալ բոլոր հարմարություններով (WI-FI) :Сдается 2х-комнатный дом посуточно в центре города со всеми удобствами, по соседству Музея Меркурова․ В доме есть WI-FI.",Dec-12-2022_21-51,,,,,https://list.am/en/item/17845437,,4,Yes,No,Included,By Agreement
Country House,Panels,800 sq.m.,3,2,1,Available,3 or more spots,Euro Renovation,"2-րդ փողոց 1, Գետարգել","250,000 ֏ monthly",AMD,A private house with its big pavilion is for rent in Lusakert. With all available amenitiesTranslated from Armenian,Dec-12-2022_21-51,600 sq.m.,,,,https://list.am/en/item/17988810,,6,Yes,Yes,Not included,2 months
House,Stone,70 sq.m.,1,3,1,,,Major Renovation,"Կուզնեցովի փողոց, Գյումրի","60,000 ֏ monthly",AMD,"Own house for rentc. Gyumri Kuznetsov street70 square meters. Total area3 roomsThoroughly reconstructedUtility with all amenitiesWith propertyWith a heating systemWith hot and cold waterLightRental price: AMD 60,000Translated from Armenian",Dec-12-2022_21-51,70 sq.m.,,,,https://list.am/en/item/18282471,,,,,,
House,Stone,100 sq.m.,1,2,1,Available,2 spots,Major Renovation,"Ֆուրմանով փողոց 53, Գյումրի","25,000 ֏ daily",AMD,"A fully renovated 2-room house with all its amenities is for daily rent, it also has a capitally renovated yard. The house is located in the center of Gyumri, in the oldest and most famous district. Up to 7 people can stay in the houseTranslated from Armenian",Dec-12-2022_21-51,100 sq.m.,,,,https://list.am/en/item/17313788,,6,Yes,Yes,By Agreement,1 month
House,Stone,48 sq.m.,1,1,1,Available,2 spots,Major Renovation,"Ֆուրմանով փողոց 53, Գյումրի","13,000 ֏ daily",AMD,"A fully renovated one-room house with all its amenities is for daily rent, it also has a fully renovated yard. The house is located in the center of Gyumri, in the oldest and most famous district. Up to 3 people can stay in the houseTranslated from Armenian",Dec-12-2022_21-51,100 sq.m.,,,,https://list.am/en/item/17313778,,3,Yes,Yes,By Agreement,1 month
House,Stone,40 sq.m.,1,1,1,Available,Not available,Euro Renovation,"Furmanov street, Gyumri","12,000 ֏ daily",AMD,Newly renovated. Rented monthlyTranslated from Armenian,Dec-12-2022_21-51,,,,,https://list.am/en/item/14915025,,4,Yes,Yes,By Agreement,By Agreement
House,Stone,54 sq.m.,1,1,1,Available,Not available,Major Renovation,"Furmanov street, Gyumri","12,000 ֏ daily",AMD,"In the center of the city, with all amenities. Internet, TV, refrigerator, hot and cold water, there are dishes in the kitchen.Translated from Armenian",Dec-12-2022_21-51,50 sq.m.,,,,https://list.am/en/item/17937800,,4,Yes,Yes,By Agreement,By Agreement
House,Stone,45 sq.m.,1,1,1,Available,Not available,Major Renovation,"Furmanov street, Gyumri","12,000 ֏ daily",AMD,"House for daily rent in the center of the city with all amenities. Renovated hot and cold, there are necessary utensils in the kitchenTranslated from Armenian",Dec-12-2022_21-51,43 sq.m.,,,,https://list.am/en/item/17680056,,5,Yes,Yes,By Agreement,Without prepayment
House,Stone,100 sq.m.,1,3,1,,,Partial Renovation,"Ghorghanayn Street, Gyumri","550,000 ֏ monthly",AMD,Находится в центре города. Адрес ghorghanyan street 260/ул горганян 260,Dec-12-2022_21-51,100 sq.m.,,,,https://list.am/en/item/18399026,,,,,,
House,Stone,250 sq.m.,1,8+,2,,,Euro Renovation,Shirak › Gyumri,"12,000 ֏ daily",AMD,"Գյումրու փոքր կենտրոնում` Ավտոկայարանի հետնամասում, օրավարձով առանձնատուն է տրամադրվում: Տունն ունի 5 ննջասենյակ, 2 հյուրասենյակ, 2 լոգարան, 1 խոհանոց, ընդարձակ բակ, բակում շատրվան, ամառային տաղավար և այլն:2 հոգու համար նախատեսված սենյակների արժեքն է 12000դրամ, 3 հոգու համար սենյակներինը` 15000, իսկ լյուք դասի սենյակի օրավարձն է 20,000դրամ:",Dec-12-2022_21-51,,,,,https://list.am/en/item/12033025,,,,,,
House,Stone,110 sq.m.,1,4,1,Available,Not available,Old Renovation,"Улица епископа Артака Смбатяна, Гюмри","150,000 ֏ monthly",AMD,"Предлагается Вашему вниманию для долгосрочной аренды дом в центре Гюмри. Имеется своя огражденная территория. Дом находится в 2 минутах ходьбы от автовокзала и рынка, в 7 минутах ходьбы от Площади Варданянц и Администрации города.В доме есть 1 двуспальная кровать (в отдельной комнате), 2 односпальные кровати (в отдельной комнате), 1 односпальная кровать и 1 раскладной диван (в зале), 1 односпальная кровать и 1 раскладной диван (в гостиной)Комнаты в доме являются смежными.На кухне имеется газовая плита с духовкой и холодильник. Установлен водонагреватель, используется для отопления и для горячей воды.Интернет ранее был проведен, на данный момент отключен, при необходимости будет подключен (оплачивается отдельно арендатором)Имеется телевизор (старая модель, но работает исправно) с приставкой.Все, что представлено на фотографиях, остается в доме.Арендодателем будут докуплены стиральная машина, гладильная доска и сушилка для белья.Иная необходимая мебель и техника обсуждаются дополнительно.Коммунальные платежи (вода, электричество, газ) оплачиваются арендатором отдельно по показаниям счетчиков.Арендатором представляется залог в размере месячной оплаты (150 тысяч драм) Залог по договоренности можно разбить.Арендодатель оставляет за собой право отказать заинтересованному лицу в сдаче жилья.По иным вопросам обращайтесь по указанному номеру телефона в любое удобное время.",Dec-12-2022_21-51,110 sq.m.,,,"Fridge, stove",https://list.am/en/item/18676798,Television,8+,Yes,Negotiable,Not included,1 month
House,Stone,150 sq.m.,1,4,2,Available,Not available,Euro Renovation,"Улица Дживани 80, Гюмри","35,000 ֏ daily",AMD,"Carriages with a daily rent are provided. There is an option to completely rent the house. In case of more than 5 people, the price changes.Translated from Armenian",Dec-12-2022_21-51,15 sq.m.,,,"Fridge, washing machine, hair dryer",https://list.am/en/item/17778105,Internet,8+,Yes,No,Not included,2 months
House,Stone,300 sq.m.,1,5,3+,,,Euro Renovation,"Ghandilyan street 49, Gyumri","10,000 ֏ daily",AMD,"Очень близко от ж/д вокзала сдаются посуточно современные, красиво отремонтированные 5 комнат, с отдельными ходами. Каждая комната имеет собственный санузел. В комнатах есть кухонная зона и оснащены всеми бытовыми предметами и техникой.*Постоянная горячая и холодная вода*Смарт-ТВ, кабельное ТВ*Вай-фай*Холодильник*Система обогрева*Фен*Посуда*Постельное белье, полотенца, тапочки и т. Д.Есть отдельная кухня, где можно готовить. Имеется стиральная машина.Каждая комната вмещает разное количество гостей, ниже даём расценки (посуточно)1человек 8000др2 человек 10000др3 человека 13000др4 человека 16000др5-7 человек 20000драм.При желании бронирования всех 5 комнат, общая вместимость составляет 22 человек.При желании можете заказать отличный завтрак.",Dec-12-2022_21-51,,,,,https://list.am/en/item/17760484,,,,,,
House,Stone,120 sq.m.,1,3,1,Available,1 spot,Major Renovation,"Մուսայելյան փողոց 49, Գյումրի","350,000 ֏ monthly",AMD,"The house has 3 rooms, utility with all amenities, has a yard and a garage. It is in perfect condition, address: K. Gyumri, Musayelyan 49: Price negotiable. Please do not call with pets.Translated from Armenian",Dec-12-2022_21-51,40 sq.m.,,,"Fridge, stove, washing machine, water Heater, iron, hair dryer",https://list.am/en/item/17574198,"Television, internet, air conditioner, fireplace",4,Yes,No,Not included,1 month
House,Monolith,65 sq.m.,1,3,1,Available,Not available,Major Renovation,"Մոցարտի փողոց, Գյումրի","250,000 ֏ monthly",AMD,"Գտնվում է Ավստրիական թաղամասում ։Մոտակայքում կա խանութ, դպրոց, մանկապարտեզ, եկեղեցի, մանկական խաղահրապարակ։Дом находится в городе Гюмри в Австрийском квартале на улице Моцарта.Поблизости есть магазин, школа, детский сад, церковь, детская площадка",Dec-12-2022_21-51,60 sq.m.,,,"Fridge, washing machine, water Heater, hair dryer",https://list.am/en/item/18675242,"Television, internet, alarm system",4,Negotiable,No,Not included,1 month
House,Stone,200 sq.m.,1,4,1,Available,Not available,Major Renovation,"Կոմինտերնի փողոցի 2-րդ նրբանցք, Գյումրի","250,000 ֏ monthly",AMD,"Private house for rentք ․ Gyumri, Shirak region, village: Mayisyan200 sq. M. Living area:1300 sq. M. Plot:4 roomsWith all utilitiesWith hot and cold waterEuro renovatedLightPavilionAll the amenities are available in the yardThe cost of the rent is 250,000 dramsCode 5576Translated from Armenian",Dec-12-2022_21-51,1300 sq.m.,,,,https://list.am/en/item/17977247,,6,Yes,Negotiable,Not included,By Agreement
House,Stone,150 sq.m.,2,5,1,Not available,Not available,Cosmetic Renovation,"Մուսայելյան փողոց, Գյումրի","250,000 ֏ monthly",AMD,"The second floor of a private house is for rentK. Gyumri, Musayelyan street150 square meters. Surface5 rooms60 square meters. Plot of landHeating SystemHot and cold waterLightNo propertyThoroughly reconstructedUtility with all amenitiesThe rental price is AMD 250,000Code 3142Translated from Armenian",Dec-12-2022_21-51,60 sq.m.,,,,https://list.am/en/item/17833400,,4,Yes,No,Not included,By Agreement
House,Stone,110 sq.m.,1,3,1,Available,1 spot,Partial Renovation,Shirak › Gyumri,"250,000 ֏ monthly",AMD,"Дом находится в центре Гюмри - старый город. Маленький двор с мангалом. Сдается с утварью - кухонной, спальней.",Dec-12-2022_21-51,50 sq.m.,,,"Fridge, stove, washing machine, iron",https://list.am/en/item/18671879,"Television, internet, barbecue oven",4,Yes,Yes,Not included,2 months
House,Stone,300 sq.m.,3,7,3+,Available,1 spot,Euro Renovation,"Իսահակյան փողոց, Գյումրի","320,000 ֏ monthly",AMD,"Տրվում է վարձով Առանձնատուն Գյումրու կենտրոնում` Թատրոնի հարևանությամբ!Ազատ է 17.11.22-իցСдаётся в аренду 2,5этажный каменный дом в центре города (рядом с драм театром)For rent! House in the city center, next to the theater. Spacious living spaces, veranda and WiFi routers on each floor!",Dec-12-2022_21-51,,,,,https://list.am/en/item/18113340,,7,Yes,No,Not included,1 month
House,Panels,94 sq.m.,4+,3,1,Available,Not available,Partial Renovation,"Movses Khorenatsi Street, Gyumri","100,000 ֏ monthly",AMD,Сдается 3-х комнатная квартира в 58 районе города Гюмри со всеми коммунальными удобствами на 3 этаже.,Dec-12-2022_21-51,,,,"Fridge, stove, washing machine",https://list.am/en/item/18608916,"Television, internet",5,Yes,No,Not included,By Agreement
House,Stone,50 sq.m.,1,2,1,,,Cosmetic Renovation,"Ghandilyan street, Gyumri","100,000 ֏ monthly",AMD,"Վարձով տրվում է սեփական տուն ք. Գյումրի Ղանդիլյան փողոցում Ոսկե Ծիրան ռեստորանի մոտակայքում։ Կոմունալ բոլոր հարմարություններով, փոքրիկ բակ, կոսմետիկ վերանորոգում։ Сдается частный дом в г. Гюмри улице Гандилян возле ресторана Золотая абрикос (Воске Циран) со всеми коммунальными удобствами, небольшой двор, косметический ремонт. 100.000 тысяч драм в месяц.",Dec-12-2022_21-51,,,,,https://list.am/en/item/18002050,,3,Yes,No,Not included,2 months
House,Stone,240 sq.m.,2,7,2,Available,2 spots,Major Renovation,"Улица Даштенца 41, Гюмри","400,000 ֏ monthly",AMD,A two-story private house with property and all utilities is for rent. The rental is suitable for organizations. Total area. 450 sq/m with a yard and a private house of 260 sq/m. Details by phone. Please call via viber on the same numberTwo-story for rent...Translated from Armenian,Dec-12-2022_21-51,400 sq.m.,,,"Fridge, stove, microwave, coffee maker, dishwasher, washing machine",https://list.am/en/item/18401484,"Television, internet, fireplace",4,Yes,No,Not included,By Agreement
House,Stone,55 sq.m.,1,2,1,,,Designer Renovation,"Խաչատուր Աբովյանի փողոց 89, Գյումրի","12,000 ֏ daily",AMD,"In the center of Gyumri, in the oldest and most beautiful district near the square, a house is for daily or monthly rent. The house has all the amenities. It is designed for up to 1_6 people.Translated from Armenian",Dec-12-2022_21-51,170 sq.m.,,,,https://list.am/en/item/17934705,,6,Yes,Yes,By Agreement,Without prepayment
House,Stone,60 sq.m.,1,1,1,Available,Not available,Euro Renovation,"Խաչատուր Աբովյանի փողոց 134/1, Գյումրի","12,000 ֏ daily",AMD,"Տրվում է օրավարձով 1 սենյականոց բնակարան քաղաքի կենտրոնում: Եվրովերանորոգված է: Բնակարանն ունի կոմունալ, կենցաղային բոլոր հարմարությունները`մշտական տաք և սառը ջուր, գազ, ինտերնետ (Wi-Fi), կաբելային հեռուստատեսություն:Գինը ենթակա է փոփոխության` Կախված անձանց քանակից և տոն օրերից:Մանրամասների համար զանգահարել նշված հեռախոսահամարով:Посуточно сдается 1-комнатная квартира в центре города. Евро ремонт. В квартире есть все удобства: Постоянная горячая и холодная вода, газ, интернет (Wi-Fi), кабельное телевидение.Цена может меняться в зависимости от количества человек и праздников.За подробностями звоните по указанному номеру телефона.",Dec-12-2022_21-51,,,,,https://list.am/en/item/17264212,,5,Yes,Yes,By Agreement,By Agreement
House,Stone,80 sq.m.,1,2,1,Available,Not available,Cosmetic Renovation,"Vardanants Square 1, Gyumri","10,000 ֏ daily",AMD,"The house is rented by the day, it is located in the central part of the city. It has all utilities, it is designed for 4-5 people, it has two bedrooms and a living room, there is a washing machine, internet and refrigerator in the house, if you have any questions, please call.Translated from Armenian",Dec-12-2022_21-51,80 sq.m.,,,,https://list.am/en/item/18135867,,4,Yes,No,By Agreement,By Agreement
House,Stone,80 sq.m.,1,3,1,Available,1 spot,Major Renovation,"Այվազովսկու փողոց 1-ին նրբանցք, Գյումրի","25,000 ֏ daily",AMD,"Տրվում է վարձով սեփական տուն, Տունը կապիտալ վերանորոգվել է և բացարձակապես բնակեցված չէ, ունի սեփական պարսպապատված բակ, ավտոտնակ, նկուղ, առկա է ինտերնետ WIFI, ջեռուցման համակարգ, մշտական տաք և սառը ջուր։Сдается частный дом, Дом капитально отремонтирован, совершенно не заселен, есть свой огороженный двор, гараж, подвал, биседка, мангал, есть WIFI интернет, отопление, постоянная горячая и холодная вода.",Dec-12-2022_21-51,100 sq.m.,,,,https://list.am/en/item/17502527,,4,Yes,Yes,Included,Without prepayment
House,Stone,35 sq.m.,1,2,1,Available,Not available,Major Renovation,"Tigran Mets Avenue, Gyumri","15,000 ֏ daily",AMD,"2 հոգու համար 15․000 դրամ․․․4 հոգու համար 25․000 դրամ․․․Առանձնատունը գտնվում է Գյումրու կենտրոնում և շատ մոտ է հիմնական տեսարժան վայրերին,Տրվում է օրավարձով Բարձրակարգ և Նորաոճ բնակարան Քաղաքի Կենտրոնում Տիգրան Մեծի փողոցում։ Բնակարանը կապիտալ վերանորոգված է։ Ապահովված է բոլոր անհրաժեշտ կոմունիկացիաներով։Մուտքին տեղադրված են երկաթյա դուռ, եվրո պատուհաններ, մանրահատակը լամինատ է։Առանձնատունը բաղկացած է 2 ննջասենյակներից ընդհանուր 35 ք/մ մակերեսով, տեխնիկայով: Ջեռուցումը իրականացվում է կենտրոնացված համակարգով, տեղադրված է ջեռուցման անհատական համակարգ: Կա կաբելային հեռուստատեսություն և ինտերնետ։Տեղը հանգիստ է և անաղմուկ։Մոտակայքում են գտնվում նաև բազմաթիվ խանութներ, ռեստորաններ, սրճարաններ:",Dec-12-2022_21-51,,,,,https://list.am/en/item/14124238,,2,Yes,No,By Agreement,By Agreement
House,Stone,70 sq.m.,1,2,1,Available,2 spots,Euro Renovation,"Улица Сундукяна 226, Гюмри","150,000 ֏ monthly",AMD,"От 3 месяцев сдается каменный дом в Гюмри. В шаговой доступности все магазины, рынок, кафе. Возле дома есть участок. Есть место для парковки машин. Всё для проживания имеется.Кухня оборудована (варочная и духовая плита, микроволновая печь, пылесос, стиральная машина)Санузел отдельный (ванна, туалет) Система отопления двойная. Евроремонт частичный.Дом находится в 10 минутах пешей доступности центральной площади.",Dec-12-2022_21-51,300 sq.m.,,,"Fridge, stove, microwave, washing machine",https://list.am/en/item/18664494,"Television, internet",4,Negotiable,Negotiable,Not included,2 months
House,Stone,79 sq.m.,1,2,1,Available,Not available,Designer Renovation,"Улица Руставели 65/4, Гюмри","220,000 ֏ monthly",AMD,"Տրվում է վարձով կոմունալ բոլոր հարմարություններով։Այս շքեղ բնակարանը գտնվում է քաղաքի սրտում Սայաթ-Նովա Ռուսթավելի խաչմերուկում ։Уютная двухкомнатная квартира в самом центре Гюмри, без соседей. Адрес: Ул. Руставели 65/4. Рядом магазины, аптеки, разные кафе и рестораны, кальянные, парк аттракционов и оживлённые улицы для прогулок.Большая гостиная и спальня + кухня и санузел. Квартира полностью укомплектована для комфортного жилья:— Быстрый интернет и TV. Скорость Wi-Fi на скриншоте.— Собственное газовое отопление.— Холодильник.— Стиральная машина.— Газовая плита.— Посуда (полный набор: Тарелки, кружки, бокалы, вилки, ложки, кастрюли и сковородки, турка для кофе)__ бесплатная парковка.— Санузел с душевой и сушилкой.— Отдельная сушилка для белья.— Большой диван (раскладываемый)— Большая двуспальная кровать.— Подушки, одеяла, постельные принадлежности, полотенца.— Мебель (столы, стулья, кресло, шкафы, тумбочки и др.)",Dec-12-2022_21-51,55 sq.m.,,,,https://list.am/en/item/18538889,,5,Yes,No,Not included,By Agreement
House,Stone,30 sq.m.,1,1,1,,,Euro Renovation,"Ղորղանյան փողոց 250, Գյումրի","15,000 ֏ daily",AMD,"In the center of Gyumri, the private house is for daily rent, it is completely renovated, it is in perfect condition, it is fully furnished and equipped with the necessary equipment.Daily guest house with all the com. By services. The house is located in the center of the city.The house is available daily and long-termTranslated from Armenian",Dec-12-2022_21-51,40 sq.m.,,,,https://list.am/en/item/17599279,,,,,,
