Type,Construction Type,Floor Area,Floors in the Building,Number of Rooms,Number of Bathrooms,Furniture,Garage,Renovation,Land Area,Number of Guests,Children Are Welcome,Pets Allowed,Utility Payments,Prepayment,Address,Price,Currency,Description,Datetime,Amenities,Appliances,Links,Condition,Service Lines,Facilities
House,Stone,290 sq.m.,2,4,2,Not available,1 spot,No Renovation,450 sq.m.,,,,,,Armavir › Parakar,"$167,000",USD,"Կոդ՝ B-22807Վաճառվում է 2 հարկանի առանձնատուն Փարաքարում։ Առանձնտունը զրոյական վիճակում է։ Մուտքի դուռը՝ երաթյա, պատուհանները՝ եվրո, սանհանգույցը (2) ՝ համակցված։ Ունի տեռասա, բաց լոջա, բարեկարգ բակ, լողավազան, տաղավար, ավտոտնակ, քարե պարիսպ, մշտական ջուր։Գործակալության միջնորդավճարը կազմում է 2 %: Ցուցադրությունների համար կնքվում է ցուցադրման պայմանագիր։ Խնդրում ենք Ձեզ մոտ ունենալ անձը հաստատող փաստաթուղթ։2-storey house for sale in Parakar. The rooms' quantity is 4. The house is in the zero condition. The entrance door is iron-made, the windows are euro-based, the bathrooms (2) are combined. The house has a terrace, balcony, landscaped yard, swimming pool, pavilion, garage, stone fence and is supplied with constant water.The commission of the Real Estate Agency is 2%. For showing the real estate, a contract is signed. Please have a passport, ID or driving-license with You.",Dec-12-2022_21-12,,,https://list.am/en/item/15542303,,,
House,Stone,250 sq.m.,2,3,2,Available,Not available,Cosmetic Renovation,250 sq.m.,,,,,,"Սպանդարյան փողոց, Վաղարշապատ","$70,000",USD,A two-story detached house in Etchmiadzm has no plot repairedTranslated from Armenian,Dec-12-2022_21-12,,,https://list.am/en/item/18616379,,"Electricity, water supply, natural gas, sewerage",
House,Stone,200 sq.m.,1,3,1,Not available,Not available,Old Renovation,100 sq.m.,,,,,,Armavir › Parakar,"$50,000",USD,"Own house for saleArmavir, Parakar, near Gai3 rooms200/100 square meters1 floor_fencedgateparking lotinternal stairs to second floorutilities are availableCode VM913Translated from Armenian",Dec-12-2022_21-12,,,https://list.am/en/item/18006015,,,
House,Stone,260 sq.m.,1,4,1,Not available,Not available,Old Renovation,110 sq.m.,,,,,,Armavir › Tairov,"$76,000",USD,"BB979:Private house for saleArmavir, Tairov• 260/110 square meters• 4 rooms• 1 storey_• clean condition• gasified• yard• First line• Suitable for different business numbersCode 40313Translated from Armenian",Dec-12-2022_21-12,,,https://list.am/en/item/17771148,,,
House,Stone,250 sq.m.,2,4,2,Available,Not available,Major Renovation,180 sq.m.,,,,,,Armavir › Parakar,"$105,000",USD,"VD81:Private house for saleArmavir, Parakar, Leo street• 250/180 square meters area• 4 rooms• 2.5 storey_•renovated• Euro windows•Heating System• 2 bathrooms are tiled• Fenced6 kV panel production, monthly electricity production of 35-40000 AMDTranslated from Armenian",Dec-12-2022_21-12,,,https://list.am/en/item/17842178,,,
House,Stone,500 sq.m.,2,8+,1,Not available,Not available,Major Renovation,260 sq.m.,,,,,,Armavir › Echmiadzin,"$160,000",USD,"NN49:Private house for saleArmavir, Etchmiadzin• 500/260 square meters area• 8 rooms• 2 floors_• thoroughly reconstructed• euro windows• heating system• property/equipment• tiled bathroom• beautiful yardTranslated from Armenian",Dec-12-2022_21-12,,,https://list.am/en/item/18463568,,,
House,Stone,720 sq.m.,1,4,1,Not available,2 spots,Cosmetic Renovation,600 sq.m.,,,,,,Armavir › Echmiadzin,"$75,000",USD,"AS006:K. A 4-room private house is for sale on Movses Khorenatsi Street in Etchmiadzin. The house is equipped with all utilities, a heating system is installed, the windows are changed, and the bathroom is renovated. The cost is $75,000.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Dec-12-2022_21-12,,,https://list.am/en/item/18591043,,,
House,Stone,216 sq.m.,1,2,1,Not available,1 spot,Cosmetic Renovation,,,,,,,Armavir › Echmiadzin,"$50,000",USD,"AS003:K. A 2-room private house is for sale on Baghramyan Street in Etchmiadzin. The house has been renovated, the entire floor is tiled, the windows and doors have been changed. The total area is 216 square meters. Is The cost is $50,000.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Dec-12-2022_21-12,,,https://list.am/en/item/18602463,,,
House,Bricks,2300 sq.m.,2,8+,2,,,No Renovation,2300 sq.m.,,,,,,"Նավասարդյան փողոց, Շահումյան","$100,000",USD,"Attention, to all Diaspora Armenians and businessmen, a wonderful offer for business and residence. Two-story house on the 2nd floor, 8 spacious rooms, 1st floor, 4 rooms, 2 garages, basement, bathroom, 2 toilets, 2 large corridors, bakery, barn, vineyard with all kinds of fruit trees.A large very large bright sunny house on the main road with a positive living space very suitable for business. 5-6 km away from Etchmiadzin. Very good area for business, beautiful view of Masisi mountain.Price negotiableTranslated from Armenian",Dec-12-2022_21-12,,,https://list.am/en/item/17941089,,,
House,Stone,100 sq.m.,1,4,1,Available,1 spot,No Renovation,700 sq.m.,,,,,,Armavir › Norakert,"$40,000",USD,"В центре Норакерта/От Еревана 13 км, 15 минут /ходит городская маршрутка, продаётся собственный дом. Всё коммуникации в наличии, большая плодородная земля, постоянная вода для орошения.",Dec-12-2022_21-12,,,https://list.am/en/item/18328914,,,
House,Stone,700 sq.m.,1,4,1,Not available,2 spots,Cosmetic Renovation,601 sq.m.,,,,,,Armavir › Echmiadzin,"$75,000",USD,"Adjacent to Etchmiadzin c. A 4-room private house is for sale in Voskehat. The house is located on the main intercity road, the total area is 700 square meters. And the residential area is 99 square meters, there is a basement and an orchard. Part of the floor is tiled, part is laminate, and the other part is not repaired, the windows are not changed and air conditioner is installed. The cost is $75,000.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Dec-12-2022_21-12,,,https://list.am/en/item/18628822,,,
House,Stone,250 sq.m.,2,3,2,Available,Not available,Partial Renovation,1115 sq.m.,,,,,,Armavir › Ptghunk,"$30,000",USD,"Code-14533: Private house for sale in Ptghunk community, Armavir region. There is a 43 sq. M. House and a 250 sq. M. Unfinished private house. All communications are available.Translated from Armenian",Dec-12-2022_21-12,,,https://list.am/en/item/17572488,,,
House,Stone,40 sq.m.,1,2,1,,,Old Renovation,1700 sq.m.,,,,,,Armavir › Yeraskhahun,"$10,000",USD,The house is located on the first line of the road from Etchmiadzin to Khoktemberyan. Details by phone. NegotiableTranslated from Armenian,Dec-12-2022_21-12,,,https://list.am/en/item/18505601,,,
House,Stone,100 sq.m.,1,4,1,By agreement,Not available,Euro Renovation,910 sq.m.,,,,,,"Մուրացանի փողոց, Փարաքար","$125,000",USD,"A newly built capital house with an area of 100 square meters is for sale in Parakar, a newly built district, the plot has frontage on both sides, 71 meters of frontage on the main street, the plot has the possibility to expand to 400 square meters. The house is completely renovated, has all utilitiesTranslated from Armenian",Dec-12-2022_21-12,,,https://list.am/en/item/14363499,,,
House,Stone,1580 sq.m.,1,4,1,Available,1 spot,Partial Renovation,,,,,,,Armavir › Arshaluys,"22,000,000 ֏",AMD,One-story stone house in ArshaluysPaid headquarters negotiableTranslated from Armenian,Dec-12-2022_21-12,,,https://list.am/en/item/18564245,,,
House,Stone,155 sq.m.,1,4,1,,,No Renovation,650 sq.m.,,,,,,Armavir › Echmiadzin,"$52,000",USD,"House for saleIn the city of EtchmiadzinThe area is 550 square meters of land, 150 square meters of living spaceRoom 4:Floor 1_1AshotAll utilities close byDalan18 m frontagethe roof is concreteFor more information callCode A0036Translated from Armenian",Dec-12-2022_21-12,,,https://list.am/en/item/14790349,,,
House,Stone,210 sq.m.,2,8+,2,Not available,Not available,Cosmetic Renovation,500 sq.m.,,,,,,"Մովսես Խորենացի փողոց, Վաղարշապատ","$150,000",USD,"A 2-story stone house is for sale on Movses Khorenatsi Street. The house has 2 plots of 500 square meters. There are all utilities (gas, gas boiler, electricity, hot and cold water, sewage), fruit trees, well, living area is 230 square meters. The house has a solar power plant.Translated from Armenian",Dec-12-2022_21-12,,,https://list.am/en/item/18359479,,,
House,Stone,350 sq.m.,2,8+,2,,,Euro Renovation,,,,,,,Armavir › Echmiadzin,"$140,000",USD,2-storey private house 300m from the mother seat.Not an agencyTranslated from Armenian,Dec-12-2022_21-12,,,https://list.am/en/item/18423162,,,
House,Stone,160 sq.m.,2,5,2,By agreement,2 spots,Designer Renovation,,,,,,,"Կենտրոնական 4-րդ փողոց, Արգավանդ","65,000,000 ֏",AMD,"Newly built uninhabited private house in Argavand. The street joins Isakov Avenue. Very comfortable and beautiful design. Has gas, electricity and water, two open balconies. The price includes the house completely renovated and fenced (negotiable)Translated from Armenian",Dec-12-2022_21-12,,,https://list.am/en/item/11473305,,,
House,Stone,1200 sq.m.,1,6,1,Not available,2 spots,Cosmetic Renovation,800 sq.m.,,,,,,Armavir › Echmiadzin,"$45,000",USD,"Private house for sale in Gay village, Garnana street, 1200 sq. M. Area, 800 sq. M. Greenhouse, 150 sq. M. House, 4 bedroomsTranslated from Armenian",Dec-12-2022_21-12,,,https://list.am/en/item/16033188,,,
House,Stone,260 sq.m.,2,8+,2,By agreement,2 spots,Designer Renovation,500 sq.m.,,,,,,"Улица Вардана Мамиконяна 21, Вагаршапат","$140,000",USD,"The mansion is partially renovated with high-quality materials and designer style, the first floor is completely. The second floor is unfinished, lacks painting, tiling, cosmetic finishing works. There is a veranda in the yard. There are two types of BBQ: American and Japanese. It is possible to consider a long-term lease, Individual heating. Solar water heater. Well conditioner. Jacuzzi. Possible sale of property and equipmentTranslated from Armenian",Dec-12-2022_21-12,,,https://list.am/en/item/17475658,,,
House,Stone,150 sq.m.,1,3,1,Not available,1 spot,No Renovation,600 sq.m.,,,,,,Armavir › Echmiadzin,"$45,000",USD,Code 17229Euro-renovated 4-room house for sale in Etchmiatsin on newly paved Zvartnots street. All utilities are available.Translated from Armenian,Dec-12-2022_21-12,,,https://list.am/en/item/17813042,,"Water supply, natural gas",
House,Stone,620 sq.m.,1,5,1,Not available,3 or more spots,Partial Renovation,620 sq.m.,,,,,,Armavir › Echmiadzin,"$169,000",USD,"Code 18438For sale in Etchmiatsin, a newly built house without internal works, walled, with a basement. There is a baxi, a warm floor, etcTranslated from Armenian",Dec-12-2022_21-12,,,https://list.am/en/item/12801528,House is Finished,"Electricity, water supply, natural gas, sewerage",
House,Stone,180 sq.m.,1,5,1,Not available,1 spot,Euro Renovation,480 sq.m.,,,,,,Armavir › Echmiadzin,"$135,000",USD,"Code 17621Not far from the Shoghakat Monastery in Etchmiadzin, at 69 Nalbandian street, a 12 m tuff-lined house with an iron roof is for sale. The location is very suitable for opening a food store, for example, because there is no such store in the entire Nalbandian street. There is a baxi, euro window and door, stretch ceiling in the living room, basement, garden with fruit trees, closed balcony, etc.Translated from Armenian",Dec-12-2022_21-12,,Stove,https://list.am/en/item/15382918,House is Finished,"Electricity, water supply, natural gas, sewerage",Swimming pool
House,Stone,1000 sq.m.,1,4,1,Not available,Not available,No Renovation,130 sq.m.,,,,,,Armavir › Parakar,"$135,000",USD,"Private house for saleArmavir, Parakar• 4 rooms• 1000/130 square meters area• 1st floor_• unfinished• Fenced• Parking• gardenCode AB407Translated from Armenian",Dec-12-2022_21-12,,,https://list.am/en/item/17567327,,,
House,Stone,600 sq.m.,2,5,1,Not available,Not available,No Renovation,227 sq.m.,,,,,,Armavir › Baghramyan,"$26,000",USD,"Private house for saleArmavir, Baghramyan5 rooms2 storey600/227 square metersgaragelivestock buildinggas, electricity, watersewerwater yardCode VM1014Translated from Armenian",Dec-12-2022_21-12,,,https://list.am/en/item/18461379,,,
House,Stone,500 sq.m.,1,4,1,Not available,Not available,Major Renovation,120 sq.m.,,,,,,Armavir › Armavir,"$55,000",USD,"1-storey, 4-room newly built private house with 500/120 square meters is for saleArmavir, Merdzavan️ RenovatedIt is gasifiedFenceYard:CaveCode VM442Translated from Armenian",Dec-12-2022_21-12,,,https://list.am/en/item/15944686,,,
House,Stone,625 sq.m.,1,4,1,,,Partial Renovation,400 sq.m.,,,,,,Armavir › Parakar,"$130,000",USD,"Gas, water, electricityFenced, with all utilitiesTranslated from Armenian",Dec-12-2022_21-12,,,https://list.am/en/item/16170161,,,
House,Stone,646 sq.m.,1,3,1,,,No Renovation,,,,,,,Armavir › Echmiadzin,"$57,000",USD,"ԿոդT120Վաճառվում է 1հարկանի սեփական տուն Էջմիածնի Վ. Սարգսյան փողոցում։3 սենյակ։Կոմունալ բոլոր հարմարություններ։Ջրհոր։Պտղատու այգի։4 մեքենա տարողությամբ ավտոտնակ։Մեծ նկուղ։Մակերեսը՝Հողամաս-646քմ,Բնակելի-198,5քմ,Թռչնանոց-34,3քմ,2-րդ թռչնանոց-29քմ,սանհանգույց-7,8քմ,Պարիսպ-8,8քմ։Հիանալի կոմերցիոն տարածք է։",Dec-12-2022_21-12,,,https://list.am/en/item/13911613,,,
House,Stone,75 sq.m.,1,2,1,By agreement,Not available,Cosmetic Renovation,710 sq.m.,,,,,,"Isahak Gasparyan street, Parakar","$110,000",USD,"A detached house with an area of 75 square meters is for sale in Parakar, on Yerevan-Echmiadzin highway, 1st line, the plot has a two-way frontage: 15 meters from the main road, 25.6 meters from the secondary road. The detached house is cosmetically renovated, has gas, water, electricity, sewerage. Both for business activity and for residential useTranslated from Armenian",Dec-12-2022_21-12,,,https://list.am/en/item/14662097,,,
House,Stone,330 sq.m.,2,5,3+,By agreement,3 or more spots,Major Renovation,610 sq.m.,,,,,,"Մերձավանի խճուղի, Փարաքար","$180,000",USD,"A 330 square meter newly built two-storey detached house is for sale in Tairov, in the newly built Narekatsu district, the detached house is completely renovated, has a heating system, a large open and closed balcony, a basement under the whole house, a 60 square meter garage, a 250 square meter greenhouse with all its accessories is available on the land. The house is sold with all the property and equipment.Translated from Armenian",Dec-12-2022_21-12,,,https://list.am/en/item/18323932,,,
House,Stone,905 sq.m.,2,5,2,Not available,3 or more spots,No Renovation,700 sq.m.,,,,,,"Admiral Isakov Avenue, Tairov","$105,000",USD,"495 sq. M. Capital two-storey private house is for sale in Tairov, very close to the main road, the building is in a semi-finished condition, 110 sq. M. Basement, height 3 meters, orchard, with all communal facilitiesTranslated from Armenian",Dec-12-2022_21-12,,,https://list.am/en/item/17448049,,,
House,Stone,1300 sq.m.,2,4,1,Available,3 or more spots,Partial Renovation,240 sq.m.,,,,,,Armavir › Armavir,"$38,000",USD,"The house is in normal condition, permanent water, gas, electricity, windows are euro. 50 km from Yerevan. Distance. Գ. Getashen.Translated from Armenian",Dec-12-2022_21-12,,,https://list.am/en/item/17603885,,,
House,Stone,780 sq.m.,1,4,1,,,No Renovation,780 sq.m.,,,,,,Armavir › Echmiadzin,"$16,000",USD,"A one stored house is for sale in Arshaluys village, Etchmiadzin. Roof monolithic house area 90 m Possibly closed versionTranslated from Armenian",Dec-12-2022_21-12,,,https://list.am/en/item/17352925,,,
House,Stone,583 sq.m.,2,4,2,Available,2 spots,Euro Renovation,380 sq.m.,,,,,,"Mayisyan street, Parakar","$115,000",USD,"Urgently 2-storey house for sale, 4 rooms on the second floor, 202 sq. M. In Parakar. The house is renovated, the entrance door is iron, the windows are euro, the floor is tiled, laminate, the bathroom is tiled. It has a hanging balcony, security system, storage room, dressing room, kitchen furniture, built-in closet, heating system, constant water and gas. The house is sold with furniture and appliances.Translated from Armenian",Dec-12-2022_21-12,,,https://list.am/en/item/17687368,,"Electricity, water supply, natural gas, sewerage",
House,Stone,720 sq.m.,1,3,1,Not available,1 spot,Major Renovation,140 sq.m.,,,,,,Armavir › Echmiadzin,"$200,000",USD,"The house is located in Etchmiadzin, it is capitally renovated, Euro-renovated, the renovation process is underway, the bathroom and the kitchen is tiled, the rooms are parquet, it has all the communal facilities, it has air conditioner, heating system, basement, well, three-phase electricity, 2 cars sq. M additional building, roof masard, water is permanent, the whole area is fenced, the price includes the construction between the completion.Translated from Armenian",Dec-12-2022_21-12,,,https://list.am/en/item/17571950,,,
House,Stone,313 sq.m.,1,3,1,,,No Renovation,86 sq.m.,,,,,,Armavir › Echmiadzin,"$45,000",USD,"The house is located in Etchmiadzin, the total area of the house is 313 square meters, the living area is 86 square meters, it has all utilities, the roof is concrete, it has a well, three-phase electricity, an open balcony.Translated from Armenian",Dec-12-2022_21-12,,,https://list.am/en/item/18030130,,,
House,Stone,405 sq.m.,1,3,1,,,Major Renovation,139 sq.m.,,,,,,Armavir › Echmiadzin,"$105,000",USD,"The house is located in Aram Manukyan, the total area is 405 square meters, the living area is 138.4 square meters, the facade is 12m, the depth is 33m, it has all the utilities, it is fully renovated, it has a heating system, air conditioning, a 17 square meter basement, the whole area is fenced, the property is for sale. Together with:Translated from Armenian",Dec-12-2022_21-12,,,https://list.am/en/item/18264984,,,
House,Stone,190 sq.m.,2,6,1,By agreement,3 or more spots,Old Renovation,740 sq.m.,,,,,,Armavir › Parakar,"$153,000",USD,"Code ART1081A 2-storey private house for sale in Tairov. The total area is 190 square meters. And the land area is 740 square meters. The house is partially renovated. Euro windows, heating system are installed. There are fruit trees in the yard. It has all the utilities. There is also an area that can be used as a workshop.Code ART-1081Translated from Armenian",Dec-12-2022_21-12,,,https://list.am/en/item/17561987,,,
House,Stone,123 sq.m.,2,4,2,Available,2 spots,Euro Renovation,210 sq.m.,,,,,,Armavir › Parakar,"$110,000",USD,"New and uninhabited House (Duplex) available for Sale in Tairov-Orbelu Street, Parakar:* 9 kilometers away from Republic Square.* Close to bus stops and shops.* Close to the Furniture market.* Total area: 210 square meters.* House area: 123 square meters.* 2 bedrooms + 1 living room.* 2 bathrooms.* Balcony available.* Electricity, gas, and water are available.Note 1: Everything you see in the house is brand new and was never used.Note 2: Front part of the house can be used for gardening, and the backyard can be used for a BBQ/ storage area.Կոդ 906606",Dec-12-2022_21-12,,"Fridge, stove, washing machine",https://list.am/en/item/18218881,,"Electricity, water supply, natural gas",
House,Stone,85 sq.m.,1,4,1,By agreement,Not available,Partial Renovation,,,,,,,"Մովսես Խորենացի փողոց, Վաղարշապատ","20,000,000 ֏",AMD,"I offer an apartment in Etchmiadzin 85 sq. M. Light water. Gas supply, Partially renovated, on the 1st floor of a 4-storey building, entrance from behind. Has a yard of 60 sq. M. Basement. 3 bedrooms. 1 living room. Kitchen. BathroomTranslated from Armenian",Dec-12-2022_21-12,,,https://list.am/en/item/13993494,,,
House,Stone,1000 sq.m.,2,8+,3+,Available,1 spot,Major Renovation,1000 sq.m.,,,,,,"Erevanyan street, Parakar","$175,000",USD,"Luxurious two-storey private house with all its amenities is for sale, it has 3 bathrooms, 6 bedrooms, you can heat and cool the house with a central air conditioner, the internal installations of which are done on the spot (negotiable)Translated from Armenian",Dec-12-2022_21-12,,,https://list.am/en/item/15040488,,,
House,Stone,415 sq.m.,1,4,1,,,Cosmetic Renovation,,,,,,,"Baghramyan street, Vagharshapat","$200,000",USD,"Urgently selling a house in the busiest street of Etchmiadzin.In front of Alina supermarket.The front part is 14 meters, which is suitable for opening a large business.Price NegotiableFor other questions, call the indicated number(viber, WhatsApp) is with the same numberTranslated from Armenian",Dec-12-2022_21-12,,,https://list.am/en/item/18234957,,,
House,Stone,220 sq.m.,2,4,2,Available,2 spots,Partial Renovation,,,,,,,Armavir › Armavir,"$90,000",USD,A two-story private house is for sale or rent in the city of Armavir. Call for details.Translated from Armenian,Dec-12-2022_21-12,,,https://list.am/en/item/18074561,,,
House,Stone,300 sq.m.,1,5,1,,,Partial Renovation,2800 sq.m.,,,,,,Armavir › Alashkert,"$51,000",USD,"Private house for sale in Alashkert village, Armavir region (has gas supply, drinking water, irrigation water (total area is 3200 square meters (has a vineyard developed (privatized), has a garage), basement in the whole house (very urgent)Translated from Armenian",Dec-12-2022_21-12,,,https://list.am/en/item/17932463,,,
House,Stone,290 sq.m.,2,5,2,Not available,2 spots,No Renovation,450 sq.m.,,,,,,Armavir › Parakar,"$167,000",USD,"Newly built, uninhabited private house for sale in Parakar. There is a swimming pool, a laundry room, a chat room, a beautiful garden. The house is located very close to the Yerevan-Echmiadzin highway.Translated from Armenian",Dec-12-2022_21-12,,,https://list.am/en/item/17876626,,,
House,Stone,104 sq.m.,1,4,1,Not available,1 spot,Old Renovation,600 sq.m.,,,,,,Armavir › Armavir,"$25,000",USD,"Address: Armavir city, East street, 5th house, former 32nd street)The house has utilities, is livable, but needs renovationthe plot is fenced on all sidesHas a garageFor more information callTranslated from Armenian",Dec-12-2022_21-12,,,https://list.am/en/item/17683471,,,
House,Stone,120 sq.m.,1,4,1,Not available,1 spot,No Renovation,405 sq.m.,,,,,,Armavir › Echmiadzin,"$38,500",USD,"Urgent sale of semi-constructed land in Ara Manukyan district. The walls of the first floor are placed on both sides, one side is fenced. It has a well. There is no problem with paperwork. There is a house project (for a two-story house) if you want. The building permit is ready. Residential district, there is a gas water line in the district. There is a house. Real buyers. NegotiableTranslated from Armenian",Dec-12-2022_21-12,,,https://list.am/en/item/16471382,,,
House,Stone,100 sq.m.,1,2,1,Not available,Not available,Major Renovation,50 sq.m.,,,,,,Armavir › Merdzavan,"$45,000",USD,"For sale 2 2-room 1-storey house with an area of 100/50 square meters is for rentArmavir, MerdzavanRenovatedGas water1 lineIt could serve as a business areain front of the supermarket.The sale price is $ 45,000rent 120,000 dramsCode BB570Translated from Armenian",Dec-12-2022_21-12,,,https://list.am/en/item/16574160,,,
House,Stone,460 sq.m.,2,6,1,Not available,Not available,No Renovation,217 sq.m.,,,,,,Armavir › Armavir,"$60,000",USD,"2-storey, 6-room house for saleArmavir, Zvartnots village260/217 square metershas all the utilitiesgas, electricity, water, seweragethere is a need for partial repairCode VM752Translated from Armenian",Dec-12-2022_21-12,,,https://list.am/en/item/17220143,,,
House,Stone,600 sq.m.,2,6,2,Not available,Not available,Major Renovation,185 sq.m.,,,,,,Armavir › Parakar,"$125,000",USD,"Private house for saleArmavir region, Parakar• 600/185 square meters• 6 rooms• 2 floors / new building /_•renovated• gasified• 2 bathrooms• Large basement - 25 square meters• Parking• Large yardCode VM750Translated from Armenian",Dec-12-2022_21-12,,,https://list.am/en/item/17208935,,,
House,Stone,1100 sq.m.,1,5,1,Not available,2 spots,Old Renovation,900 sq.m.,,,,,,"Գրիգոր Նարեկացու փողոց 40, Վաղարշապատ","$73,000",USD,"AS000:K. A 4-5 room private house is for sale on Narekatsi Street in Etchmiadzin. The total area is 1100 square meters, of which 200 square meters are residential, and the front part of the house is 17 square meters. The house has 3 bedrooms, 1 hall, 1 living room. The cost is $73,000.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Dec-12-2022_21-12,,,https://list.am/en/item/18615455,,,
House,Stone,538 sq.m.,1,3,1,,,No Renovation,382 sq.m.,,,,,,"Shahumyan street, Vagharshapat","26,000,000 ֏",AMD,"A private house is for sale in the heart of Etchmiadzin, in the neighborhood of the Mother Chair, on Shahumyan Street.The house has an advantage, in addition to the main entrance, there is also an entrance from the back where you can park a car and a large boiler room with a toaster in it, which can be used for business.There is a well and a large pool in the yard of the house, it is gasified.For additional questions, pictures and a visit, you can call the indicated number.Translated from Armenian",Dec-12-2022_21-12,,,https://list.am/en/item/18293799,,,
House,Stone,180 sq.m.,1,3,1,Available,1 spot,Partial Renovation,1000 sq.m.,,,,,,Armavir › Armavir,"$22,000",USD,"The house is located in Khanjyan village, on the 1st floor of a two-story building, is in good condition.Translated from Armenian",Dec-12-2022_21-12,,,https://list.am/en/item/17104452,,,
House,Stone,400 sq.m.,2,6,2,Not available,3 or more spots,Euro Renovation,400 sq.m.,,,,,,Armavir › Echmiadzin,"$100,000",USD,"12728 Էջմիածնում վաճառվում է երկհարկանի կապ եվրո տուն․ Առկա է բաքսի, 2-3 սանհանգույց, չուլան, 2-րդ հարկում մեծ բալկոն, ջրհոր, մեծ դալան, ևլն",Dec-12-2022_21-12,,,https://list.am/en/item/14031226,,"Electricity, water supply, natural gas, sewerage",
House,Stone,1390 sq.m.,1,6,1,By agreement,2 spots,Partial Renovation,421 sq.m.,,,,,,"Էջմիածին փողոց 105, Պտղունք","$88,000",USD,"One-story house on Yerevan-Echmiadzin highway, front line, 21 square meters, possibility for a business structure. It is fenced, has a garage of 35 square meters, has a basement of 60 square meters, there is a cellar and a pantry in the basement, a working greenhouse of 200 square meters with iron glass, natural gas, constant water, fruit trees and a vineyard.Translated from Armenian",Dec-12-2022_21-12,,,https://list.am/en/item/18155051,,,
House,Stone,130 sq.m.,1,6,1,By agreement,3 or more spots,Old Renovation,600 sq.m.,,,,,,Armavir › Echmiadzin,"$150,000",USD,"В центре Эчмиадзина/рядом Сити, рынок, автовокзал, главная церковь/все коммунальные удобства, полностью огороженный участок, большой подвал, балкон, гараж, 2 входа. Фасад 14 метров на центральной улице.",Dec-12-2022_21-12,,,https://list.am/en/item/18327834,,"Electricity, water supply, natural gas, sewerage","Fireplace, barbecue oven, gazebo"
House,Stone,122 sq.m.,2,4,2,Not available,Not available,No Renovation,190 sq.m.,,,,,,"Գևորգ Չաուշի, Փարաքար","$70,000",USD,"Two-story stone house on Gevorg Chaushi street, Parakar, 122 square meters, 2 bathrooms, partial renovationNewly built, modern style house.Quality heat-resistant stone building (tuff)Flat roofFully fencedIron doorEuro windows2 floors4 bedrooms (3 bedrooms, 1 living room)1 kitchen (spacious)2 bathrooms (on the 1st and 2nd floors)Total area: 122 square metersThe area of the land is 190 square metersProvided: Natural gas, water, electricity, sewage.Only 40 m from the main road (Yerevan highway), second lane.A beautiful view of Mount Ararat opens.Price $70,000 (unrepaired)You can see the house in the attached video https://youtube.com/shorts/DnOzKvtVrpMTranslated from Armenian",Dec-12-2022_21-12,,,https://list.am/en/item/16978844,,,
House,Stone,420 sq.m.,2,8+,2,,,Partial Renovation,2500 sq.m.,,,,,,Armavir › Mrgashat,"$80,000",USD,"Private house for sale in 2-storey Hoktemberyan, permanent gas, irrigation water, hot-cold water, three-phase electricity, 25t refrigerator, 6000 sq. M. Privatization, 700 sq. M. Orchard, 400 sq. M., greenhouse, garage, call the number in detailTranslated from Armenian",Dec-12-2022_21-12,,,https://list.am/en/item/16875662,,,
House,Stone,1100 sq.m.,2,4,1,By agreement,Not available,Partial Renovation,1000 sq.m.,,,,,,"Isahak Gasparyan street, Parakar","$215,000",USD,"A 200-square-meter capital private house is for sale in Parakar, on the 1st line of the Yerevan-Echmiadzin main road, 65 meters of frontage from the main road, renovated, clean condition, heating system, basement under the entire building, a separate business area of 100 square meters on the main highway, with all utilities, fully fenced. It is convenient. For any business activity.Translated from Armenian",Dec-12-2022_21-12,,,https://list.am/en/item/14603407,,,
House,Stone,355 sq.m.,3,5,1,By agreement,3 or more spots,Cosmetic Renovation,200 sq.m.,,,,,,"Isahak Gasparyan street, Parakar","$175,000",USD,"A 440 square meter three-storey newly built private house with its existing car service center is for sale in Parakar, 1st lane, on the main road, renovated, Euro windows, heating system, tiled bathroom, large open and closed balcony, basement gym, fully fenced plot, fruit gardenTranslated from Armenian",Dec-12-2022_21-12,,,https://list.am/en/item/18135910,,,
House,Stone,150 sq.m.,2,5,2,Not available,Not available,No Renovation,1200 sq.m.,,,,,,"2-րդ փողոց 11, Հացիկ","$27,000",USD,Semi-built two-story house in Hatsik village of Armavir. It also has a cattle farmTranslated from Armenian,Dec-12-2022_21-12,,,https://list.am/en/item/18417178,,,
House,Stone,318 sq.m.,2,7,2,By agreement,2 spots,Major Renovation,603 sq.m.,,,,,,"Baghramyan Street, Vagharshapat","$150,000",USD,"A two-storey stone house is for sale in Etchmiadzin.On the 1st floor there is 1 spacious corridor, 1 living room, kitchen, 1 bathroom, garage.On the 2nd floor there is 1 living room, 4 bedrooms, 1 bathroom, a spacious balcony.It also has a large basement.There is 0.0603 hectares of landFor details, call the mentioned phone numbers.Translated from Armenian",Dec-12-2022_21-12,,,https://list.am/en/item/17558595,,,
