Type,Floor Area,Furniture,Elevator,Location from the Street,Entrance,Lease Type,Minimum Rental Period,Prepayment,Utility Payments,Address,Price,Currency,Description,Datetime,Parking,Links,Construction Type
Functioning Business,3715 sq.m.,By agreement,Not available,Second Line,Separate from the Street,,,,,"Araratyan street, Yerevan","$1,650,000",USD,"Code T284:Commercial area for sale on Araratyan street. The total area is 3715 square meters, and the building is 3300 square meters. It has two warehouses: 1812 square meters and 1084 square meters, the ceiling height of which is 9 meters, it has 2 elevators. There is a 2-storey office space of 320 square meters. There are 7 study rooms, 2 kitchens, 4 bathrooms, a rest room and a conference room in the office area. In the yard there are fruit trees, a power generator, which is designed to supply electricity to the whole area, as well as a checkpoint of 53 square meters. There are heating and cooling systems, fire and video surveillance systems in the area.Code T-284Translated from Armenian",Dec-12-2022_20-32,,https://list.am/en/item/17069680,Stone
Functioning Business,138 sq.m.,By agreement,Not available,First Line,Separate from the Street,,,,,"Shirak street, Yerevan","$280,000",USD,"T425An existing business is for sale on Shirak street. The total area is 138 square meters. There is three-phase electricity, hot and cold water. It also has a basement. The area is located on the first line.Translated from Armenian",Dec-12-2022_20-32,,https://list.am/en/item/18565414,Stone
Multifunctional Space,330 sq.m.,Not available,Not available,First Line,Common from the Street,,,,,"Artsakh avenue, Yerevan","$260,000",USD,"A two-story commercial space is for sale in Artsakh Avenue, near the railway.The total area is 330 square meters. The area of the first floor is 82 square meters, the second floor is 248 square meters.Located on the first line.The area needs renovation.It has a two-way entrance from the yard and the main street.It is located on the first floor of a five-story stone building.All communications are available.Selling price: 260,000 USDCode: 7070Translated from Armenian",Dec-12-2022_20-32,,https://list.am/en/item/16793290,Stone
Functioning Business,412 sq.m.,Not available,Not available,Second Line,Separate from the Street,,,,,Yerevan › Shengavit,"$350,000",USD,"Code T358:Commercial area is for sale on Mantashyan street. The total area is 412 square meters, and the building area is 185.43 square meters.Code T-358Translated from Armenian",Dec-12-2022_20-32,,https://list.am/en/item/17571958,Stone
Multifunctional Space,94 sq.m.,By agreement,Not available,First Line,Common from the Street,,,,,"Aram Khachatryan street, Yerevan","$94,000",USD,"Արամ Խաչատրյան Փափազյան խաչմերուկ Բնակարան որպես կոմերցյոոն տարածք 3 սենյակ Շատ լուսավոր տարածք Տարածքը հարմարա որպես օֆիս, կլինիկա, սալոն, խոստել:Арам Хачатрян Папазян перекресток Квартира под коммерческое помещение 3 комнаты Очень светлое помещение. Помещение удобно под офис, клиника, салон, хостел.Aram Khachatryan Papazyan crossroad The apartment t for a commercial placemant 3 rooms Very bright placemant. The placemant is convenient for an office, clinic, salon, hostel.Կոդ A4239",Dec-12-2022_20-32,,https://list.am/en/item/17306155,Stone
Multifunctional Space,80 sq.m.,Not available,Not available,First Line,Common from the Street,,,,,"Byron street, Yerevan","$250,000",USD,Բայրոն ստալինկա բնակարան որպես տարածք Ունի առանձին դուռ բացելու հնարավորություն Շենքը 1 գիծ Պատուհանները նայում են փողոց Շատ լուսավոր բնակարան: Բնակարանից բացվումա հիանալի տեսարանБайрон сталинка квартира как помещение Есть возможность открыть отдельную дверь Здание 1 линия Окна смотрят на улицу Очень светлая квартирa С квартиры открывается великолепный видBayron stalinka apartment as a placemant It is possible to open a separate door Building 1 line The windows face the street Very bright apartment The apartment offers a magnificent viewԿոդ B1762,Dec-12-2022_20-32,,https://list.am/en/item/9439335,Stone
Everything Else,76 sq.m.,Not available,Not available,Second Line,Separate from the Courtyard,,,,,"Gusan Sheram Street, Yerevan","$65,000",USD,"Կոդ՝ B-15291Վաճառվում է կոմերցիոն տարածք Գ․ Շերամի փողոցում, 9 հարկանի պանելային շենքի 1-ին հարկում։ Տարածքը կոսմետիկ վերանորոգված է։ Ունի սանհանգույց, նկուղ, բակում ավտոկայանատեղ, եռաֆազ հոսանք, մշտական ջուր։Գործակալության միջնորդավճարը կազմում է 2 %: Ցուցադրությունների համար կնքվում է ցուցադրման պայմանագիր։ Խնդրում ենք Ձեզ մոտ ունենալ անձը հաստատող փաստաթուղթ։A cmmercial area for sale in G. Sheram Street. The area is cosmetically renovated and is located on the ground floor of the 9-storey panel building. The area has a bathroom, a basement, three-phase electricity and is supplied with constant water. There is a parking place in the courtyard.The commission of the Real Estate Agency is 2%. For showing the real estate, a contract is signed. Please have a passport, ID or driving-license with You.",Dec-12-2022_20-32,,https://list.am/en/item/12041107,Panels
Everything Else,27 sq.m.,By agreement,Not available,Second Line,Separate from the Courtyard,,,,,"Raffi street, Yerevan","$45,000",USD,"Կոդ` B-22548Վաճառվում է կոմերցիոն տարածք Րաֆֆու փողոցում։ Տարածքը միջին վերանորոգված է։ Մուտքի դուռը՝ մետաղյա, պատուհանները փայտյա, հատակը՝ պրեսգրանիտ։Գործակալության միջնորդավճարը կազմում է 2 %: Ցուցադրությունների համար կնքվում է ցուցադրման պայմանագիր։ Խնդրում ենք Ձեզ մոտ ունենալ անձը հաստատող փաստաթուղթ։А commercial area for sale in Raffi street. The area is middle renovated. The entrance door is iron-made, the windows are wooden, the floor is covered by solid-granite.The commission of the Real Estate Agency is 2 %. For showing the real estate, a contract is signed. Please have a passport, ID or driving-license with You.",Dec-12-2022_20-32,,https://list.am/en/item/18048161,Stone
Office Space,41 sq.m.,Available,Not available,Second Line,Separate from the Courtyard,,,,,Yerevan › Ajapnyak,"€60,000",EUR,"Կոդ՝ B-19530Վաճառվում է կոմերցիոն տարածք Էստոնական փողոցում։ տարածքը կապիտալ վերանորոգված է։ Մուտքի դուռը՝ երկաթյա, պատուհանները՝ եվրո, հատակը՝ լամինատ, սալիկ։ Ունի սանհանգույց, օդորակիչ, մշտական ջուր։Գործակալության միջնորդավճարը կազմում է 2 %: Ցուցադրությունների համար կնքվում է ցուցադրման պայմանագիր։ Խնդրում ենք Ձեզ մոտ ունենալ անձը հաստատող փաստաթուղթ։A commercial area for sale in Estonakan Street. The area is newly renovated. The entrance door is iron-made, the windows are euro-based, the floor is covered by laminate and is tiled. The area has a bathroom, air-conditioner and is supplied with constant water and gas.The commission of the Real Estate Agency is 2%. For showing the real estate, a contract is signed. Please have a passport, ID or driving-license with You.",Dec-12-2022_20-32,,https://list.am/en/item/14639352,Panels
Industrial and Manufacturing,1360 sq.m.,Available,Not available,First Line,Separate from the Courtyard,,,,,"Shirak street, Yerevan","$1,700,000",USD,"Կոդ` B-19748Վաճառվում է արտադրական տարածք Շիրակի փողոցում: Շինությունների մակերեսը՝ 5500քմ: Մուտքի դուռը՝ երկաթյա, պատուհանները՝ փայտյա: Ունի սանհանգույց, պահակային ծառայություն, վարչական շենք, ավտոտեխսպասարկաման կետ, էլեկտրական ենթակայան, եռաֆազ հոսանք, մշտական գազ և ջուր:Գործակալության միջնորդավճարը կազմում է 2 %: Ցուցադրությունների համար կնքվում է ցուցադրման պայմանագիր։ Խնդրում ենք Ձեզ մոտ ունենալ անձը հաստատող փաստաթուղթ։A production area for sale in Shirak Street. The area of the buildings are 5500sq. M. The entrance door is iron-made, the windows are wooden. The area has а bathroom, security service, administrative building, car service station, electric substation, three-phase electricity and is supplied with constant water and gas.The commission of the Real Estate Agency is 2%. For showing the real estate, a contract is signed. Please have a passport, ID or driving-license with You.",Dec-12-2022_20-32,,https://list.am/en/item/12580131,Stone
Multifunctional Space,109 sq.m.,Not available,Not available,Other,Separate from the Street,,,,,"Karapet Ulnetsi Street, Yerevan","$465,000",USD,"Code T346:Commercial area is for sale on Ulnetsi street. It is located on the 1st floor of a newly built building, occupies an area of 108.5 square meters. The area is in zero condition.Code T-346Translated from Armenian",Dec-12-2022_20-32,,https://list.am/en/item/17419148,Monolith
Retail Space,42 sq.m.,Not available,Not available,Second Line,Separate from the Courtyard,,,,,"Artem Mikoyan street, Yerevan","$50,000",USD,"112 sq / m land, has 42 sq / m building with all communal facilities, has three-phase electricity, sewerage, water, interior works are unfinished, the land is rented, and the building is privatizedCode K1836Translated from Armenian",Dec-12-2022_20-32,,https://list.am/en/item/11964618,Stone
Multifunctional Space,5 sq.m.,By agreement,Not available,First Line,Common from the Courtyard,,,,,Yerevan › Arabkir,"$1,500",USD,MultifunctionalIron boothFor details just callI will not reply to Miley.Translated from Armenian,Dec-12-2022_20-32,,https://list.am/en/item/18517736,Bricks
Multifunctional Space,8600 sq.m.,By agreement,Not available,First Line,Separate from the Street,,,,,Yerevan › Ajapnyak,"$2,200,000",USD,"T255In the Ashtarak alley, near the Red Cross and the former building of the Ministry of Defense, on the 1st line, a universal area is for sale with a total area of 8600 square meters, and the area of the building is 700 square meters and 2500 square meters. The front part: 68 square meters. The area is provided with necessary communications (electricity, water), security system. The area is completely fenced. It is multi-functional and suitable for any activity.Code T-255Translated from Armenian",Dec-12-2022_20-32,,https://list.am/en/item/18431890,Stone
Multifunctional Space,240 sq.m.,Available,Not available,First Line,Separate from the Street,,,,,"Koryun street, Yerevan","$450,000",USD,"Code T366:Commercial area is for sale on Koryun street, on the first line. The total area is 240 square meters. The 1st floor occupies 145 square meters. Has a basement of 95 square meters. The area is fully renovated. Heating system, air conditioner, security system are installed, it has 2 entrances. It consists of 7 halls, 2 of which are big halls, there are 2 bathrooms, a kitchen, a storage area of 4.7 sq. M. And 6 sq. M. Communications are available. Sale with property and equipment. Suitable for any activity.Code T-366Translated from Armenian",Dec-12-2022_20-32,,https://list.am/en/item/17685839,Stone
Multifunctional Space,373 sq.m.,By agreement,Not available,First Line,Separate from the Street,,,,,Yerevan › Ajapnyak,"240,000,000 ֏",AMD,"Suitable for a shop, clinic, food court, restaurant, office...2 entrances, 2 bathrooms, central cooling, heating, ventilation, gas, water, three-phase electricity.Call for details, it is possible to rent for a long time.Translated from Armenian",Dec-12-2022_20-32,,https://list.am/en/item/18549167,Monolith
Office Space,87 sq.m.,Available,Not available,First Line,Separate from the Street,,,,,"Nansen street, Yerevan","$130,000",USD,"Code-13384: Commercial areas are for sale on Nansen street, 2nd (95 sq. M.) and 3rd floors (87 sq. M.) of a new building. The premises are provided with all amenities: Bathroom, kitchen. For sale with property.Translated from Armenian",Dec-12-2022_20-32,,https://list.am/en/item/13291327,Monolith
Functioning Business,73 sq.m.,Available,Available,First Line,Common from the Street,,,,,"Hrachya Kochar Street, Yerevan","$370,000",USD,Commercial space for sale on Hrachya Kochar street.Translated from Armenian,Dec-12-2022_20-32,Outdoor parking,https://list.am/en/item/18588900,Monolith
Industrial and Manufacturing,100 sq.m.,Available,Not available,Second Line,Common from the Street,,,,,"Տիգրան Մեծի պողոտա, Երևան","$130,000",USD,"Working shoe mold (колодка) workshop, with equipment, three-phase power, valid contracts, parking for all types of cars, with all utilities.Translated from Armenian",Dec-12-2022_20-32,Outdoor parking,https://list.am/en/item/18634120,Stone
Industrial and Manufacturing,2300 sq.m.,Not available,Not available,Second Line,Separate from the Courtyard,,,,,Yerevan › Malatia-Sebastia,"$800,000",USD,"--The area is currently a furniture factory--The total area of the workshop is 1300 sq / m, the land is 1000 sq / m--Suitable for any production activity--Code D770:Translated from Armenian",Dec-12-2022_20-32,,https://list.am/en/item/17274867,Stone
Multifunctional Space,125 sq.m.,Not available,Not available,First Line,Separate from the Street,,,,,"Nalbandyan street, Yerevan","$320,000",USD,"Վաճառվում է առևտրային տարածք Նալբանդյան փողոցում, ընդհանուր 125քմ մակերեսով, առաստաղի բարձրությունը 2,8 է։ Վերանորոգված է, ունի 1 նախասրահ, 4 աշխատասենյակ, հյուրասենյակ 36քմ մակերեսով, հանգստյան սենյակ, սալիկապատ սանհանգույց և խոհանոց։ Հարմար է ցանկացած գործունեության համար։Կոդ 2-91326",Dec-12-2022_20-32,,https://list.am/en/item/16954632,Stone
Office Space,50 sq.m.,Not available,Not available,Second Line,Separate from the Courtyard,,,,,"Komitas Avenue, Yerevan","$38,000",USD,"One-bedroom space, 8 steps down, bathroom, 2 halls, renovated, in Komitas market, under building 51/3, as an office. 4s for rent in Avan, AMD 400,000.Translated from Armenian",Dec-12-2022_20-32,,https://list.am/en/item/13870922,Stone
Retail Space,33 sq.m.,By agreement,Not available,First Line,Separate from the Street,,,,,"Byron street 4, Yerevan","$115,000",USD,Փոքր կենտրոնում՝ օպերային հարակից վաճառվում է կիսանկուղային առևտրային տարածք (0 ական հարթությունից 4 աստիճան է ցածր) : Կոմունալ հարմարությունները առկա են: Տեղադրված են շերտավարագույրներ և կոնդիցիոներ:Տարածքում մոտ 15 տարի շարունակ գործել է ՓԱԲ:Մանրամասների համար զանգահարել նշված համարով:,Dec-12-2022_20-32,,https://list.am/en/item/15643395,Stone
Retail Space,307 sq.m.,,,,,,,,,"Gai avenue, Yerevan","$265,000",USD,"Address: Guy Avenue 1/134 building. The whole surface is on one plane. First floor. It operated as a Shoe House, a supermarket.It is suitable as an office, clinic, brand store and other activities. Now it is for rent.Translated from Armenian",Dec-12-2022_20-32,,https://list.am/en/item/17778109,Panels
Retail Space,120 sq.m.,Available,Not available,Second Line,Common from the Street,,,,,"Kasyan street, Yerevan","$95,000",USD,"Շուկայականից ցածր գնով...Ընդհանուր 120 քմ...Ավտոտնակով...Առանց սարքավորումների2 հարկանի, կոմունալ հարմարություններով...Սեփականության վկայականներով...Հնարավոր է նաև 1 հարկի վաճառք, առանց ավտոտնակի...Ընտիր հարմարություններով, կարգին թաղամասում...Ունի սեփականությունը մեծացնելու և ընդլայնելու հնարավորություններ...Էլիտառ շենքի հարմարությունով...Բոլոր կոմունիկացիաները գտնվում են շրջակայքում...Շատ շտապ է, դրա համար էժան է...Գինը վերջնական...Զանգեն ռեալ գնորդները...По более низкой цене...Всего 120 квадратных метров...С гаражом...Без оборудования2-х этажный, с удобствами...С свидетельством о собственности...С избранными удобствами, в приличном районе...Имеет возможность увеличения и расширения собственности...С удобствами элитного дома...Это очень срочно, поэтому дешево...Также возможна продажа 1 этажа без гаража...Цена окончательная...Все коммуникации в шаговой доступности...Обзвон реальных покупателей...Translated from Armenian",Dec-12-2022_20-32,Garage,https://list.am/en/item/14095179,Stone
Multifunctional Space,270 sq.m.,,,,,,,,,"Արշակունյաց պողոտա, Yerevan","$35,000",USD,"Semi-detached apartment, located near Hayrenik cinema building, suitable for storage or productionTranslated from Armenian",Dec-12-2022_20-32,,https://list.am/en/item/18148249,Monolith
Everything Else,24 sq.m.,Not available,Not available,Other,Common from the Street,,,,,Yerevan › Avan,"$2,600",USD,"Domik cottage (domik) tnak3 m. Width, 8.6 m. Length:It is in very good conditionTranslated from Armenian",Dec-12-2022_20-32,,https://list.am/en/item/17684124,Cassette
Office Space,17 sq.m.,Available,Available,First Line,Common from the Courtyard,,,,,"Nairi Zaryan street, Yerevan","15,000,000 ֏",AMD,"Public space for sale in Arabkir administrative district. 2 rooms N. Zaryan address, 1st floor of Radio Aurora building. The area has been renovated and the electric wires have been changed. Electricity meter and water meter separately. It has a spare part under the staircase. It is sold together with furniture. Call Viber or WhatsAppTranslated from Armenian",Dec-12-2022_20-32,,https://list.am/en/item/17277867,Monolith
Multifunctional Space,80 sq.m.,Not available,Not available,First Line,Separate from the Street,,,,,Yerevan › Arabkir,"$165,000",USD,"Renovated commercial area is for sale on Kiyan street, on the 1st and 2nd floors of a stone building. The total area is 80 square meters, 40 square meters on each floor. It has one stained glass door from the street and the second one from the yard of the building, one window on the second floor facing the street. It is suitable for different activities.Translated from Armenian",Dec-12-2022_20-32,,https://list.am/en/item/15438858,Stone
Retail Space,117 sq.m.,Not available,Not available,Second Line,Separate from the Courtyard,,,,,Yerevan › Kanaker-Zeytun,"$65,000",USD,"An existing commercial space for sale in Zeytun, it has two entrances, two windows, two halls/one for storage/, there are 2 bathrooms. It is suitable for any activity.Translated from Armenian",Dec-12-2022_20-32,,https://list.am/en/item/18145131,Stone
Multifunctional Space,9000 sq.m.,Not available,Available,Other,Common from the Street,,,,,Yerevan › Shengavit,$120,USD,"In Shengavit community, next to Garegin Nzhdehi Square, MULTIFUNCTIONAL areas for sale: Warehouse, production, separate administrative building, land, which is also suitable for building a block of apartment buildings. The total area of the land is 30,000 square meters (3ha)Selling price: 120 USDCode: AH-K289Translated from Armenian",Dec-12-2022_20-32,,https://list.am/en/item/15118986,Monolith
Retail Space,620 sq.m.,Available,Not available,First Line,Common from the Street,,,,,Yerevan › Kentron,"$800,000",USD,"Համայնք ՝ ԿենտրոնՓողոց՝ ՉարենցՇինության տիպը՝ մոնոլիտՎիճակ ՝ վերանորոգվածՄակերես`620քմԿոմերցիոն տարածքը բաղկացած է ՝•Նկուղային հարկից, որը ծառայում է որպես պահեստային տարածք•Առաջին հարկը օգտագործվում է որպես ավտոտեխսպասարկման կայան (կարող են սպասարկվել միաժամանակ 3 ավտոմեքենա), ինչպես նաև անվադողերի վաճառքի սրահ:· Վաճառասրահին կից տեղակայված է երկրորդ հարկում գործող 4ROOM հյուրանոցային համալիրի ընդունելության սրահը:· Երկրորդ հարկի հյուրանոցային համալիրը ունի նախաճաշի համար նախատեսված սրահ, նախասրահ, 4 ննջասենյակ իր սանհանգույցներով և կաթսայատուն:· Երրորդ հարկի բնակարանը ունի առանձին մուտք, պատշգամբ, նախասրահ, հյուրասենյակ, 3 ննջասենյակ, խոհանոց, 2 սանհանգույց: Բնակարանը կարող է օգտագործվել որպես հյուրատուն:Վաճառվում է գույքի և տեխնիկայի հետ միասին:Առաստաղի բարձրություն՝3մՊարկինգ բացօթյաԱնհատական ջեռուցման համակարգՏարածքը տրված է վարձով շահավետ պայմաններով:Գին ՝ 800.000$Կոդ` AH-K16",Dec-12-2022_20-32,,https://list.am/en/item/15114789,Monolith
Retail Space,53 sq.m.,Not available,Not available,Second Line,Separate from the Courtyard,,,,,"Arno Babajanian street, Yerevan","$52,000",USD,"Code-15011. Commercial space for sale in Malatya Sebastia. Worked as a grocer. Can serve as a shop, office, pharmacy.Translated from Armenian",Dec-12-2022_20-32,,https://list.am/en/item/18376932,Stone
Retail Space,325 sq.m.,Available,Not available,First Line,Separate from the Street,,,,,"Ohanov street, Yerevan","$1,625,000",USD,"Code 15045. Commercial space for sale in Malatia Sebastia community. The total surface area of the area is 325 square meters, of which 65 square meters is a functioning barber shop, 180 square meters is a clothing store, and 80 square meters is voluntary space (with a red line)Translated from Armenian",Dec-12-2022_20-32,,https://list.am/en/item/18412828,Stone
Multifunctional Space,198 sq.m.,Not available,Not available,First Line,Separate from the Street,,,,,"Tumanyan street, Yerevan","$1,500,000",USD,"Code 1117:A multifunctional area is for sale on Tumanyan street, on the 1st lineThe area occupies 2 dimensionsh-500 cm, zero entrance, 10 m front2 bathrooms5.5 m and 2 m glass showcasesHeating System3 entrances, 2 of which are front, partial sale is possiblepossibility of ventilation systemTranslated from Armenian",Dec-12-2022_20-32,,https://list.am/en/item/16867988,Stone
Office Space,300 sq.m.,Not available,Not available,First Line,Separate from the Street,,,,,"Byron street, Yerevan","$1,000,000",USD,"Commercial area for sale in the center of Yerevan near the opera house. It is convenient to move to the dental clinic, medical center, office, etc. It is also possible to build an apartment building on the area. $ 5500 for long-term rentTranslated from Armenian",Dec-12-2022_20-32,,https://list.am/en/item/12730098,Monolith
Office Space,48 sq.m.,Available,Not available,First Line,Separate from the Courtyard,,,,,"Կարապետ Ուլնեցու փողոց, Երևան","$55,000",USD,* 1 line* equal to the ground is not low* separate entry* 2 rooms* renovated* Euro windows* iron door* video surveillance system* individual heating* studio kitchen* Fully renovated bathroom* basement 10 m02.012.2021Code qz1 57aTranslated from Armenian,Dec-12-2022_20-32,,https://list.am/en/item/14998492,Stone
Multifunctional Space,45 sq.m.,Available,Not available,Other,Separate from the Courtyard,,,,,Yerevan › Kanaker-Zeytun,"$42,000",USD,"50 square meters multifunctional commercial area is for sale in Zeytun. Stone building windows, European production, bathroom and floor are tiled, three-phase electricity, constant hot-cold water, security system, there is a small spare part, please call for other details. NEGOTIABLE NEGOTIABLE NEGOTIABLE.Translated from Armenian",Dec-12-2022_20-32,,https://list.am/en/item/16781786,Stone
Retail Space,105 sq.m.,,,,,,,,,"Jughayi street, Yerevan","$250,000",USD,"Commercial space for saleTotal 210The first floor is 105 square meters.The second one is 105 square meters.Three-phase currentSuitable for shopIt is also possible to rentIn case of questions, call the indicated numbersCode SS1273Translated from Armenian",Dec-12-2022_20-32,,https://list.am/en/item/18320696,Stone
Functioning Business,16 sq.m.,,,,,,,,,Yerevan › Nor Nork,"$24,000",USD,Urgent sale!Commercial spaceIn Nor Norkoperating business.Code AA1065Translated from Armenian,Dec-12-2022_20-32,,https://list.am/en/item/18180008,Stone
Multifunctional Space,383 sq.m.,Available,Not available,First Line,Separate from the Street,,,,,"Qeri street, Yerevan","$530,000",USD,"273 sq. M. Land, 383 sq. M. Building 2 floors and residential attic, in Blur district, on uncle street, there was a hostel for 45 people, a kindergarten, suitable for any business or for rent, it is a multifunctional building. For details, call AGENCY.Translated from Armenian",Dec-12-2022_20-32,,https://list.am/en/item/13993889,Stone
Multifunctional Space,275 sq.m.,Available,Not available,First Line,Separate from the Street,,,,,"Kievyan street, Yerevan","$700,000",USD,"Kievyan St. , 1st line, 275 square meter commercial building, 2 floors, 5 bathrooms, 7 air conditioners, three-phase electricity, leased to 5 different organizations for 1,600,000 AMD, completely renovated. For details, call the AGENCY.Translated from Armenian",Dec-12-2022_20-32,,https://list.am/en/item/17254743,Stone
Retail Space,282 sq.m.,Not available,Not available,First Line,Separate from the Street,,,,,"Arno Babajanian street, Yerevan","$350,000",USD,"282 sq. M. Building, has free land, 3 entrances, commercial significance, basement and 2 floors, 1st line on Babajanyan street. For details you can call the mentioned numbers.Translated from Armenian",Dec-12-2022_20-32,,https://list.am/en/item/15978755,Stone
Industrial and Manufacturing,3000 sq.m.,By agreement,Not available,First Line,Common from the Courtyard,,,,,"10-րդ փողոց 1, Նոր Խարբերդ","$800,000",USD,"Production area, workshop, land, dryhouse, greenhouse, land. It is completely fenced, there is constant water, large workshops, shelters, 600 kilowatts of single-phase current, the irrigation water channel passes directly under it. It is 3 hectares, the whole area is fenced, there are 3000 square meters of buildings. The buildings were built in 2015Translated from Armenian",Dec-12-2022_20-32,,https://list.am/en/item/18060923,Stone
Multifunctional Space,31 sq.m.,Not available,Not available,First Line,Separate from the Street,,,,,"Arshakuniats Avenue, Yerevan","$220,000",USD,"A multifunctional property is FOR SALE on Arshakunyats avenueNear the circusThe area is first lineEntry is nullThe total area is 31 square metersSelling price $220,000For details, call the indicated numbers.Translated from Armenian",Dec-12-2022_20-32,,https://list.am/en/item/17626595,Stone
Multifunctional Space,628 sq.m.,By agreement,Not available,First Line,Separate from the Street,,,,,"Sayat Nova avenue, Yerevan","$1,500,000",USD,"A multifunctional property is FOR SALE on Sayat-Nova AvenueThe first line is the territoryWith zero inputsIt also has a basementTarak is divided into 4 separate areasThe total area is 628.6 square metersSale price $1,500,000The area is suitable for a restaurant, cafe, shops, various offices, beauty salon and other activitiesFor details, call the indicated numbersTranslated from Armenian",Dec-12-2022_20-32,,https://list.am/en/item/17593389,Stone
Multifunctional Space,33 sq.m.,Not available,Not available,First Line,Common from the Street,,,,,"Zoravar Andranik street, Yerevan","$35,000",USD,"Commercial area for saleMalatia-Sebastia, Andranik street33 square meters1 storeyCode MG874Translated from Armenian",Dec-12-2022_20-32,,https://list.am/en/item/17909404,Stone
Retail Space,111 sq.m.,Not available,Not available,First Line,Common from the Street,,,,,"Zoravar Andranik street, Yerevan","$250,000",USD,"Code-VD171Commercial space for saleMalatia Sebastia, Andranik street, B2 district• 111 square meters area•16/1st floor/panel/_• has been completely renovated•suitable for any activity• next to the supermarketTranslated from Armenian",Dec-12-2022_20-32,,https://list.am/en/item/18168338,Panels
Retail Space,160 sq.m.,Not available,Not available,First Line,Common from the Street,,,,,Yerevan › Nor Nork,"$250,000",USD,"Commercial area of 160 square meters is for saleNor Nork, Lvovyan streetcapitally renovatedThe bathroom is tiledRolling windows️1st lineCode SG325Translated from Armenian",Dec-12-2022_20-32,,https://list.am/en/item/16110360,Stone
Retail Space,125 sq.m.,Not available,Not available,First Line,Common from the Street,,,,,"Halabyan Street, Yerevan","$200,000",USD,"Ajapnyak, Halabyan streetcommercial: 125 square meters4/1st floorrenovatedfurnishedCode BB120Translated from Armenian",Dec-12-2022_20-32,,https://list.am/en/item/17015978,Stone
Retail Space,159 sq.m.,By agreement,Not available,First Line,Separate from the Street,,,,,"Vardanants Street, Yerevan","$450,000",USD,"A commercial area is for sale on Vardanants streetNear Khanjyan crossroadsThe area is the first lineAdmission is zeroHas wide and high stained glass windowsIt consists of the first basement floorsTotal 159 square metersThe sale price is $ 450,000For more details տարբեր please callTranslated from Armenian",Dec-12-2022_20-32,,https://list.am/en/item/17970986,Stone
Functioning Business,90 sq.m.,Available,Not available,First Line,Common from the Street,,,,,"Tigran Mets Avenue, Yerevan","$150,000",USD,"Commercial space for saleCenter, Tigran Mets Ave• 90 square meters area•14/1st floor/monolithic/_•thoroughly reconstructed• air conditioner•property/equipment• the bathroom is tiled• basementCode AK34Translated from Armenian",Dec-12-2022_20-32,,https://list.am/en/item/18472447,Monolith
Functioning Business,83 sq.m.,Not available,Not available,First Line,Common from the Street,,,,,"Zakian street, Yerevan","$113,000",USD,"Commercial space for rentCenter, Zakyan street• 83 square meters area•5/1st floor/stone/_• old repair• the bathroom is tiledCode AK33Translated from Armenian",Dec-12-2022_20-32,,https://list.am/en/item/18466009,Stone
Multifunctional Space,44 sq.m.,Available,Not available,First Line,Common from the Street,,,,,"Arno Babajanian street, Yerevan","$50,000",USD,"An area of public importance is for saleMalatia Sebastia, Babajanyan streetArea of 44 square meterseuro windowsheatingThe bathroom is tiledcurrently serves as an apartmentCode MG831Translated from Armenian",Dec-12-2022_20-32,,https://list.am/en/item/17824221,Stone
Retail Space,120 sq.m.,Not available,Not available,First Line,Common from the Street,,,,,"Tichina street, Yerevan","$100,000",USD,"Malatia-Sebastia, Tichina street120 sq. M., 16/1 floorwith food and property - $ 150,000communications are availableCode AB359Translated from Armenian",Dec-12-2022_20-32,,https://list.am/en/item/17076366,Panels
Retail Space,483 sq.m.,Available,Not available,First Line,Common from the Street,,,,,Yerevan › Erebuni,"$650,000",USD,"-----The area has 2 floors-----On the first floor there is a shop and car service points, on the second floor there is an office-----The total area is 480 sq/m-----Code D893Translated from Armenian",Dec-12-2022_20-32,,https://list.am/en/item/18532877,Stone
Retail Space,190 sq.m.,Not available,Not available,First Line,Separate from the Street,,,,,Yerevan › Kentron,"$690,000",USD,"----Ընդհանուր մակերեսը կազմում է 190ք/մ----Ունի 2 հարկ, 1ին հարկը կիսանկուղ----Հարմար է ցանկացած գործունեության համար----Կոդ D93",Dec-12-2022_20-32,,https://list.am/en/item/14087534,Stone
Retail Space,40 sq.m.,Not available,Not available,First Line,Common from the Street,,,,,"Zoravar Andranik street, Yerevan","$80,000",USD,"Code-VD147Commercial space for saleMalatia-Sebastia, Andranik str. /near the roundabout/• 40 square meters•3/1st floor/monolithic/_•thoroughly reconstructed• 1st lineTranslated from Armenian",Dec-12-2022_20-32,,https://list.am/en/item/18099869,Monolith
Functioning Business,300 sq.m.,Not available,Not available,First Line,Common from the Street,,,,,Yerevan › Malatia-Sebastia,"$100,000",USD,"300 square meter business for sale (wash yourself)Malatia-Sebastia, Sheram street️ 2nd floor construction permit️1st lineCode BB392Translated from Armenian",Dec-12-2022_20-32,,https://list.am/en/item/16212238,Stone
Multifunctional Space,130 sq.m.,Not available,Not available,First Line,Common from the Street,,,,,"Zoravar Andranik street, Yerevan","$38,000",USD,"Commercial space for saleMalatra Sebastia, Andranik streetwith an area of 130 square meters2.5 m. Ceiling heightsemi-basementhas all utilitiesCode VD185Translated from Armenian",Dec-12-2022_20-32,,https://list.am/en/item/18238856,Stone
