Construction Type,New Construction,Elevator,Floors in the Building,The House Has,Parking,Floor Area,Number of Rooms,Number of Bathrooms,Ceiling Height,Floor,Balcony,Furniture,Renovation,Window Views,Address,Price,Currency,Description,Datetime,Type,Garage,Number of Guests,Children Are Welcome,Pets Allowed,Utility Payments,Prepayment,Appliances,Links,Amenities
Stone,No,Not available,4,,,50 sq.m.,3,1,from 2.7 m,1,Closed balcony,Available,Euro Renovation,,"Myasnikyan St, Dilijan","10,000 ֏ daily",AMD,"The apartment is fully renovated, has all the communal facilities, is furnished with new, comfortable furniture, a beautiful view of the deer opens from the window, has constant hot and cold water. The apartment is located near the deer. There is a children's playground in the area, it is close to the supermarket. It is also for long-term rent. It is intended for 3-4 people. The cost of 1 day is 10000 AMD, in case of 3 or more days there is a discount.Translated from Armenian",Dec-12-2022_23-08,,,6,Yes,No,Included,Without prepayment,,https://list.am/en/item/14784430,
Stone,No,Not available,5,,,55 sq.m.,2,1,from 2.7 m,1,Open balcony,Available,Designer Renovation,,Tavush › Dilijan,"5,000 ֏ daily",AMD,"An apartment for daily rent in Dilijan (Eghevni Park), newly renovated, with all utilities, for 4 + 1 persons. The apartment has all necessary facilities: Furniture, appliances, dishes, Wi-Fi. Located on the central street. It is like your own house, it has 2 entrances and a yard, as well as the possibility to park the car in the yard of the apartment. The daily rate starts from AMD 5000 per person per day, depending on the number of days and guests. The price for New Year is different.For more information callTranslated from Armenian",Dec-12-2022_23-08,,,2,Yes,No,By Agreement,By Agreement,,https://list.am/en/item/17724128,
Stone,No,Not available,4,,Outdoor parking,29 sq.m.,1,1,from 2.6 m,3,Open balcony,Available,Designer Renovation,Street view,Tavush › Dilijan,"8,000 ֏ daily",AMD,"Newly renovated, clean for daily rentApartments on Shahumyan Street in Dilijan (Yeghniner Street) ; The apartments are provided with new property, new modern appliances, openwith balcony, Apartments are given to families only. The price of 1 day for 1 person is 5000 AMD, it is not given for 1 day, at least 2 days, we work By package (price does not change) or by transfer;Dilijan, dilijanum, Dilijan.Translated from Armenian",Dec-12-2022_23-08,,,2,No,No,Included,Without prepayment,"Fridge, stove, coffee maker, washing machine, water Heater, hair dryer",https://list.am/en/item/11859881,"Television, internet, parking space"
Panels,Yes,Available,8,"Intercom entry, playground",Outdoor parking,66 sq.m.,2,2,from 2.75 m,3,Not available,Available,Major Renovation,Park view,"Getapnya street, Dilijan station","38,000 ֏ daily",AMD,"A beautiful and cozy apartment located in the heart of the city with a mesmerizing view of the Dilijan woods.Very close to all city center spots, especially to Carahunge restaurant (3 min. Walk) and Verev park (5 min. Walk)The apartment is well-equipped with everything you need to make your stay in Dilijan as comfortable as possible. There is a living room, kitchen, bedroom, and 2 bathrooms․The minimum night stays are 2.The price can be changed based on guests quantity and holiday days.Բնակարանում առկա են բոլոր հարմարանքները մնալու համար։Առկա են 2 սանհանգույցՄԵկ բացովի բազմոցմեկ ննջասենյակԲնակարանում ամենաշատը կարող են բնակվել 4 հոգի։Բնակարանը տրվում է ամենաքիչը 2 գիշերով։Նշված գինը մինիմում արժեքն է։ Շաբաթվա օրերի քանակից, ինչպես նաև տոն օրերից հնարավոր է գնային փոփոխություն։Երկարաժամկետ բնակարանը չի տրվում։",Dec-12-2022_23-08,,,4,Yes,No,Included,By Agreement,"Fridge, stove, microwave, coffee maker, washing machine, water Heater, iron, hair dryer",https://list.am/en/item/17837198,"Television, internet"
Stone,No,Not available,4,,,50 sq.m.,2,1,from 2.7 m,3,Open balcony,Available,Cosmetic Renovation,,Tavush › Dilijan,"120,000 ֏ monthly",AMD,2-ух комнатная квартира на улице Шаумян в Дилижане. Постоянная горячая и холодная вода. Для дополнительной информации звоните.,Dec-12-2022_23-08,,,4,Yes,No,Not included,By Agreement,,https://list.am/en/item/17538920,
Stone,Yes,Not available,2,,,28 sq.m.,2,1,from 2.8 m,1,Not available,Available,Major Renovation,,"Abovyan street, Ijevan","5,000 ֏ daily",AMD,"HOUSE FOR RENT - GUEST HOUSE family; also a house for rent with a monthly payment, 10 minutes walk to the university. The rooms of the guest house can accommodate up to 3 people, it is small and cozy, there are 2 single beds. Bed and 1 large sofa in a separate room, there is a refrigerator, a small kitchen, a parking lot in Armenia, a wall-mounted barbecue grill, guests can use free internet connection; I SPECIFICALLY NOTE THAT (FRIEND + FRIEND) WE DO NOT ACCEPT INTO OUR CLOSE FAMILY ENVIRONMENT... THE LIVING IS MONITORED WITH CAMERAS. It is also possible to sell it with a monthly payment on very favorable terms, all utility bills (except for electricity) will be free for the one who stays with the monthly payment, in winter it is heated with BAXI. The house is suitable for up to 1-2-3 persons. 1 day will cost 5,000 dirhams for 1 person. 8,000 AMD for 2 persons, 10,000 AMD for 3 persons. , and in case of renting with a monthly payment, 50,000 AMD. House for rent in Ijevanfor rentOn a daily basisHouseapartmentguest housein IjevanapartmentOn a daily basiswith a monthly feeHouseapartmentin IjevanTranslated from Armenian",Dec-12-2022_23-08,,,5,Yes,No,Included,By Agreement,,https://list.am/en/item/17816877,
Stone,No,Not available,3,,Outdoor parking,25 sq.m.,2,1,from 2.5 m,3,Open balcony,Available,Cosmetic Renovation,City view,"Moldovakan Street, Dilijan","30,000 ֏ daily",AMD,"20,000 drams for 2 personsTranslated from Armenian",Dec-12-2022_23-08,,,5,Yes,Yes,Not included,Without prepayment,"Fridge, stove",https://list.am/en/item/18699378,"Television, internet"
Stone,Yes,Not available,3,,,80 sq.m.,4,1,from 2.8 m,3,Open balcony,Available,Major Renovation,,"Շահումյան փողոց, Դիլիջան","300,000 ֏ monthly",AMD,A 4-room fully renovated apartment with all utilities is for rent on Shahumyan street of Dilijan community.Translated from Armenian,Dec-12-2022_23-08,,,2,No,No,Not included,By Agreement,,https://list.am/en/item/18448562,
Stone,No,Not available,5,,,56 sq.m.,3,1,from 3.5 m,3,Open balcony,Available,Cosmetic Renovation,,"Улица Калинина, Дилижан","20,000 ֏ daily",AMD,"Apartment for rent in Dilijan with all amenities. It is equipped with all necessary conditions for recreation: Wi-Fi, baxi heating system, necessary accessories.The apartment is intended for 3-4 people. In the case of a long term, the price will decrease. 220,000 per month.Translated from Armenian",Dec-12-2022_23-08,,,6,Yes,No,Not included,By Agreement,,https://list.am/en/item/16967206,
Panels,No,Available,9,,,80 sq.m.,3,1,from 2.8 m,5,Not available,Available,Cosmetic Renovation,,"Բլբուլյան փողոց, Իջևան","70,000 ֏ monthly",AMD,"The apartment is in good condition, it is provided with property and equipment. There is a washing machine and a refrigerator.It is located near the last stop of Blbulyan street.Translated from Armenian",Dec-12-2022_23-08,,,5,Yes,No,Not included,By Agreement,,https://list.am/en/item/18608940,Television
Panels,No,Available,9,,,70 sq.m.,3,1,from 2.7 m,8,Not available,Available,Major Renovation,,"Բլբուլյան փողոց, Իջևան","100,000 ֏ monthly",AMD,"An apartment for rent in Ijevan, 2 rooms turned into 3, total area 70 sq. M. M, the apartment is completely renovated, with property, all utilities. The apartment is located in Blbulyan district, next to the 3rd school. The price is 100,000 AMDTranslated from Armenian",Dec-12-2022_23-08,,,5,Yes,No,Not included,By Agreement,,https://list.am/en/item/18651493,
Stone,No,Not available,4,,,70 sq.m.,3,2,from 2.6 m,1,Open balcony,Available,Euro Renovation,,"Улица Анкахутюн 14, Иджеван","10,000 ֏ daily",AMD,"Apartment for daily rent in Azatamut, 1st floor, nearby store, attractions in nearby areas, gas, refrigerator, washing machine, hot water from 6 pm, call for details.Translated from Armenian",Dec-12-2022_23-08,,,5,Yes,No,Not included,Without prepayment,,https://list.am/en/item/17532596,
Stone,No,Not available,3,Playground,Outdoor parking,35 sq.m.,1,1,from 3 m,1,Not available,Available,Cosmetic Renovation,,"Անկախության փողոց 28, Իջևան","100,000 ֏ monthly",AMD,1-room apartment for rent in the center of IjevanThe apartment is furnished with necessary property and equipment for livingConstant hot and cold waterTranslated from Armenian,Dec-12-2022_23-08,,,2,Yes,No,Not included,2 weeks,"Fridge, stove, washing machine, water Heater, iron",https://list.am/en/item/18662407,"Television, internet"
Stone,No,Not available,5,,,60 sq.m.,3,1,from 2.5 m,2,Not available,,Euro Renovation,,Tavush › Dilijan,"300,000 ֏ monthly",AMD,"The apartment has a central heating system, internet, call in case of questions. It is also given on a daily basis.Translated from Armenian",Dec-12-2022_23-08,,,5,Yes,No,By Agreement,1 month,,https://list.am/en/item/18524588,
Stone,No,Not available,5,,,60 sq.m.,2,1,from 2.7 m,1,Open balcony,Available,Major Renovation,,Tavush › Dilijan,"18,000 ֏ daily",AMD,"Բնակարանը կապիտալ նորոգված է բարձրորակ շին. Նյութերով: Տեղադրված է երկաթե դուռ, եվրո պատուհաններ, Ջեռուցվում է գազի կաթսայի միջոցով, ։ Բնակարանն ապահովված է կոմունալ բոլոր հնարավորություններով, Կա կաբելային հեռուստատեսություն, Wi-Fi, սառնարան, անկողնային պարագաներ,Дом расположен на берегу горной реки. Имеет территорию для гостей и автомобильную парковку. Дом в идеальном состоянии, сделан новый ремонт.: Входная дверь металлическая, окна современные пластиковые, отапливается. В квартире есть все необходимые коммунальные услуги Есть. Кабельное ТВ, Wi-Fi, холодильник, постельные принадлежности.",Dec-12-2022_23-08,,,4,Yes,No,By Agreement,1 month,,https://list.am/en/item/17786144,
Stone,No,Not available,5,Playground,Outdoor parking,37 sq.m.,1,1,from 2.5 m,4,Closed balcony,Available,Euro Renovation,"Yard view, city view","Ստեփան Շահումյանի փողոց, Դիլիջան","180,000 ֏ monthly",AMD,Տրվում է վարձով 1 սենյականոց վերանորոգված բնակարան Եղեվնիների փողոցում (Ստեփան Շահումյանի փողոց) :Կոմունալ բոլոր հարմարություններով`•Գազօջախ• Հեռուստացույց• Սառնարան• Ավտոմատ լվացքի մեքենաՄանրամասների համար զանգահարել:Сдается в аренду отремонтированная квартира на улице Сосен (ул. Степана Шаумяна)с красивым видом из окна.В квартире есть все коммунальные удобства:• Газовая плита• Телевизор• Холодильник• Автоматическая стиральная машинаДепозит за 1 месяц.Звоните для более подробной информации:,Dec-12-2022_23-08,,,3,Negotiable,No,Not included,1 month,"Fridge, stove, washing machine, water Heater, iron",https://list.am/en/item/18609189,"Television, internet, parking space"
Stone,No,Not available,5,,,76 sq.m.,3,1,from 2.75 m,5,Closed balcony,Available,Euro Renovation,,"Օրջոնիկիձեյի փողոց 69, Դիլիջան","120,000 ֏ monthly",AMD,"Արևկող բնակարան, կոմունալ բոլոր հարմարություններ, տրվում է երկարաժամկետ վարձակալության:Сдается в аренду 3-комнатная квартира, улица Орджоникидзе, недалеко от центра Дилижана (3-5 минут езди на машине до центра города) Евроремонт, мебель, техника, есть все коммунальные удобства, светлая, солнечная квартира. Сдается долгосрочно.Translated from Armenian",Dec-12-2022_23-08,,,5,Yes,Yes,Not included,2 months,,https://list.am/en/item/18454369,
Stone,No,Not available,2,,,60 sq.m.,2,1,from 2.5 m,1,Open balcony,,Designer Renovation,,Tavush › Dilijan,"10,000 ֏ daily",AMD,"Newly renovated apartments for daily rent on Yeghniner Street, Dilijan, with new furniture and appliances, only for clean-loving families, not for 1 day, starting from 2 days, in case of long-term stay there will be discounts, 5000 AMD per person, also with social package or transfer, I am not an agency, we operate in the tax fieldTranslated from Armenian",Dec-12-2022_23-08,,,2,No,No,Included,By Agreement,,https://list.am/en/item/13311505,
Stone,Yes,Not available,3,"Concierge, playground",Outdoor parking,400 sq.m.,8+,3+,from 3 m,1,Open balcony,Available,Designer Renovation,"Yard view, street view, city view, park view","Օրջոնիկիձեյի փողոց, Դիլիջան","15,000 ֏ daily",AMD,"Guest house ""Hello""All options are separate, unrelated to each other, each with its own yard and amenitiesOne-bedroom apartment /2 people/ - 15,000 dinarsTwo bedrooms /4 + 2 people/ - 40,000 dinarsThree bedrooms /8 + 2 people/ - 60,000 dinarsFive bedrooms /12 + 4 people/ - 150,000 dinarsPrivate house / guest house for rent, close to the city center and the forest. You can organize a trip to the forest and enjoy rest in the lap of nature. The guest house has all utilities, free parking (10 + cars), children's playground.Pharmacy and grocery stores in immediate vicinity.We will send the detailed pictures to your personal number, you can see the location on the google map.Translated from Armenian",Dec-12-2022_23-08,,,8+,Yes,No,Included,By Agreement,"Fridge, stove, coffee maker, washing machine, water Heater, iron",https://list.am/en/item/17456890,"Television, air conditioner, internet, parking space"
Stone,No,Not available,4,,Outdoor parking,30 sq.m.,2,1,from 2.6 m,3,Open balcony,Available,Euro Renovation,Street view,"Շահումյան փողոց 26, Դիլիջան","10,000 ֏ daily",AMD,"Newly renovated apartments in Yeghniner street, central of Dilijan city, with new furniture, new appliances, open balcony, beautiful view, all the necessary conditions for rest are provided, it is given only to families, the price of 1 person per day is 5000 AMD, we work. By package or transfer,call the viber numberTranslated from Armenian",Dec-12-2022_23-08,,,2,Yes,No,Included,Without prepayment,"Fridge, stove, coffee maker, washing machine, water Heater, hair dryer",https://list.am/en/item/13324883,"Television, air conditioner, internet, parking space"
Stone,No,Not available,5,,,40 sq.m.,2,1,from 2.75 m,4,Closed balcony,Available,Euro Renovation,,Tavush › Dilijan,"125,000 ֏ monthly",AMD,"Բնակարան Դիլիջան քաղաքում։ Տրվում է վարձով։ Կապիտալ վերանորոգվաց, բոլոր կոմունալ հարմարւթյուններով՝ տաք ջուր, սառը ջուր։ Հարցերի համար զանգհարել նշված համարով։Сдается в аренду квартира в городе Дилижане. Евроремонт, со всеми коммуникациями: Горячая вода, холодная вода. По вопросам звоните по указанному номеру.Translated from Armenian",Dec-12-2022_23-08,,,4,Yes,No,Not included,3 months,,https://list.am/en/item/17523312,
Monolith,No,Not available,3,,,84 sq.m.,3,1,from 2.6 m,2,Open balcony,Available,Euro Renovation,,"Մոլդովական փողոց, Դիլիջան","30,000 ֏ daily",AMD,"An apartment for daily rent in In Dilijan, at 2 Moldovan Street. The apartment is renovated and has an open balcony.Translated from Armenian",Dec-12-2022_23-08,,,6,Yes,Yes,Not included,By Agreement,,https://list.am/en/item/18316317,
Panels,No,Available,9,,,62 sq.m.,2,1,from 2.75 m,2,Closed balcony,Available,Major Renovation,,Tavush › Dilijan,"130,000 ֏ monthly",AMD,"Квартира сдаём на длительный срок, есть мебель, стиральная машина, холодильник, отопительная система.Квартира находиться в центре города, ул. ГЕТАПНЯ, рядом школа, садик, парк. Цена за длит. Срок, а до 6 месяц 150000 драм",Dec-12-2022_23-08,,,3,Yes,No,Not included,1 month,,https://list.am/en/item/17864069,
Stone,No,Not available,5,,,50 sq.m.,1,1,from 3 m,5,Closed balcony,Available,Major Renovation,,"Kalinini street, Dilijan station",$790 monthly,USD,"Վարձակալության է տրվում 1 սենյականոց բնակարան 49,2 ք. Մ. Մակերեսով, որը գտնվում է Դիլիջանի կենտրոնում, 5 հարկանի քարե շենքի 5-րդ հարկում: Բնակարանը կապիտալ վերանորոգված է։ Բնակարանը ամբողջությամբ կահավորված է գեղեցիկ և յուրօրինակ կահույքով և հագեցած է բոլոր անհրաժեշտ պարագաներով և տեխնիկայով։ Շենքի բակում առկա է ավտոմեքենաների համար բացօթյա կայանատեղեր: Մոտակայքում են գտնվում բոլոր անհրաժեշտ խանութները և ժամանցի վայրերը։ Շենքի անմիջապես հարևանությամբ է գտնվում նաև ներքաղաքային ավտոբուսների կանգառը:Բնակարանը վարձակալության է տրվում առնվազմ մեկ ամիս ժամկետով: Сдается 1-комнатная квартира площадью 49,2 кв. М. , расположенным в центре Дилижана, на 5 этаже 5-ти этажного каменного дома. Квартира полностью отремонтирована. Квартира полностью меблирована красивой и уникальной мебелью и оборудована всеми необходимыми аксессуарами и техникой. Во дворе дома есть открытая парковка для автомобилей. Рядом все необходимые магазины и развлекательные заведения. Остановка междугороднего автобуса находится прямо у здания.Квартира сдается минимум на месяц. Վարձով բնակարան Դիլիջանում:",Dec-12-2022_23-08,,,4,No,No,By Agreement,1 month,,https://list.am/en/item/17928359,
Panels,No,Available,9,,,80 sq.m.,3,1,from 2.7 m,6,Closed balcony,Available,Partial Renovation,,Tavush › Dilijan,"100,000 ֏ monthly",AMD,"Квартира в хорошем живописном месте Дилижана, рядом школа, городской транспорт, магазин, все вопросы по телефону.",Dec-12-2022_23-08,,,4,Yes,No,Not included,1 month,,https://list.am/en/item/18407460,
Stone,No,Not available,4,,,97 sq.m.,3,1,from 2.8 m,2,Multiple balconies,,Major Renovation,,"Myasnikyan street, Dilijan station","350,000 ֏ monthly",AMD,"Сдаётся трёхкомнатная квартира в центре Дилижана напротив супермаркета циран (ул. Мясникяна 78) полностью отремонтирована со всеми удобствамидва открытых балкона (прекрасный вид)мангалавтономное отоплениетёплый пол в ваннойгорячая водагазэлектричествоинтернеттвПостельные принадлежностиУтюгПосудаПылесосХолодильникСтиральная машинарядом находятся площадь города, фонтаны, амфитеатор, два супермаркета, три банка, различные магазины, компьютерный центр, школаСтоимость за месяц от 300 000 до 350 000др цена зависит от количество жильцов и длительности проживания.",Dec-12-2022_23-08,,,,,,,,,https://list.am/en/item/18365626,
Stone,No,Not available,5,,,54 sq.m.,2,1,from 2.7 m,4,Not available,Available,Major Renovation,,"Улица Гетапня 82, Дилижан","220,000 ֏ monthly",AMD,"Сдается в аренду теплая уютная двухкомнатная квартира с капитальным ремонтом гостиной и смежной с ней кухней в стиле студии, прихожей и комнатой. Санузел в очень хорошем состоянии. Квартира отопляется газовым котлом с радиаторами во всей квартире. Отдельная комната с двухспальной кроватью. Бытовая техника новая: Ноу фрост холодильник, стиральная машина, газовая плита и печь, вытяжка, Smart TV, Wi-Fi.Связывайтесь через телеграм или вотсап.",Dec-12-2022_23-08,,,2,Yes,No,Not included,2 months,,https://list.am/en/item/18153557,
Stone,Yes,Not available,5,,,70 sq.m.,2,1,from 2.6 m,4,Open balcony,Available,Euro Renovation,,"Улица Гетапня, Дилижан","300,000 ֏ monthly",AMD,"Здания находится в прекрасном районе города. Вокруг здания находится магазины, супермаркеты, банки, школа, детский сад, парк для прогулки. Квартира находится в идеальном состоянии, постоянно есть свет газ, вода (холодная, тёплая), интернет.",Dec-12-2022_23-08,,,4,Yes,No,Not included,By Agreement,,https://list.am/en/item/18372565,
Stone,No,Not available,5,,,50 sq.m.,2,1,from 2.7 m,1,Open balcony,,Euro Renovation,,Tavush › Dilijan,"18,000 ֏ daily",AMD,"The house is renovated, equipped with all modern conditions, it is furnished.Translated from Armenian",Dec-12-2022_23-08,,,5,Yes,No,Included,By Agreement,,https://list.am/en/item/18441983,
Stone,Yes,Not available,2,,,200 sq.m.,4,1,from 3 m,2,Multiple balconies,,Major Renovation,,"Myasnikyan street, Dilijan station","7,000 ֏ daily",AMD,"Տրվում է օրավարձով կապիտալ վերանորոգված 4 սենյականոց բնակարան: Տունը նախատեսված է 8_10 հոգու համար (1 անձը -5000 դրամ) ։Ունի մեծ պատշգամբ, այգի, խորովածանոց։ Բնակարանում առկա է `• Մշտական տաք և սառը ջուր,• 1 հեռուստացույց, Internet, Wi-Fi• Գազ, Սառնարան, սպասք, ավտոմատ լվացքի մեքենա, արդուկ, ֆեն։ Ամանորին 7 օրվա արժեքը կազմում է 300000 դրամ։ Հարցերի դեպքում զանգահարել ։",Dec-12-2022_23-08,,,8+,Yes,No,Included,By Agreement,,https://list.am/en/item/13948261,
Stone,No,Not available,4,,,31 sq.m.,1,1,from 2.7 m,2,Open balcony,Available,Euro Renovation,,"Շահումյան փողոց 13, Դիլիջան","10,000 ֏ daily",AMD,"Newly renovated and cleanApartments on Dilijan Deer (Shahumyan) street, with new furniture and appliances, all apartments have open balconies, equipped with all amenities, only for families, 1 person 5000 AMD, given for a minimum of 2 days,Natsots. Discount included in the packageTranslated from Armenian",Dec-12-2022_23-08,,,2,Yes,No,Included,By Agreement,,https://list.am/en/item/17254395,
Stone,No,Not available,5,,,70 sq.m.,2,2,from 2.7 m,4,Closed balcony,Available,Major Renovation,,"Գայի փողոց 76, Դիլիջան","250,000 ֏ monthly",AMD,"Apartment for rent in Dilijan, 2 rooms turned into 3, renovated, provided with all utilities, property and equipment, has internet (wifi) Only those who really want to call.Translated from Armenian",Dec-12-2022_23-08,,,5,Yes,No,Not included,2 months,,https://list.am/en/item/18439168,
Stone,Yes,Not available,4,,,60 sq.m.,3,1,from 2.5 m,3,Open balcony,Available,Major Renovation,,Tavush › Dilijan,"20,000 ֏ daily",AMD,"The building is not newly constructedCode 052ATTENTION!Read the full description of the house, terms and conditions, down payment rulesAn apartment is for daily rent in Dilijan, in the spruce grove20,000 AMD per dayBedroom: 2 pcsLiving room with 1 sofa bedBathroom and bathtub: 1 pcbarbecue with bottles, internet, parking, bed linen and towels Kitchen, kitchen appliances, Kitchenware heatingProvisions+ Entry 13.00 Exit 12.00+ If you stay until evening, the price of 1 more day will be charged+ PREPAYMENT is REQUIRED to reserve the house.+ If you cancel the reservation, the advance payment is NOT refundable+ Other cases related to advance payment are subject to negotiation (eg canceling one house booking another house through us)+ After presenting the advance payment voucher (Viber, WhatsApp or other option) BOOKING IS CONFIRMED.Dear customer, click on the NAME to get acquainted with all our announcements.We also offer you gift cards worth 10,000-15,000-25,000-35,000-50,000 AMD.Code Kod 052Translated from Armenian",Dec-12-2022_23-08,,,6,Yes,No,Included,By Agreement,,https://list.am/en/item/12090410,
Stone,No,Not available,5,,,63 sq.m.,3,1,from 2.8 m,1,Open balcony,,Partial Renovation,,Tavush › Noyemberyan,"70,000 ֏ monthly",AMD,"3-room apartment for rent in Noyemberyan city.It has constant hot and cold water, it is gasified.There is a heating system (Baxi)It is a very warm house.It is given together with the property.To get more detailed information, call the indicated phone number.Translated from Armenian",Dec-12-2022_23-08,,,5,Yes,No,Not included,Without prepayment,,https://list.am/en/item/18543275,
Stone,Yes,Not available,2,,,150 sq.m.,2,1,from 3.5 m,2,Open balcony,Available,Designer Renovation,,"Kamo Street, Dilijan","30,000 ֏ daily",AMD,Сдаётся квартира в гостиничном комплексе Шато Вилидж в городе Дилиджане.Капитальный новый ремонт. Сдаётся с мебелью и техникой.1. Камера наблюдения 24 часа с охраной2. Детская площадка3. Приват паркинг4. Вид на горы5. Свежий воздух6. Продуктовые магазины и рестораны находятся от 5 минут ходьбы,Dec-12-2022_23-08,,,4,Yes,No,Not included,6 months,,https://list.am/en/item/18390063,
Stone,No,Not available,4,,,31 sq.m.,1,1,from 2.7 m,2,Open balcony,Available,Euro Renovation,,"Շահումյան փողոց 10, Դիլիջան","5,000 ֏ daily",AMD,"Newly renovated clean apartments for Dilijan deeron the street, with new property and equipment, 1 person is not given 5000 AMD per day, for 1 day or hour, minimum 2 days, quite affordable, accessible for everyone, unlike hotels, it is given only to families, I am not an agency, we operate in the tax fieldCall a viber numberTranslated from Armenian",Dec-12-2022_23-08,,,2,No,No,Included,Without prepayment,,https://list.am/en/item/13654641,
Stone,No,Not available,5,,,90 sq.m.,3,1,from 2.5 m,1,Open balcony,Available,Cosmetic Renovation,,"Գայի փողոց 76, Դիլիջան","85,000 ֏ monthly",AMD,"The house is for rent, the monthly house is located in Barelok Wichak, it is located in Diliyan Kakhni Khach district, the price is AMD 85,000. For other questions, call the mentioned number.Translated from Armenian",Dec-12-2022_23-09,,,6,Yes,No,Not included,1 month,,https://list.am/en/item/18583113,
Stone,No,Not available,2,,,30 sq.m.,1,1,from 3 m,1,Not available,Available,Major Renovation,,Tavush › Dilijan,"200,000 ֏ monthly",AMD,"The first floor of a two-storey stone house is for rent, which is one room: The kitchen, the bedroom and the living room in one hall (30 sq. M.) The second floor is residential.All the necessary living conditions are available (hot / cold water, heating, mobile internet, TV) The house has a yard, a green garden, two pavilions (barbecue), a barbecue.It is possible to rent for a daily rent.Translated from Armenian",Dec-12-2022_23-09,,,4,No,No,Not included,By Agreement,,https://list.am/en/item/17483283,
Stone,No,Not available,5,,Outdoor parking,80 sq.m.,3,1,from 2.7 m,5,Open balcony,Available,Cosmetic Renovation,,"Hovsepyan Street, Dilijan station","120,000 ֏ monthly",AMD,"A 3-room apartment is for rent with all amenities, hot and cold waterTranslated from Armenian",Dec-12-2022_23-09,,,6,Yes,No,Not included,By Agreement,,https://list.am/en/item/18602881,Television
Stone,No,Not available,3,,,106 sq.m.,3,1,from 2.8 m,1,Not available,Available,Major Renovation,,Tavush › Ijevan,"250,000 ֏ monthly",AMD,"Euro-renovated and still uninhabited apartment for long-term and short-term rent in Ujevan city, on Gharagyozyan street. The apartment is located on the first floor of the building with a separate entrance, it has an iron door. The apartment consists of two bedrooms, a spacious and bright living room. It is equipped with new furniture and household appliances (washing machine, refrigerator, gas stove, TV, iron and electric iron) The apartment is provided with furniture and sanitary equipment. It has a mental hot and cold water supply, a heating system for the cabin.The apartment is located next to the 4th secondary school and the city hospital. There are chains of department stores nearby.Call for detailsTranslated from Armenian",Dec-12-2022_23-09,,,5,Yes,No,Not included,2 months,,https://list.am/en/item/18566288,
Stone,Yes,Not available,2,,,100 sq.m.,4,1,from 3 m,2,Open balcony,Available,Euro Renovation,"Yard view, park view","Կալինինի փողոց, Դիլիջան","400,000 ֏ monthly",AMD,"Long-term or daily rental guest house for rent at 196 Kalinin Street, Dilijan. There is a restaurant next to the hotel. All utilities provided, high speed internet, permanent heating, garden, pavilion, barbecue, swing. Call for details.Translated from Armenian",Dec-12-2022_23-09,,,8+,Yes,Yes,Included,By Agreement,"Fridge, stove, microwave, coffee maker, washing machine, drying machine, iron, hair dryer",https://list.am/en/item/18554631,"Television, internet, parking space"
Stone,Yes,Not available,5,,,100 sq.m.,3,1,from 2.75 m,2,Closed balcony,Available,Cosmetic Renovation,,Tavush › Dilijan,"200,000 ֏ monthly",AMD,It is given long-term. Brand new located in Kakhni Khach districtTranslated from Armenian,Dec-12-2022_23-09,,,4,Yes,Yes,Included,6 months,,https://list.am/en/item/18374037,
Stone,No,Not available,2,,Garage,60 sq.m.,2,1,from 2.7 m,1,Closed balcony,Not available,Old Renovation,,"Վասիլյան փողոց 3, Իջևան","70,000 ֏ monthly",AMD,Call for a normal living roomTranslated from Armenian,Dec-12-2022_23-09,,,3,Yes,No,Not included,1 month,,https://list.am/en/item/18656039,
Panels,No,Not available,5,,,80 sq.m.,3,1,from 2.7 m,5,Multiple balconies,Available,Major Renovation,,"Ստեփան Շահումյանի փողոց, Դիլիջան","160,000 ֏ monthly",AMD,"It is in normal condition. The apartment is completely renovated. All utilities are available in the apartment.Is available2 bedrooms (each has 2 beds and 1 wardrobe)1 living room1 kitchen (fully equipped)1 bathroom, bathtub2 balconies (1 open and 1 closed)Translated from Armenian",Dec-12-2022_23-09,,,5,Yes,Yes,Not included,1 month,,https://list.am/en/item/18238892,
Stone,No,Not available,5,,,50 sq.m.,2,1,from 2.7 m,5,Closed balcony,Available,Old Renovation,,"Ստեփան Շահումյանի փողոց 10, Դիլիջան","120,000 ֏ monthly",AMD,"A 2-room apartment is for rent on the 5th floor of the 9th building on Shahumyan street, Dilijan city. The apartment is furnished, provided with constant hot and cold water, there is no central heating system.Translated from Armenian",Dec-12-2022_23-09,,,3,Yes,Yes,Not included,1 month,,https://list.am/en/item/18537718,
Stone,Yes,Not available,4,,,28 sq.m.,1,1,from 2.8 m,2,Open balcony,,Euro Renovation,,Tavush › Dilijan,"10,000 ֏ daily",AMD,The apartment is an Idzal vichacumTranslated from Armenian,Dec-12-2022_23-09,,,,,,,,,https://list.am/en/item/18311930,
Stone,No,Not available,5,,,90 sq.m.,2,1,from 2.8 m,5,Closed balcony,,Euro Renovation,,Tavush › Dilijan,"350,000 ֏ monthly",AMD,"The apartment is located on Getapnya street in Dilijan city. It is sunny, it has a heating system, it is delivered with the necessary property, household appliances and dishes.A beautiful view of the Aghstev river opens from the window. Nearby is a city park, grocery stores, etc.Translated from Armenian",Dec-12-2022_23-09,,,2,No,No,Not included,1 month,,https://list.am/en/item/18480431,
