Type,Construction Type,Floor Area,Floors in the Building,Number of Rooms,Number of Bathrooms,Furniture,Garage,Renovation,Address,Price,Currency,Description,Datetime,Land Area,Appliances,Service Lines,Facilities,Links,Number of Guests,Children Are Welcome,Pets Allowed,Utility Payments,Prepayment,Amenities
House,Stone,100 sq.m.,2,3,1,Available,2 spots,Euro Renovation,Lorri › Stepanavan,"160,000 ֏ monthly",AMD,"Сдается 3-х комнатная дом в в городе степанаване, В доме есть все коммунальные удобства (газ, свет, горячая, холодная вода, отопление), необходимая бытовая техника (холодильник, стиральная машина, телевизор) и необходимые предметы быта.",Dec-12-2022_21-50,600 sq.m.,,,,https://list.am/en/item/18542931,5,Yes,No,Included,By Agreement,
House,Wooden,65 sq.m.,1,4,1,,,Cosmetic Renovation,"Պուշկինի փողոց 9, Ստեփանավան","6,000 ֏ daily",AMD,"The cottage is for daily rent, starting from 6000 AMD. There is hot and cold water, it is gasified, it has all the communal facilities. Suitable for family vacation. There is a place to park a car and an open-air pavilion.Translated from Armenian",Dec-12-2022_21-50,,,,,https://list.am/en/item/17915269,,,,,,
House,Stone,100 sq.m.,1,4,1,Available,Not available,Cosmetic Renovation,Lorri › Tumanyan,"15,000 ֏ daily",AMD,"Օրավարձով է տրվում ամառանոց Լոռու մարզի Թումանյան քաղաքում․Շատ գեղեցիկ սարերի տեսարան, մաքուր օդ։️ 4 սենյակ️ 1սանհանգույց️ 100 քմՎայելեք Ձեր խաղաղ հանգիստը լեռնային գեղեցիկ մթնոլորտում, Գտնվում է Երևանի կենտրոնից 150 կմ հեռավորության վրա, Վանաձորից 30 կմ։Նախատեսված է մինչև 10 մեծահասակի և 1-2 փոքրահասակի համար։Նոր վերանորոգված, շուրջօրյա տաք և սառը ջուր, առկա է՝ սառնարան, լվացքի մեքենա, թեյնիկ, սրճեփ, սպիտակեղեն, սպասք։ Հանգստի զոնա բաց պատշգամբ 20 քմ, խորոված պատրաստելու հարմարություններ, ճոճվող կամուրջ։2 անձը 15.000 դր.4 անձը 20.000 դր.6 անձը 30.000 դր.Օրավարձի գինը կախված է վարձակալած օրերի քանակից և անձանց քանակից, սեզոնից։ Մոտակայքում են գտնվում Դսեղը, Ալավերդի քաղաքը, Քոբայրի վանքը, Սանահինը, Օձունը, Աղթալայի վանքը։Լոռի ամառանոց#Lori amaranocСдается посуточно летний дом в городе Туманян Лорийской области.Очень красивый вид на горы, свежий воздух.️ 4 комнаты️ 1 санузел️ 100 квадратных метровНаслаждайтесь спокойным отдыхом в красивой горной атмосфере, расположенной в 150 км от центра Еревана, в 30 км от Ванадзора.Рассчитан на 10 взрослых и 1-2 детей.Новый ремонт, круглосуточно горячая и холодная вода, в наличии: Холодильник, стиральная машина, чайник, кофеварка, постельное белье, посуда. Зона отдыха, открытая терраса 20 кв. М, мангал, разводной мостик.2 человека 15 000 др.4 человека 20 000 др.6 человек 30 000 др.Цена посуточной аренды зависит от количества арендуемых дней и количества человек, сезона.",Dec-12-2022_21-50,600 sq.m.,,,,https://list.am/en/item/18275153,4,Yes,No,Included,Without prepayment,
Country House,Stone,100 sq.m.,1,3,1,,,Designer Renovation,Lorri › Stepanavan,"15,000 ֏ daily",AMD,"Summer house in Stepanavan, with all facilities, possible with monthly paymentTranslated from Armenian",Dec-12-2022_21-50,100 sq.m.,,,,https://list.am/en/item/17722047,,,,,,
House,Stone,140 sq.m.,1,4,1,Available,Not available,Cosmetic Renovation,Lorri › Pambak,"45,000 ֏ monthly",AMD,"A 4-room private house for rent in Pambak, k. B. H, with property. The house has constant hot and cold water, bathroom, washing machine. It is located next to the village hall, close to the bus stop and the store.Translated from Armenian",Dec-12-2022_21-50,,"Fridge, stove, microwave, washing machine",,,https://list.am/en/item/18607412,1,Yes,Yes,Not included,By Agreement,"Television, internet"
House,Stone,100 sq.m.,1,4,1,,,Major Renovation,"Եղիշե Չարենցի փողոց 51, Ստեփանավան","25,000 ֏ daily",AMD,A private house for daily rent in Lori Mari c. Near the Arboretum in Gulagarak. It has all the facilities to organize a family vacation.Translated from Armenian,Dec-12-2022_21-50,200 sq.m.,,,,https://list.am/en/item/15975754,,,,,,
House,Stone,150 sq.m.,2,5,2,,,Cosmetic Renovation,Lorri › Stepanavan,"20,000 ֏ daily",AMD,"Gargar village, provided with all communal amenitiesTranslated from Armenian",Dec-12-2022_21-50,,,,,https://list.am/en/item/17732892,,,,,,
House,Monolith,600 sq.m.,2,5,3+,,,Designer Renovation,Lorri › Tashir,"$5,000 monthly",USD,Сдаеться 2 этажный дом в городе Ташир. Рядом с домом собственный пруд. Можно ловить рыбу. Дизайнерский ремонт. Красивый двор с деревьями.,Dec-12-2022_21-50,"30,000 sq.m.",,,,https://list.am/en/item/17964746,,,,,,
House,Stone,100 sq.m.,2,3,1,Available,1 spot,Major Renovation,"Նանսենի փողոց 45, Ստեփանավան","20,000 ֏ daily",AMD,"Private house is for daily rent at 45 Nansen Street, Stepanavan. The house is located very close to the pine forest, a 5-minute walk away. The house is fully renovated, there are 3 rooms, kitchen and bathroom; The house has a green yard.Translated from Armenian",Dec-12-2022_21-50,400 sq.m.,,,,https://list.am/en/item/17778730,6,Yes,No,Included,By Agreement,
House,Stone,140 sq.m.,1,3,1,,,Cosmetic Renovation,"Egishe Charents street, Stepanavan","10,000 ֏ daily",AMD,Own house for rent in Stepanavan with all amenitiesTranslated from Armenian,Dec-12-2022_21-50,,,,,https://list.am/en/item/18061887,,,,,,
House,Stone,38 sq.m.,1,2,1,Available,Not available,Old Renovation,"Ստեփան Զորյանի փողոց 59, Վանաձոր","80,000 ֏ monthly",AMD,"Վարձով է տրվում սեփական տուն, 38ք․մ․ տարածքով։ Տունը ունի կոմունալ բոլոր հարմարությունները՝ գազ, լույս, ջուր։ Տունը կահավորված է՝ ունի ննջասենյակի, հյուրանոցի և խոհանոցի կահույք, ինչպես նաև լվածքի մեքենա, գազօջախ, գազի կաթսա և այլն։ Բակը ընդհանուր է՝ ևս մեկ ընտանիք է օգտվում։ Տունը ունի երկկողմանի մուտք՝ Սպանդարյան (ներկայիս՝ Զորյան) փողոցից և Ֆորտունա հեռուստաընկերության մուտքի ձախ կողմից։ Տունը գտնվում է քաղաքի կենտրոնում՝ հրապարակից 2-5 րոպե հեռավորության վրա։Сдается собственный дом, 38 кв. М. В доме есть все коммуникации: Газ, электричество, вода. Дом меблирован: В нем есть спальная, гостиничная и кухонная мебель, а также стиральная машина, газовая плита, газовый котел и т. Д. Двор общий, им пользуется также другая семья. Вход в дом двусторонний, с улицы Спандаряна (ныне Зоряна) и с левой стороны от входа на Фортуна. Дом расположен в центре города, в 2-5 минутах ходьбы от площади.",Dec-12-2022_21-50,,,,,https://list.am/en/item/18559693,4,Yes,No,Not included,1 month,
House,Stone,360 sq.m.,3,7,2,,,Major Renovation,Lorri › Vanadzor,"$3,000 monthly",USD,"Сдается в аренду 3 этажный жилой дом в городе Ванадзор. В доме есть газ, горячая и холодная вода (по графику), отопление.На первом этаже находятся 2 гаража (на 4 машины)На втором этаже:1. Кухня обустроенная всеми удобствами.2. Душевая и санузел.3. 3 спальни с мебелью4. Большая гостиная5. Большой коридор и выход во дворНа третьем этаже 4 спальни и посередине большой зал-гостиная",Dec-12-2022_21-50,200 sq.m.,,,,https://list.am/en/item/18388534,,,,,,
House,Stone,800 sq.m.,2,3,2,,,Euro Renovation,"2-й тупик Улицы Маяковского 15, Степанаван","15,000 ֏ daily",AMD,"Сдается посуточно частный дом со всемы удобствами. Цена договорная. Дом находится в тихом, уютном месте, во дворе обустроена детская площадка с домиком, есть тандыр, мангал, мягкий уголок, где можно прекрасно проводить прекрасное время в семейном и дружеском кругу. С ночовкой до 18 человек Цена от 15000драм смотря сколько человек и на сколько дней в доме 5 комнат, 2 гостевых комнат, 3 сенузела здаетсья и на длительный срок",Dec-12-2022_21-50,650 sq.m.,,,,https://list.am/en/item/16255788,,,,,,
Country House,Stone,200 sq.m.,1,3,1,,,Euro Renovation,Lorri › Kurtan,"15,000 ֏ daily",AMD,Ideal place for complete rest.Price according to the number of days. Accommodation for 8 peopleTranslated from Armenian,Dec-12-2022_21-50,,,,,https://list.am/en/item/17953683,,,,,,
House,Stone,80 sq.m.,2,4,1,,,Designer Renovation,"Moskovyan street, Vanadzor","300,000 ֏ monthly",AMD,"Available on loan, call for detailsTranslated from Armenian",Dec-12-2022_21-50,80 sq.m.,,,,https://list.am/en/item/18435046,,,,,,
Country House,Stone,120 sq.m.,2,2,1,,Not available,Designer Renovation,Lorri › Vanadzor,"45,000 ֏ daily",AMD,"At the beginning of the Vanadzor-Dilijan road, in the Shahumyan community, a private house is for rent, where you can hold your family events and collective gatherings.Lori's beautiful nature, outdoor kitchen, swimming pool and comfortable conditions will ensure your perfect stay at Maymekh Eco Resort.For reservations, call the indicated phone number in advance.Translated from Armenian",Dec-12-2022_21-50,800 sq.m.,,,,https://list.am/en/item/18006947,8+,Yes,Yes,Included,By Agreement,
Country House,Wooden,100 sq.m.,2,5,1,,3 or more spots,Designer Renovation,Lorri › Stepanavan,"40,000 ֏ daily",AMD,"The pollination has started...Are you looking for a nice and affordable guesthouse?So this offer is just for youIn the heart of Lori, on the shore of Lake Gargar, VANA Resort opens its hospitable doors, in the center of the world and the corner of your dreams far from the world...The recreation area is located near Dentropark, in Gargar Lakes, completely surrounded by dusty deer (10 km from Stepanavan)VANA Resort family recreation area offers you:Cottages:Pavilions, barbecueFishingWater bikesThe cottages are designed for up to 12 people with all utilities: 4 bedrooms, kitchen, living room, bathroom, large balcony, hot-cold water, gas, light, dishes, refrigerator and of course a pleasant atmosphereFrom the balcony (balcony) there is a beautiful view of the lake, from here you can feed the fish or go fishingI have already booked my cottageAnd youSo hurry up, call!Translated from Armenian",Dec-12-2022_21-50,,,,,https://list.am/en/item/17900690,8+,Yes,Yes,Included,By Agreement,
House,Stone,140 sq.m.,2,5,1,,1 spot,Euro Renovation,Lorri › Margahovit,"80,000 ֏ monthly",AMD,"The house is located in the center of the village. There is a kindergarten, school, shops in the nearby area.There are fruit trees on the plot.Translated from Armenian",Dec-12-2022_21-50,800 sq.m.,,,,https://list.am/en/item/18370919,8+,Yes,Yes,By Agreement,By Agreement,
House,Stone,100 sq.m.,2,4,2,,Not available,Euro Renovation,"Թաթերական փողոց 1/1, Վանաձոր","250,000 ֏ monthly",AMD,The building is located in the city center. Renovated in a high quality style.Translated from Armenian,Dec-12-2022_21-50,,,,,https://list.am/en/item/17574299,3,Yes,No,Not included,1 month,
House,Stone,200 sq.m.,2,7,1,,,Old Renovation,Lorri › Aznvadzor,"20,000 ֏ monthly",AMD,"Ունի նաև նոր կառուցված, ամառային խոհանոց, մեծ այգի բերքատու ծառերով, հարմար է նաև անասնապահությամբ զբաղվելու համար։/item/18193443",Dec-12-2022_21-50,3000 sq.m.,,,,https://list.am/en/item/18208059,,,,,,
House,Stone,100 sq.m.,2,4,1,,Not available,Euro Renovation,"Sayat-Nova street, Vanadzor","55,000 ֏ monthly",AMD,"In Lager district, partial property is for long-term rent. There is constant hot and cold water, gas, electricity. It is given to a family or a small group. You will pay the rent for the month of Araj in advance.Translated from Armenian",Dec-12-2022_21-50,30 sq.m.,,,,https://list.am/en/item/18427726,7,Yes,No,Not included,1 month,
House,Stone,100 sq.m.,2,3,1,,,Cosmetic Renovation,"Forest Street, Stepanavan",200 ֏ daily,AMD,House for rent in Stepanavan with all amenities. It is located near the forest and has a beautiful yard and barbecue.Translated from Armenian,Dec-12-2022_21-50,80 sq.m.,,,,https://list.am/en/item/17747032,,,,,,
House,Stone,80 sq.m.,1,2,1,,,Euro Renovation,"5-я улица 12Г, Куртан","5,000 ֏ daily",AMD,Всё можно обсудить. Очень красивый вид из дома всё рядом. Д КУРТАН,Dec-12-2022_21-50,200 sq.m.,,,,https://list.am/en/item/17987047,7,Yes,Yes,By Agreement,2 weeks,
House,Stone,100 sq.m.,1,3,1,,,Major Renovation,"Sankt Peterburg street, Vanadzor","18,000 ֏ daily",AMD,"The stone apartment for daily rent is located right on the river bank, well furnished. It is provided with all the communal amenities (hot water, cold water, heating), has free parking and free WiFi. In case of organizing a barbecue, there is a barbecue and a kitchen. The apartment is located at 2 Saint Petersburg, Vanadzor, Lori region.The price for a three-room cottage is 18,000 AMD (daily rent), for a one-room cottage is 7,000 AMD (daily rent)Translated from Armenian",Dec-12-2022_21-50,,,,,https://list.am/en/item/14593900,6,Yes,Yes,Included,By Agreement,
House,Stone,60 sq.m.,1,2,1,,,Major Renovation,"Sankt Peterburg street, Vanadzor","12,000 ֏ daily",AMD,"The stone house is for daily rent right on the river bank, well furnished, provided with all the communal facilities (hot water, cold water, heating), has free parking and free WiFi. If you want to organize a barbecue, there is a barbecue and a kitchen.The private house is located at 2 St. Petersburg, Vanadzor, Lori region.The price for one room is 6000 AMD (daily rent), and for two room - 12000 AMD (daily rent)Translated from Armenian",Dec-12-2022_21-50,,,,,https://list.am/en/item/14533895,6,Yes,Yes,Included,By Agreement,
House,Stone,60 sq.m.,2,2,2,,,Euro Renovation,"Sankt Peterburg street, Vanadzor","6,000 ֏ daily",AMD,"The stone house is for daily rent right on the river bank, well furnished, provided with all utilities), has free parking and free WiFi. If you have a barbecue, there is a barbecue and a kitchen.The house is located at 2 Saint Petersburg, Vanadzor, Lori region.The price for one room is 6000 AMD / daily rent)Translated from Armenian",Dec-12-2022_21-50,,,,,https://list.am/en/item/14594289,4,Yes,Yes,Included,By Agreement,
House,Stone,106 sq.m.,1,4,1,,,Major Renovation,"Չայկովսկիի փողոց 19, Ստեփանավան","230,000 ֏ monthly",AMD,"Newly renovated 4-room detached house on Tchaikovsky Street, Stepanavan, near the famous Alea Park (only 10 minutes on foot)The house is fully renovated, furnished with necessary property and equipment.The house has a WI-FI internet connection.The house is provided with constant hot and cold water.THE HOUSE IS HEATING. There is also a fireplace in the house.Clean linen is available (you can bring your own if you wish) The kitchen is equipped with necessary utensils. The bathroom has all the necessary accessories.There are shops nearby, ready food delivery services are available in the city.Translated from Armenian",Dec-12-2022_21-50,800 sq.m.,,,,https://list.am/en/item/18554531,7,Yes,No,Not included,1 month,
House,Stone,200 sq.m.,2,5,2,Available,1 spot,Major Renovation,Lorri › Stepanavan,"30,000 ֏ daily",AMD,It has been completely renovated. It has all the utilities.Translated from Armenian,Dec-12-2022_21-50,120 sq.m.,"Fridge, stove, washing machine, water Heater, iron, hair dryer",,,https://list.am/en/item/18552820,8+,Yes,No,Included,By Agreement,"Television, internet, barbecue oven, gazebo"
Country House,Stone,1500 sq.m.,1,4,1,,,Major Renovation,Lorri › Stepanavan,"35,000 ֏ daily",AMD,"Օրավարձով 3 ննջարանով առանձնատուն Ստեփանավանում3 ննջարանտաք/սառը ջուրբնական գազանհատական ջեռուցման համակարգկահույք տեխնիկասպասք անկողնային պարագաներարդուր վարսահարդարիչ50-60անձի հարմարություն7-10 գիշերակացով20 անձի սպասք140կմ Երևանից2-2,5 ժամԳԻՆԸ ՓՈՓՈԽԱԿԱՆ ԿԱԽՎԱԾ ՕՐԵՐԻ ԱՆՁԵՐԻ ՔԱՆԱԿԻՑ։Կոդ A-007",Dec-12-2022_21-50,1000 sq.m.,,,,https://list.am/en/item/15452391,,,,,,
House,Stone,150 sq.m.,3,4,2,,,Major Renovation,Lorri › Stepanavan,"30,000 ֏ daily",AMD,"Տրվում է վարձակալության քարե տուն Ստեփանավանում։ Կապիտալ վերանորոգված է, 4 սենյակ, 2 սանհանգույց։ Կենդանիներով վարձառուներ չենք ընդունում։ Ընդունվում է ամենաշատը 13 հոգի։Каменный дом в Степанаване, 4 комнаты, 2 ванные, капитальный ремонт. Только 2ой этаж дома в вашем распоряжении, принимаются максимум 10 человек.",Dec-12-2022_21-50,,,,,https://list.am/en/item/17665257,,,,,,
House,Stone,50 sq.m.,1,2,1,Available,Not available,Cosmetic Renovation,"Դպրոցի փողոց, Վանաձոր","45,000 ֏ monthly",AMD,"Own house in the center of Vanadzor city. It is a renovated, sunny and warm house with constant hot and cold water, all utilities, property. Electric heating. The bathroom is inside, renovated. It is also given to small families.Translated from Armenian",Dec-12-2022_21-50,,,,,https://list.am/en/item/18200239,3,Yes,Yes,Not included,1 month,
House,Stone,115 sq.m.,2,3,1,,,Euro Renovation,Lorri › Stepanavan,"300,000 ֏ monthly",AMD,"Сдаётся дом в Степанаване. Жилая площадь 95 кв. М2 спальни, гостиная, кухня и ванная. Есть все необходимые условия - горячая вода, стиральная машина холодильник, бесплатный интернет. Дом просторный и чистый. Есть балконы, дворик с газоном.Степанаван",Dec-12-2022_21-50,,,,,https://list.am/en/item/18399939,4,Yes,No,Included,By Agreement,
Country House,Stone,50 sq.m.,2,2,1,,,Euro Renovation,Lorri › Vanadzor,"90,000 ֏ monthly",AMD,"За городом сдается двухэтажный отельный номер, новый ремонт, новая мебель, кухня общая. С балкона открывается прекрасный вид. В вашем распоряжении территория отеля.Адрес указан не точно, для уточнения набрать указанный номер.",Dec-12-2022_21-50,1000 sq.m.,,,,https://list.am/en/item/18437782,3,Yes,Yes,Not included,By Agreement,
Country House,Wooden,35 sq.m.,2,3,1,,,Designer Renovation,"Hakob Meghapart street 15a, Stepanavan","25,000 ֏ daily",AMD,"Коттедж в Степанаване, для семейного отдыха, до 4-5 человека стоимость одного дня 25.000 драмов. Для подробной информации можете писать в ЛС. Либо набрать Ануш. Telegram, WhatsApp, viber",Dec-12-2022_21-50,,,,,https://list.am/en/item/17910892,,,,,,
House,Bricks,86 sq.m.,4+,3,1,,,Euro Renovation,"Մեքենաշինարարների 1, Վանաձոր","50,000 ֏ monthly",AMD,"The apartment is located in K Vanadzor Taron 4 district.There are 3 rooms with all conditions for living.Gas, water, electricity and all other utilitiesTranslated from Armenian",Dec-12-2022_21-50,5 sq.m.,,,,https://list.am/en/item/18506175,4,Yes,No,Not included,1 month,
Country House,Panels,120 sq.m.,1,2,1,,,Major Renovation,Lorri › Vanadzor,"$1,300 monthly",USD,Дом расположен в 15 минутах от центра Ванадзора. Отопление электрическое. Также есть печь. Интернет работает с переносным модемом.,Dec-12-2022_21-50,3000 sq.m.,,,,https://list.am/en/item/18528307,5,Yes,Yes,Not included,1 month,
House,Stone,250 sq.m.,2,4,2,,,Major Renovation,"Surb Nshan street, Stepanavan",100 ֏ daily,AMD,"A house is for daily rent in Stepanavan, capitally renovated, with a beautiful yard and barbecue. It is located in the central part of the city, near the forest. The price is negotiable.Translated from Armenian",Dec-12-2022_21-50,500 sq.m.,,,,https://list.am/en/item/17915360,,,,,,
Country House,Stone,150 sq.m.,1,6,3+,,,Designer Renovation,Lorri › Vanadzor,"50,000 ֏ daily",AMD,"450,000 per monthCode 0040 Daily rent guest house in Vanadzorin the center of VanadzorWith a total area of 1200 square meters1. 4 bedrooms each with their own bathroom, bathtub, TVs, refrigerators2. Separate dining room with its own kitchen* pool 6 / 3.5 / 1.73. 2 pavilions of 60 square meters with their own kitchen and 25 square meters4. Barbecue with all its facilities5. Parking for several cars6. U! Com WIFI:7. Table Tennis, TrinajorThe house is only rented to familiesIt is given for a minimum of 2 daysTranslated from Armenian",Dec-12-2022_21-50,1300 sq.m.,,,,https://list.am/en/item/18010303,8+,Yes,No,Not included,By Agreement,
Country House,Stone,250 sq.m.,2,6,2,,,Designer Renovation,Lorri › Vanadzor,"50,000 ֏ daily",AMD,"Guest house for rent in ArjahovitThe house has 3 bedroomsOn the 1st floor is the dining room, the kitchen, the bathroom.On the 2nd floor are the bedrooms and the bathroom.Equipped with all utilities.Bedding is provided.Overnight accommodation for up to 10 people is planned.Wi-Fi is available.The guest house is located in Arjhovit (former Ghursali) village, on the right side of the 6th kilometer of Spitak-Vanadzor road.St. Is located in the center of the village. Gevorg Church: Built in the 6th century. The guest house is 1.5 km away from the road. Arjhovit is one of the most scenic places in Lori and stands out for its wonderful nature scenes.The price is 50,000 - 100,000Translated from Armenian",Dec-12-2022_21-50,"10,000 sq.m.",,,,https://list.am/en/item/17411780,,,,,,
House,Stone,60 sq.m.,2,2,1,,,Euro Renovation,Lorri › Stepanavan,"150,000 ֏ monthly",AMD,"The house is located in the central part of the city, has constant hot and cold water, is heated, has a parking space, a beautiful yard, a playground for childrenTranslated from Armenian",Dec-12-2022_21-50,400 sq.m.,,,,https://list.am/en/item/18517016,7,Yes,Yes,By Agreement,By Agreement,
Country House,Stone,100 sq.m.,2,2,1,,,Euro Renovation,Lorri › Stepanavan,"15,000 ֏ daily",AMD,"The house is located at 22 Nar Dos, Stepanav, in the central part of the city, has a very nice yard, a small waterfall, a pavilion next to the house, which is very convenient for having breakfast in the fresh air, in the yard of the house there is also""There is an opportunity to park the car, a play area for children, he also has a house. ""Very nice garden, canRest for 6 to 12 people at once, the price will increase for more than 6 peopleTranslated from Armenian",Dec-12-2022_21-50,600 sq.m.,,,,https://list.am/en/item/17734334,,,,,,
House,Stone,60 sq.m.,1,2,1,,,Cosmetic Renovation,Lorri › Stepanavan,"100,000 ֏ monthly",AMD,"Сдаю двухкомнатный частный дом в центре города -улица Сос СаргсянаРядом с домом находится кафе Караундж, в двух шагах находятся лучше магазины города, также школы и садикиНапротив дома находится центральный парк с детской игровой площадкойЕсть постоянная горячая и холодная вода, отоплениеПомимо всего что есть на фотографиях дома также есть стиральная машина, микроволновая печь и телевизорДом имеет большой садНа счёт подробной информации можете писать или звонить по номеру телефона",Dec-12-2022_21-50,,,,,https://list.am/en/item/18514653,4,Yes,Yes,Not included,By Agreement,
House,Stone,95 sq.m.,1,1,1,,,Major Renovation,Lorri › Stepanavan,"25,000 ֏ daily",AMD,"Located 5 km from Stepanavan, at the beginning of Bovadzor village, Hnameni Bovadzor Guest House / Hotel can host a maximum of 4 adults and one child. It has a completely separate entrance, a yard, there is a kitchen and a bathroom in the house.LONG-TERM RENTAL IS POSSIBLE(There is one double bed, two single beds and one sofa. Total 80 square meters.The house has a kitchen (kitchen utensils, refrigerator, heater, kettle, etc.), separate bathroomCost: 25,000 AMD per day - at least 2 days in case of stay. In the case of a one-day stay, the price is AMD 28,000There is an opportunity to order country dishes, soups, etc. (breakfast, lunch or dinner)There is a barbecue, a spacious yard, a table with chairs, a fireplace. There is a sauna for an additional fee.The house has a view of the Bazumi mountains.Internet WiFi is available throughout the houseVIDEO:Hnameni Bovadzor Hotel Lodge Additional pictures:Hnameni Bovadzor on Facebook pageLocation:41°02'15.0""N 44°24'01.4""Ehttps:///maps/rXmCgX4UTuC6qbVc8THE DISTANCE1. 100 meters from the nearest store2. 5 km from Stepanavan city3. 5 km from Dorbant Monastery4. 400m from Urut river5:00 9 km from Arboretum7. 7 km from the Russian Church of Amraksit8. From Lori Berd Castle - 5 km by car, 3 km on foot9. 6 km from the Russian Church of Privolnoye village10. Sunrise valley: 29 km11. Odzuni Monastery: 35 kmWE HAVE ANOTHER GUESTHOUSE SEE MY OTHER ADSGuest house guest house hotel in Stepanavan near Arboretum Arboretum near Lori Berd CastleTranslated from Armenian",Dec-12-2022_21-50,3000 sq.m.,,,,https://list.am/en/item/17845877,5,Yes,Yes,Included,Without prepayment,
House,Stone,300 sq.m.,3,6,2,,,Euro Renovation,"Կամոյի փողոց 30, Ստեփանավան","20,000 ֏ daily",AMD,"A spacious private house is for daily rent in c. In Stepanavan, provided with all communal facilities, 5 bedrooms, living room, kitchen, on both floors there is a bathroom, the house is located in the central part, 7 km away from the arboretum, 1 km from the alley, there is a barbecue, an open-air pavilion, a flower garden, for families, Wi Fi, backgammon, lottoTranslated from Armenian",Dec-12-2022_21-50,600 sq.m.,,,,https://list.am/en/item/17758771,8+,Yes,No,Included,By Agreement,
Country House,Stone,1000 sq.m.,2,5,1,,,Designer Renovation,Lorri › Vanadzor,"20,000 ֏ daily",AMD,"Двух этажный дом, 5 комнат",Dec-12-2022_21-50,800 sq.m.,,,,https://list.am/en/item/18501466,8+,Yes,Yes,Included,Without prepayment,
House,Stone,100 sq.m.,2,4,1,,,Cosmetic Renovation,"Garegin Nzhdeh street, Stepanavan","20,000 ֏ daily",AMD,"Վարձակալության տրվող տարածքը գտնվում է Ստեփանավանում, Գարգառ գյուղում։* Առանձնատունն ունի ունի 4 ննջարան, հյուրասենյակ, խոհանոց, պատշգամբ և սանհանգույց (լոգասենյակ)* Ապահովված է տաք և սառը ջրով* Առանձնատունն ունի ընդարձակ բակ, տաղավար (բեսեդկա) ՝ նախատեսված 20 անձի համար, և կահավորված մանղալ* Առկա է ավտոկայանատեղի 3 ավտոմեքենայի համար* Տանը կարող են բնակվել 6-8 հոգի* Առկա է հեռուստացույց, անվճար WIFI* Խոհանոցը կահավորված է, առկա է սպասք* Ննջարաններում առկա են անկողնային պարագաներ* Վարձակալության տրվող տարածքը ջեռուցվում է գազի վառարանովԱմրագրելու համար զանգահարել: Սիրով սպասում ենք Ձեզ:* Վարձը կարող է փոփոխվել կախված հյուրերի և վարձակալած օրերի քանակից։",Dec-12-2022_21-50,,,,,https://list.am/en/item/15582766,7,Yes,Yes,Included,By Agreement,
Country House,Stone,100 sq.m.,1,4,1,,,Designer Renovation,Lorri › Dsegh,"40,000 ֏ daily",AMD,"Tumanyans Guest House has prepared a new surprise for its guests. From now on, you can enjoy the Japanese furako sauna in our guest house and get new and unforgettable impressions.The guest house is located next to Hovhannes Tumanyan's house-museum. Up to 7 adults can stay overnight in our guesthouse, we also offer dishes prepared by a skilled chef, ensuring your complete rest.We are waiting for you with love.Guest house hyuratun Dsegh DseghTranslated from Armenian",Dec-12-2022_21-50,800 sq.m.,,,,https://list.am/en/item/16448196,,,,,,
House,Stone,155 sq.m.,2,3,1,,,Euro Renovation,"Գրիգոր Նարեկացու փողոցի 6-րդ փակուղի 31, Վանաձոր","180,000 ֏ monthly",AMD,"Own house for rent in Vanadzor, with all utilities, with BAX system, it is a newly renovated, sunny and dry house, there is WiFi, it has a plot of land, fruit trees, a cattle shed, the 1st floor of the house is a full basement and a warehouse, the 2nd floor is residential, there is everything what to live in, gas stove, washing machine, TV, bed, bedding, etc.Translated from Armenian",Dec-12-2022_21-50,,,,,https://list.am/en/item/18490485,6,Yes,Yes,Not included,2 months,
House,Monolith,45 sq.m.,1,3,1,Available,Not available,Euro Renovation,Lorri › Gyulagarak,"150,000 ֏ monthly",AMD,"For details, call the indicated number.Translated from Armenian",Dec-12-2022_21-50,1000 sq.m.,"Fridge, stove, coffee maker, washing machine, water Heater, iron, hair dryer",,,https://list.am/en/item/18490354,6,Yes,No,Included,1 month,"Television, internet, barbecue oven, gazebo"
House,Stone,170 sq.m.,2,3,2,,,Major Renovation,"Րաֆֆու փողոց 59, Ստեփանավան","30,000 ֏ daily",AMD,"A house is for daily rent in Stepanavan. It has 3 rooms, 2 bathrooms, 2 balconies, constant hot and cold water. Thoroughly reconstructed.Translated from Armenian",Dec-12-2022_21-50,400 sq.m.,,,,https://list.am/en/item/17891517,6,Yes,No,By Agreement,By Agreement,
House,Stone,200 sq.m.,2,8+,2,,,Cosmetic Renovation,Lorri › Vanadzor,"150,000 ֏ monthly",AMD,"Տունը գտնվում է քաղաքի ծայրամասում, կենտրոնից 15 րոպե հեռավորություն ։Գինը սակարկելի: Տրվում է նաև օրավարձով ։Ջեռուցումը ` Էլեկտրական: Կա նաև բուխարի առաջին հարկում ։Առկա են գազ, ջուր, Wi fi ։Ունի հողատարածք և ավտոտնակ:___Дом расположен на окраине города, в 15 минутах от центра.Цена договорная. Также сдаётся посуточно.Отопление: Электрическое. Также на первом этаже есть камин.Газ, вода, Wi-Fi есть.Есть земельный участок и гараж",Dec-12-2022_21-50,,,,,https://list.am/en/item/18356215,,,,,,
