Construction Type,New Construction,Elevator,Floors in the Building,Floor Area,Number of Rooms,Number of Bathrooms,Ceiling Height,Floor,Balcony,Renovation,Address,Price,Currency,Description,Datetime,Furniture,Number of Guests,Children Are Welcome,Pets Allowed,Utility Payments,Prepayment,Appliances,Window Views,Parking,Amenities,The House Has,Links
Monolith,Yes,Not available,4,150 sq.m.,2,2,from 2.7 m,1,Not available,Cosmetic Renovation,"Պարույր Սևակի փողոց 2, Գյումրի","18,300,000 ֏",AMD,"The apartment is located in Gyumri city, P. Sevak Street, next to the Pedagogical Institute, is 2-storey with a privatized basement. The basement is also tiled and has a bathroom, the total area of the basement is 50 square meters. The apartment is also very suitable for commercial use, call for other questions. Exchange with own house is possibleTranslated from Armenian",Dec-12-2022_20-01,Not available,,,,,,,,,,,https://list.am/en/item/17951241
Stone,No,Not available,2,63 sq.m.,2,1,from 3 m,2,Not available,Old Renovation,"Shirakatsi street, Gyumri","$20,000",USD,"Very urgent: I am selling my 2-bedroom apartment, it needs renovation, it is very warm, it also has European windows. The apartment is located almost in the center of the city, in front of the Vayeni Chast, near the Italian polyclinic, school, passport desk, etc. , if you are interested, write to me and I will answer.)) write only real buyers?Translated from Armenian",Dec-12-2022_20-01,Not available,,,,,,,Yard view,Outdoor parking,,Playground,https://list.am/en/item/18589214
Stone,No,Not available,5,100 sq.m.,5,1,from 2.8 m,1,Closed balcony,Cosmetic Renovation,"Կամոյի փողոց 46, Գյումրի","14,500,000 ֏",AMD,"5 rooms, 1 floor, east-west entrance separate. Possible to divide into 2 housesHouse + shop, house + guest house, there is a basement, a parking lot, a healthy neighborhood with a very solid foundation. Central zone, 2nd lane. Below market valueTranslated from Armenian",Dec-12-2022_20-01,Not available,,,,,,,,,,,https://list.am/en/item/18565497
Stone,No,Not available,3,54 sq.m.,2,2,from 3 m,2,Not available,Major Renovation,"Garegin Nzhdeh Avenue, Gyumri","$50,000",USD,"The apartment is located on Independence Square (G. Nzhdeh 26), near Kenaron Square, it has all communal facilities, there are food outlets, shops, a park and other entertainment places nearby.The total area is divided into 2 separate apartments.It is sold together with property and equipment (everything is new)Suitable for hotel business.Translated from Armenian",Dec-12-2022_20-01,Available,,,,,,"Fridge, stove, washing machine",,Outdoor parking,,,https://list.am/en/item/18495205
Monolith,No,Not available,4,95 sq.m.,3,1,from 2.75 m,4,Multiple balconies,Euro Renovation,"Aram Khachatryan Street 25, Gyumri","$26,000",USD,Квартира времено НЕ продаётсяЯ собираюсь пережать в США а именно в Глендейл. Мне нужен Компайнонкоторий пожелает полететь со мной и работать вместе или как Инвестор.Свези с правилами сайта детали не могу писать для утачнения связитиссо мной по телефону и я всё обисню.Убидетилная просба звоните только после 20:00Я работаю в ваеной часте и не могу ползватся телефоном.Квартира тёплая и солнечнаяЕсть свет. Газ. Вода. Интернетвместе с квартири есть и болшаябодсовка и 50км в крыше.По любим вопросом званите.,Dec-12-2022_20-01,Partial Furniture,,,,,,"Fridge, stove, washing machine","Yard view, street view, view of Ararat",Outdoor parking,,"Intercom entry, playground",https://list.am/en/item/18696250
Stone,Yes,Available,4,70 sq.m.,2,1,from 2.75 m,4,Open balcony,Cosmetic Renovation,"Sayat Nova avenue, Gyumri","$73,000",USD,"Sayat Nova 9a, Norakarruyts building, two windows to the living room, one window to the opposite room with a balconyTranslated from Armenian",Dec-12-2022_20-01,Not available,,,,,,,,,,,https://list.am/en/item/18293755
Monolith,Yes,Not available,4,81 sq.m.,3,1,from 2.8 m,2,Closed balcony,Partial Renovation,"Շիրակացու փողոց, Գյումրի","$35,000",USD,"A 3-room apartment on the 2nd floor of a 4-story building is for sale. The apartment is located on Shirakatsi street, partially renovated. There is gas, electricity, water, sewage. All necessary infrastructures are located in the area.Translated from Armenian",Dec-12-2022_20-01,Not available,,,,,,,"Yard view, street view",,,,https://list.am/en/item/18695563
Stone,Yes,Not available,4,60 sq.m.,2,1,from 3 m,3,Open balcony,Euro Renovation,Shirak › Gyumri,"15,000,000 ֏",AMD,"It is for sale, it is in good condition, the house has not been lived in, Mush 2 district, I am giving it as daily rent, the price is negotiable.Translated from Armenian",Dec-12-2022_20-01,Available,,,,,,,,,,,https://list.am/en/item/18066452
Stone,Yes,Not available,4,60 sq.m.,2,1,from 3 m,3,Open balcony,Major Renovation,"9-я улица 6, Гюмри","15,000,000 ֏",AMD,"It is for sale, it is in good condition, the house has not been lived in, euro window repair, perfect condition, Mush 2 district, the last price, I will give you a daily rent, the price is negotiable.Translated from Armenian",Dec-12-2022_20-01,Available,,,,,,,,,,,https://list.am/en/item/18033053
Monolith,Yes,Not available,4,60 sq.m.,2,1,from 3 m,3,Open balcony,Major Renovation,"9-я улица 6, Гюмри","15,000,000 ֏",AMD,"It is for sale, with heating system, with Euro windows, it has not been lived in, perfect apartment in Mush 2 district, I also give a daily rent of 10,000 drams, the price is negotiable.Translated from Armenian",Dec-12-2022_20-01,By agreement,,,,,,,Yard view,Outdoor parking,,Playground,https://list.am/en/item/17817740
Stone,No,Not available,3,100 sq.m.,4,1,from 3 m,2,Not available,Designer Renovation,"Tigran Mets Avenue, Gyumri","$67,600",USD,"Լուսավոր —Արեվկողմ—Տաք— շատ հարմարավետ բնակարան է, մոտակաեքում է գտնվում դպրոցներ, մանկապարտեզներ, տարբեր տեսակի խանութներ, անմիջապես դիմացնե գտնվում Բասեն սուպերմառկետըՀարցերի համար կարողեք գրել @mail-ին կամ vaiberin գույքով սակարկելի.Շտաբ viber, կամ @meil-իսСветлая - солнечная - теплая - очень уютная квартира, рядом школы, детские сады, различные магазины, прямо напротив супермаркет Бассен.По вопросам можно писать на @mail или vaiberin недвижимость торг.Штаб-квартира в вайбере или @meilTranslated from Armenian",Dec-12-2022_20-01,By agreement,,,,,,,,,,,https://list.am/en/item/17242076
Monolith,Yes,Not available,4,150 sq.m.,4,1,from 3 m,1,Multiple balconies,Major Renovation,Shirak › Maralik,"$50,000",USD,"An apartment is for sale in the city of Maralik. On the 1st floor of a 4-storey building. 4 rooms, turned into 6, the entrance is separate from the entrance of the building. It has open and closed balconies, a large garage, a pavilion with all its comforts, a summer kitchen, 3 basements, a small plot of land. It is sold together with the property. There are video cameras in the area. The price is negotiable.Translated from Armenian",Dec-12-2022_20-01,,,,,,,,,,,,https://list.am/en/item/18479664
Monolith,Yes,Not available,4,150 sq.m.,6,1,from 3 m,1,Multiple balconies,Major Renovation,Shirak › Maralik,"$50,000",USD,"Apartment for sale in K. In Maralik. 6 converted into 4 rooms. The apartment has constant hot and cold water, completely renovated. It has a small, tiled yard, and a large, tiled garage next to it. Also a large pavilion with all facilities. The windows are completely covered with bars. The apartment has open and closed balconies. It has two basements, a small and comfortable kitchen on the outside. For details, call the indicated phone number. NegotiableTranslated from Armenian",Dec-12-2022_20-01,,,,,,,,,,,,https://list.am/en/item/18480905
Stone,No,Not available,4,75 sq.m.,3,1,from 2.6 m,2,Multiple balconies,Old Renovation,"Ankakhutyan Street, Artik","$22,000",USD,The apartment is located in K. Close to Artikum Square. There are all utilities. Call for other details.Translated from Armenian,Dec-12-2022_20-01,,,,,,,,,,,,https://list.am/en/item/18380851
Stone,No,Not available,2,120 sq.m.,4,1,from 2.8 m,2,Open balcony,Partial Renovation,Shirak › Akhuryan,"10,000,000 ֏",AMD,"Akhuryan, Komitas 1 sq. , flat 32. Walls: Stone, roof: Metal, roof: Panel, front door: Metal, interior doors: Wood, windows: Plastic, kitchen and bathroom: Tiled. Available: Water (hot, cold), gas, electricity. Auxiliary building: 24 square meters, plot of land 50 square meters.Translated from Armenian",Dec-12-2022_20-01,,,,,,,,,,,,https://list.am/en/item/18203749
Stone,No,Not available,2,58 sq.m.,2,1,from 3 m,2,Not available,Major Renovation,"Bagratunyats Square 4, Gyumri","$110,000",USD,"2-room apartment for sale in Gyumri University, Haparak (Kirov), Bakratun, the apartment is completely renovated and uninhabited. It is sold with completely new furniture and appliances.Translated from Armenian",Dec-12-2022_20-01,Available,,,,,,,,,,,https://list.am/en/item/18187309
Monolith,Yes,Not available,4,100 sq.m.,4,1,from 2.8 m,3,Multiple balconies,No Renovation,"15th street, Gyumri","$16,000",USD,"4 + 2 room house is located in Mush 1 district, 100 sq/mTranslated from Armenian",Dec-12-2022_20-01,,,,,,,,,,,,https://list.am/en/item/18015293
Stone,No,Not available,5,70 sq.m.,3,1,from 3 m,1,Open balcony,Old Renovation,"Հրանտ Շահինյան փողոցի 6-րդ նրբանցք 5, Մարալիկ","$15,000",USD,"2 rooms with niche, has a basement, call for details. The house is located in the building behind the dosafTranslated from Armenian",Dec-12-2022_20-01,Available,,,,,,,,,,,https://list.am/en/item/18143289
Monolith,No,Not available,4,90 sq.m.,4,2,from 2.75 m,3,Open balcony,Cosmetic Renovation,"Եղիշե Չարենցի փողոց 15, Գյումրի","$45,000",USD,"This 4-room apartment is for sale in Shaat Shtaap Ani district, located on Charentsi Street, near Poghosyan Purak, on the 3rd and 4th floors of a 4-story building (duplex) It is provided with round-the-clock water supply and gas supply. The total area is 90 sq/m. Iron door, partial euro windows, bathroom on each floor, individual heating system is installed, there is an open balcony. Cable TV and internet are available in the building. All necessary shops, kindergarten, school are nearby.Translated from Armenian",Dec-12-2022_20-01,By agreement,,,,,,,"Yard view, street view, city view",Outdoor parking,,,https://list.am/en/item/18055169
Stone,No,Not available,5,59 sq.m.,2,1,from 2.75 m,5,Closed balcony,Partial Renovation,"Աբովյան փողոց 10, Արթիկ","$15,000",USD,Details by phone:Translated from Armenian,Dec-12-2022_20-02,Not available,,,,,,,,,,,https://list.am/en/item/17185187
Stone,No,Not available,5,76 sq.m.,3,2,from 2.8 m,5,Multiple balconies,Old Renovation,"Улица Дзержинского 20, Մարալիկ","$13,000",USD,"The apartment is auctioned without exchange and closed! The apartment has not been inhabited since 2000, it is fenced, the electrical connections can be said to be new, the roof is metal. The apartment has a balcony overlooking the 2nd school. The doors and windows are old (Moskovsky) The apartment is located in the center of Maraliko! The building is considered one of the last buildings built in the Soviet period.I can send other pictures if you want.Translated from Armenian",Dec-12-2022_20-02,Not available,,,,,,,,,,,https://list.am/en/item/18371933
Stone,No,Not available,5,74 sq.m.,3,1,from 2.7 m,5,Multiple balconies,Cosmetic Renovation,Shirak › Gyumri,"15,000,000 ֏",AMD,"Վաճառվում է 3սենյականոց բնակարան լավ վիճակում ունի երեք պատշգամբ սանհանգույցը սալիկապատ բաքսի համակարգ լուսավոր արևկողմ տաք շենքին մոտ խանութներ դպրոց մանկապարտեզ, կանգառին մոտ",Dec-12-2022_20-02,,,,,,,,,,,,https://list.am/en/item/17469166
Stone,No,Not available,3,106 sq.m.,3,1,from 3.5 m,3,Open balcony,Cosmetic Renovation,"Улица Максима Горького 73, Гюмри","$62,000",USD,"Продается 3-х комнатная квартира, 106 кв. М. , в центре города со всеми коммунальными удобствами.Дом каменный, высокие потолки, балкон находится на фасаде дома, выходящего на главную улицу.Развита инфраструктура, все в пешей доступности: Школа, детский сад, магазины, аптеки, банк.Звоните, с удовольствием отвечу на Ваши вопросы.",Dec-12-2022_20-02,,,,,,,,,,,,https://list.am/en/item/18431430
Monolith,No,Not available,4,80 sq.m.,3,1,from 2.7 m,3,Multiple balconies,No Renovation,"Trdat Architector street, Gyumri","13,300,000 ֏",AMD,"Apartment for sale, Ani district, Trdat Chartarapet street, near the Red Cross.The phone number may not be available, please write.Translated from Armenian",Dec-12-2022_20-02,Not available,,,,,,,,,,,https://list.am/en/item/18081787
Monolith,Yes,Not available,5,116 sq.m.,4,2,from 2.7 m,4,Not available,Euro Renovation,"Minas Avetisyan street 35, Gyumri","$40,000",USD,"Duplex apartment with all communal amenities is for sale in Ani district, 1st floor, completely renovated, euro window, iron door, individual heating system (Baxi), total area 116 sq / m. The price includes kitchen furniture.Translated from Armenian",Dec-12-2022_20-02,Available,,,,,,,,,,,https://list.am/en/item/16468171
Monolith,No,Not available,3,80 sq.m.,3,1,from 2.75 m,3,Multiple balconies,Cosmetic Renovation,"7-րդ փողոց 6, Գյումրի","$40,000",USD,"For details, call the given telephone number.Translated from Armenian",Dec-12-2022_20-02,By agreement,,,,,,,,,,,https://list.am/en/item/18505725
Panels,No,Not available,4,78 sq.m.,3,1,from 2.75 m,4,Closed balcony,Cosmetic Renovation,"Արագած-2 թաղամաս, Գյումրի","$20,000",USD,"Շենքը կառուցվել է 1992 թ լավ վիճակում։ Բոլոր էլեկտրական լարերը փոխված պատերը ամբողջությամբ նոր գաջած կոսմետիկ վերանորոգված լավ վիճակում, կոմունալ բոլոր հարմարություներով, շենքին կից կա հողատարածք և պահոցային տարածք։ Որոշակի կահույք տրվում է տան հետ միասին։ Գինը սակարկելի։",Dec-12-2022_20-02,By agreement,,,,,,,,,,,https://list.am/en/item/17604710
Stone,No,Not available,3,70 sq.m.,3,1,from 3 m,2,Not available,No Renovation,"Tigran Mets Avenue 8, Gyumri","$20,000",USD,"The apartment is located in front of the Basen store on International Street, it is not renovated, it has the opportunity to open the entrance from outside, the location of the house is to the south, it is possible to bargain.Call for more information.Translated from Armenian",Dec-12-2022_20-02,Not available,,,,,,,,,,,https://list.am/en/item/17758974
Stone,No,Not available,5,102 sq.m.,4,1,from 2.8 m,4,Closed balcony,Cosmetic Renovation,"Shirakatsi street, Gyumri","$35,000",USD,"It is also for rent, the apartment is in good condition, with all utilities, there is no heating system, the interior doors are made of wood, the kitchen and bathroom are tiled, there is a closed balcony at the back of 2 rooms, the floor is parquet.Call for detailed information.Translated from Armenian",Dec-12-2022_20-02,Available,,,,,,,,,,,https://list.am/en/item/18275156
Stone,No,Not available,4,57 sq.m.,2,1,from 2.7 m,4,Closed balcony,Euro Renovation,"Վազգեն Սարգսյանի փողոց 15, Երևան","$50,000",USD,"Realty Consult ID` AG 11Վաճառվում է 2 սենյականոց բնակարան՝ 57 քմԳյումրի, Վ. Սարգսյան փողոց4/2 հարկ, քարե, ծածկ` Ե/բ, առաստաղ` 2.7մԳԻՆԸ ՝ 50 000 $Բնակարանը գազաֆիկացված է, առկա է ջեռուցման համակարգԱռկա է փակ պատշգամբՄուտքի դուռը՝ երկաթյա, ներքին դռները՝ փայտանյութ, պատուհանների շրջանակներ`Մետաղապլաստից:Բնակարանի ներքին հարդարանքը գտնվում է լավ վիճակում, ենթակա է արդիականացման:Realty Consult ID` AG 11Продается 2-х комнатная квартира площадью 57 кв. М.Г. Гюмри, ул. В. Саркисяна4 /2 этаж, каменный, перекрытия ж/б, высота потолка 2.7мЦЕНА: 50 000 $Квартира газифицирована, проведена система отопления.Имеется закрытый балкон.Входная дверь железная, межкомнатные двери деревянные, оконные рамы-металлопластик.Внутренняя отделка хорошо сохранена, требуется обновить ремонт.Realty Consult ID` AG 11Sell 2 bedrooms apartment` 57 sq. MGyumri, V. Sargsyan streetApartment is on the 2 of 4 storey building, stone, roof of the building is reinforced concrete, height of ceiling 2.7mPrice of apartment is 50 000 USDApartment is gasified, It has a heating systemThere is closed balconyThe entrance door is iron, interior doors are wooden, the windows are made of metal-plastic.The interior of the apartment is in a good condition, it needs to modernization",Dec-12-2022_20-02,By agreement,,,,,,,,,,,https://list.am/en/item/18689588
Stone,No,Not available,4,64 sq.m.,3,1,from 2.8 m,4,Open balcony,Old Renovation,"Գարեգին Նժդեհի հրապարակ, Գյումրի","$21,000",USD,"An apartment is urgently for sale, the location is south-west, the rooms are 2 + 1, with all utilities, there is a water heater.Call for detailed information.Translated from Armenian",Dec-12-2022_20-02,Not available,,,,,,,,,,,https://list.am/en/item/18067708
Stone,No,Not available,3,62 sq.m.,2,1,from 3 m,1,Not available,No Renovation,"Վահան Չերազի փողոց, Գյումրի","$21,000",USD,"The house is located in the central part of the city, 200 m from Vardanants Square. Distance, the ceiling is made of wood, it needs to be repaired, it is also suitable for use as a shop, guest house or for other purposes.Call for detailed information.Translated from Armenian",Dec-12-2022_20-02,Not available,,,,,,,,,,,https://list.am/en/item/18154453
Stone,Yes,Not available,2,98 sq.m.,2,1,from 3 m,1,Not available,No Renovation,"Սարուխանյան փողոց, Գյումրի","$12,500",USD,"The apartment is located in the old part of the nursing home in Noravan district, it needs renovation, one part is newly built, the location of the apartment is south-west, it is owned, there are no problems with the papers.Call for detailed information.Translated from Armenian",Dec-12-2022_20-02,Not available,,,,,,,,,,,https://list.am/en/item/18445897
Stone,No,Not available,2,80 sq.m.,3,1,from 2.8 m,1,Not available,Designer Renovation,"Улица Таманяна, Гюмри","$60,000",USD,"A designer renovated 3-room apartment is for sale on Tamanyan street (Textile district)1 bedroom, 1 living room, the basement is renovated and can be used as a bedroom. Sold together with the property.For details, call the indicated number. Agency.Translated from Armenian",Dec-12-2022_20-02,Available,,,,,,"Fridge, stove, washing machine, drying machine",,,,,https://list.am/en/item/18672848
Stone,No,Not available,3,80 sq.m.,3,1,from 2.7 m,3,Open balcony,Major Renovation,"Շիրակացու փողոց 7, Գյումրի","$80,000",USD,"ALL PROPERTY ""TECHNICAL"" IS INCLUDED IN THE SALE PRICECAPITALLY RENOVATED 3-room apartment for sale 80 sq. M. Մ. Located on Shirakatsi street, on the 3-rd floor of a 3-storey residential building. Iron door is installed, interior doors are made of oak, euro windows are installed. It is provided with round-the-clock water and gas supply. Individual heating system is installed. The bathroom and the kitchen is tiled. It has a wardrobe. The apartment has 2 open economic balconies. The apartment has a security system. There is cable TV and internet. Outdoor parking spaces are provided for cars and 20 sq / m area in front of the building for rent. All the necessary shops are nearby.Translated from Armenian",Dec-12-2022_20-02,,,,,,,,,,,,https://list.am/en/item/13470048
Monolith,No,Not available,2,82 sq.m.,3,1,from 3 m,2,Not available,Euro Renovation,"Մինաս Ավետիսյանի փողոց 7, Գյումրի","$37,000",USD,"This 3-room apartment of 82 square meters is for sale in Ani district, in the back of the Pedagogical Institute. With an area located on the 2nd floor of a 3-storey building. The entrance has an iron door, wooden windows. It is provided with round-the-clock water supply and gas supply. A water heater is installed. The apartment has several open balconies. The position is south-west, there is a storage room. There are outdoor parking spaces for cars. All necessary shops, recreation and entertainment places, etc. Are nearby.Translated from Armenian",Dec-12-2022_20-02,Not available,,,,,,,,,,,https://list.am/en/item/14591484
Panels,No,Not available,3,90 sq.m.,3,1,from 2.8 m,3,Closed balcony,Cosmetic Renovation,Shirak › Gyumri,"$40,000",USD,"Apartment in Gyumri, Ani district (58 district) Three rooms + two closed balconies. The apartment is on 3 floors. It is a very dry and bright apartment. House 8:Translated from Armenian",Dec-12-2022_20-02,By agreement,,,,,,,,,,,https://list.am/en/item/18409347
Stone,No,Not available,5,65 sq.m.,2,1,from 2.8 m,5,Closed balcony,Old Renovation,Shirak › Gyumri,"$30,000",USD,Продам двух комнатную квартиру,Dec-12-2022_20-02,,,,,,,,,,,,https://list.am/en/item/18176397
Monolith,Yes,Not available,3,80 sq.m.,3,1,from 2.8 m,2,Open balcony,Cosmetic Renovation,"Minas Avetisyan street 9, Gyumri","$46,000",USD,"A 3-room apartment is for sale, in the back of the Pedagogical Institute, the apartment is located on the 2nd floor of a 3-story building, it has 2 open balconies. The entrance door is iron, lined with wood, the floor is parquet, the kitchen and bathroom are tiled. The apartment has an individual heating system, the windows are of European manufacture.Translated from Armenian",Dec-12-2022_20-02,Not available,,,,,,,,Outdoor parking,,Playground,https://list.am/en/item/18687054
Stone,Yes,Not available,4,63 sq.m.,3,1,from 2.75 m,4,Open balcony,Euro Renovation,"Մուշ 2 թաղամաս 4/30, Գյումրի","$40,500",USD,"Has heating system (mercury), the house is in a completely new condition, the location of the house has never been inhabited, east to westTranslated from Armenian",Dec-12-2022_20-02,Not available,,,,,,,,,,,https://list.am/en/item/17786095
Stone,No,Not available,5,80 sq.m.,3,1,from 2.5 m,5,Not available,Euro Renovation,"Madoyan Street, Gyumri","$48,500",USD,"It is located in the center of Gyumri, right in front of the Vanatur restaurant. It is on the 5th floor of a 5-story building.Translated from Armenian",Dec-12-2022_20-02,,,,,,,,,,,,https://list.am/en/item/18548076
Stone,Yes,Not available,4,41 sq.m.,1,1,from 2.7 m,4,Multiple balconies,Cosmetic Renovation,"Երևանյան խճուղի, Գյումրի","$30,000",USD,"It is a building of the Linsey Foundation, built of solid stone (year 2003) It is with Nisha. It has two balconies. It has an Ariston heating systemTranslated from Armenian",Dec-12-2022_20-02,Not available,,,,,,"Fridge, stove","Street view, city view",Outdoor parking,,Playground,https://list.am/en/item/18653498
Monolith,Yes,Not available,4,100 sq.m.,4,1,from 2.8 m,4,Open balcony,Major Renovation,"Անի թաղամասի 3-րդ փողոց 3, Գյումրի","$60,000",USD,"The house is located on the 4th floor of a residential building, location east-west.There are schools, kindergartens, a hospital, shopping centers next to the house.For more information, call:Translated from Armenian",Dec-12-2022_20-02,,,,,,,,,,,,https://list.am/en/item/16367602
Stone,No,Not available,1,80 sq.m.,3,1,from 2.8 m,1,Closed balcony,Partial Renovation,"Baghramyan street, Artik","$25,000",USD,"A 3-room apartment (80 square meters) is for sale in the city of Artik, at Baghramyan 5 (in front of the hospital) It has all the utilities. It has a basement in the middle of the house, it is shown in the picture. It also has a garage in the back, the price of which is not included in the price. If you want, it will be sold together with the apartment at a different price.Only the corridor and the kitchen of the apartment need to be repaired to some extent.The bathroom is fully renovated, and the rooms also have cosmetic repairs. The apartment is also very convenient to use the first floor as a shop or any commercial space on the street side.Translated from Armenian",Dec-12-2022_20-02,Partial Furniture,,,,,,,,,,,https://list.am/en/item/17914482
Stone,No,Not available,2,35 sq.m.,1,1,from 2.75 m,1,Not available,Partial Renovation,"Manushyan street, Gyumri","$5,500",USD,"It has not been renovated, there is water, electricity, there is a kindergarten, school, shops, the whole property is not included in the price, for questions, call SAKARGELI SHAT HEADQUARTERSTranslated from Armenian",Dec-12-2022_20-02,Available,,,,,,,,,,,https://list.am/en/item/18256356
Stone,Yes,Not available,4,95 sq.m.,3,1,from 2.8 m,3,Not available,Euro Renovation,"Aragats street, Գյումրի","300,000 ֏",AMD,"Վարձով է տրվում 3սենյականոց բնակարան քաղաքի կենտրոնում, կոմունալ վճարները մեր վրա, շուրջօրյա հսկողություն։ здаётсья 3комнатная квартира в центре города, комумунальных плат нет, круглосуточная охрана, здаёться дом в центре Гюмри 4комнат есть всё необхадимое 350000в месяц, 30000в день",Dec-12-2022_20-02,Available,,,,,,,,,,,https://list.am/en/item/18293571
Monolith,No,Not available,5,100 sq.m.,3,1,from 2.7 m,4,Not available,Cosmetic Renovation,"Trdat Architector street 8Բ, Gyumri","$49,000",USD,"4 and 5 floor apartment of one entrance building for sale / one apartment /; The rooms have been turned into 5 utilities with all amenities; gas, hot առը cold water, heating; possibly with furniture; call for details;Translated from Armenian",Dec-12-2022_20-02,By agreement,,,,,,,,,,,https://list.am/en/item/16988095
Stone,No,Not available,5,100 sq.m.,4,1,from 2.7 m,3,Not available,Cosmetic Renovation,Shirak › Gyumri,"$50,000",USD,"Apartment for salec. Gyumri, Shirakatsi street100 square meters. Total area5/3rd floor4 roomsStoneUtility with all amenitiesCosmetic repairState conditionLightEast-WestEuro windowsOpen balconyGarageFirst lineSelling price: $50,000 (Without property)Selling price: $55,000 (with property)Translated from Armenian",Dec-12-2022_20-02,By agreement,,,,,,,"Street view, city view",,,,https://list.am/en/item/18683420
Stone,Yes,Not available,4,46 sq.m.,1,1,from 3 m,2,Closed balcony,Euro Renovation,"9-րդ փողոց 6, Գյումրի","$23,000",USD,An apartment in Gyumri Mush 2 district is urgently for saleMush 2 districtTranslated from Armenian,Dec-12-2022_20-02,Available,,,,,,,,,,,https://list.am/en/item/18632666
Monolith,Yes,Not available,5,78 sq.m.,3,1,from 3 m,5,Multiple balconies,No Renovation,"Ախուրյանի խճուղի 1/1, Գյումրի","$60,000",USD,Akhuryan road in Gyumri. Newly built apartment of 78 sq. M. With 2 open balconies for sale.Translated from Armenian,Dec-12-2022_20-02,Not available,,,,,,,"Yard view, street view, city view",Outdoor parking,,"Intercom entry, playground",https://list.am/en/item/16290501
Stone,No,Not available,3,66 sq.m.,3,2,from 2.6 m,3,Not available,Partial Renovation,"Ղանդիլյանի փողոց 11/40, Գյումրի","$27,000",USD,"3-room apartment is for sale on Ghandilyan str. 11/40 49b, 3-storey, on the 3rd floor, with all communal facilitiesTranslated from Armenian",Dec-12-2022_20-02,Not available,,,,,,,,,,,https://list.am/en/item/17723299
Stone,No,Not available,4,65 sq.m.,3,1,from 2.7 m,4,Multiple balconies,Cosmetic Renovation,Shirak › Artik,"6,200,000 ֏",AMD,"For detailed information, call the indicated phone number.Translated from Armenian",Dec-12-2022_20-02,Available,,,,,,,,,,,https://list.am/en/item/18402038
Monolith,No,Not available,3,50 sq.m.,2,1,from 2.7 m,3,Not available,Cosmetic Renovation,"Սեվյան փողոց 25/7, Գյումրի","$23,000",USD,1 + 1 apartment for sale in Sevyan street.1__there is a guik in the book.Is located near Nairi restaurant.Details by callTranslated from Armenian,Dec-12-2022_20-02,Available,,,,,,"Fridge, washing machine","Yard view, street view",Outdoor parking,,Playground,https://list.am/en/item/18679137
Stone,No,Not available,5,97 sq.m.,3,1,from 2.8 m,1,Open balcony,Euro Renovation,"Բորյան փողոց, Գյումրի","28,000,000 ֏",AMD,Продается большая и удобная квартира в городе Гюмри со всеми комунальнимы удобствами. Квартира находится в центре города. Евро-ремонт. 97 кв. М. Можно использывать в коммерческих целях.,Dec-12-2022_20-02,,,,,,,,,,,,https://list.am/en/item/18254882
Stone,No,Not available,1,225 sq.m.,4,1,from 3.2 m,1,Closed balcony,Major Renovation,"Ղուկասյան փողոց 67, Գյումրի","$95,000",USD,The total area of the house is 225 m2.The area of the yard is 541 m2.Overhauled partThe rest by phone.Translated from Armenian,Dec-12-2022_20-02,Available,,,,,,,,,,,https://list.am/en/item/17636308
Monolith,No,Not available,4,115 sq.m.,4,2,from 2.8 m,1,Not available,Partial Renovation,"Улица Паруйра Севака, Гюмри","$52,000",USD,"Продам 4 комнатную квартиру в городе Гюмри в хорошем районе! Рядом магазины, школы, садики, и хорошая транспортная развязка! В доме установлено газовый котёл 2контурный высококачественный Squirell! Есть дворик с плодороднымый деревьями + место для машины...",Dec-12-2022_20-02,Available,,,,,,,,,,,https://list.am/en/item/18454996
Stone,No,Not available,3,67 sq.m.,3,1,from 2.75 m,2,Open balcony,Cosmetic Renovation,"Ghandilyan street, Gyumri","$32,000",USD,"Apartment for sale, on the 2nd floor of a 3-story stone building, 2 + 1 rooms, cosmetically renovated, constant hot and cold water, gasification, sunny side, iron entrance door, interior doors and windows Euro, sold with partial ownership.Translated from Armenian",Dec-12-2022_20-02,,,,,,,,,,,,https://list.am/en/item/18383641
Stone,No,Not available,5,75 sq.m.,3,1,from 2.7 m,1,Closed balcony,Major Renovation,"Khrimyan Hayrik Highway, Gyumri","$38,000",USD,Всем приветствую продаеться дом со всеми удобствами продажа срочная! Обмен на спец технику jcb cat тор есть минимальный,Dec-12-2022_20-02,By agreement,,,,,,,,,,,https://list.am/en/item/18456486
Stone,Yes,Not available,4,50 sq.m.,2,1,from 2.5 m,4,Open balcony,Major Renovation,"Տրդատ Ճարտարապետի փողոց 13, Գյումրի","$29,000",USD,"Վաճառվում է 2 սենյականոց բնակարան, կոմունալ բոլոր հարմարություններով։Տրդատ Ճարտարապետի փողոց 13/1 շենք. Սակարկելի։ Մանրամասների համար զանգահարել։Продается 2-х комнатная квартира, со всеми коммуникациями.Улица Трдат Архитектор, дом 13/1.Торг. Звоните.Translated from Armenian",Dec-12-2022_20-02,Not available,,,,,,,,,,,https://list.am/en/item/18371490
Bricks,Yes,Not available,4,75 sq.m.,3,1,from 3 m,1,Open balcony,Partial Renovation,Shirak › Akhuryan,"$20,000",USD,"It has a basement, is provided with all the communal amenities.The apartment is located in Nor Akhuryan, Yu. Ghambaryan street, 25A building, apt. At 1 address.Translated from Armenian",Dec-12-2022_20-02,Not available,,,,,,,,,,,https://list.am/en/item/17469203
