Type,Floor Area,Address,Price,Currency,Description,Datetime,Prepayment,Utilities,Amenities,Links
Garage,30 sq.m.,"Garegin Nzhdeh Street, Yerevan","3,000,000 ֏",AMD,"Iron garage for sale. Right near the bridge. The entrance is from Artsakh Avenue, from the yard and near the bridge.Translated from Armenian",Dec-12-2022_18-41,,,,https://list.am/en/item/18143625
Garage,130 sq.m.,Yerevan › Davitashen,"$49,000",USD,"KOD-64101Garage for sale in Davitashen.^ There is water, electricity^ ProprietaryTranslated from Armenian",Dec-12-2022_18-41,,"Electricity, water",,https://list.am/en/item/18614945
Garage,22 sq.m.,"Vagharsh Vagharshyan street 24, Yerevan","$6,500",USD,"Продается гараж во дворе здания Вагаршяна 24, железный гараж, с сертефикатом собственности.",Dec-12-2022_18-41,,,,https://list.am/en/item/18430519
Garage,18 sq.m.,"Ավան-Առինջ 1-ին միկրոշրջան 1/8, Երևան","2,400,000 ֏",AMD,"OWN BLESSEDis located near buildings 1/8, 1/7, 1/11, 1/12 of 1 mikroshjanBuilding - property,land - leaseavan arinj:Arindj:Arindge:Translated from Armenian",Dec-12-2022_18-41,,,,https://list.am/en/item/18212924
Parking Space,11 sq.m.,"Kievyan street, Yerevan","3,000,000 ֏",AMD,Ավտոկայանատեղերը գտնվում են Կիևյան 14/3 հասցեում։Մանրամասների համար կարող եք զանգահարել նշված հեռախոսահամարով։,Dec-12-2022_18-41,,,,https://list.am/en/item/13414729
Garage,35 sq.m.,"Улица Сундукяна 28А, Ереван",140 ₽,RUB,"Garage with certificate of ownership 35 square meters, m.Accommodates 2 cars.Located at the back of Shirak Shop.Translated from Armenian",Dec-12-2022_18-41,,,,https://list.am/en/item/18241536
Garage,72 sq.m.,"Avanesov street, Yerevan","$25,000",USD,"Urgent sale of a garage with stone walls, monolithic concrete cover and iron roof, for 4 or more cars.Translated from Armenian",Dec-12-2022_18-41,,,,https://list.am/en/item/18206247
Garage,44 sq.m.,"Sundukyan Street 17, Yerevan","$17,500",USD,"Two-storey garage, first floor about 20 sq. M. Մ. , second floor-24 sq. M. Մ. , entrance to the second floor from inside. The entrance height of the gate is 2.2 m.Translated from Armenian",Dec-12-2022_18-41,,,,https://list.am/en/item/17976177
Garage,15 sq.m.,"Margarian street 17, Yerevan","$8,800",USD,"A garage is for sale in the immediate vicinity of ""Kaizer"" supermarket. Reinforced concrete. It is located in an ACTIVE commercial zone. With a little extension and modification, it would be VERY suitable for use as a commercial space. Negotiable.Translated from Armenian",Dec-12-2022_18-41,,,,https://list.am/en/item/18026638
Garage,19 sq.m.,"Pushkin Street 58, Yerevan","$22,000",USD,"Stone garage 19 m2 for sale in the city center, at 58 Pushkin Street, clean, thoroughly renovatedTranslated from Armenian",Dec-12-2022_18-41,,,,https://list.am/en/item/15356968
Garage,20 sq.m.,Yerevan › Avan,"$5,000",USD,"Продается гараж в райное Исаакян, рядом с магазином Наирии.",Dec-12-2022_18-41,,,,https://list.am/en/item/18328903
Garage,17 sq.m.,"Bryusov Street 1, Yerevan","$11,000",USD,"A stone garage is for sale at an affordable price.The garage is privatized, all the necessary documents are available.It is in perfect condition, the roof does not drip, there is a possibility of double locking.Translated from Armenian",Dec-12-2022_18-41,,,,https://list.am/en/item/16167515
Garage,18 sq.m.,"Komitas Avenue, Yerevan","3,000,000 ֏",AMD,"Վաճառվում է մետաղյա ավտոտնակ Կոմիտաս 50 շենքի բակում (Կոմիտաս փողոցի Թումանյան շաուրմա, Զվեզդա) : Գրանցված է թաղապետարանում:Продается металический гараж на улице Комитаса 50,во дворе Туманян Шаурма и Звезда.",Dec-12-2022_18-41,,,,https://list.am/en/item/14616439
Parking Space,20 sq.m.,"Mikayel Nalbandyan Street 106/1, Yerevan","10,000,000 ֏",AMD,Parking in the center at Nalbandian 106/1(BTC)Translated from Armenian,Dec-12-2022_18-41,,,,https://list.am/en/item/17898953
Garage,19 sq.m.,"Svachyan street, Yerevan","$8,000",USD,"The garage is located in the back of school 174, it is privatized, it has water and sewage, the documents are in perfect condition. The price is final.Translated from Armenian",Dec-12-2022_18-41,,,,https://list.am/en/item/18377765
Garage,20 sq.m.,"Nazarbekyan block, Yerevan","$5,500",USD,"A standard stone garage of 20 square meters with an iron gate is for sale. In the yard of Nazarbekyan 5 building. It is not privatized, but it has a legal registration form.Translated from Armenian",Dec-12-2022_18-41,,,,https://list.am/en/item/15737059
Garage,20 sq.m.,Yerevan › Nor Nork,"$9,000",USD,Гараж нор нор 3 массив Багян 1 рядом школы,Dec-12-2022_18-41,,,,https://list.am/en/item/17530877
Garage,26 sq.m.,Yerevan › Arabkir,"8,000,000 ֏",AMD,"A privatized stone garage is for sale in the rear of the building, Hr Kochar 14/1.Translated from Armenian",Dec-12-2022_18-41,,,,https://list.am/en/item/18537560
Garage,25 sq.m.,"Bashinjaghyan street 190, Yerevan","3,000,000 ֏",AMD,"A garage is urgently for sale in front of Bashinjaghyan 190 building; there is also a storage space in the garage, it has cosmetic problems, it has no electricity and water. The garage has all the legal documents.It is not given on a daily basis and closed version; only real buyers should call.Translated from Armenian",Dec-12-2022_18-41,,,,https://list.am/en/item/18489637
Garage,36 sq.m.,"Arshakuniats Avenue 52/1, Yerevan","$14,000",USD,Продается Гараж каменный на 2 мащины писать по всем вопросам тут на сайте,Dec-12-2022_18-41,,,,https://list.am/en/item/17672550
Garage,20 sq.m.,"Verin Shengavit 2nd street, Yerevan","$4,000",USD,Garage for saleTranslated from Armenian,Dec-12-2022_18-41,,,,https://list.am/en/item/18531811
Garage,35 sq.m.,"Raynis street 88, Yerevan","$7,000",USD,"Stone garage for 2 cars has water, light, sewer, urgent garage, garage, 24i, near the attention, the garage is made of stone from the inside, the floor is concrete, this value will be very urgent by the end of the yearTranslated from Armenian",Dec-12-2022_18-41,,,,https://list.am/en/item/16162369
Garage,54 sq.m.,Yerevan › Erebuni,"$10,000",USD,A 3-storey garage with an adjacent plot is for sale in Erebuni.Translated from Armenian,Dec-12-2022_18-41,,,,https://list.am/en/item/18420394
Garage,20 sq.m.,"Leningradyan street, Yerevan","$10,000",USD,Private stone garage for saleTranslated from Armenian,Dec-12-2022_18-41,,,,https://list.am/en/item/17198595
Garage,20 sq.m.,"16th block, Yerevan","$7,000",USD,A stone garage between the 1st and 2nd floors. The roof is profiledTranslated from Armenian,Dec-12-2022_18-41,,,,https://list.am/en/item/17825973
Garage,20 sq.m.,"Komitas Avenue 54, Yerevan","$7,000",USD,"A tin garage of 19.5 square meters is for sale, it has a manhole for inspecting car malfunctions, it is located in the yard of Komitas-54 building.Translated from Armenian",Dec-12-2022_18-41,,,,https://list.am/en/item/15015151
Garage,18 sq.m.,"Boryan street 4, Yerevan","$5,000",USD,Stone garage in the 1st block. It is in very good conditionTranslated from Armenian,Dec-12-2022_18-41,,,,https://list.am/en/item/17732698
Garage,64 sq.m.,"Nerqin Shengavit 10-th street, Yerevan","$15,000",USD,"A garage for sale in Nerkin Shengavit, which can also be used as a land near the house. The total area is 64 square meters. E. It is possible to park 3 cars. The area is privatized.Translated from Armenian",Dec-12-2022_18-41,,,,https://list.am/en/item/17927772
Garage,17 sq.m.,Yerevan › Shengavit,"$1,600",USD,7 meter trailer for sale. 2.5 approx.Translated from Armenian,Dec-12-2022_18-41,,,,https://list.am/en/item/18523300
Garage,24 sq.m.,"Микрорайон Норашен 16, Ереван","5,300,000 ֏",AMD,Will fit 2 Nissan MarchTranslated from Armenian,Dec-12-2022_18-41,,,,https://list.am/en/item/18067891
Garage,30 sq.m.,"Eghishe Tadevosyan Street Lane 10, Yerevan","4,500,000 ֏",AMD,Продаётся каменный гараж. Есть возможность 2-ого этажа,Dec-12-2022_18-41,,,,https://list.am/en/item/18452706
Garage,33 sq.m.,"Charents block 10, Yerevan","$15,500",USD,"Քարե ավտոտնակ, 2 մեքենայի համար, սեփականաշնորված",Dec-12-2022_18-41,,,,https://list.am/en/item/17226663
Garage,35 sq.m.,"Baghyan Street 2nd lane 1, Yerevan","4,000,000 ֏",AMD,"It is located in the 3rd plot near the school, it is possible to sell the 2 garages shown in the picture, a total of 90 square meters. M.Translated from Armenian",Dec-12-2022_18-41,,,,https://list.am/en/item/18561838
Garage,58 sq.m.,"Baghyan Street 2nd lane, Yerevan","5,600,000 ֏",AMD,It is located in the 3rd block near the schoolTranslated from Armenian,Dec-12-2022_18-41,,,,https://list.am/en/item/18559834
Garage,23 sq.m.,"Hrachya Acharyan street 34, Yerevan","2,300,000 ֏",AMD,"Garage in Avan, near Harsnakar restaurant. Stone building. Details by call.Translated from Armenian",Dec-12-2022_18-41,,,,https://list.am/en/item/17912455
Garage,22 sq.m.,"Arabkir 17-th Street, Yerevan","$10,000",USD,"Metal garage, adjacent 7 sq. M. Land fenced.By document:Right behind the dream districtThe address is misspelledTranslated from Armenian",Dec-12-2022_18-41,,,,https://list.am/en/item/17647414
Garage,25 sq.m.,"Դավիթ Մալյան փողոցի նրբանցք 1, Երևան","$10,000",USD,A garage with its parking lot is for sale on Davit Malyan streetFor more information callThe garage is on the first floorCode A0472Translated from Armenian,Dec-12-2022_18-41,,,,https://list.am/en/item/17333079
Garage,30 sq.m.,"Վրացական փողոցի 4-րդ նրբանցք 7/4, Երևան","$15,000",USD,"For sale, non-privatized / with monthly land rent / large stone garage / 30 sq. M. / in Arabkir / Georgian 4 lane, at the back of Genatsvale and Ecosens / in a convenient location. The price is negotiable.Translated from Armenian",Dec-12-2022_18-41,,,,https://list.am/en/item/18031530
Garage,32 sq.m.,"Margarian 2-nd lane, Yerevan","$14,000",USD,Stone garage for sale. It has a 4 m wide iron gate. The sewer and water line are made of concrete. Call the number for details. Do not offer exchange or partial payment options.Translated from Armenian,Dec-12-2022_18-41,,,,https://list.am/en/item/17466330
Garage,18 sq.m.,"Արտաշիսյան փողոց 50, Երևան","$4,800",USD,"Spacious garage, very convenient location. There are polkas and yams.If you have any questions, call or write on WhatsApp or ViberTranslated from Armenian",Dec-12-2022_18-41,,,,https://list.am/en/item/18471557
Garage,24 sq.m.,"Zoravar Andranik street 79, Yerevan","3,300,000 ֏",AMD,Stone garage for sale. The price is negotiable.Translated from Armenian,Dec-12-2022_18-41,,,,https://list.am/en/item/18488995
Parking Space,16 sq.m.,"Northern Avenue 1/1, Yerevan","9,500,000 ֏",AMD,"The parking lot is located at the beginning of North Avenue, in the underground section, 75 parking spaces.Translated from Armenian",Dec-12-2022_18-41,,,,https://list.am/en/item/16276447
Garage,20 sq.m.,"Amiryan Street 18, Yerevan","$7,000",USD,"Подземный гараж, нормальное состояние, не течет!Отремонтирована, на стенах полки.",Dec-12-2022_18-41,,,,https://list.am/en/item/17203450
Garage,18 sq.m.,"Մովսես Խորենացու փողոց 47, Երևան","$6,000",USD,Iron garage for saleTranslated from Armenian,Dec-12-2022_18-41,,,,https://list.am/en/item/18547509
Parking Space,20 sq.m.,"Tsarav Aghbyuri Street, Yerevan","9,000,000 ֏",AMD,Վերելակին մոտ:Рядом с лифтом.,Dec-12-2022_18-41,,,,https://list.am/en/item/18393747
Garage,20 sq.m.,"Zoravar Andranik street 25, Yerevan","4,000,000 ֏",AMD,"District A3Zoravar Andranik streetOhanov intersection,Next to the parkStone garage 20 m2Translated from Armenian",Dec-12-2022_18-41,,,,https://list.am/en/item/18609261
Garage,35 sq.m.,"Լվովյան փողոց 19, Երևան","5,000,000 ֏",AMD,Privatized for a double carTranslated from Armenian,Dec-12-2022_18-41,,,,https://list.am/en/item/16696263
Garage,17 sq.m.,"Agatangeghos Street, Yerevan","$15,000",USD,"Металлический, во дворе Агатангегоси7; свидетельство собственности.",Dec-12-2022_18-41,,,,https://list.am/en/item/16919740
Garage,20 sq.m.,"Արցախի պողոտա 14Ա, Երևան","$5,000",USD,A stone garage for sale on 14A Artsakh AvenueTranslated from Armenian,Dec-12-2022_18-41,,,,https://list.am/en/item/16688520
Garage,18 sq.m.,"Sayat Nova avenue, Yerevan","$20,000",USD,"A stone garage is for sale or rent in the courtyard of the intersection of Sayat-Nova Nalbandian streets. The rent is AMD 30,000.Translated from Armenian",Dec-12-2022_18-41,,,,https://list.am/en/item/18280835
Garage,20 sq.m.,"Verin Shengavit 2nd street, Yerevan","$6,000",USD,Stone garage with yamkaTranslated from Armenian,Dec-12-2022_18-41,,,,https://list.am/en/item/17345672
Garage,18 sq.m.,"Duryan street 48, Yerevan","$10,000",USD,Call for detailed informationTranslated from Armenian,Dec-12-2022_18-41,,Electricity,,https://list.am/en/item/18657483
Garage,30 sq.m.,"Զաքարիա Սարկավագի փողոց, Երևան","$14,500",USD,A stone garage of 30 sq. M. Is for sale near the Russian ChurchTranslated from Armenian,Dec-12-2022_18-41,,,,https://list.am/en/item/17942645
Garage,60 sq.m.,Yerevan › Nor Nork,"$12,000",USD,Продаю землю для построцки гаража или бокса в Джраеже,Dec-12-2022_18-41,,,,https://list.am/en/item/17790400
Garage,29 sq.m.,Yerevan › Kentron,"$26,000",USD,----Isahakyan street----Code A104Translated from Armenian,Dec-12-2022_18-41,,,,https://list.am/en/item/18380017
Garage,19 sq.m.,Yerevan › Kentron,"$50,000",USD,----Մաշտոց փողոց----Կոդ A102,Dec-12-2022_18-41,,,,https://list.am/en/item/18380010
Garage,20 sq.m.,Yerevan › Kentron,"$26,000",USD,----Փարպեցի փողոց----Քարե----Կոդ A101,Dec-12-2022_18-41,,,,https://list.am/en/item/18380002
Garage,16 sq.m.,Yerevan › Kentron,"$11,000",USD,-Tumanyan street----Iron----Code A100Translated from Armenian,Dec-12-2022_18-41,,,,https://list.am/en/item/18379997
Garage,20 sq.m.,Yerevan › Kentron,"$23,000",USD,----Պուշկին փողոց----Քարե----Կոդ A099,Dec-12-2022_18-41,,,,https://list.am/en/item/18379994
Garage,19 sq.m.,Yerevan › Kentron,"$31,000",USD,----Saryan street----Land for rentCode A098Translated from Armenian,Dec-12-2022_18-41,,,,https://list.am/en/item/18379989
Parking Space,20 sq.m.,Yerevan › Kentron,"$23,000",USD,----Nalbandyan-Sayat-Nova----Code A097Translated from Armenian,Dec-12-2022_18-41,,,,https://list.am/en/item/18379981
Garage,17 sq.m.,Yerevan › Kentron,"$31,000",USD,"Tamanyan Street, Cascade---Code A096Translated from Armenian",Dec-12-2022_18-41,,,,https://list.am/en/item/18379980
Garage,21 sq.m.,"Tigran Mets Avenue, Yerevan","$13,000",USD,"Garage for salePrice: $ 13,000, negotiableTranslated from Armenian",Dec-12-2022_18-41,,,,https://list.am/en/item/16200640
Parking Space,42 sq.m.,"Tsitsernakaberd Highway 1/2, Yerevan","$23,000",USD,VSP002-1 հարկ2 մեքենայի համար 42մ26.35x6.6,Dec-12-2022_18-41,,,,https://list.am/en/item/12557208
Garage,21 sq.m.,Yerevan › Arabkir,"$10,500",USD,"Վաճառվում է ստորգետնյա ավտոտնակ, գտնվում է Կոմիտաս 1 (Yerevan City, Reyma) և Բակունցի 2 շենքերի բակում, Մերգելյանի այգու հարևանությամբ.Ընդհանուր մակերեսը 21.2 քմ (3.50*6, h=2.6մ)Առկա է սեփականության վկայականПродается подземный гараж, расположенный во дворе домов Комитаса 1 (Ереван Сити, Рейма) и Бакунци 2, возле парка Мергеляна.Общая площадь 21,2 квадратных метра (3,50*6, h=2,6м)Имеется свидетельство о собственности",Dec-12-2022_18-41,,Electricity,,https://list.am/en/item/18655648
Parking Space,22 sq.m.,"Tsitsernakaberd Highway 1/2, Yerevan","$14,000",USD,"KOD VSDP-002Dalma parking3.23 x 6.90 մ2, 21-22քմ,6.45 x 6.90 մ2 44քմ3.28 x 12.80 մ2, 42քմ6.50 x 12.80 մ2, 83.2քմԴալմա Գարդեն մոլի հարևանությամբ ՊարկինգԱվտոտնակ ավտոկայանատեղի ավտոհանգրվան--Dalma Mall, Tsitsernakaberd, Tsitsernakaberdi, Cicernakaberd, Cicernakaberdi, Parking,Դալմա Մոլի մոտ, Ծիծեռնակաբերդ, Ծիծեռնակաբերդի խճուղի, Նորակառույց, Ավտոտնակ, Ավտոհանգրվան, Պարկինգ, Պառկինգ, Գառաժ, Գարաժ, Ստայանկա,-2 հարկ, 20քմ, լավ դիրքՎարձով պարկինգ.",Dec-12-2022_18-41,,,"Automatic gates, video surveillance, 24/7 security",https://list.am/en/item/12557164
Parking Space,30 sq.m.,Yerevan › Kentron,"$35,000",USD,"30 sq. M. Underground parking is for sale on Yeznik Koghbatsi street. Call for details, we will be happy to answer. MariamCode 5355Translated from Armenian",Dec-12-2022_18-41,,,,https://list.am/en/item/17927412
Garage,24 sq.m.,"Hovsep Emin street 2/1, Yerevan","5,000,000 ֏",AMD,A renovated stone garage with an electric gate is for sale in the yard of Aram Khachatryan 1.Translated from Armenian,Dec-12-2022_18-41,,,,https://list.am/en/item/18201342
Garage,32 sq.m.,"Դերենիկ Դեմիրճյան փողոց 40/15, Երևան","$15,000",USD,A stone garage is for sale on Demirchyan Street. In the backyard of Villa Montessori Kindergarten. Call for details.Translated from Armenian,Dec-12-2022_18-41,,,,https://list.am/en/item/18189664
Garage,29 sq.m.,Yerevan › Arabkir,"$23,000",USD,"Stone garage, 29 sq. M.Address: Arabkir, 63 sh. , garage number 7.Translated from Armenian",Dec-12-2022_18-41,,,,https://list.am/en/item/17642759
Garage,19 sq.m.,"Ezras Hasratyan Street 4, Yerevan","$4,800",USD,For more information callprivatizedTranslated from Armenian,Dec-12-2022_18-41,,,,https://list.am/en/item/18500873
Garage,18 sq.m.,"Sayat Nova avenue, Yerevan","$16,000",USD,"Privatized (land with construction right) large dry stone garage for sale near the intersection of Sayat-Nova-Charents streets, next to a high-rise new building in Ucom, 18 square meters. $ 17,000. Price is negotiable.Translated from Armenian",Dec-12-2022_18-41,,,,https://list.am/en/item/14113602
Garage,43 sq.m.,"Leningradyan street 50, Yerevan","$18,000",USD,The garage has 2 seatsIt is privatizedTranslated from Armenian,Dec-12-2022_18-41,,,,https://list.am/en/item/8210700
Garage,28 sq.m.,"Աշոտ Հովհաննիսյանի փողոց 6/1, Երևան","3,500,000 ֏",AMD,Stone garage for 2 cars.For more information call:Translated from Armenian,Dec-12-2022_18-41,,,,https://list.am/en/item/18129203
Garage,70 sq.m.,"Sharuri street 8, Yerevan","$15,000",USD,URGENT Garage for sale in Charbakh. The adjacent recreation area is also included with the licenseTranslated from Armenian,Dec-12-2022_18-41,,"Electricity, water",,https://list.am/en/item/18650627
Garage,40 sq.m.,"Halabyan Street 48, Yerevan","$9,800",USD,"A garage with a certificate of 32 sq. M. With a free space of 40 sq. M. Is for saleTarget significance-settlementsLandscaping - Residential ConstructionNear new buildingsIn front of Armenia TVThere is drinking water and sewerage in the garage, electricity near the shaftCall for other questionsTranslated from Armenian",Dec-12-2022_18-41,,,,https://list.am/en/item/16910548
Garage,15 sq.m.,"Zakian 1st deadlock, Yerevan","$10,000",USD,"Garage for sale in the center, on Zakyan Street, 15 square metersTranslated from Armenian",Dec-12-2022_18-41,,,,https://list.am/en/item/18100423
Garage,26 sq.m.,"Aeracia street, Yerevan","$5,000",USD,"Продаю гараж по договорной цене. Аэрация5 переулок, ул ширака.",Dec-12-2022_18-41,,,,https://list.am/en/item/18022358
Garage,24 sq.m.,"Griboyedov street 11, Yerevan","$10,000",USD,Garage GarageTranslated from Armenian,Dec-12-2022_18-41,,,,https://list.am/en/item/17987147
Garage,23 sq.m.,"Hovhannes Shiraz street, Yerevan","$12,000",USD,"The garage and land are privatized, the building is made of stone, it has a pit.Translated from Armenian",Dec-12-2022_18-41,,,,https://list.am/en/item/18135439
Garage,18 sq.m.,"Avetis Aharonyan street, Yerevan","$5,000",USD,"Aharonyan str. Stone garage, inside there are shelves and yama. Clean condition.Translated from Armenian",Dec-12-2022_18-41,,,,https://list.am/en/item/17786161
Garage,35 sq.m.,"Ջրվեժ թաղամաս 32, Երևան","$16,000",USD,"A stone garage is for sale in front of building 35 of Mayak District, Jrvezh, the total area is 35 sq/m, it is registered as a public area, iron gate, euro door from the inside, it is connected to the sewer, it has a bathroom, it is not privatized, it is measured and recorded in the cadastre.Translated from Armenian",Dec-12-2022_18-41,,,,https://list.am/en/item/18478013
Garage,60 sq.m.,"Aeracia street, Yerevan","13,000,000 ֏",AMD,"Privatized garage, measuring 14/5. It is an iron garage, it can be converted into a house, commercial space. The neighboring structures give their walls.Translated from Armenian",Dec-12-2022_18-41,,,,https://list.am/en/item/15224108
Garage,17 sq.m.,"16th block, Yerevan","$7,000",USD,"The stone garage is located in the courtyard of the high-rise buildings of the 16th district. The length is 6 meters, the width is 2.8 meters. I am the owner. The land is owned by the right of lease. Price is negotiableTranslated from Armenian",Dec-12-2022_18-41,,,,https://list.am/en/item/18038262
Garage,35 sq.m.,"Derenik Demirchyan street, Yerevan","$10,000",USD,"Located under the playground, it is a Soviet-era structureTranslated from Armenian",Dec-12-2022_18-41,,,,https://list.am/en/item/17265574
Garage,28 sq.m.,"Nubarashen 11 street, Yerevan","$4,400",USD,"Garage Nubarasheni 11 st. 7 near the building. The garage is made of iron, with a monolithic basement under it, the entrance of which is from the back side of the garage. Do not worry about closing or exchange. Negotiable. We can also discuss the closed version.Avtotnak Nubarashenum.Translated from Armenian",Dec-12-2022_18-41,,,,https://list.am/en/item/17214209
Garage,20 sq.m.,Yerevan › Malatia-Sebastia,"3,000,000 ֏",AMD,The land is privatizedTranslated from Armenian,Dec-12-2022_18-41,,,,https://list.am/en/item/17209762
Garage,19 sq.m.,"Sundukyan Street, Yerevan","2,200,000 ֏",AMD,"Metal garage, in the yard of Sundukyan 7 building, No. 1694.There is a pit for storing tires and other goods. The pit has a cover.Translated from Armenian",Dec-12-2022_18-41,,,,https://list.am/en/item/18640356
Garage,40 sq.m.,"Daniel Varujan street, Yerevan","$1,600",USD,"Garage for 2 cars for saleOnly the garage is for saleNegotiableThe garage is sold without a license, so you have to moveTranslated from Armenian",Dec-12-2022_18-41,,,,https://list.am/en/item/18459173
Garage,20 sq.m.,"Artem Mikoyan street 9, Yerevan","$25,000",USD,Продается каменный гараж на 2 машины на улице Микояна 9Имеется свидетельство о собственности.,Dec-12-2022_18-41,,,,https://list.am/en/item/18406067
Garage,50 sq.m.,"Nazarbekyan block 26, Yerevan","$18,000",USD,Call for details.Translated from Armenian,Dec-12-2022_18-41,,,,https://list.am/en/item/18507784
Garage,54 sq.m.,"Rubinyants St , Yerevan","$9,000",USD,There can be 3 cars in the garage.Translated from Armenian,Dec-12-2022_18-41,,,,https://list.am/en/item/17710667
Garage,25 sq.m.,"Babayan street, Yerevan","$33,000",USD,"Urgent sale of a privatized stone garage in the yard of Babayab 22 building. It is in very good condition, renovated, with electic shutter gate. Can it serve as a warehouse?Translated from Armenian",Dec-12-2022_18-41,,,,https://list.am/en/item/18314334
Garage,30 sq.m.,Yerevan › Nor Nork,"$17,000",USD,"Stone garage for sale at 15/1 Nansen, Nor Nork. The area of the garage is 29.5 square meters, the height is 2.7 m. I bypass all utility lines. The garage is suitable for a small workshop, warehouse, tent house, or other commercial use. It has a cadastral certificate. The total area is 33 square meters.Translated from Armenian",Dec-12-2022_18-41,,,,https://list.am/en/item/18637887
Garage,20 sq.m.,"Nubarashen 11 street, Yerevan","$3,000",USD,Վաձարվում է ավտոտնակ։,Dec-12-2022_18-41,,,,https://list.am/en/item/15586340
Garage,25 sq.m.,"Marr street, Yerevan","$15,000",USD,"2-storey stone garage for sale in Nork 5th block.The total area is 25 square meters, it has the same size basement. The height of the garage is 2.5 m, the basement is 2.20.Price $ 15,000, negotiableTranslated from Armenian",Dec-12-2022_18-41,,,,https://list.am/en/item/17790530
Garage,25 sq.m.,"Avet Avetisyan Street 70, Yerevan","$9,500",USD,Metal garage for sale Avet Avetisyan 70sh. In the yard.External dimensions 3x5 m.Translated from Armenian,Dec-12-2022_18-41,,,,https://list.am/en/item/17640573
Garage,20 sq.m.,"Hakob Hakobyan Street 7, Yerevan","70,000 ֏",AMD,Sh. T. A. P. Garage for rent near Mergelyan...Translated from Armenian,Dec-12-2022_18-41,,,,https://list.am/en/item/16860199
Garage,33 sq.m.,"Leningradyan street, Yerevan","$8,000",USD,Stone garage 33 sq. M.Translated from Armenian,Dec-12-2022_18-41,,,,https://list.am/en/item/13029858
Garage,18 sq.m.,"Ավանեսովի փողոց 6/2, Երևան","$3,500",USD,Garage of 18 sq. M. Is for sale.Translated from Armenian,Dec-12-2022_18-41,,,,https://list.am/en/item/16663728
Garage,24 sq.m.,"Fuchik street 1/3, Yerevan","$4,000",USD,"Total area, 24 sq. M. It has been repaired.Translated from Armenian",Dec-12-2022_18-41,,,,https://list.am/en/item/18634010
Parking Space,20 sq.m.,"Byuzand Street, Yerevan","$50,000",USD,"Parking near the square, call for detailsTranslated from Armenian",Dec-12-2022_18-41,,,,https://list.am/en/item/18633954
Garage,18 sq.m.,"Charents street 27, Yerevan","11,000,000 ֏",AMD,"A privatized, euro-renovated, stone garage with a tin roof is for sale at Charents 27-A.The total area is 18 sq/mTranslated from Armenian",Dec-12-2022_18-41,,,,https://list.am/en/item/18027292
Garage,23 sq.m.,"2-й переулок улицы Анрапетутян 19, Ереван","7,000,000 ֏",AMD,An iron garage is for sale at 17 Sakharov street.The total area is 23 sq/mNot privatizedTranslated from Armenian,Dec-12-2022_18-41,,,,https://list.am/en/item/18027286
Garage,26 sq.m.,Yerevan › Nor Nork,"$12,000",USD,"A garage is for sale on Moldovakan street, Nor Nork 2 block.Translated from Armenian",Dec-12-2022_18-41,,,,https://list.am/en/item/17907389
Garage,18 sq.m.,"Sundukyan St , Yerevan","$5,200",USD,"Sundukyan Gulbenkyan crossroads, underground garage under a new buildingTranslated from Armenian",Dec-12-2022_18-41,,,,https://list.am/en/item/5779408
Parking Space,26 sq.m.,"Avetis Aharonyan street, Yerevan","$3,000",USD,26 squares.Closed from 3 p. M.With an iron bar on one side.a place where 2 cars can stand next to each other.Translated from Armenian,Dec-12-2022_18-41,,,,https://list.am/en/item/16019405
Garage,20 sq.m.,"Zoravar Andranik street, Yerevan","$5,000",USD,Garage flat a_1 district for saleAndranik money back of cinema ArmeniaAmong the 20 square meters garagesThere is electricityCode BB702Translated from Armenian,Dec-12-2022_18-41,,,,https://list.am/en/item/16888663
Garage,30 sq.m.,Yerevan › Avan,"$9,800",USD,A spacious garage with an area of 30 square meters near the Narekatsi and Kuchak districts of Avan. It has a shelf and a cabinet.Translated from Armenian,Dec-12-2022_18-41,,,,https://list.am/en/item/18630123
Garage,48 sq.m.,"Mamikonyants street 56/2, Yerevan","$20,000",USD,"Garage for sale in the yard of Mamikonyats 56/2 building, 4 meters front, 12 meters long, yard, suitable for building a houseTranslated from Armenian",Dec-12-2022_18-41,,,,https://list.am/en/item/17307577
Garage,18 sq.m.,"Rubiniants street 2, Yerevan","$10,000",USD,"THE MEDIATOR WILL NOT CALL! Stone garage with tin roof in the yard of Rubinyants 2/2 building, 18 sq. M.Translated from Armenian",Dec-12-2022_18-41,,,,https://list.am/en/item/17899086
Garage,17 sq.m.,"Zakaria Sarkavag street 147/1, Yerevan","$6,500",USD,It is located 17 m from 100 meters from Kanaker cityTranslated from Armenian,Dec-12-2022_18-41,,,,https://list.am/en/item/15748214
Garage,18 sq.m.,"Moldovakan street 25/4, Yerevan","$5,999",USD,Monolithic concretenewly painted3x6:Translated from Armenian,Dec-12-2022_18-41,,,,https://list.am/en/item/17900878
Parking Space,20 sq.m.,"Nikoghayos Tigranyan street, Yerevan","$14,500",USD,Newly built neighborhoodTranslated from Armenian,Dec-12-2022_18-41,,,,https://list.am/en/item/18319971
Garage,35 sq.m.,"Derenik Demirchyan street, Yerevan","$15,000",USD,"A 35 square meter garage is for sale, which is located in the Small Center, on Demirchyan Street. The garage is built of stone, it is convenient and safe for parking a car. For more information call.Code 1111Translated from Armenian",Dec-12-2022_18-41,,,,https://list.am/en/item/18324662
