Construction Type,New Construction,Elevator,Floors in the Building,Floor Area,Number of Rooms,Number of Bathrooms,Ceiling Height,Floor,Balcony,Furniture,Renovation,Amenities,Appliances,Window Views,Number of Guests,Children Are Welcome,Pets Allowed,Utility Payments,Prepayment,Address,Price,Currency,Description,Datetime,The House Has,Parking,Links
Stone,No,Not available,3,72 sq.m.,3,1,from 2.8 m,3,Closed balcony,By agreement,Partial Renovation,,,"Yard view, street view, city view",,,,,,Kotayk › Charentsavan,"$36,000",USD,"3-room apartment converted into 2. It is 72 square meters, but the apartment has the possibility to increase by about 15 square meters. For details, call: No mortgage sale, cash onlyTranslated from Armenian",Dec-12-2022_18-44,,Outdoor parking,https://list.am/en/item/18536676
Panels,No,Available,12,64 sq.m.,3,1,from 2.7 m,12,Not available,Available,Euro Renovation,,"Fridge, stove, washing machine","Yard view, street view, city view, park view",,,,,,"Geghard street, Abovyan","$95,000",USD,"Fully renovated propertygas, water, electricity, call for detailsTranslated from Armenian",Dec-12-2022_18-44,Intercom entry,Outdoor parking,https://list.am/en/item/18591840
Stone,No,Not available,3,65 sq.m.,3,1,from 2.7 m,3,Closed balcony,By agreement,Euro Renovation,,,,,,,,,"Թոռոզյան փողոց, Նոր Հաճն","$49,000",USD,"Cozy, bright and comfortable apartment in the central part of Nor Hachn. The apartment is provided with all the necessary utilities. Gas, hot water, air conditioner, heating, etc. Shops, schools, kindergarten, Haypost, communication offices are very close.Translated from Armenian",Dec-12-2022_18-44,,,https://list.am/en/item/17878446
Monolith,Yes,Available,8,102 sq.m.,3,1,from 2.8 m,5,Open balcony,By agreement,Major Renovation,,,,,,,,,"Խաչիկ Մուրադյանի փողոց, Ծաղկաձոր","$95,000",USD,"Newly built apartment for sale in Tsaghkadzor, 3 rooms, 8/5h, 102 square meters, fully renovatedheating, 2 open balconies, beautiful view, kitchen furniture, built-in cupboardshurry to the bright sunTranslated from Armenian",Dec-12-2022_18-44,,,https://list.am/en/item/18453979
Stone,Yes,Not available,2,250 sq.m.,4,2,from 3 m,2,Open balcony,Available,Major Renovation,,,,,,,,,Kotayk › Zovuni,"$280,000",USD,"2-storey luxurious private house is for sale. The house is located next to the main road in Zovuni. At a distance of 3 kilometers from Davtashen. The total land area is 800 square meters. Մ. , living space - 250 sq. M. M.: The house is fully renovated, euro doors and windows are installed. It has 4 rooms, 1 kitchen and 2 bathrooms. The floor is covered with parquet. Has an open balcony, storage room, permanent water. In front of the house there is a beautiful garden, fruit trees. The whole area of the house is fenced. There is a parking lot in the yard, the house is for sale with furniture. Has a garage, exchange with a car or a newly built apartment for an additional fee.Translated from Armenian",Dec-12-2022_18-44,,,https://list.am/en/item/15176485
Panels,No,Available,9,87 sq.m.,4,1,from 2.7 m,2,Closed balcony,Not available,Cosmetic Renovation,,,,,,,,,Kotayk › Abovian,"$82,000",USD,"A 4-room apartment is for sale in the city of Abovyan. The apartment is in a clean condition, the windows are partially European-made, the door is iron.We also work with home buyers with certificates and mortgages.You can read all our announcements by clicking on the right side - Good Offer. Thanks in advance:Translated from Armenian",Dec-12-2022_18-44,,,https://list.am/en/item/17843530
Stone,No,Not available,5,45 sq.m.,1,1,from 2.6 m,5,Closed balcony,Not available,No Renovation,,,,,,,,,Kotayk › Abovian,"16,500,000 ֏",AMD,"1-room apartment for sale in Abovyan city. The apartment is in a clean condition, it is gasified, it faces the sun.We also work with home buyers with certificates and mortgages.You can read all our announcements by clicking on the right side - Good Offer. Thanks in advance:Translated from Armenian",Dec-12-2022_18-44,,,https://list.am/en/item/15768530
Panels,No,Available,9,76 sq.m.,3,1,from 2.7 m,9,Closed balcony,Not available,Cosmetic Renovation,,,,,,,,,Kotayk › Abovian,"$55,000",USD,"A 3-room apartment is for sale in the city of Abovyan. The apartment is in a clean condition, the windows are of European manufacture, it has an individual heating system, the roof is made of tin, it faces the sun.We also work with home buyers with certificates and mortgages.You can read all our announcements by clicking on the right side - Good Offer. Thanks in advance:Translated from Armenian",Dec-12-2022_18-44,,,https://list.am/en/item/18219074
Stone,No,Not available,5,77 sq.m.,3,1,from 2.75 m,3,Multiple balconies,Available,No Renovation,,,,,,,,,"Միկրոշրջան թաղամաս 1, Հրազդան","$28,000",USD,The apartment needs repair.Translated from Armenian,Dec-12-2022_18-44,,,https://list.am/en/item/18609250
Monolith,No,Available,9,68 sq.m.,3,1,from 2.75 m,1,Closed balcony,By agreement,Euro Renovation,,,,,,,,,Kotayk › Charentsavan,"$37,000",USD,Call for detailsTranslated from Armenian,Dec-12-2022_18-44,,,https://list.am/en/item/18556231
Panels,No,Available,9,67 sq.m.,3,1,from 2.8 m,9,Not available,,Euro Renovation,,,,,,,,,Kotayk › Charentsavan,"$45,000",USD,"A 3-room apartment is for sale in the city of Charentsavan, next to Ararat Bank, without an intermediary. Partially with furniture, European-made windows, new entrance door. It has a heating system. Euro-renovated 3 years ago, electric wires and pipes are new. There is a basement on the first floor.Translated from Armenian",Dec-12-2022_18-44,,,https://list.am/en/item/18080908
Panels,No,Available,12,61 sq.m.,2,1,from 2.7 m,8,Closed balcony,Not available,Euro Renovation,,,,,,,,,Kotayk › Abovian,"$63,000",USD,"A 2-room apartment converted into 3 is for sale in Abovyan. The apartment is renovated, has an individual heating system, the windows have been changed, the door is iron.Translated from Armenian",Dec-12-2022_18-44,,,https://list.am/en/item/18564160
Stone,No,Not available,5,160 sq.m.,6,1,from 2.7 m,1,Not available,Not available,Euro Renovation,,,,,,,,,Kotayk › Abovian,"$85,000",USD,"A 6-room apartment is for sale in the city of Abovyan. The apartment is renovated, has an individual heating system, the windows have been changed, the iron door is on the sunny side.Translated from Armenian",Dec-12-2022_18-44,,,https://list.am/en/item/18453550
Panels,No,Available,9,95 sq.m.,4,1,from 2.7 m,1,Not available,Not available,Major Renovation,,,Yard view,,,,,,Kotayk › Abovian,"$101,000",USD,"A 4-room apartment is for sale in the city of Abovyan. The apartment is completely renovated, it has an individual heating system, it faces the sun.Translated from Armenian",Dec-12-2022_18-44,,,https://list.am/en/item/18591288
Stone,No,Not available,5,76 sq.m.,3,1,from 2.7 m,3,Closed balcony,Not available,Old Renovation,,,,,,,,,Kotayk › Abovian,"$62,000",USD,"A 3-room apartment is for sale in the city of Abovyan. The apartment is in a clean condition, the iron door is on the sunny side. It is sold with a garage, the price of the apartment includes the garage.We also work with home buyers with certificates and mortgages.You can read all our announcements by clicking on the right side - Good Offer. Thanks in advance:Code C3 069Translated from Armenian",Dec-12-2022_18-44,,,https://list.am/en/item/17287489
Panels,No,Available,9,100 sq.m.,5,1,from 2.7 m,4,Closed balcony,Not available,No Renovation,,,,,,,,,Kotayk › Abovian,"$70,000",USD,"A 5-room apartment is for sale in the city of Abovyan. The apartment is in need of repair, the windows are mostly of European production, it is gasified, the door is iron, facing the sun.We also work with home buyers with certificates and mortgages.You can read all our announcements by clicking on the right side - Good Offer. Thanks in advance:Translated from Armenian",Dec-12-2022_18-44,,,https://list.am/en/item/18234918
Stone,No,Not available,5,55 sq.m.,2,1,from 2.7 m,5,Open balcony,Available,Cosmetic Renovation,,,,,,,,,Kotayk › Abovian,"20,500,000 ֏",AMD,"A 2-room apartment is for sale in the city of Abovyan. The apartment is renovated, the door is made of iron, the windows are of European manufacture, it has an individual heating system.We also work with home buyers with certificates and mortgages.You can read all our announcements by clicking on the right side - Good Offer. Thanks in advance:Code D2 336Translated from Armenian",Dec-12-2022_18-44,,,https://list.am/en/item/17805220
Monolith,Yes,Available,8,101 sq.m.,3,1,from 2.8 m,5,Open balcony,Available,Major Renovation,,,,,,,,,"Խաչիկ Մուրադյանի փողոց, Ծաղկաձոր","$95,000",USD,"Apartment for sale in a newly built building, Tsaghkadzor. The building is surrounded by forests, beautiful view from all sides. It has been renovated, the kitchen, bathroom, tiled pipes and wires have been changed, heating. Open balconies on both sides with a great view. Negotiable. For more information call.Translated from Armenian",Dec-12-2022_18-44,,,https://list.am/en/item/18441145
Stone,Yes,Not available,1,20 sq.m.,3,3+,from 2.7 m,1,Open balcony,Available,Partial Renovation,,,,,,,,,"Այգեգործական փողոց 134, Արզական","$300,000",USD,"Located in Arzakan village, not far from Aghveran monastery in Aghveran, has 100 different fruit trees, is in the lap of nature. For details, call 2-storeyTranslated from Armenian",Dec-12-2022_18-44,,,https://list.am/en/item/13565642
Stone,No,Not available,2,78 sq.m.,3,1,from 3 m,2,Open balcony,Available,Major Renovation,,,,,,,,,"38-я улица, Зовуни","$80,000",USD,"Renovated apartment for sale in Зовуниум with all utilities, baxi system, sun кохмTranslated from Armenian",Dec-12-2022_18-44,,,https://list.am/en/item/18305734
Stone,No,Not available,3,30 sq.m.,1,1,from 2.75 m,3,Open balcony,,Euro Renovation,,,,,,,,,"Charents street 1, Nor Hachin","$35,000",USD,"For sale1 room apartment in Nor Hachn city. Fully renovated, euro windows and doors, open balcony. Heating System. (BAXI) is equipped with all utility facilities. The apartment has a sign.Shops, a school, a kindergarten, a polyclinic are nearby. The apartment is for sale with partial property. URGENT / no agency / price is negotiable.Translated from Armenian",Dec-12-2022_18-44,,,https://list.am/en/item/17282276
Stone,No,Not available,4,37 sq.m.,1,1,from 2.75 m,3,Closed balcony,Available,Euro Renovation,,,,,,,,,"Sportain street, Nor Hachin","$40,000",USD,"The apartment is euro-renovated, uninhabited, sold together with the propertyTranslated from Armenian",Dec-12-2022_18-44,,,https://list.am/en/item/18554431
Stone,No,Not available,5,44 sq.m.,2,1,from 2.7 m,5,Closed balcony,Available,Major Renovation,,,,,,,,,Kotayk › Hrazdan,"19,800,000 ֏",AMD,"THE APARTMENT CAN ALSO BE RENTED FOR 200,000, 400,000 PER MONTH IN ADVANCE PAYMENT. Located in Micro District, Lower Burial, Very Conveniently Located on Main Road. The apartment has very good views of the forest and mountains, it is sunny and warm. 1 room has been converted into 2 rooms, the living room is 20 sq/m, the bedroom is 13.5 sq/m, the rest is a kitchen and a bathroom. The walls and ceiling are thermally insulated, the electrical wiring, water lines, floor, doors, windows are completely new, now in the final stages of major renovation. READ CAREFULLY: THE PRICE WILL BECOME 22,000,000 AMD AFTER THE REPAIR IS COMPLETED. There are many and various shops, schools, kindergartens, post office, etc. Nearby. Also suitable as a summer house. It is only 4-5 km away from Tsaghkadzor.Translated from Armenian",Dec-12-2022_18-44,,,https://list.am/en/item/17639328
Panels,No,Available,9,78 sq.m.,3,1,from 2.8 m,7,Open balcony,Available,Major Renovation,,,,,,,,,"Հանրապետության պողոտա, Աբովյան","38,000,000 ֏",AMD,"The apartment is completely renovated, except for the kitchen. The electric wires, water pipes and cosmetic repairs of the whole house are new and of high quality. There is a Bax system. The center is a place, the building of the former Zberkasa. Supermarket, shops, pharmacies, flower shops, bus stop, everything nearby. No agent will call, it is not for sale urgently, choose a warm house. I took it with a mortgage, in case of buying it, the balance must be paid in order to change the name.Translated from Armenian",Dec-12-2022_18-44,,,https://list.am/en/item/16052261
Stone,No,Not available,2,75 sq.m.,3,1,from 2.5 m,1,Not available,,Major Renovation,,,,,,,,,Kotayk › Zovuni,"$80,000",USD,"Զովունիում,* 2 Հարկանի քարե շենքի 1 ին հարկում վաճառվում է ԿԱՊԻՏԱԼ ՎԵՐԱՆՈՐՈԳՎԱԾ բնակարան (առանձին մուտքով)* Բնակարանը 75 քմ. Է և 500 քմ. Տնամերձ այգի* Ապահովված լույսով, գազով, մշտական տաք և սառը ջրով, ինտեռնետ ծառայություններովԳԻՆԸ 65,000 USD (սակարկելի)Մանրամասների համար զանգահարել նշված հեռախոսահամարին կամ հաղորդագրություն ողղարկել նույն հեռախոսահամարով viber - ին:",Dec-12-2022_18-44,,,https://list.am/en/item/13902233
Stone,No,Not available,5,58 sq.m.,2,1,from 3 m,5,Closed balcony,,Major Renovation,,,,,,,,,"Daran street 3, Abovyan","$65,000",USD,The building is in excellent condition and thermally insulatedTranslated from Armenian,Dec-12-2022_18-44,,,https://list.am/en/item/18473263
Panels,No,Available,9,73 sq.m.,3,2,from 2.75 m,3,Closed balcony,Not available,Cosmetic Renovation,,,,,,,,,Kotayk › Abovian,"$60,000",USD,"The apartment is in a clean condition. There is an iron door, euro windows, heating system. Water pipes and electrical wiring have been changed.Code T308Translated from Armenian",Dec-12-2022_18-44,,,https://list.am/en/item/18289393
Panels,No,Available,9,73 sq.m.,4,1,from 3 m,3,Closed balcony,Available,Major Renovation,,,,,,,,,"Kentron block, Hrazdan","25,000,000 ֏",AMD,"4-room designer-renovated apartment is for sale on the 1st line in Hrazdan city, 73 sq. M. Մ. Located on the 3rd floor of a 9-storey building. The apartment is fully renovated. Iron door, euro windows are installed, the floor is covered with laminate. It is provided with constant water and gas supply. It is heated by central heating system. The bathroom is tiled, equipped with sanitary ware. There is a closed balcony. For sale together with all the property and equipment.Code 18639Translated from Armenian",Dec-12-2022_18-44,,,https://list.am/en/item/17885657
Stone,No,Not available,3,750 sq.m.,8+,3+,from 3.5 m,3,Multiple balconies,Available,Major Renovation,,,,,,,,,"Gevorg Chaush street, Yerevan","$500,000",USD,"A 3-storey luxurious 9-room private house with a total area of 750 square meters and a land of 1100 square meters is for sale on the first line near the former Ministry of Defense near Yerjan Ashtarak highway. The house is completely renovated. Euro windows, air conditioner, metal door are installed, the floor is covered with laminate and chromogranite. It is provided with constant water and gas supply. It is heated by a heating system. The bathrooms are tiled, equipped with sanitary ware. The house has a garage, a spacious yard, a basement, a garden with fruit trees. The house is provided with all the necessary property and equipment.Code 17914Translated from Armenian",Dec-12-2022_18-44,,,https://list.am/en/item/17433250
Panels,No,Available,9,63 sq.m.,2,1,from 2.7 m,9,Closed balcony,Not available,No Renovation,,,,,,,,,"Улица Котайка 33, Бюрегаван","$30,000",USD,"Срочно продается квартира в Бюрехаване. От собственника, без ремонта.",Dec-12-2022_18-44,,,https://list.am/en/item/18691341
Stone,No,Not available,2,48 sq.m.,2,2,from 3.2 m,2,Not available,Available,Major Renovation,,"Fridge, stove, washing machine",Yard view,,,,,,"Hanrapetutian Avenue 3, Abovyan","$42,799",USD,"From February 5: Without a mediator. ABOVYANI, IN THE CENTER. A 2-room apartment is for sale at a cheap price in the 3/2 building of the Republic Avenue. Separate storage room on the floor. Internet. Capital rebuilt from 0. New: Power cords; pipes; sewerage; gasified. Reconstructed apartment of brand new capital; For sale $2000 with new construction furniture; + with new custom lights; sold complete with furniture and appliances. Euro windows; new iron door. New sinks; new toilet. Kitchen with newly built furniture + new gas stove + washing machine + refrigerator. Gas: From 2 points + new gas tank. Kitchen floor: New tile; between pieces of furniture, tile. Hall and bedroom + corridor floors with quality new laminates. The bathroom, toilet and kitchen are completely newly tiled; with new shower and new sinks + new wall mirror with its amenities. In the hall, built in a new style, a corner divan with two seats + new 2-drum 2-cushion. Spacious bedroom with separate door; (Newly built modern wardrobe with hangers and shelves in the bedroom wall) wooden bed (160×200 cm) 2-seater with its internal 4 shelves. New apartment with all amenities. The apartment faces the sun; warm and bright. Grocery and fresh bread shops on the 1st floor of the building. Corner of the building (Avtomoyka-wash yourself), fresh meat and whole fish shop. Under the apartment, a large bakery; which will also insulate the apartment in winter. Entrance to the building: One iron coded door, newly tiled, beautiful and wide stairs, + light design, new ceiling. To stop of school market; shops; clothes, salon and banks, approx. Beautiful, newly renovated, beautiful color: Cappuccino; the bedroom is sky blue. For sale all new with furniture; new gas refrigerator; together with a refrigerator and a washing machine. I am the sole owner and there is no registered person. Call me personally on viber or vhasapp. THE BANK ASSESSED: 16,600,000 dirhams (without property)! Capital ready, New Beautiful Apartment under the Key CHEAP APARTMENTTranslated from Armenian",Dec-12-2022_18-44,,Outdoor parking,https://list.am/en/item/16624255
Stone,No,Not available,5,30 sq.m.,1,1,from 3 m,2,Open balcony,Not available,Cosmetic Renovation,,,,,,,,,Kotayk › Charentsavan,"$20,000",USD,"The apartment is located on the sunny side, the windows and the balcony door are of European production, the apartment is sold without property. For details, call the indicated phone number.Translated from Armenian",Dec-12-2022_18-44,,,https://list.am/en/item/18098718
Panels,No,Not available,9,75 sq.m.,3,1,from 2.8 m,4,Open balcony,By agreement,Partial Renovation,,,,,,,,,Kotayk › Hrazdan,"$27,000",USD,"A 3-room apartment is for sale in the Kentron district of the city of Hrazdan, on the 4th floor of a 9-story building. The rooms are sunny, warm and bright. The apartment is partially renovated. It has an open balcony. The front door is made of iron, the windows and interior doors have been changed. The floor of the kitchen and hallway is tiled. It has constant hot and cold water. There is a school and a kindergarten near the building.Translated from Armenian",Dec-12-2022_18-44,,,https://list.am/en/item/18441883
Panels,No,Available,9,100 sq.m.,4,1,from 2.75 m,5,Closed balcony,Available,Partial Renovation,,,,,,,,,Kotayk › Charentsavan,"$65,000",USD,"Apartment for sale in Charentsavan. The area on the 5th floor of a 9-storey panel building is 100 square meters.The pipes are changed, the bathroom is repaired, the heating is removed, the windows are changed, only the balcony windows are not changed.Translated from Armenian",Dec-12-2022_18-44,,,https://list.am/en/item/16665498
Panels,No,Available,9,99 sq.m.,4,1,from 2.8 m,3,Open balcony,,Old Renovation,,,,,,,,,Kotayk › Byureghavan,"$50,000",USD,4-room apartment on the 3rd floor of a 9-storey building. It has two balconies.Translated from Armenian,Dec-12-2022_18-44,,,https://list.am/en/item/16247172
Monolith,Yes,Available,6,48 sq.m.,2,1,from 3 m,4,Open balcony,Available,Designer Renovation,,,,,,,,,"Grigor Magistros street, Border Tsakhkadzor","31,200,000 ֏",AMD,"Multifunctional residential complex in Tsaghkadzor.The apartments will be delivered renovated, with built-in wardrobes, bathroom and kitchen furniture (without soft furniture)The price of 1 square meter is AMD 625,000From 37 to 160 square meters. ResidentsIncome tax refund law appliesTranslated from Armenian",Dec-12-2022_18-44,,,https://list.am/en/item/18176728
Stone,No,Not available,5,34 sq.m.,2,1,from 3.5 m,2,Not available,Not available,Partial Renovation,,,,,,,,,"Tumanyan street 5, Nor Hachin","$29,500",USD,"The apartment is a dormitory. Iron door, euro windows (just changed), sunny, constant hot and cold water. The apartment is in good condition. Price is negotiable.Translated from Armenian",Dec-12-2022_18-44,,,https://list.am/en/item/11994316
Stone,No,Not available,5,69 sq.m.,3,2,from 2.7 m,5,Closed balcony,By agreement,Old Renovation,,,,,,,,,"Nairyan Street, Abovyan","$62,000",USD,A 3-room apartment is for sale on the 5th floor of a stone building near the stadium.Translated from Armenian,Dec-12-2022_18-44,,,https://list.am/en/item/18611245
Panels,No,Available,9,89 sq.m.,4,2,from 3 m,5,Multiple balconies,Available,Cosmetic Renovation,,,,,,,,,"Ա․ Ալավերդյանի փողոց 63, Հրազդան","$36,000",USD,"4-room apartment for sale in Kotayk region, c. Hrazdan center. 63 building 27 apt. The 5th floor in the middle of the house is cosmetically renovated.It is negotiable for a real buyer. SMBATTranslated from Armenian",Dec-12-2022_18-44,,,https://list.am/en/item/17417972
Stone,No,Not available,5,80 sq.m.,3,1,from 2.75 m,5,Multiple balconies,By agreement,No Renovation,,,,,,,,,"Erevanyan street, Yeghvard","$45,000",USD,Чешский проект. Крыша недавно отремонтирована полностью. Зал и кухня расширены за счет балкона. Цена не окончательная. Требуется капитальный ремонт. Риэлторам не звонить.,Dec-12-2022_18-44,,,https://list.am/en/item/18560761
Panels,No,Available,9,74 sq.m.,3,3+,from 2.8 m,1,Closed balcony,By agreement,Partial Renovation,,,,,,,,,"Օգոստոսի 23 փողոց 66, Հրազդան","$40,000",USD,"The building is located on the 8th av. Adjacent to the school, Kotayk regional state college and kindergarten, the yard of the building is paved, for other questions callTranslated from Armenian",Dec-12-2022_18-44,,,https://list.am/en/item/18689739
Stone,No,Not available,2,44 sq.m.,2,1,from 2.8 m,1,Closed balcony,Not available,No Renovation,,,,,,,,,"Վազգեն Սարգսյան փողոց 1-ին փակուղի, Քասախ","$22,000",USD,The apartment needs major renovationTranslated from Armenian,Dec-12-2022_18-44,,,https://list.am/en/item/18551126
Panels,No,Available,9,76 sq.m.,3,2,from 2.75 m,4,Open balcony,Available,Partial Renovation,,,,,,,,,"4th microdistrict 10, Abovyan","$78,000",USD,"Apt. For sale. 4 micro-district 63 building, located on the right side, iron door, euro windows, heating system, bathrooms renovated, converted into 4 rooms, the floor is partially heated. There is a storage room in the basement and on the floor.Translated from Armenian",Dec-12-2022_18-44,,,https://list.am/en/item/17385724
Panels,No,Available,9,73 sq.m.,3,1,from 2.8 m,2,Multiple balconies,Available,Old Renovation,,Stove,"Yard view, street view",,,,,,"Kentron block, Hrazdan","1,900,000 ₽",RUB,"A 3-room bank for sale in the central district of Hrazdan (42 building, 2 floors)Not refurbished but in good condition. The apartment is sold with furniture. It has 2 balconies. The large balcony is partially renovated.Price negotiable. For details, call the What's app of the specified phone number.Translated from Armenian",Dec-12-2022_18-44,,,https://list.am/en/item/18602203
Stone,No,Not available,5,54 sq.m.,3,1,from 2.8 m,4,Closed balcony,,Major Renovation,,,,,,,,,"Garni street, Abovyan","$75,000",USD,"URGENT for sale. The apartment is located next to the cinema building. It has a playground. The apartment is fully renovated. The outside door is iron, the inside doors are made of wood. It is for sale together with furniture and equipment.Translated from Armenian",Dec-12-2022_18-44,,,https://list.am/en/item/17318608
Stone,No,Not available,3,100 sq.m.,4,1,from 2.7 m,2,Open balcony,,No Renovation,,,,,,,,,Kotayk › Mrgashen,"$45,000",USD,"For sale: 4-room apartment with an open balcony, room 1, 8 square meters, 2 rooms, 10 square meters, 3 rooms, 9 square meters, kitchen, 16 square meters, balcony, 20 square meters.Translated from Armenian",Dec-12-2022_18-44,,,https://list.am/en/item/18036504
Stone,No,Not available,4,219 sq.m.,8+,2,from 2.5 m,4,Open balcony,Not available,Partial Renovation,,,,,,,,,"Hanrapetutian Avenue 1/5, Abovyan","$140,000",USD,"The building is located in the center of Abovyan, on the 4th floor of the Uni-Med Medical Center, it has 11 rooms, 1 open storage room, 1 kitchen, 2 bathrooms.Suitable for various types of business applications.Translated from Armenian",Dec-12-2022_18-44,,,https://list.am/en/item/18548434
Stone,No,Available,9,57 sq.m.,3,1,from 2.75 m,2,Open balcony,Available,Major Renovation,,,,,,,,,Kotayk › Kasagh,"$65,000",USD,3 rooms for sale. Kazakh 2/2 mak 58 sq. 2 respects from the novice. Stone. Capital roof... It has a warehouse. By book... Bucks co-founder. Iron door.Translated from Armenian,Dec-12-2022_18-44,,,https://list.am/en/item/14760379
Stone,No,Not available,5,68 sq.m.,4,1,from 2.8 m,5,Not available,Not available,Euro Renovation,,,,,,,,,"Yeritasardakan street, Abovyan","26,000,000 ֏",AMD,There is also a storage room on the sunny sideTranslated from Armenian,Dec-12-2022_18-44,,,https://list.am/en/item/18166957
Stone,No,Not available,2,73 sq.m.,3,1,from 3 m,1,Closed balcony,,No Renovation,,,,,,,,,"Zovuni 38 street, Zovuni","$32,000",USD,"Located 500 meters from Davitashen, it is the first floor of a 2-story residential building. It has a basement.The house is in excellent condition.Translated from Armenian",Dec-12-2022_18-44,,,https://list.am/en/item/18143347
Monolith,Yes,Available,12,62 sq.m.,2,1,from 3 m,5,Open balcony,Available,Euro Renovation,,,,,,,,,"Antarayin 1st blok, Tsaghkadzor","$105,000",USD,"A two-room apartment is for sale in a newly built building in Tsaghkadzor. The apartment is completely renovated and uninhabited, it also has new furniture and appliances. There is an individual heating system, hot and cold water, bedding and kitchen utensils and dishes. It is suitable for permanent residence as well as for daily rent or long-term rent. A beautiful view of the beautiful nature opens from the balcony. In case of questions, contact the specified phone number.Translated from Armenian",Dec-12-2022_18-44,,,https://list.am/en/item/18418623
Stone,No,Not available,5,67 sq.m.,3,1,from 3 m,2,Not available,By agreement,Cosmetic Renovation,,,,,,,,,"Yeritasardakan street, Abovyan","$70,000",USD,"Apartment in Abovyan St. , closed, non-negotiable with Aparaik bankTranslated from Armenian",Dec-12-2022_18-44,Playground,,https://list.am/en/item/18671969
Stone,No,Not available,4,78 sq.m.,4,2,from 2.5 m,2,Open balcony,Available,Cosmetic Renovation,,,,,,,,,"2-րդ թաղամաս, Չարենցավան","$47,000",USD,"The apartment is sunny, renovated, bright, has 1 open and 1 closed balcony, is equipped with a heating system, a separate water heater, European windows, 30 sq. M. Living room, 2 bathrooms, on the 2nd floor of a 4-story building, in front of the building there is also a separate garage for sale of 54 square meters, there is also a separate basement for sale, the price is negotiableTranslated from Armenian",Dec-12-2022_18-44,,,https://list.am/en/item/18534423
Stone,No,Not available,5,40 sq.m.,1,1,from 3 m,1,Not available,,Old Renovation,,,,,,,,,Kotayk › Charentsavan,"$32,500",USD,"In the fourth opening of the third building of the fourth district in the city of Charentsavan, a trading hall with an area of 40 square meters is for sale. The price is negotiable. Call to inquireTranslated from Armenian",Dec-12-2022_18-44,,,https://list.am/en/item/16547516
Monolith,Yes,Available,8,48 sq.m.,2,1,from 3 m,6,Open balcony,Available,Major Renovation,,,,,,,,,"Khachik Muradyan Street, Tsaghkadzor","$88,000",USD,"Code C1402K. A 2-room apartment is for sale in Tsakhkadzor. The apartment has an open balcony and a French balcony.Thoroughly reconstructedFloor type: Laminate and pressed graniteCentral heating and ventilation systemThe direction of the windows is one-way, towards Kechi House, SportbazaEntrance from the porchThere is a security systemThere are 3 uninterrupted elevators in the buildingCall for other information.Translated from Armenian",Dec-12-2022_18-44,,,https://list.am/en/item/18554618
Panels,No,Available,9,96 sq.m.,3,1,from 2.75 m,8,Closed balcony,By agreement,Major Renovation,,,,,,,,,"Mayak block 31, Yerevan","$85,000",USD,"A spacious 3-room apartment is for sale in the Mayak district of Jrvevezh, in the quietest part.• The apartment is fully renovated, equipped with high-quality furniture and appliances.• There is a closed balcony where you can spend your rest and enjoy the view of the city from the balcony.• Heating is carried out through an individual heating system.• The floors are covered with quality laminate.• The bathroom is tiled, the necessary plumbing equipment is available.• All necessary infrastructures are nearby: School, kindergarten, shops, etc.For other details, write or call the indicated numbers.The apartment is shown with a real estate showing contract.Service commission: 2% of selling priceCode VC030Translated from Armenian",Dec-12-2022_18-44,,,https://list.am/en/item/18117848
Panels,No,Available,9,73 sq.m.,3,2,from 2.75 m,7,Closed balcony,Not available,Euro Renovation,,,,,,,,,Kotayk › Abovian,"29,500,000 ֏",AMD,"Code T309The apartment is renovated, there is an iron door, euro windows, heating system. Water pipes and electrical wiring have been changed. It is sold together with kitchen furniture. The apartment is sunny.Translated from Armenian",Dec-12-2022_18-44,,,https://list.am/en/item/18533638
Stone,No,Not available,5,63 sq.m.,2,1,from 2.5 m,3,Open balcony,Not available,Cosmetic Renovation,,,,,,,,,"Ֆրոնտիկ Թևոսյան փողոց, Նոր Գեղի","$46,000",USD,"The apartment is in normal condition, has an open balcony, permanent water, gas, storage room, 2 rooms with one sign, for details call...Translated from Armenian",Dec-12-2022_18-44,,,https://list.am/en/item/16486017
Stone,No,Not available,3,56 sq.m.,2,1,from 2.8 m,3,Closed balcony,Available,Partial Renovation,,,,,,,,,"Պյութագորաս փողոց, Քանաքեռավան","13,000,000 ֏",AMD,"The roof is completely repaired, the windows are changed. The bathroom is old tile and paint, clean condition. The kitchen is renovated, there is new furniture. The living room նջ bedroom floor is currently being repaired, there will be laminate։ tiles. There is a half-built garage without privatization yet.Translated from Armenian",Dec-12-2022_18-44,,,https://list.am/en/item/17576180
Stone,No,Not available,5,57 sq.m.,2,1,from 3 m,2,Closed balcony,Not available,Euro Renovation,,,,,,,,,"Yeritasardakan street, Abovyan","$59,000",USD,"Apartment in Abovyan city, 2 rooms on the 2nd floor of a 5-storey stone building, 16 youth building. The windows and doors have been changed, the bathroom is newly tiled, there is a chula at the entrance, with kitchen furniture, if it is possible to make a pointless call, the agents should not call, only cashTranslated from Armenian",Dec-12-2022_18-44,,,https://list.am/en/item/17726277
