Construction Type,New Construction,Elevator,Floors in the Building,The House Has,Parking,Floor Area,Number of Rooms,Number of Bathrooms,Ceiling Height,Floor,Balcony,Furniture,Renovation,Amenities,Appliances,Window Views,Number of Guests,Children Are Welcome,Pets Allowed,Utility Payments,Prepayment,Address,Price,Currency,Description,Datetime,Links
Stone,No,Not available,5,,,58 sq.m.,2,1,from 2.75 m,3,Multiple balconies,Not available,Major Renovation,,,"Yard view, street view",,,,,,"Yerevan highway, Vanadzor","14,000,000 ֏",AMD,"2-room apartment for sale with open and closed balconies (58 square meters)It is located not far from the center of Vanadzor, next to the Monument and the Gloria factory, on the 3rd floor of a five-story stone building. The apartment is flooded with abundant sunlight from both sides. It is very hot and dry. It has been completely renovated (euro windows, iron door, copper wires, new quality pipes, the kitchen and the corridor are tiled, the floor of the rooms is laminate) It has permanent water, a clean porch, with conscientious and disciplined residents.There are schools, a kindergarten, a recreation area, a supermarket (Proshyan) and trade and household service points nearby.The apartment has one owner, there are no other registered persons. Options of sale with mortgage are also considered.PRICE NEGOTIABLETranslated from Armenian",Dec-12-2022_20-01,https://list.am/en/item/18667296
Stone,Yes,Not available,3,,Garage,243 sq.m.,7,2,from 2.5 m,3,Open balcony,Not available,Partial Renovation,,,"Yard view, street view",,,,,,Lorri › Spitak,"$24,500",USD,"Urgent sale of a 3-story stone apartment in Spitak city, there is electricity in the house, but no water and gas. The address of the house is: Grigor Losavorc district, 4th apartment of the 7th building.Translated from Armenian",Dec-12-2022_20-01,https://list.am/en/item/18639800
Panels,Yes,Not available,4,,,76 sq.m.,2,1,from 2.75 m,4,Closed balcony,Not available,Old Renovation,,,,,,,,,"Erevanyan street, Tashir","$16,200",USD,For sale in TashirTranslated from Armenian,Dec-12-2022_20-01,https://list.am/en/item/16065773
Stone,No,Not available,5,,,56 sq.m.,2,1,from 2.6 m,5,Closed balcony,Not available,Partial Renovation,,,,,,,,,"Yerevan highway, Vanadzor","7,500,000 ֏",AMD,"Երկու սենյակ դարձրած երեք, սանհանգույցը վերանորոգած, ննջասենյակի պատուհանը եվրո, տան մուտքի դուռը նոր է. Կարող ենք փոխանակել մեկ սենյականոց բնակարանի հետ.",Dec-12-2022_20-01,https://list.am/en/item/12143419
Stone,Yes,Not available,4,,,1000 sq.m.,3,3+,from 2.5 m,1,Not available,,Designer Renovation,,,,,,,,,"Թորոսյան փողոց 13, Սպիտակ","$40,000",USD,"Commercial space. A very comfortable place for business or office. It also has a basement built with basalt stairs. It is also for rent for 60,000 AMD. 2 floors together are $40,000.Translated from Armenian",Dec-12-2022_20-01,https://list.am/en/item/16475925
Stone,Yes,Not available,3,Playground,Outdoor parking,100 sq.m.,3,2,from 2.8 m,2,Multiple balconies,Available,Cosmetic Renovation,,,"Yard view, street view, city view",,,,,,"S.Avetisyan St 7, Spitak","$40,000",USD,The apartment is located on the opposite side of the Alex Market. Call for questions. It is also for sale by mortgage. It is also for rent. I will bargainTranslated from Armenian,Dec-12-2022_20-01,https://list.am/en/item/16751426
Stone,No,Not available,5,,,78 sq.m.,3,1,from 2.75 m,2,Open balcony,By agreement,Old Renovation,,,,,,,,,"Квартал Нерсисян 12, Ванадзор","10,000,000 ֏",AMD,"Меняю 3-х комнатную квартиру на однокомнатную (с доплатой) в Ванадзоре, Тарон и Базум не предлаґать.",Dec-12-2022_20-01,https://list.am/en/item/17311993
Stone,No,Not available,5,,,76 sq.m.,3,1,from 3 m,5,Multiple balconies,Not available,Major Renovation,,,,,,,,,Lorri › Vanadzor,"$22,000",USD,"The apartment is located at the beginning of Bazum district; Currently, we are repairing the euro, it will be ready in about a month.Translated from Armenian",Dec-12-2022_20-01,https://list.am/en/item/13350625
Panels,Yes,Not available,4,,,59 sq.m.,1,1,from 2.8 m,4,Open balcony,By agreement,Partial Renovation,,,,,,,,,Lorri › Vanadzor,"$12,000",USD,Urgent in normal conditionTranslated from Armenian,Dec-12-2022_20-01,https://list.am/en/item/16959460
Stone,No,Not available,5,,,70 sq.m.,2,1,from 2.75 m,3,Open balcony,Not available,Cosmetic Renovation,,,,,,,,,"Nersisyan lane 6, Vanadzor","$25,000",USD,Երկու սենյականոց բնակարան նիշայով. Նորմալ վիճակում.,Dec-12-2022_20-01,https://list.am/en/item/7673751
Stone,No,Not available,5,,,41 sq.m.,1,1,from 2.8 m,5,Not available,By agreement,Euro Renovation,,,,,,,,,Lorri › Vanadzor,"$25,000",USD,The apartment is located in the city center.Translated from Armenian,Dec-12-2022_20-01,https://list.am/en/item/18660865
Panels,No,Available,12,Playground,Outdoor parking,80 sq.m.,3,1,from 2.8 m,3,Closed balcony,Available,Cosmetic Renovation,,"Fridge, stove, washing machine","Yard view, street view",,,,,,"Tigran Mets Avenue 54, Vanadzor","$45,000",USD,"All conditions for living are available. It is a bright, sunny apartment.Translated from Armenian",Dec-12-2022_20-01,https://list.am/en/item/18660616
Stone,No,Not available,5,,,52 sq.m.,3,1,from 2.8 m,5,Not available,,Partial Renovation,,,,,,,,,"Գարեգին Նժդեհի փողոց, Ստեփանավան","$26,500",USD,"For sale 2s. Made 3s. Apartment, G. At 3/35 Nzhdeh Street, the apartment is located next to the square, has all amenities, and also has a basement in the yard. If you wish, I will provide it together with furniture, the price is $28,000Translated from Armenian",Dec-12-2022_20-01,https://list.am/en/item/16605831
Stone,No,Not available,5,,,57 sq.m.,3,1,from 3 m,5,Closed balcony,,Cosmetic Renovation,,,,,,,,,Lorri › Alaverdi,"$20,000",USD,"Բնակարանը գտնվում է ատամնաբուժարանի հարևանությամբ, հինգ հարկանի շենքի հինգերորդ հարկում, մուտքի կողմից բարձրանում եք երրորդ հարկ, արևկողմ, լուսաավոր, երկաթյա դուռ, ունի վերանորոգման կարիք, հնարավոր է վաճառքը կահույքով և մեկ քարե նկուղ շենքի մուտքի մոտ 8 ք. Մ.:",Dec-12-2022_20-01,https://list.am/en/item/9914225
Stone,No,Not available,3,,,82 sq.m.,3,1,from 3 m,3,Multiple balconies,,Cosmetic Renovation,,,,,,,,,Lorri › Spitak,"$40,000",USD,"3-room apartment is for sale on the 3rd floor of a 3-storey stone building in Shahumyan street, Spitak city.The total area of the apartment is 82 square meters, the living room windows are evro, it has 2 balconies, which can be closed using as a small room. The building is a 20-year-old building, it differs from the rest of Spitak buildings by the cleanliness of its entrance, and the roof does not drip, it can be used on the whole surface of the house. There is a basement of about 6 square meters. School No. 3, a kindergarten, a supermarket and a pharmacy working till late in the evening are nearby.Translated from Armenian",Dec-12-2022_20-01,https://list.am/en/item/17396635
Stone,No,Not available,4,Playground,Outdoor parking,70 sq.m.,3,1,from 3 m,4,Closed balcony,By agreement,Old Renovation,,,"Yard view, park view",,,,,,"Tigran Mets Avenue 12, Vanadzor","$33,000",USD,"In the center of the city of Vanadzor, at Tigran Mets 12, an apartment is for sale on the 4/4 floor. It is a sunny and bright 3-room apartment with 70 square meters of living space, 2 of which have been converted. Old renovation, 500 liter water tank and wooden loft on the roof. The roof is in normal condition, the building has windows on both sides. Communal with all facilities and permanent. The building is not in distress and it is possible to sell with a mortgage.Translated from Armenian",Dec-12-2022_20-01,https://list.am/en/item/18294353
Stone,No,Not available,5,,,62 sq.m.,2,2,from 2.6 m,1,Multiple balconies,,Partial Renovation,,,,,,,,,"Griboyedov street 2, Vanadzor","6,500,000 ֏",AMD,"Urgent 2-room apartment for sale is comfortable. There is a water heater, the floor is covered with oak wood, except for one closed and two open balconies, it has basements, adjacent 8x6 sq. M. M orchard near the house. Price is negotiable ․ It is possible to exchange it with a one-room apartment on the condition of paying the difference.Translated from Armenian",Dec-12-2022_20-01,https://list.am/en/item/17940138
Stone,No,Not available,5,,,96 sq.m.,4,1,from 2.7 m,1,Open balcony,,Old Renovation,,,,,,,,,"Chukhajyan street, Vanadzor","$18,500",USD,"An apartment is urgently for sale at 28/16 Chukhajyan street. It has four rooms, it has two open closets from different rooms. There is electricity, water, gas in the apartment. All the pipes have been changed. The front door is made of metal. It is also possible to exchange it with a car.For detailed questions, call the indicated number.Translated from Armenian",Dec-12-2022_20-01,https://list.am/en/item/18532297
Stone,No,Not available,5,,,1111 sq.m.,2,2,from 3 m,4,Multiple balconies,Available,Old Renovation,,,,,,,,,"Սանահին Սարահարթ թաղամաս, Ալավերդի","$6,000",USD,Վաճառվում է Վաճառվում էbnakaran alaverdi qaxaqum 3/13 Վաճառվում է,Dec-12-2022_20-01,https://list.am/en/item/16264077
Panels,No,Available,9,Playground,Outdoor parking,65 sq.m.,2,1,from 2.5 m,4,Multiple balconies,Available,Cosmetic Renovation,,"Fridge, washing machine",Street view,,,,,,Lorri › Vanadzor,"$28,000",USD,"A 2-room apartment is for sale in Vanadzor, Dimats district, address 5 Student Street. It is sold together with the property. It has two balconies, open and closed.There is also a basement area.Translated from Armenian",Dec-12-2022_20-01,https://list.am/en/item/18651855
Monolith,No,Not available,4,,,100 sq.m.,4,1,from 2.75 m,4,Multiple balconies,Not available,Euro Renovation,,,,,,,,,"Մեքենաշինարարների, Վանաձոր","2,100,000 ₽",RUB,"A 4-room apartment is for sale in the beginning of Taron 4 district. The apartment is renovated, has 2 open and closed balconies. The windows are euro, the apartment is provided with heating, hot and cold water, the floor is completely wooden parquet, the bathroom is tiled.Yes, the front door has been replaced, it has a basement and a legally assigned garage space attached to the building, which has 2 wall panels. The apartment can be exchanged for a 1- or 2-room apartment for an additional fee. Call viber whatsapp. The apartment is also for rent.Translated from Armenian",Dec-12-2022_20-01,https://list.am/en/item/18229820
Stone,No,Not available,4,,,42 sq.m.,2,1,from 2.5 m,1,Not available,Not available,Major Renovation,,,,,,,,,"Բանյոյի փողոց, Վանաձոր","$24,000",USD,"In case of questions, I will answer your call.Translated from Armenian",Dec-12-2022_20-01,https://list.am/en/item/18651619
Bricks,No,Not available,4,,,65 sq.m.,2,1,from 2.8 m,3,Open balcony,By agreement,Old Renovation,,,,,,,,,"Մեքենաշինարարների, Վանաձոր","6,500,000 ֏",AMD,"Taron 4:It is a sunny, bright houseAlong with the propertyYou can also call the written number with a regular callTranslated from Armenian",Dec-12-2022_20-01,https://list.am/en/item/17902457
Stone,No,Not available,5,,,72 sq.m.,3,2,from 2.5 m,5,Multiple balconies,,Partial Renovation,,,,,,,,,"Jahukyan street, Tashir","1,500,000 ₽",RUB,The apartment is located in the city centerIt is the first building directly in the direction of the court!Has a garageThe price also includes the garage.The price is not finalThere is nothing closed!Translated from Armenian,Dec-12-2022_20-01,https://list.am/en/item/16228866
Stone,No,Not available,5,,,68 sq.m.,4,1,from 2.8 m,3,Multiple balconies,Not available,Old Renovation,,,,,,,,,Lorri › Stepanavan,"$20,000",USD,"4-room apartment, Price is negotiableTranslated from Armenian",Dec-12-2022_20-01,https://list.am/en/item/17394108
Stone,No,Not available,4,,,63 sq.m.,3,1,from 3.2 m,2,Not available,Not available,Cosmetic Renovation,,,,,,,,,"Tigran Mets Avenue 24, Vanadzor","$50,000",USD,"Квартира находится в центре города, прямо над бывшей детской библиотекой. Все находится буквально рядом, рынок, банки, мэрия, магазины.Фотографировала мама, так что простите за качество.Если будет конкретный покупатель-прилечу в течении пары дней.",Dec-12-2022_20-01,https://list.am/en/item/18210875
Monolith,Yes,Not available,4,,,56 sq.m.,2,1,from 2.8 m,3,Closed balcony,By agreement,Euro Renovation,,,,,,,,,"Վերածննդի փողոց 8Դ, Վանաձոր","$35,000",USD,"Capital renovated, permanent water, hot and cold, gasified living room, 2 rooms, 3 roomsTranslated from Armenian",Dec-12-2022_20-01,https://list.am/en/item/18112280
Panels,No,Not available,9,,,80 sq.m.,3,1,from 2.8 m,1,Closed balcony,,Old Renovation,,,,,,,,,"Rustavi street, Vanadzor","$16,500",USD,"High 1st floor, side, basement garage, very convenient projectTranslated from Armenian",Dec-12-2022_20-01,https://list.am/en/item/17849659
Stone,No,Not available,5,,,78 sq.m.,3,1,from 2.75 m,1,Closed balcony,Available,Partial Renovation,,,,,,,,,"Paruyr Sevak street, Vanadzor","$23,000",USD,"The apartment for sale is located in Paruyr Sevak district / former Alaverdyan St. / The apartment is on the first floor, partially repaired iron door, with all utilities, has a basement. / For more details, call the indicated phone number/Translated from Armenian",Dec-12-2022_20-01,https://list.am/en/item/18344098
Stone,No,Not available,5,,,49 sq.m.,1,1,from 2.8 m,4,Closed balcony,Available,Old Renovation,,Stove,"Street view, city view, park view",,,,,,Lorri › Vanadzor,"$17,500",USD,"The apartment is nice and sunny with a closed balcony and a nisha. Beautiful view of the mountains and Husharjan from the balcony. Located near Lcher, Husharjan, TTu jur, and Dimac Aygi. We will sell the apartment with furniture and everything needed to start living for the new family. It is also a good option as an investment. Take a loan, rent, and pay off your loan.",Dec-12-2022_20-01,https://list.am/en/item/18648515
Panels,No,Not available,4,,,68 sq.m.,2,1,from 2.8 m,4,Multiple balconies,Not available,No Renovation,,,,,,,,,"Պրոմեթևսի փողոց, Ստեփանավան","$10,500",USD,The apartment needs renovation.Translated from Armenian,Dec-12-2022_20-01,https://list.am/en/item/17787536
Stone,Yes,Not available,4,,,70 sq.m.,3,1,from 2.8 m,2,Not available,,Major Renovation,,,,,,,,,Lorri › Spitak,"$32,000",USD,"3-room apartment for saleWhite apartmentin the city (Shahumyan 1/6at: 2nd floor of a 4-storey buildingtaxation. Living area702, has a basement. Nearby there is school No. 3, a kindergarten and a supermarket open until late at nightpharmacy.Translated from Armenian",Dec-12-2022_20-01,https://list.am/en/item/17638316
Stone,No,Not available,5,,,90 sq.m.,4,1,from 2.8 m,5,Multiple balconies,By agreement,Partial Renovation,,,,,,,,,Lorri › Vanadzor,"$38,000",USD,"4 rooms for sale ․ Apartment in Vanadzor near the market. It is partially renovated, has 2 open and 1 closed balconies, it is a very warm։ apartment. Near the entrance there is also a (kladovka) For details, call the mentioned phone number.Translated from Armenian",Dec-12-2022_20-01,https://list.am/en/item/17212734
Stone,No,Not available,5,,,77 sq.m.,3,1,from 2.7 m,5,Open balcony,By agreement,Cosmetic Renovation,,,,,,,,,"Chukhajyan street, Vanadzor","$30,000",USD,"The apartment faces the sun and is very warm. The apartment is renovated, the roof has been completely changed. It is provided with all utilities (+ large water yard), heating is a central heating system.Translated from Armenian",Dec-12-2022_20-01,https://list.am/en/item/18646323
Stone,No,Not available,5,,,60 sq.m.,2,1,from 2.7 m,3,Closed balcony,Available,Cosmetic Renovation,,"Fridge, washing machine",City view,,,,,,"Griboyedov street, Vanadzor","$26,000",USD,"The apartment is located on Griboyedov street, it is renovated, it is sold with furniture, it has a basement.Translated from Armenian",Dec-12-2022_20-01,https://list.am/en/item/18645655
Panels,Yes,Available,9,Playground,Outdoor parking,78 sq.m.,3,1,from 2.7 m,9,Open balcony,Available,Designer Renovation,,"Fridge, stove, washing machine","Yard view, street view",,,,,,"Agayan street 59/1, Vanadzor","$37,000",USD,"Apartment for sale in the opposite district, newly renovated, sunny and bright with all the furnitureTranslated from Armenian",Dec-12-2022_20-01,https://list.am/en/item/18644231
Stone,No,Not available,5,,,85 sq.m.,4,2,from 3 m,5,Open balcony,,Partial Renovation,,,,,,,,,"Teryan stret, Vanadzor","$40,000",USD,"A 4-room apartment is for sale in the center, with a very comfortable project. It needs partial renovation.Translated from Armenian",Dec-12-2022_20-01,https://list.am/en/item/18568863
Panels,No,Available,9,,,58 sq.m.,2,1,from 2.8 m,5,Closed balcony,Not available,Old Renovation,,,,,,,,,"Սանահին Սարահարթ թաղամաս 3/14, Ալավերդի","$6,000",USD,"If you have any questions, call the number listedTranslated from Armenian",Dec-12-2022_20-01,https://list.am/en/item/17299800
Stone,No,Not available,5,,,75 sq.m.,3,3+,from 2.6 m,5,Open balcony,By agreement,Major Renovation,,,,,,,,,"Rustavi street, Vanadzor","$41,000",USD,The roof of the baxi roof has been repaired.Translated from Armenian,Dec-12-2022_20-01,https://list.am/en/item/15972022
Stone,No,Not available,5,,,68 sq.m.,2,1,from 2.8 m,2,Multiple balconies,By agreement,Cosmetic Renovation,,,,,,,,,Lorri › Stepanavan,"$18,000",USD,"A two room apartment is for sale in Stepanavan, on Promets 15/3,UrgentTranslated from Armenian",Dec-12-2022_20-01,https://list.am/en/item/17804672
Stone,No,Not available,5,,,77 sq.m.,3,1,from 2.7 m,3,Multiple balconies,,Designer Renovation,,,,,,,,,Lorri › Vanadzor,"$65,000",USD,"A fully renovated 3-room apartment is for sale in the center of Vanadzor. The apartment is very warm and bright, it is sold with full or partial ownership. A garage is also sold separately. It is sold urgently, call, see, let's make an agreement.Translated from Armenian",Dec-12-2022_20-01,https://list.am/en/item/18334597
Stone,No,Not available,4,,,105 sq.m.,4,1,from 3.2 m,3,Closed balcony,,Old Renovation,,,,,,,,,"Սայաթ-Նովա փողոց 9, Ալավերդի","11,500,000 ֏",AMD,"If you want an apartment with a solid foundation, high ceilings, bright and spacious rooms, this apartment is just for you. It is located in one of the most beautiful corners of Lori, in the cozy city of Alaverdi. The apartment is located in the center of the city, from where there is a wonderful view of the Armenian mountains.If desired, an additional plot of land will be provided in the yard of the building, which is very convenient for building a garage.Translated from Armenian",Dec-12-2022_20-01,https://list.am/en/item/17904048
Panels,No,Not available,9,,,64 sq.m.,3,1,from 2.75 m,1,Open balcony,Available,Major Renovation,,,,,,,,,"Cherkasy street 1, Vanadzor","$38,000",USD,"European-renovated, furnished, sunny apartment in a quiet neighborhood. High first floor, there is no closed option, the price is not finalTranslated from Armenian",Dec-12-2022_20-01,https://list.am/en/item/18609086
Stone,No,Not available,5,,,66 sq.m.,2,2,from 3 m,4,Open balcony,By agreement,Old Renovation,,,,,,,,,Lorri › Alaverdi,"$13,000",USD,"2-room apartment for sale in Sanahin Kayaran district, has 2 balconies, the building is near the schoolTranslated from Armenian",Dec-12-2022_20-01,https://list.am/en/item/17406736
Stone,No,Not available,3,,,97 sq.m.,3,1,from 3.2 m,1,Closed balcony,Available,Major Renovation,,,,,,,,,"Tigran Mets Avenue 13, Vanadzor","$45,000",USD,"Բնակարանը գտնվում է Վանաձորի կենտրոնում, վերանորոգված է, բնակարանի մակերեսը 79քմ է գումարծ 18քմ նկուղ, որի մուտքը տան մեջից է և կարող է դառնալ ևս մեկ սենյակ. Խնդրում եմ զանգահարել երեկոյան 8-ից հետո:Квартира расположена в центре Ванадзора, сделан ремонт, площадь квартиры 79 кв. М плюс 18 кв. М подвал, вход в который изнутри дома и может стать еще одной комнатой. Пожалуйста, звоните после 20:00.Translated from Armenian",Dec-12-2022_20-01,https://list.am/en/item/18262901
Panels,No,Not available,5,,,85 sq.m.,3,1,from 2.75 m,5,Open balcony,Not available,No Renovation,,,,,,,,,"Baghramyan avenue, Vanadzor","$19,500",USD,Квартира находится в хорошем состоянии кряша поменяли есть вода свет газ вышлю фото цена договорная,Dec-12-2022_20-01,https://list.am/en/item/18589121
Panels,No,Not available,9,,,84 sq.m.,4,1,from 2.5 m,9,Multiple balconies,By agreement,Partial Renovation,,,,,,,,,"Sukhumi street 12, Vanadzor","$20,000",USD,"A 4-room apartment is for sale. On Sukhumi Street, Bazum District, Vanadzor. Address: Sukhumi 12/81. The house is very sunny, with all utilities: Gas, electricity, water. It was renovated a few years ago. I will exchange for a 2- or 3-room apartment on the lower floor. It has 2 basements.Translated from Armenian",Dec-12-2022_20-01,https://list.am/en/item/18310788
Stone,No,Not available,3,,,81 sq.m.,3,1,from 2.7 m,2,Closed balcony,Not available,Cosmetic Renovation,,,,,,,,,Lorri › Vanadzor,"21,000,000 ֏",AMD,The apartment is located on Tigran Metsi Ave. 61 in the buildingTranslated from Armenian,Dec-12-2022_20-01,https://list.am/en/item/18055550
Stone,No,Not available,5,,,45 sq.m.,1,1,from 2.7 m,5,Closed balcony,,Euro Renovation,,,,,,,,,Lorri › Vanadzor,"$33,000",USD,"The apartment is located in Gr. On Lusavorich Street, it is in good condition, it has a heating system, it has been converted into 2 roomsTranslated from Armenian",Dec-12-2022_20-01,https://list.am/en/item/18330527
Panels,No,Not available,2,,,80 sq.m.,3,1,from 3 m,2,Multiple balconies,By agreement,Euro Renovation,,,,,,,,,"Կարեն Դեմիրճյան փողոց 4, Վանաձոր","$42,000",USD,"The apartment is located on the 2nd floor of a 2-storey building. The roof is completely repaired, the windows are changed. Individual heating system is installed. It has permanent water, a 500 liter water tank is installed, which works with a pump. The floor is high quality parquet. The floor of the kitchen is tiled and heated. It has 2 open balconies, from the kitchen to the living room. It has a storage room.Translated from Armenian",Dec-12-2022_20-01,https://list.am/en/item/17345611
Monolith,Yes,Not available,4,,,100 sq.m.,4,1,from 2.7 m,2,Open balcony,Available,Euro Renovation,,,,,,,,,"Տարոն-4 թաղամաս 19Բ, Վանաձոր","$30,000",USD,"The apartment is in good condition, it is renovated, all utilities are available, there is a heating systemTranslated from Armenian",Dec-12-2022_20-01,https://list.am/en/item/18467842
Panels,No,Available,9,,,79 sq.m.,3,1,from 2.8 m,6,Not available,,Partial Renovation,,,,,,,,,Lorri › Vanadzor,"$35,000",USD,It is located at 66 Moskovyan St. In front of the old church. For more information callTranslated from Armenian,Dec-12-2022_20-01,https://list.am/en/item/18534437
Panels,No,Not available,5,,,79 sq.m.,3,1,from 2.8 m,1,Open balcony,Not available,No Renovation,,,,,,,,,"Սանահին Սարահարթ թաղամաս 2/10Ա, Ալավերդի","1,250,000 ֏",AMD,"Квартира требует ремонта, очень срочно, возможен торг, обмен на помещение или авто.",Dec-12-2022_20-01,https://list.am/en/item/18115603
Monolith,No,Not available,5,,,108 sq.m.,4,1,from 2.7 m,4,Multiple balconies,Not available,Partial Renovation,,,,,,,,,"ՔՇՀ-3 12, Վանաձոր","$30,000",USD,"It is an Alushta type building. In the immediate vicinity of the school and kindergarten. Close to the public transport stop. The apartment is very western and has 3 balconies, 1 closed and 2 open. It has a basement. It also has a stone garage with a box, which is sold separately. NegotiableTranslated from Armenian",Dec-12-2022_20-01,https://list.am/en/item/18309210
Stone,No,Not available,5,,,75 sq.m.,3,1,from 3 m,3,Open balcony,Available,Old Renovation,,,,,,,,,"Shahumyan 6th street, Yerevan","$16,000",USD,The apartment is located in Shahumyan community.Translated from Armenian,Dec-12-2022_20-01,https://list.am/en/item/18506204
Stone,No,Not available,5,,,80 sq.m.,3,1,from 2.7 m,1,Multiple balconies,Available,No Renovation,,,,,,,,,"Moskovyan street, Vanadzor","16,000,000 ֏",AMD,"High 1 floor, all utilities, basement with living space, open & closed balconies, Czech project, near open market, bus station and railway, can be used as business space if desired, price: AMD 16 millionTranslated from Armenian",Dec-12-2022_20-01,https://list.am/en/item/11387807
Stone,No,Not available,9,,,48 sq.m.,1,1,from 2.7 m,9,Closed balcony,,Old Renovation,,,,,,,,,"Rustavi street 14, Vanadzor","$8,500",USD,"Վաճառվում է 2 սենյականոց բնակարան Վանաձոր քաղաքում, փողոցում Ռուսթավի 14: Բնակարանը գտնվում է 9 հարկանի շենքի 9 հարկում: Բնակարանում կատարվել է վերակառուցում, մեկ սենյակի փոխարեն, բնակարանում Այժմ երկու սենյակ է ՝ խոհանոցի փոխարեն կատարվել է երկրորդ սենյակը, իսկ խոհանոցը տեղափոխվել է պատշգամբ ։ Տանիքը վերանորոգված է: Առանց կահույքի: Ջուր, լույս, գազ կա: 25 համարի դպրոցի կողքում է: Վերելակ չկա: Մնացած հարցերը՝ հեռախոսով:—-Продается 2-х комнатная квартира в городе Ванадзор, на улице Рустави 14. Квартира находится на 9 этаже, 9 этажного дома. В квартире сделана перепланировка, вместо одной комнаты, в квартире теперь две комнаты: Вместо кухни сделана вторая комната, а кухня перенесена на балкон.Крыша отремонтирована. Без мебели. Есть вода, газ, свет. Рядом находится школа номер 25. Лифта нету. Остальные вопросы по телефону.",Dec-12-2022_20-01,https://list.am/en/item/18072207
Stone,No,Not available,9,,,75 sq.m.,3,1,from 2.8 m,8,Closed balcony,Not available,Old Renovation,,,,,,,,,Lorri › Vanadzor,"$15,000",USD,"The apartment is located in Bazum district, it needs renovationTranslated from Armenian",Dec-12-2022_20-01,https://list.am/en/item/18154697
Stone,No,Not available,5,,,73 sq.m.,3,1,from 2.7 m,2,Closed balcony,,Cosmetic Renovation,,,,,,,,,Lorri › Vanadzor,"$35,000",USD,"The apartment is located in the Nersisyan district, it has a well-renovated, parquet floor, heating systemTranslated from Armenian",Dec-12-2022_20-01,https://list.am/en/item/18330440
Monolith,No,Not available,5,,,90 sq.m.,3,1,from 3 m,2,Multiple balconies,By agreement,Old Renovation,,,,,,,,,"Квартал Тарон-2 22, Ванадзор","$25,000",USD,"Собственник. Продаю 3-х комнатную квартиру на 2- ом этаже, общая площадь 90 кв метра, есть гардеробная комната, 2 балкона, санузел и ванная раздельные, евро окна, новая входная дверь, постоянная вода, свет, газ счётчики установленны. Торг уместен",Dec-12-2022_20-01,https://list.am/en/item/18135634
Stone,No,Not available,5,,,72 sq.m.,3,1,from 2.8 m,5,Multiple balconies,,Partial Renovation,,,,,,,,,"Улица Чухаджяна 4, Ванадзор","$30,000",USD,"Bright, sunny, all utilities, separate large basement, there is a school, a kindergarten near the area, for sale with all the property and equipment.Iron door.Translated from Armenian",Dec-12-2022_20-01,https://list.am/en/item/18167230
Stone,Yes,Not available,5,,,70 sq.m.,3,2,from 2.8 m,1,Open balcony,Not available,Partial Renovation,,,,,,,,,"Rustavi street 7, Vanadzor","$19,000",USD,"The apartment is half renovated, has a basement, heating system. Do not write a message.Translated from Armenian",Dec-12-2022_20-01,https://list.am/en/item/18072858
Stone,No,Not available,5,,,45 sq.m.,1,1,from 2.7 m,2,Closed balcony,,Old Renovation,,,,,,,,,"Tumanyan street, Vanadzor","10,500,000 ֏",AMD,Bright and sunny apartment in the center. Price negotiableTranslated from Armenian,Dec-12-2022_20-01,https://list.am/en/item/18215494
Panels,No,Available,9,,,65 sq.m.,2,1,from 2.8 m,2,Closed balcony,,Old Renovation,,,,,,,,,"Սանահին Սարահարթ թաղամաս 3/15, Ալավերդի","$14,000",USD,Apartment for sale in Alaverdi with a garage.Translated from Armenian,Dec-12-2022_20-01,https://list.am/en/item/16888714
Stone,No,Not available,5,,,63 sq.m.,2,1,from 2.8 m,4,Multiple balconies,Not available,Partial Renovation,,,,,,,,,Lorri › Alaverdi,"$7,000",USD,2-room apartment for saleOn the 4th floor of a 5-storey stone building. Price is negotiable.Translated from Armenian,Dec-12-2022_20-01,https://list.am/en/item/17941919
Stone,No,Not available,4,,,30 sq.m.,1,1,from 2.5 m,3,Open balcony,By agreement,Old Renovation,,,,,,,,,Lorri › Vanadzor,"$10,000",USD,"The apartment is not renovated, has gas, is furnished with old furniture, call for details.Translated from Armenian",Dec-12-2022_20-01,https://list.am/en/item/18397652
Stone,No,Not available,5,,,68 sq.m.,2,1,from 2.5 m,1,Closed balcony,Not available,No Renovation,,,,,,,,,"Sukhumi street 8, Vanadzor","$13,000",USD,2 rooms for saleTranslated from Armenian,Dec-12-2022_20-01,https://list.am/en/item/18543212
Stone,No,Not available,2,,,87 sq.m.,3,1,from 3 m,2,Open balcony,,Old Renovation,,,,,,,,,"Թումանյան փողոց 54, Ստեփանավան","$18,000",USD,"3 rooms built on 4, on the second floor of a stone building, with communal facilitiesTranslated from Armenian",Dec-12-2022_20-01,https://list.am/en/item/11905302
Stone,No,Not available,5,Playground,,50 sq.m.,1,1,from 2.7 m,2,Closed balcony,Not available,Old Renovation,,,,,,,,,Lorri › Vanadzor,"$8,500",USD,"The apartment is located on the Shirak highway, part 3, it is habitableTranslated from Armenian",Dec-12-2022_20-01,https://list.am/en/item/18602497
