Construction Type,New Construction,Elevator,Floors in the Building,Floor Area,Number of Rooms,Number of Bathrooms,Ceiling Height,Floor,Balcony,Furniture,Renovation,Address,Price,Currency,Description,Datetime,Parking,Appliances,Window Views,The House Has,Links,Number of Guests,Children Are Welcome,Pets Allowed,Utility Payments,Prepayment,Amenities
Stone,No,Not available,5,69 sq.m.,3,1,from 2.75 m,2,Open balcony,,Euro Renovation,Armavir › Echmiadzin,"250,000 ֏ monthly",AMD,"250,000 AMD for rent3-room apartmentEchmiadzin in the Central part50% commissionUtilitiesThe floor will be heatedWith property, equipmentCode VA002Translated from Armenian",Dec-12-2022_23-07,,,,,https://list.am/en/item/14182352,2,Yes,Yes,Not included,Without prepayment,
Stone,No,Not available,5,79 sq.m.,3,2,from 2.75 m,3,Open balcony,,Designer Renovation,Armavir › Echmiadzin,"400,000 ֏ monthly",AMD,Commission 40%4-room apartment for rentIn the center of Etchmiadzin cityFloor 3The area is 71 square metersAshotComes with all property appliancesHeating Systemair conditionerFor more information call...Code A009Translated from Armenian,Dec-12-2022_23-07,,,,,https://list.am/en/item/18401272,,,,,,
Stone,No,Not available,5,40 sq.m.,1,1,from 2.7 m,1,Open balcony,Not available,Partial Renovation,Armavir › Echmiadzin,"120,000 ֏ monthly",AMD,"The price is AMD 120,000 per month+ 50% intermediate fee1-room apartment for rentAlong with the propertyIn the center of Etchmiadzin cityfloor 1The area is 40 square metersAshotFor more information callTranslated from Armenian",Dec-12-2022_23-07,,,"Yard view, street view",,https://list.am/en/item/18356983,4,Yes,Yes,Not included,Without prepayment,
Stone,No,Not available,5,80 sq.m.,4,1,from 2.75 m,4,Open balcony,,Designer Renovation,Armavir › Echmiadzin,"280,000 ֏ monthly",AMD,"4-room apartment for rent, Etchmiadzin Mashtotson the street280,000 AMD (negotiable)40% commission4 floorsUtilitiesAlong with property and equipmentCode VE020Translated from Armenian",Dec-12-2022_23-07,,,,,https://list.am/en/item/18396844,,,,,,
Stone,No,Not available,5,83 sq.m.,3,1,from 3 m,3,Open balcony,Available,Major Renovation,"Վազգեն Արաջինի փողոց, Վաղարշապատ","130,000 ֏ monthly",AMD,"AS122:K. A 4-room apartment on the 5/1 floor is for rent on Mashtots Street in Etchmiadzin. The apartment has property, equipment, heating system, bed, etc. The cost is AMD 300,000.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Dec-12-2022_23-07,Outdoor parking,"Stove, washing machine, water Heater",Yard view,,https://list.am/en/item/17921079,5,Yes,Yes,Not included,By Agreement,"Internet, parking space"
Stone,Yes,Not available,2,87 sq.m.,3,1,from 3 m,2,Open balcony,Available,Designer Renovation,"Улица Мовсеса Хоренаци 28, Вагаршапат","20,000 ֏ daily",AMD,"ВОЗМОЖНА ДЛИТЕЛЬНАЯ АРЕНДА. Сдается великолепная квартира, с новым ремонтом. Все удобства для проживания. Отоплние настенными батареями (греются за счет газового котла) На фото все представленно.",Dec-12-2022_23-07,Garage,"Fridge, stove, microwave, coffee maker, washing machine, water Heater, iron","Yard view, street view, city view",,https://list.am/en/item/18685443,4,Negotiable,Negotiable,Included,By Agreement,"Television, air conditioner, internet, parking space"
Stone,No,Not available,3,40 sq.m.,2,1,from 2.75 m,3,Closed balcony,Available,Old Renovation,Armavir › Norakert,"4,000 ֏ daily",AMD,"The apartment is for rent both long-term and short-term, it is located in the village of Norakert, 15 km from Yerevan, on the way to the village of Merdzavan, the property is provided, there is a large supermarket, a kindergarten near the house, the village is the terminus of the 205 number transport, for the rest of the information, call The apartment will be provided from November 21Translated from Armenian",Dec-12-2022_23-07,,,,,https://list.am/en/item/18440035,4,Yes,No,Not included,1 month,
Monolith,Yes,Not available,2,70 sq.m.,3,1,from 3.5 m,2,Closed balcony,Available,Euro Renovation,"Երկաթգծի փողոց, Արգավանդ","250,000 ֏ monthly",AMD,"Furniture, appliances, Wi-Fi. Gas is possible with a 3-month deposit, it is given for a minimum of 6 months.Translated from Armenian",Dec-12-2022_23-07,Outdoor parking,"Fridge, stove, coffee maker, water Heater, iron","Yard view, street view, city view, view of Ararat",Playground,https://list.am/en/item/18585645,8+,Yes,Yes,Not included,By Agreement,"Television, air conditioner, internet, parking space"
Stone,No,Not available,5,40 sq.m.,1,1,from 2.7 m,3,Not available,Available,Major Renovation,"Մեսրոպ Մաշտոց փողոց 22, Վաղարշապատ","200,000 ֏ monthly",AMD,"K. Echmiadzin Main Street, Mashtots: Newly renovated and furnished apartment for rent on the 5th/3rd floor. The apartment is provided with all utilities, property, equipment and wifi are available. The cost is AMD 200,000.Agency address: Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Dec-12-2022_23-07,,"Fridge, stove, microwave, coffee maker, washing machine, hair dryer","Yard view, street view, city view",,https://list.am/en/item/18698467,3,Yes,Yes,Not included,By Agreement,"Television, internet"
Stone,No,Not available,5,65 sq.m.,2,1,from 2.7 m,1,Not available,Available,Major Renovation,"Բաղրամյան փողոց, Վաղարշապատ","250,000 ֏ monthly",AMD,"K. A 2-room apartment on the 5th/1st floor is for rent on Baghramyan Street in Etchmiadzin. The apartment is provided with all utilities, property, equipment, wifi, baxi system and air conditioner are installed. The cost is AMD 250,000.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Dec-12-2022_23-07,,"Fridge, stove, microwave, coffee maker, washing machine, water Heater, iron, hair dryer","Yard view, street view",,https://list.am/en/item/18698007,3,Yes,Yes,Not included,By Agreement,"Television, air conditioner, internet, parking space"
Stone,Yes,Not available,4,68 sq.m.,3,1,from 3 m,4,Not available,Available,Major Renovation,"Զվարթնոց թաղամաս, Վաղարշապատ","250,000 ֏ monthly",AMD,"AS103:A 2-room apartment on the 5th/4th floor is for rent in Zvartnots. The apartment is completely renovated, there is an open balcony, property and equipment. The cost is AMD 160,000.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Dec-12-2022_23-07,,"Fridge, stove, washing machine","Yard view, street view",,https://list.am/en/item/18568636,5,Yes,Yes,Not included,By Agreement,"Television, internet, parking space"
Stone,No,Not available,3,40 sq.m.,1,1,from 3 m,3,Open balcony,Available,Old Renovation,"Movses Khorenatsi Street 14, Vagharshapat","120,000 ֏ monthly",AMD,1-room apartment in the center of EtchmiadzinTranslated from Armenian,Dec-12-2022_23-07,,,"Street view, park view",,https://list.am/en/item/18421712,2,Yes,No,Not included,2 months,
Stone,No,Not available,5,70 sq.m.,2,1,from 3 m,4,Multiple balconies,Available,Euro Renovation,"Улица Мовсес Хоренаци, Вагаршапат","250,000 ֏ monthly",AMD,"Վարձով է տրվում 2 (3) սենյականոց բնակարան ք. Էջմիածնի Մովսես Խորենացի փողոցում փողոցում (հրապարակ) ։ Գտնվում է Մայր Աթոռ Սուրբ Էջմիածնի հարևանությամբ։ Բնակարանն ունի բոլոր կոմունալ հարմարաթյունները (BAXI ՝ տաք-սառը ջուր, գազ) ։»Մանրամասների համար զանգահարել։Здаётся в аренду квартира в городе Эчмиадзин (Улица Мовсес Хоренаци), находится рядом с Мать Собором. Квартира полностью отремонтирована, 2 (3) -х комнатная, этаж 5/4, есть все коммунальные услуги (Baxi Wi-Fi, горячая-холодная вода, отопление, стиральная машина, холодильник, мебель будет установлена во время арендыԿոդ MA134",Dec-12-2022_23-07,"Outdoor parking, garage","Fridge, stove, coffee maker, washing machine, iron, hair dryer","Yard view, city view",,https://list.am/en/item/18564562,4,Yes,No,Not included,By Agreement,"Television, air conditioner, internet, parking space"
Stone,No,Not available,2,105 sq.m.,4,1,from 2.7 m,1,Open balcony,Available,Major Renovation,"Spandaryan Street 5, Vagharshapat","300,000 ֏ monthly",AMD,"AS110:K. A 4-room apartment is for rent on the 2nd/1st floor on Tigran Ogh Street in Etchmiadzin. The apartment has property and equipment, it is provided with all utilities, heating system, air conditioner, wifi are installed. The total area is 105 square meters. Of which 85.8 are residential. The cost is AMD 300,000.Agency address: Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Dec-12-2022_23-07,,"Fridge, stove, microwave, washing machine, water Heater, iron, hair dryer","Yard view, street view",,https://list.am/en/item/17783652,7,Yes,Yes,Not included,By Agreement,"Television, air conditioner, internet, parking space"
Stone,No,Not available,2,40 sq.m.,2,1,from 3 m,2,Open balcony,Available,Major Renovation,"Մեսրոպ Մաշտոց փողոց, Վաղարշապատ","220,000 ֏ monthly",AMD,"AS097:K. A 2-room apartment on the 2nd floor is for rent on Mashtots Street in Etchmiadzin. The apartment is completely renovated, air conditioner is installed, property and equipment are available, and wifi is included in the price. The cost is AMD 250,000Agency address: Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Dec-12-2022_23-07,,"Fridge, stove, microwave, coffee maker, washing machine, water Heater","Yard view, street view, city view",,https://list.am/en/item/17331459,3,Yes,Yes,Not included,By Agreement,"Television, air conditioner, internet, parking space"
Stone,No,Not available,5,76 sq.m.,3,1,from 2.7 m,4,Open balcony,Available,Euro Renovation,"Վազգեն Արաջինի փողոց, Վաղարշապատ","200,000 ֏ monthly",AMD,"AS111:K. A 3-room apartment on the 5th/4th floor is for rent on the first Vazgen street of Etchmiadzin. The apartment is completely renovated, it is provided with all property and equipment. The total area is 76 square meters. The price is AMD 200,000, negotiable.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Dec-12-2022_23-07,,"Fridge, stove, washing machine, water Heater","Yard view, street view",,https://list.am/en/item/18444317,4,Yes,Yes,Not included,By Agreement,
Panels,No,Not available,5,61 sq.m.,3,1,from 2.8 m,5,Open balcony,Available,Major Renovation,Armavir › Echmiadzin,"300,000 ֏ monthly",AMD,"A completely renovated apartment is for rent, the apartment has all the amenities.Gas:LightWaterBucks systemКвартира с ремонтом for rent.There are all amenities in the apartment.The apartment is not occupied.Translated from Armenian",Dec-12-2022_23-07,,,,,https://list.am/en/item/18396501,4,Yes,No,Not included,1 month,
Stone,No,Available,5,98 sq.m.,4,1,from 2.7 m,4,Multiple balconies,Available,Cosmetic Renovation,"Charents street, Vagharshapat","120,000 ֏ monthly",AMD,"In Zvartnots, a renovated spacious 4-room apartment with property and appliances is for rent. The apartment has a large balcony on both sides. All utilities are available. The cost is AMD 120,000.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Dec-12-2022_23-07,,,"Yard view, street view",,https://list.am/en/item/18518620,7,Yes,Yes,Not included,By Agreement,
Stone,No,Not available,5,50 sq.m.,2,1,from 2.8 m,5,Open balcony,Available,Cosmetic Renovation,"Արարատյան փողոց, Վաղարշապատ","80,000 ֏ monthly",AMD,"AS109:K. A 2-room apartment on the 5th/5th floor is for rent on Araratyan Street in Etchmiadzin. The apartment is cosmetically renovated, has an open balcony, there is no property, but all utilities are available. The cost is AMD 90,000.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Dec-12-2022_23-07,,,,,https://list.am/en/item/17524495,3,Yes,Yes,Not included,By Agreement,
Stone,No,Not available,5,80 sq.m.,4,1,from 2.8 m,2,Open balcony,Available,Designer Renovation,Armavir › Echmiadzin,"200,000 ֏ monthly",AMD,"Code 8070A 4-room full apartment is for rent on the 2nd floor of a stone building in Etchmiadzin, at the beginning of Charents. There is a taxi, expensive furniture and appliances.Deposit and commission required.Translated from Armenian",Dec-12-2022_23-07,,"Fridge, stove, washing machine, water Heater","Yard view, street view, park view",,https://list.am/en/item/18696850,4,Yes,No,Not included,2 months,"Television, air conditioner, internet"
Stone,No,Not available,5,62 sq.m.,2,1,from 2.8 m,5,Closed balcony,Available,Old Renovation,"Mesrop Mashtots street 16, Vagharshapat","100,000 ֏ monthly",AMD,For rent on the 5th floor of a 5-storey buildingGas:WaterThere isTranslated from Armenian,Dec-12-2022_23-07,,,,,https://list.am/en/item/18510199,5,Yes,No,By Agreement,2 months,
Panels,No,Not available,5,40 sq.m.,2,1,from 2.75 m,4,Multiple balconies,Available,Euro Renovation,"Ռ․Եսայան փողոց 29, Վաղարշապատ","100,000 ֏ monthly",AMD,Please read carefully. The apartment is located 7 km from the city of Etchmiatsin. Chobankara military town. A military bus runs from the area to Etchmiadzin. The apartment is given to a family.Translated from Armenian,Dec-12-2022_23-07,Outdoor parking,"Fridge, stove, microwave, coffee maker, washing machine, water Heater, iron, hair dryer","Yard view, street view, view of Ararat",Playground,https://list.am/en/item/18695514,6,Yes,No,Not included,By Agreement,"Television, internet, parking space"
Stone,No,Not available,3,47 sq.m.,1,1,from 2.6 m,3,Closed balcony,,Partial Renovation,Armavir › Tairov,"120,000 ֏ monthly",AMD,"The apartment is located in Tairov, there is electricity, water, gas. If desired, a garage will be provided for an additional fee.Translated from Armenian",Dec-12-2022_23-07,,,,,https://list.am/en/item/18220498,2,Yes,No,Not included,By Agreement,
Stone,No,Not available,1,150 sq.m.,3,1,from 2.5 m,1,Not available,Available,Euro Renovation,"Սուրբ Հարություն փողոց, Փարաքար","220,000 ֏ monthly",AMD,"Сдам дом недалеко от Еревана в селе Паракар... Теплая горячая вода, газ, отопление. В доме есть все необходимое` Мебель техника... Стоимость 220000 драм.Живёть 1 человек, нужен ещё 2.Ватцап Вайбер можете звонить.",Dec-12-2022_23-07,,,,,https://list.am/en/item/18350232,8+,Yes,No,Not included,1 month,
Stone,No,Not available,5,100 sq.m.,3,2,from 2.75 m,5,Not available,Available,Major Renovation,"Mesrop Mashtots street 14, Vagharshapat","150,000 ֏ monthly",AMD,"The apartment is fully renovated, has hot and cold water, gasification. It is sunny.Translated from Armenian",Dec-12-2022_23-07,Outdoor parking,"Fridge, stove, washing machine, water Heater","Yard view, street view, city view, park view",Playground,https://list.am/en/item/18599271,4,Yes,No,Not included,1 month,
Stone,No,Not available,2,99 sq.m.,4,1,from 2.8 m,2,Open balcony,Not available,Major Renovation,"Mashtots Street, Armavir","250,000 ֏ monthly",AMD,"Կոդ` B-23390Վարձով է տրվում 4 սենյականոց բնակարան Մերձավանում՝ 2 հարկանի քարե շենքի 2-րդ հարկում։ Բնակարանը կապիտալ վերանորոգված է։ Մուտքի դուռը՝ երկաթյա, պատուհանները՝ եվրո, հատակը՝ լամինատ, պրեսգրանիտ։ Սանհանգույցը՝ համակցված, նորաոճ սալիկապատ, էլ․ լարերը և խողովակները՝ փոխված։ Ունի քարե ավտոտնակ, բաց լոջա, խորդանոց, ջեռուցման համակարգ, մշտական ջուր և գազ։ Տրվում է անհրաժեշտ կահույքի և տեխնիկայի հետ միասին:Գործակալության միջնորդավճարը կազմում է 50 %: Ցուցադրությունների համար կնքվում է ցուցադրման պայմանագիր։ Խնդրում ենք Ձեզ մոտ ունենալ անձը հաստատող փաստաթուղթ։An apartment for rent in Merdzavan. The rooms' quantity is 4 (a hall and 3 bedrooms) The apartment is newly renovated and is located on the 2nd floor of the 2-storey stone building. The entrance door is iron-made, the windows are euro-based, the floor is covered by laminate and solid-granite. The bathroom is combined and modern tiled, the electric wires and pipes are newly changed. The apartment has a stone garage, balcony, storage-room, heating system and is supplied with constant water and gas. The apartment is being rented with necessary furniture and technique devices.The commission of the Real Estate Agency is 50% for showing the real estate, a contract is signed. Please have a passport, ID or driving-license with You.",Dec-12-2022_23-07,,,,,https://list.am/en/item/18582310,8+,Yes,No,Not included,6 months,
Panels,No,Not available,2,86 sq.m.,4,1,from 2.8 m,2,Open balcony,Available,Major Renovation,Armavir › Merdzavan,"350,000 ֏ monthly",AMD,"Կոդ` B-23372Վարձով է տրվում 4 սենյականոց բնակարան Մերձավանում՝ 2 հարկանի պանելային շենքի 2-րդ հարկում։ Բնակարանը կապիտալ վերանորոգված է։ Մուտքի դուռը՝ երկաթյա, պատուհանները՝ եվրո, հատակը՝ լամինատ, պրեսգրանիտ։ Սանհանգույցը՝ համակցված, սալիկապատ, էլ․ լարերը և խողովակները՝ փոխված։ Ունի բաց լոջա, ջեռուցման համակարգ, մշտական ջուր և գազ։ Տրվում է վարձով անհրաժեշտ գույքի և տեխնիկայի հետ միասին։Գործակալության միջնորդավճարը կազմում է 50%: Ցուցադրությունների համար կնքվում է ցուցադրման պայմանագիր։ Խնդրում ենք Ձեզ մոտ ունենալ անձը հաստատող փաստաթուղթ։An apartment for rent in Merdzavan. The rooms' quantity is 4 (1 hall and 3 bedrooms) The apartment is newly renovated and is located on the 2nd floor of the 2-storey panel building. The entrance door is iron-made, the windows are euro-based, the floor is covered by laminate and solid-granite. The bathroom is combined and tiled, the electric wires and pipes are newly changed. The apartment has a balcony, heating system and is supplied with constant water and gas. The apartment is being rented with necessary furniture and technique devices.The commission of the Real Estate Agency is 50%. For showing the real estate, a contract is signed. Please have a passport, ID or driving-license with You.",Dec-12-2022_23-07,,,,,https://list.am/en/item/18568523,8+,Yes,Yes,Not included,6 months,
Stone,No,Not available,4,34 sq.m.,1,1,from 2.75 m,3,Open balcony,Available,Major Renovation,"Charents street, Armavir","150,000 ֏ monthly",AMD,Capital renovated with all amenities.Translated from Armenian,Dec-12-2022_23-07,,,,,https://list.am/en/item/18573685,2,No,No,Not included,By Agreement,
Stone,No,Not available,5,65 sq.m.,2,1,from 2.7 m,4,Closed balcony,Available,Euro Renovation,Armavir › Echmiadzin,"15,000 ֏ daily",AMD,"Code 8027A 2-room apartment on the 4th floor is for daily rent on Mashtots Street in Etchmiadzin. It also has a closed balcony, which can be used as a 2nd bedroom. Monthly salary: 250-300,000. Booked until the end of the year.Translated from Armenian",Dec-12-2022_23-07,,"Fridge, stove, washing machine",Yard view,,https://list.am/en/item/12809775,3,Yes,No,Included,By Agreement,"Television, air conditioner"
Stone,No,Available,9,130 sq.m.,4,2,from 2.8 m,2,Open balcony,Available,Major Renovation,"Marshal Baghramyan avenue, Yerevan","$1,100 monthly",USD,"A 4-room apartment of 130 square meters is for rent in Etchmiadzin, on Baghramyan street. M. With an area located on the 3rd floor of a 5-story stone building. The apartment is fully renovated. The floor is covered with parquet. It is provided with permanent water supply and gas supply. The heating system is heated. Euro windows and iron door installed. The apartment has air conditioner, intercom. It has an open balcony.Code 19562Translated from Armenian",Dec-12-2022_23-07,,,,,https://list.am/en/item/18165013,6,Yes,No,Not included,1 month,
Stone,No,Not available,4,32 sq.m.,1,1,from 2.6 m,4,Closed balcony,Available,Euro Renovation,Armavir › Echmiadzin,"160,000 ֏ monthly",AMD,"Code 7767from the end of the monthA 1-room apartment + sleeping area is for rent at the intersection next to Etchmiadzin Square, on the first line. There is all the property of the house and household appliances, air conditioner working in cooling and heating mode, boiler, constant hot and cold water, open balcony, etc. Deposit and commission required. Suitable for 2-3 people.Translated from Armenian",Dec-12-2022_23-07,,"Fridge, stove, washing machine, water Heater","Street view, city view",,https://list.am/en/item/12872741,3,Yes,No,Not included,2 months,"Television, air conditioner"
Stone,No,Not available,5,84 sq.m.,3,1,from 2.8 m,5,Multiple balconies,Available,Euro Renovation,"Mesrop Mashtots street 48, Vagharshapat","270,000 ֏ monthly",AMD,"APARTMENT FOR RENT. It is furnished, European windows, heating, constant hot and cold water, separate water tank, washing machine, gas stove, beautiful view, very warm house.PRICE NEGOTIABLEAPARTMENT FOR RENT.PRICE NEGOTIABLE:Translated from Armenian",Dec-12-2022_23-07,,,,,https://list.am/en/item/18220314,5,Yes,No,Not included,2 months,
Stone,Yes,Not available,5,68 sq.m.,3,1,from 2.8 m,1,Not available,,Cosmetic Renovation,Armavir › Echmiadzin,"150,000 ֏ monthly",AMD,"The apartment is located close to the square, call for detailsTranslated from Armenian",Dec-12-2022_23-08,,,,,https://list.am/en/item/18562788,8+,Yes,Yes,Not included,By Agreement,
Stone,No,Not available,4,55 sq.m.,3,1,from 2.5 m,4,Closed balcony,Available,Old Renovation,Armavir › Echmiadzin,"150,000 ֏ monthly",AMD,Сдам квартиру. Подробности по телефону.,Dec-12-2022_23-08,Garage,"Fridge, stove, water Heater",View of Ararat,,https://list.am/en/item/18589298,8+,Yes,No,Not included,By Agreement,Parking space
Stone,No,Not available,5,81 sq.m.,3,1,from 2.5 m,4,Open balcony,Not available,Cosmetic Renovation,"Վազգեն Առաջինի փողոց, Վաղարշապատ","110,000 ֏ monthly",AMD,"A very comfortable and bright 3-room apartment is for rent in the center of Etchmiadzin. The apartment has all utilities, shops, school and kindergarten are nearby. The apartment also has an open balcony and a nice building yard, which is suitable for parking a car.Translated from Armenian",Dec-12-2022_23-08,Outdoor parking,,View of Ararat,Playground,https://list.am/en/item/18261740,3,Yes,No,Not included,2 months,
Stone,No,Not available,5,78 sq.m.,3,1,from 2.7 m,2,Open balcony,Available,Cosmetic Renovation,"Մեսրոպ Մաշտոց փողոց, Վաղարշապատ","130,000 ֏ monthly",AMD,"AS114:K. A 3-room apartment on the 5th/2nd floor is for rent on Mashtots Street in Etchmiadzin. The apartment is cosmetically renovated, there is property and equipment. The cost is AMD 140,000.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Dec-12-2022_23-08,,,,,https://list.am/en/item/18526113,4,Yes,Yes,Not included,By Agreement,
Stone,No,Not available,5,69 sq.m.,2,1,from 2.7 m,4,Multiple balconies,Available,Cosmetic Renovation,"Զվարթնոց թաղամաս, Վաղարշապատ","160,000 ֏ monthly",AMD,"AS107:A 2-room apartment on the 5th/4th floor is for rent right at the beginning of Zvartnots. The apartment is cosmetically renovated, there is property, equipment and an open balcony. The cost is AMD 160,000.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Dec-12-2022_23-08,,"Stove, coffee maker, washing machine, drying machine, iron",,,https://list.am/en/item/18526271,3,Yes,No,Not included,By Agreement,"Television, internet, parking space"
Stone,No,Not available,1,50 sq.m.,2,1,from 2.7 m,1,Not available,Available,Major Renovation,"Չարենցի փողոց 67, Վաղարշապատ","160,000 ֏ monthly",AMD,"AS097:K. A 2-room apartment on the 1st floor is for rent in Etchmiadzin. The apartment is completely renovated, there is property and equipment. The price is AMD 180,000. Negotiable.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Dec-12-2022_23-08,,"Fridge, stove, washing machine, water Heater",Street view,,https://list.am/en/item/18451842,3,Yes,Yes,Not included,By Agreement,
Stone,No,Not available,5,78 sq.m.,3,1,from 2.75 m,2,Open balcony,Available,Major Renovation,"Չարենցի փողոց, Վաղարշապատ","250,000 ֏ monthly",AMD,"AS130:K. A 3-room apartment on the 5th/2nd floor is for rent in Etchmiadzin. The apartment is completely renovated, all utilities, property, equipment and heating system are available. The cost is AMD 250,000.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Dec-12-2022_23-08,"Outdoor parking, garage","Fridge, stove, microwave, coffee maker, washing machine, drying machine, iron","Yard view, street view, park view, view of Ararat",Playground,https://list.am/en/item/18263077,5,Yes,Yes,Not included,By Agreement,"Television, air conditioner, internet, parking space"
Stone,No,Not available,5,78 sq.m.,3,1,from 2.7 m,1,Closed balcony,Available,Major Renovation,"Մեսրոպ Մաշտոց փողոց, Վաղարշապատ","300,000 ֏ monthly",AMD,"AS126:K. A 3-room apartment is for rent on Mashtots Street, Etchmiadzin. The apartment is provided with property and equipment. The cost is AMD 300,000.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Dec-12-2022_23-08,,"Fridge, stove, coffee maker, washing machine, water Heater","Yard view, street view, city view",,https://list.am/en/item/17945964,5,Yes,Yes,Not included,By Agreement,"Television, air conditioner, internet, parking space"
Stone,Yes,Not available,1,100 sq.m.,3,1,from 2.5 m,1,Open balcony,Available,Major Renovation,"Khachatur Abovyan Street 4th Lane 4, Armavir","120,000 ֏ monthly",AMD,It has been completely renovatedI will also provide an officeTranslated from Armenian,Dec-12-2022_23-08,Outdoor parking,"Fridge, stove, microwave, coffee maker, washing machine, water Heater","Yard view, street view, park view",Intercom entry,https://list.am/en/item/18602373,8+,Negotiable,No,Not included,3 months,"Television, parking space"
Stone,No,Not available,5,80 sq.m.,3,1,from 2.75 m,4,Not available,,Partial Renovation,Armavir › Echmiadzin,"170,000 ֏ monthly",AMD,"170,000 AMD for rent3-room apartmentEchmiadzin in the Central partOn Mashtots street50% commissionUtilitiesWith property, equipmentTranslated from Armenian",Dec-12-2022_23-08,,,,,https://list.am/en/item/15343929,5,Yes,Yes,Not included,Without prepayment,
Stone,No,Not available,5,37 sq.m.,1,1,from 2.75 m,4,Closed balcony,Available,Euro Renovation,"Mesrop Mashtots street, Vagharshapat","150,000 ֏ monthly",AMD,"Very bright and warm apartment, (also possible with daily rent) constant hot and cold water, air conditioner, powerful (internet), the apartment is provided with furniture and appliances, for details call...Translated from Armenian",Dec-12-2022_23-08,Outdoor parking,"Fridge, microwave, washing machine, water Heater, iron",,,https://list.am/en/item/18217802,3,Yes,No,Not included,1 month,"Air conditioner, internet"
Stone,No,Not available,5,80 sq.m.,3,1,from 2.7 m,2,Open balcony,Available,Designer Renovation,Armavir › Echmiadzin,"150,000 ֏ monthly",AMD,"AS121:K. A 3-room apartment on the 5th/2nd floor is for rent in the Charents district of Etchmiadzin. The apartment has old repairs, but is in a clean condition. A heating system is installed, property and equipment are available. You can rent the apartment until June. The cost is AMD 150,000.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Dec-12-2022_23-08,,,,,https://list.am/en/item/18374784,7,Yes,Yes,Not included,By Agreement,
Stone,No,Not available,5,78 sq.m.,3,1,from 3 m,3,Open balcony,Available,Cosmetic Renovation,"Улица Рафаэла Патканяна 19, Вагаршапат","200,000 ֏ monthly",AMD,"K. A 3-room apartment on the 5th/3rd floor is for rent on Patkanyan Street in Etchmiadzin. The apartment is equipped with property and appliances, heating system and wifi. The cost is AMD 200,000.Translated from Armenian",Dec-12-2022_23-08,,,,,https://list.am/en/item/18534466,3,Yes,Yes,Included,1 month,
Panels,No,Not available,5,80 sq.m.,3,1,from 2.8 m,4,Open balcony,Available,Cosmetic Renovation,"1district, Metsamor","100,000 ֏ monthly",AMD,The house is fully furnished.Translated from Armenian,Dec-12-2022_23-08,,,,,https://list.am/en/item/18376095,6,Yes,No,Not included,1 month,
Stone,No,Not available,5,80 sq.m.,3,1,from 3 m,3,Open balcony,Available,Major Renovation,"Manushyan Street 10, Vagharshapat","200,000 ֏ monthly",AMD,"Дом очень солнечный и уютный.Здаётся с мебелью, посудой.Есть все что необходимо для проживания. Есть интернет.",Dec-12-2022_23-08,,"Fridge, stove, washing machine, iron",,,https://list.am/en/item/18646788,6,Negotiable,No,Not included,By Agreement,
Stone,Yes,Not available,1,150 sq.m.,2,2,from 2.8 m,1,Open balcony,Available,Major Renovation,"Սայաթ-Նովա փողոցի 5-րդ նրբանցք 2, Արմավիր","150,000 ֏ daily",AMD,Dacha for rent is heated with air conditioningTranslated from Armenian,Dec-12-2022_23-08,,,,,https://list.am/en/item/17480398,4,Yes,No,Not included,By Agreement,
Stone,No,Not available,5,50 sq.m.,1,1,from 2.7 m,1,Closed balcony,Available,Partial Renovation,"Mesrop Mashtotsi St, Vagharshapat","120,000 ֏ monthly",AMD,The apartment is located in the center of Etchmiadzin. Has all utilitiesTranslated from Armenian,Dec-12-2022_23-08,Outdoor parking,Water Heater,Park view,Playground,https://list.am/en/item/18673142,8+,Yes,Yes,Not included,1 month,
Stone,No,Not available,5,55 sq.m.,2,1,from 2.8 m,4,Closed balcony,Available,Cosmetic Renovation,Armavir › Echmiadzin,"200,000 ֏ monthly",AMD,"AS108:K. A 2-room apartment on the 5th/4th floor is for rent on Kirov Street in Etchmiadzin. The apartment is fully renovated, has all utilities, wifi, heating system and is provided with all the property and appliances. The apartment has a barbecue. The cost is AMD 200,000.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Dec-12-2022_23-08,,,,,https://list.am/en/item/16783080,3,Yes,Yes,Not included,By Agreement,
